BioProject,BioSample,Organism,sex,Submitter_Id,Population,lat_lon,Collection_date,Phenotype,refGenome,refSpecies
PRJNA323589,SAMN05930624,Fundulus_heteroclitus,male,NBH-34,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930623,Fundulus_heteroclitus,male,NBH-33,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930626,Fundulus_heteroclitus,male,NBH-36,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930402,Fundulus_heteroclitus,male,BI-8,Block Island,41.1818 N 71.5793 W,2011-08-04,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930401,Fundulus_heteroclitus,male,BI-7,Block Island,41.1818 N 71.5793 W,2011-08-04,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930508,Fundulus_heteroclitus,female,F-15,Flax Pond,40.9637 N 73.1342 W,2008-11-23,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930509,Fundulus_heteroclitus,female,F-16,Flax Pond,40.9637 N 73.1342 W,2008-11-23,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930453,Fundulus_heteroclitus,female,BP-9,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930504,Fundulus_heteroclitus,female,F-11,Flax Pond,40.9637 N 73.1342 W,2008-11-23,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930505,Fundulus_heteroclitus,male,F-12,Flax Pond,40.9637 N 73.1342 W,2008-11-23,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930410,Fundulus_heteroclitus,male,BP-16,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930409,Fundulus_heteroclitus,male,BP-15,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930408,Fundulus_heteroclitus,female,BP-14,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930406,Fundulus_heteroclitus,female,BP-12,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930405,Fundulus_heteroclitus,male,BP-11,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930404,Fundulus_heteroclitus,male,BP-10,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930403,Fundulus_heteroclitus,male,BI-9,Block Island,41.1818 N 71.5793 W,2011-08-04,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930627,Fundulus_heteroclitus,male,NBH-37,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930628,Fundulus_heteroclitus,female,NBH-38,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930633,Fundulus_heteroclitus,female,NBH-43,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930635,Fundulus_heteroclitus,male,NBH-45,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930636,Fundulus_heteroclitus,male,NBH-46,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930629,Fundulus_heteroclitus,male,NBH-39,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930630,Fundulus_heteroclitus,female,NBH-40,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930631,Fundulus_heteroclitus,male,NBH-41,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930632,Fundulus_heteroclitus,female,NBH-42,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930683,Fundulus_heteroclitus,male,NYC-51,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930685,Fundulus_heteroclitus,female,NYC-53,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930686,Fundulus_heteroclitus,female,NYC-54,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930689,Fundulus_heteroclitus,female,NYC-9,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930484,Fundulus_heteroclitus,female,ER-42,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930485,Fundulus_heteroclitus,female,ER-43,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930488,Fundulus_heteroclitus,female,ER-46,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930490,Fundulus_heteroclitus,female,ER-48,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930489,Fundulus_heteroclitus,female,ER-47,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930491,Fundulus_heteroclitus,female,ER-49,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930671,Fundulus_heteroclitus,male,NYC-34,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930716,Fundulus_heteroclitus,male,SH-26,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930718,Fundulus_heteroclitus,male,SH-28,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930712,Fundulus_heteroclitus,male,SH-22,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930713,Fundulus_heteroclitus,female,SH-23,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930715,Fundulus_heteroclitus,male,SH-25,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930650,Fundulus_heteroclitus,female,NYC-13,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930494,Fundulus_heteroclitus,female,ER-52,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930498,Fundulus_heteroclitus,female,ER-56,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930496,Fundulus_heteroclitus,female,ER-54,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930499,Fundulus_heteroclitus,female,ER-57,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930705,Fundulus_heteroclitus,female,SH-209,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930703,Fundulus_heteroclitus,female,SH-207,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930702,Fundulus_heteroclitus,female,SH-206,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930709,Fundulus_heteroclitus,female,SH-212,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930708,Fundulus_heteroclitus,female,SH-211,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930707,Fundulus_heteroclitus,female,SH-210,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930706,Fundulus_heteroclitus,male,SH-20,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930598,Fundulus_heteroclitus,unknown,KC-9,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930700,Fundulus_heteroclitus,female,SH-204,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930669,Fundulus_heteroclitus,male,NYC-32,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930592,Fundulus_heteroclitus,female,KC-54,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930560,Fundulus_heteroclitus,male,KC-20,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930558,Fundulus_heteroclitus,male,KC-19,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930555,Fundulus_heteroclitus,male,KC-15,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930554,Fundulus_heteroclitus,male,KC-14,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930597,Fundulus_heteroclitus,male,KC-7,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930668,Fundulus_heteroclitus,male,NYC-31,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930658,Fundulus_heteroclitus,female,NYC-21,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930566,Fundulus_heteroclitus,male,KC-29,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930567,Fundulus_heteroclitus,male,KC-2,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930569,Fundulus_heteroclitus,female,KC-32,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930570,Fundulus_heteroclitus,female,KC-33,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930562,Fundulus_heteroclitus,male,KC-23,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930727,Fundulus_heteroclitus,female,SH-36,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930729,Fundulus_heteroclitus,female,SH-38,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930723,Fundulus_heteroclitus,female,SH-32,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930725,Fundulus_heteroclitus,female,SH-34,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930656,Fundulus_heteroclitus,female,NYC-19,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930720,Fundulus_heteroclitus,male,SH-2,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930579,Fundulus_heteroclitus,female,KC-41,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930580,Fundulus_heteroclitus,female,KC-42,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930576,Fundulus_heteroclitus,female,KC-39,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930661,Fundulus_heteroclitus,male,NYC-24,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930573,Fundulus_heteroclitus,female,KC-36,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930572,Fundulus_heteroclitus,female,KC-35,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930655,Fundulus_heteroclitus,male,NYC-18,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930664,Fundulus_heteroclitus,female,NYC-27,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930674,Fundulus_heteroclitus,female,NYC-42,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930590,Fundulus_heteroclitus,female,KC-51,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930589,Fundulus_heteroclitus,female,KC-50,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930584,Fundulus_heteroclitus,female,KC-46,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930583,Fundulus_heteroclitus,female,KC-45,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930454,Fundulus_heteroclitus,male,ER-11,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930666,Fundulus_heteroclitus,female,NYC-29,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930461,Fundulus_heteroclitus,male,ER-18,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930459,Fundulus_heteroclitus,male,ER-16,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930460,Fundulus_heteroclitus,male,ER-17,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930458,Fundulus_heteroclitus,male,ER-15,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930455,Fundulus_heteroclitus,male,ER-12,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930456,Fundulus_heteroclitus,male,ER-13,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930737,Fundulus_heteroclitus,male,SH-6,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930739,Fundulus_heteroclitus,male,SH-8,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930738,Fundulus_heteroclitus,male,SH-7,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930733,Fundulus_heteroclitus,female,SH-41,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930735,Fundulus_heteroclitus,male,SH-4,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930734,Fundulus_heteroclitus,female,SH-42,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930731,Fundulus_heteroclitus,male,SH-3,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930652,Fundulus_heteroclitus,male,NYC-15,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930465,Fundulus_heteroclitus,male,ER-22,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930472,Fundulus_heteroclitus,male,ER-29,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930470,Fundulus_heteroclitus,male,ER-27,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930698,Fundulus_heteroclitus,female,SH-202,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930696,Fundulus_heteroclitus,male,SH-1,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930595,Fundulus_heteroclitus,male,KC-5,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930479,Fundulus_heteroclitus,female,ER-36,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930482,Fundulus_heteroclitus,female,ER-40,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930476,Fundulus_heteroclitus,female,ER-33,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930478,Fundulus_heteroclitus,female,ER-35,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930474,Fundulus_heteroclitus,female,ER-31,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930679,Fundulus_heteroclitus,female,NYC-47,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930681,Fundulus_heteroclitus,male,NYC-49,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930680,Fundulus_heteroclitus,male,NYC-48,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930682,Fundulus_heteroclitus,female,NYC-50,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930684,Fundulus_heteroclitus,female,NYC-52,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930687,Fundulus_heteroclitus,male,NYC-55,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930688,Fundulus_heteroclitus,female,NYC-8,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930483,Fundulus_heteroclitus,female,ER-41,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930487,Fundulus_heteroclitus,female,ER-45,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930492,Fundulus_heteroclitus,female,ER-50,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930670,Fundulus_heteroclitus,female,NYC-33,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930710,Fundulus_heteroclitus,female,SH-213,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930711,Fundulus_heteroclitus,male,SH-21,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930717,Fundulus_heteroclitus,male,SH-27,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930719,Fundulus_heteroclitus,female,SH-29,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930714,Fundulus_heteroclitus,male,SH-24,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930493,Fundulus_heteroclitus,female,ER-51,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930497,Fundulus_heteroclitus,female,ER-55,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930495,Fundulus_heteroclitus,female,ER-53,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930501,Fundulus_heteroclitus,female,ER-59,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930502,Fundulus_heteroclitus,female,ER-60,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930500,Fundulus_heteroclitus,female,ER-58,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930593,Fundulus_heteroclitus,female,KC-55,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930704,Fundulus_heteroclitus,female,SH-208,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930701,Fundulus_heteroclitus,female,SH-205,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930553,Fundulus_heteroclitus,male,KC-13,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930552,Fundulus_heteroclitus,male,KC-11,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930648,Fundulus_heteroclitus,female,NYC-11,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930561,Fundulus_heteroclitus,male,KC-22,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930559,Fundulus_heteroclitus,male,KC-1,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930557,Fundulus_heteroclitus,male,KC-18,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930556,Fundulus_heteroclitus,male,KC-16,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930594,Fundulus_heteroclitus,female,KC-56,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930596,Fundulus_heteroclitus,male,KC-6,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
