BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	common_name	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	External_Id	Submitter_Id	use_species
PRJEB39998	ERR4555650	WGS	302	6042119134	SAMEA7230474	2536970388	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491855	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230474	ERP123587	male	ArL-M11	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990452	ArL-M11	SAMEA7230474	ArL-M11	1
PRJEB39998	ERR4555651	WGS	302	6131706830	SAMEA7230474	2558444312	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491855	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230474	ERP123587	male	ArL-M11	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990452	ArL-M11	SAMEA7230474	ArL-M11	1
PRJEB39998	ERR4555652	WGS	302	6198396584	SAMEA7230474	2583282337	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491855	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230474	ERP123587	male	ArL-M11	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990452	ArL-M11	SAMEA7230474	ArL-M11	1
PRJEB39998	ERR4555653	WGS	302	6109947428	SAMEA7230474	2562897438	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491855	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230474	ERP123587	male	ArL-M11	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990452	ArL-M11	SAMEA7230474	ArL-M11	1
PRJEB39998	ERR4555654	WGS	302	4553049546	SAMEA7230474	1887407950	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491855	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230474	ERP123587	male	ArL-M11	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990452	ArL-M11	SAMEA7230474	ArL-M11	1
PRJEB39998	ERR4555655	WGS	302	4499039866	SAMEA7230474	1876267486	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491855	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230474	ERP123587	male	ArL-M11	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990452	ArL-M11	SAMEA7230474	ArL-M11	1
PRJEB39998	ERR4555656	WGS	302	6449985838	SAMEA7230475	2695037108	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491856	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230475	ERP123587	male	ArL-M12	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990453	ArL-M12	SAMEA7230475	ArL-M12	1
PRJEB39998	ERR4555657	WGS	302	6454814818	SAMEA7230475	2699947861	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491856	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230475	ERP123587	male	ArL-M12	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990453	ArL-M12	SAMEA7230475	ArL-M12	1
PRJEB39998	ERR4555658	WGS	302	5701231802	SAMEA7230475	2377696372	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491856	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230475	ERP123587	male	ArL-M12	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990453	ArL-M12	SAMEA7230475	ArL-M12	1
PRJEB39998	ERR4555659	WGS	302	5708736200	SAMEA7230475	2382773156	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491856	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230475	ERP123587	male	ArL-M12	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990453	ArL-M12	SAMEA7230475	ArL-M12	1
PRJEB39998	ERR4555660	WGS	302	6354542060	SAMEA7230475	2639355767	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491856	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230475	ERP123587	male	ArL-M12	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990453	ArL-M12	SAMEA7230475	ArL-M12	1
PRJEB39998	ERR4555661	WGS	302	6378601192	SAMEA7230475	2650234522	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491856	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230475	ERP123587	male	ArL-M12	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990453	ArL-M12	SAMEA7230475	ArL-M12	1
PRJEB39998	ERR4555662	WGS	302	4696248584	SAMEA7230475	1961335952	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491856	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230475	ERP123587	male	ArL-M12	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990453	ArL-M12	SAMEA7230475	ArL-M12	1
PRJEB39998	ERR4555663	WGS	302	4668996708	SAMEA7230475	1949311728	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491856	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230475	ERP123587	male	ArL-M12	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990453	ArL-M12	SAMEA7230475	ArL-M12	1
PRJEB39998	ERR4555664	WGS	302	7100409278	SAMEA7230477	2961785344	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491857	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230477	ERP123587	male	ArL-M16	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990455	ArL-M16	SAMEA7230477	ArL-M16	1
PRJEB39998	ERR4555665	WGS	302	7096963458	SAMEA7230477	2956954580	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491857	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230477	ERP123587	male	ArL-M16	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990455	ArL-M16	SAMEA7230477	ArL-M16	1
PRJEB39998	ERR4555667	WGS	302	6594943422	SAMEA7230477	2716457511	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491857	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230477	ERP123587	male	ArL-M16	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990455	ArL-M16	SAMEA7230477	ArL-M16	1
PRJEB39998	ERR4555668	WGS	302	7016530288	SAMEA7230477	2908309050	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491857	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230477	ERP123587	male	ArL-M16	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990455	ArL-M16	SAMEA7230477	ArL-M16	1
PRJEB39998	ERR4555669	WGS	302	6971409978	SAMEA7230477	2890083967	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491857	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230477	ERP123587	male	ArL-M16	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990455	ArL-M16	SAMEA7230477	ArL-M16	1
PRJEB39998	ERR4555670	WGS	302	7166078272	SAMEA7230477	2991492526	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491857	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230477	ERP123587	male	ArL-M16	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990455	ArL-M16	SAMEA7230477	ArL-M16	1
PRJEB39998	ERR4555671	WGS	302	7225508248	SAMEA7230477	3016897339	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491857	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230477	ERP123587	male	ArL-M16	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990455	ArL-M16	SAMEA7230477	ArL-M16	1
PRJEB39998	ERR4555672	WGS	302	5726707616	SAMEA7230479	2440939145	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491858	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230479	ERP123587	male	ArL-M19	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990457	ArL-M19	SAMEA7230479	ArL-M19	1
PRJEB39998	ERR4555673	WGS	302	5699261554	SAMEA7230479	2431806121	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491858	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230479	ERP123587	male	ArL-M19	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990457	ArL-M19	SAMEA7230479	ArL-M19	1
PRJEB39998	ERR4555674	WGS	302	5358944398	SAMEA7230479	2302711947	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491858	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230479	ERP123587	male	ArL-M19	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990457	ArL-M19	SAMEA7230479	ArL-M19	1
PRJEB39998	ERR4555676	WGS	302	9314830620	SAMEA7230479	4025314925	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491858	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230479	ERP123587	male	ArL-M19	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990457	ArL-M19	SAMEA7230479	ArL-M19	1
PRJEB39998	ERR4555677	WGS	302	9316194754	SAMEA7230479	4024811493	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491858	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230479	ERP123587	male	ArL-M19	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990457	ArL-M19	SAMEA7230479	ArL-M19	1
PRJEB39998	ERR4555678	WGS	302	6388558434	SAMEA7230479	2747313458	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491858	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230479	ERP123587	male	ArL-M19	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990457	ArL-M19	SAMEA7230479	ArL-M19	1
PRJEB39998	ERR4555679	WGS	302	6418618306	SAMEA7230479	2758944878	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491858	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230479	ERP123587	male	ArL-M19	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990457	ArL-M19	SAMEA7230479	ArL-M19	1
PRJEB39998	ERR4555680	WGS	302	5309312812	SAMEA7230472	2251718260	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491859	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230472	ERP123587	male	ArL-M1	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990450	ArL-M1	SAMEA7230472	ArL-M1	1
PRJEB39998	ERR4555681	WGS	302	5311752368	SAMEA7230472	2253817904	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491859	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230472	ERP123587	male	ArL-M1	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990450	ArL-M1	SAMEA7230472	ArL-M1	1
PRJEB39998	ERR4555682	WGS	302	8440121746	SAMEA7230472	3588739934	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491859	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230472	ERP123587	male	ArL-M1	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990450	ArL-M1	SAMEA7230472	ArL-M1	1
PRJEB39998	ERR4555683	WGS	302	8444844422	SAMEA7230472	3588899249	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491859	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230472	ERP123587	male	ArL-M1	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990450	ArL-M1	SAMEA7230472	ArL-M1	1
PRJEB39998	ERR4555684	WGS	302	8225604502	SAMEA7230472	3485631068	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491859	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230472	ERP123587	male	ArL-M1	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990450	ArL-M1	SAMEA7230472	ArL-M1	1
PRJEB39998	ERR4555685	WGS	302	8221939128	SAMEA7230472	3485063826	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491859	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230472	ERP123587	male	ArL-M1	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990450	ArL-M1	SAMEA7230472	ArL-M1	1
PRJEB39998	ERR4555687	WGS	302	7825099350	SAMEA7230472	3309685922	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491859	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230472	ERP123587	male	ArL-M1	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990450	ArL-M1	SAMEA7230472	ArL-M1	1
PRJEB39998	ERR4555688	WGS	302	5517223806	SAMEA7230473	2349817916	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491860	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230473	ERP123587	male	ArL-M6	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990451	ArL-M6	SAMEA7230473	ArL-M6	1
PRJEB39998	ERR4555689	WGS	302	5593949926	SAMEA7230473	2368174833	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491860	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230473	ERP123587	male	ArL-M6	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990451	ArL-M6	SAMEA7230473	ArL-M6	1
PRJEB39998	ERR4555690	WGS	302	7796766918	SAMEA7230473	3333866885	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491860	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230473	ERP123587	male	ArL-M6	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990451	ArL-M6	SAMEA7230473	ArL-M6	1
PRJEB39998	ERR4555691	WGS	302	7918285980	SAMEA7230473	3364266022	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491860	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230473	ERP123587	male	ArL-M6	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990451	ArL-M6	SAMEA7230473	ArL-M6	1
PRJEB39998	ERR4555692	WGS	302	5057234318	SAMEA7230473	2144651965	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491860	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230473	ERP123587	male	ArL-M6	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990451	ArL-M6	SAMEA7230473	ArL-M6	1
PRJEB39998	ERR4555693	WGS	302	5130568676	SAMEA7230473	2162601109	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4491860	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230473	ERP123587	male	ArL-M6	2020-10-08	2020-08-31	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990451	ArL-M6	SAMEA7230473	ArL-M6	1
