BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST	use_species
PRJEB10680	ERR1016747	WGS	202	2887956630	SAMEA3539953	2007615597	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095814	Illumina HiSeq 2000	T4_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539953	ERP011965	male	ERS847102	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847102	T4	T4	Intro Taylor	ERC000011	1
PRJEB10680	ERR1016748	WGS	202	7596731362	SAMEA3539954	5227954956	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095815	Illumina HiSeq 2000	T5_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539954	ERP011965	male	ERS847103	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847103	T5	T5	Intro Taylor	ERC000011	1
PRJEB10680	ERR1016749	WGS	202	4659532990	SAMEA3539955	3210760921	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095816	Illumina HiSeq 2000	T6_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539955	ERP011965	male	ERS847104	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847104	T6	T6	Intro Taylor	ERC000011	1
PRJEB10680	ERR1016750	WGS	202	7320432328	SAMEA3539956	5026009392	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095817	Illumina HiSeq 2000	T7_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539956	ERP011965	male	ERS847105	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847105	T7	T7	Intro Taylor	ERC000011	1
PRJEB10680	ERR1016752	WGS	202	5125329436	SAMEA3539958	3572531381	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095819	Illumina HiSeq 2000	UL1_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539958	ERP011965	male	ERS847107	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847107	UL1	UL1	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016753	WGS	202	5755961720	SAMEA3539958	3920288872	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095820	Illumina HiSeq 2000	UL1_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539958	ERP011965	male	ERS847107	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847107	UL1	UL1	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016754	WGS	202	3906874728	SAMEA3539959	2715826535	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095821	Illumina HiSeq 2000	UL10_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	UL10	ERP011965	male	NA	2019-01-09	2018-11-16	2019-01-09	2015-09-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJEB10680	ERR1016755	WGS	202	4222455288	SAMEA3539959	2874466688	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095822	Illumina HiSeq 2000	UL10_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	UL10	ERP011965	male	NA	2019-01-09	2018-11-16	2019-01-09	2015-09-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJEB10680	ERR1016756	WGS	202	3775197594	SAMEA3539960	2632901245	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095823	Illumina HiSeq 2000	UL11_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539960	ERP011965	male	ERS847109	2019-01-09	2018-11-16	NA	NA	NA	MPI-TUEBINGEN	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847109	UL11	UL11	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016757	WGS	202	4038974850	SAMEA3539960	2755017542	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095824	Illumina HiSeq 2000	UL11_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539960	ERP011965	male	ERS847109	2019-01-09	2018-11-16	NA	NA	NA	MPI-TUEBINGEN	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847109	UL11	UL11	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016758	WGS	202	6663720834	SAMEA3539961	4557812629	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095825	Illumina HiSeq 2000	UL12_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	UL12	ERP011965	male	NA	2019-01-09	2018-11-16	2019-01-09	2015-09-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJEB10680	ERR1016759	WGS	202	7270361376	SAMEA3539961	4851208961	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095826	Illumina HiSeq 2000	UL12_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	UL12	ERP011965	male	NA	2019-01-09	2018-11-16	2019-01-09	2015-09-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJEB10680	ERR1016760	WGS	202	6374370176	SAMEA3539962	4369066324	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095827	Illumina HiSeq 2000	UL13_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539962	ERP011965	male	ERS847111	2019-01-09	2018-11-16	NA	NA	NA	MPI-TUEBINGEN	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847111	UL13	UL13	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016761	WGS	202	5321878870	SAMEA3539963	3632359224	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095828	Illumina HiSeq 2000	UL15_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539963	ERP011965	male	ERS847112	2019-01-09	2018-11-16	NA	NA	NA	MPI-TUEBINGEN	2019-01-09T17:03:13Z	2015-09-15T12:04:03Z	public	ERS847112	UL15	UL15	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016762	WGS	202	4186862080	SAMEA3539964	2879015980	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095829	Illumina HiSeq 2000	UL16_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539964	ERP011965	male	ERS847113	2019-01-09	2018-11-16	NA	NA	NA	MPI-TUEBINGEN	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847113	UL16	UL16	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016763	WGS	202	5818940876	SAMEA3539965	3945747602	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095830	Illumina HiSeq 2000	UL17_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539965	ERP011965	female	ERS847114	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847114	UL17	UL17	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016764	WGS	202	5365403608	SAMEA3539966	3721725395	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095831	Illumina HiSeq 2000	UL18_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539966	ERP011965	female	ERS847115	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847115	UL18	UL18	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016765	WGS	202	6459891118	SAMEA3539967	4491747813	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095832	Illumina HiSeq 2000	UL19_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539967	ERP011965	female	ERS847116	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847116	UL19	UL19	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016766	WGS	202	3101030876	SAMEA3539968	2131705553	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095833	Illumina HiSeq 2000	UL2_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539968	ERP011965	male	ERS847117	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847117	UL2	UL2	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016767	WGS	202	3391322450	SAMEA3539968	2283422926	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095834	Illumina HiSeq 2000	UL2_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539968	ERP011965	male	ERS847117	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847117	UL2	UL2	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016768	WGS	202	6805600382	SAMEA3539969	4638089721	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095835	Illumina HiSeq 2000	UL20_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539969	ERP011965	female	ERS847118	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847118	UL20	UL20	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016770	WGS	202	4430186634	SAMEA3539970	3019067958	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095837	Illumina HiSeq 2000	UL3_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539970	ERP011965	male	ERS847119	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847119	UL3	UL3	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016771	WGS	202	7701826912	SAMEA3539971	5227532304	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095838	Illumina HiSeq 2000	UL4_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539971	ERP011965	male	ERS847120	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847120	UL4	UL4	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016772	WGS	202	8331085798	SAMEA3539971	5532556224	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095839	Illumina HiSeq 2000	UL4_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539971	ERP011965	male	ERS847120	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847120	UL4	UL4	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016773	WGS	202	8898641158	SAMEA3539972	6112940655	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095840	Illumina HiSeq 2000	UL5_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539972	ERP011965	male	ERS847121	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847121	UL5	UL5	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016774	WGS	202	9927056690	SAMEA3539972	6669455275	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095841	Illumina HiSeq 2000	UL5_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539972	ERP011965	male	ERS847121	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847121	UL5	UL5	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016775	WGS	202	4252868206	SAMEA3539973	2885527812	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095842	Illumina HiSeq 2000	UL6_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539973	ERP011965	male	ERS847122	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847122	UL6	UL6	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016776	WGS	202	4718824030	SAMEA3539973	3129695220	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095843	Illumina HiSeq 2000	UL6_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539973	ERP011965	male	ERS847122	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847122	UL6	UL6	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016777	WGS	202	4405938756	SAMEA3539974	3029422410	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095844	Illumina HiSeq 2000	UL7_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539974	ERP011965	male	ERS847123	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847123	UL7	UL7	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016778	WGS	202	4887169820	SAMEA3539974	3291680358	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095845	Illumina HiSeq 2000	UL7_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539974	ERP011965	male	ERS847123	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847123	UL7	UL7	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016779	WGS	202	6262475508	SAMEA3539975	4342219649	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095846	Illumina HiSeq 2000	UL8_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539975	ERP011965	male	ERS847124	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847124	UL8	UL8	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1016780	WGS	202	5615066518	SAMEA3539976	3839525638	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1095847	Illumina HiSeq 2000	UL9_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3539976	ERP011965	male	ERS847125	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-09-15T12:04:04Z	public	ERS847125	UL9	UL9	Intro Upper Lalaja	ERC000011	1
PRJEB10680	ERR1080470	WGS	202	3469571998	SAMEA3628558	2193802292	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160060	Illumina HiSeq 2000	GH1_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628558	ERP011965	female	ERS935707	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935707	GH1	GH1	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080471	WGS	202	5277346758	SAMEA3628559	3565849688	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160061	Illumina HiSeq 2000	GH10_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628559	ERP011965	female	ERS935708	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935708	GH10	GH10	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080472	WGS	202	5078401604	SAMEA3628559	3226552614	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160062	Illumina HiSeq 2000	GH10_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628559	ERP011965	female	ERS935708	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935708	GH10	GH10	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080473	WGS	202	2782003186	SAMEA3628560	1879301042	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160063	Illumina HiSeq 2000	GH2_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628560	ERP011965	female	ERS935709	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935709	GH2	GH2	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080474	WGS	202	2641346344	SAMEA3628560	1673218875	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160064	Illumina HiSeq 2000	GH2_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628560	ERP011965	female	ERS935709	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935709	GH2	GH2	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080475	WGS	202	3806589404	SAMEA3628561	2560697235	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160065	Illumina HiSeq 2000	GH3_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628561	ERP011965	female	ERS935710	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935710	GH3	GH3	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080476	WGS	202	3629532364	SAMEA3628561	2278426050	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160066	Illumina HiSeq 2000	GH3_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628561	ERP011965	female	ERS935710	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935710	GH3	GH3	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080477	WGS	202	3709592438	SAMEA3628562	2507012673	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160067	Illumina HiSeq 2000	GH4_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628562	ERP011965	female	ERS935711	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935711	GH4	GH4	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080478	WGS	202	3486131352	SAMEA3628562	2213279898	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160068	Illumina HiSeq 2000	GH4_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628562	ERP011965	female	ERS935711	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935711	GH4	GH4	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080479	WGS	202	5062919516	SAMEA3628563	3413270736	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160069	Illumina HiSeq 2000	GH5_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628563	ERP011965	female	ERS935712	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-20T08:51:12Z	public	ERS935712	GH5	GH5	HP Guanapo	ERC000011	1
