BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	AssemblyName	Description	ENA_CHECKLIST	sub_species	use_species
PRJEB27649	ERR2697487	WGS	192	12915293639	SAMEA4785103	5691829868	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711880	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785103	ERP109758	missing	ERS2605041	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605041	KAZ14032	KAZ14032	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697488	WGS	192	15494610946	SAMEA4785104	6863190028	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711881	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785104	ERP109758	missing	ERS2605042	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605042	KAZ14035	KAZ14035	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697489	WGS	193	12890007409	SAMEA4785105	5576337308	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711882	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785105	ERP109758	missing	ERS2605043	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605043	KAZ14053	KAZ14053	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697490	WGS	192	13892611066	SAMEA4785106	6051009981	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711883	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785106	ERP109758	missing	ERS2605044	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605044	KAZ14054	KAZ14054	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697491	WGS	192	13792173999	SAMEA4785107	6016246273	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711884	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785107	ERP109758	missing	ERS2605045	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605045	KAZ14055	KAZ14055	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697492	WGS	192	12209690170	SAMEA4785108	5375939146	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711885	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785108	ERP109758	missing	ERS2605046	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605046	KAZ14057	KAZ14057	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697493	WGS	192	12687364234	SAMEA4785109	5558745822	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711886	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785109	ERP109758	missing	ERS2605047	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605047	KAZ14059	KAZ14059	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697494	WGS	192	13445032723	SAMEA4785110	5842051820	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711887	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785110	ERP109758	missing	ERS2605048	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605048	KAZ14061	KAZ14061	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697495	WGS	297	39032514100	SAMEA4785111	15500973373	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711888	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785111	ERP109758	missing	ERS2605049	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605049	PO250	PO250	GCA_001700915.1	House sparrow\, M\, Oslo_Norway	ERC000011	NA	1
PRJEB27649	ERR2697496	WGS	195	15903444530	SAMEA4785112	10096593425	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711889	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785112	ERP109758	missing	ERS2605050	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605050	Pdomesticus_10_Golestan_109	Pdomesticus_10_Golestan_109	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Golestan_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697497	WGS	191	14181834764	SAMEA4785113	10018197933	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711890	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785113	ERP109758	missing	ERS2605051	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605051	Pdomesticus_2_Kardeh_1	Pdomesticus_2_Kardeh_1	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Kardeh_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697498	WGS	191	15310019317	SAMEA4785114	10780457805	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711891	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785114	ERP109758	missing	ERS2605052	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605052	Pdomesticus_3_Kardeh_2	Pdomesticus_3_Kardeh_2	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Kardeh_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697500	WGS	194	13081042398	SAMEA4785116	8548548335	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711893	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785116	ERP109758	missing	ERS2605054	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605054	Pdomesticus_5_Kardeh_7	Pdomesticus_5_Kardeh_7	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Kardeh_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697501	WGS	193	12027035295	SAMEA4785117	7986081904	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711894	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785117	ERP109758	missing	ERS2605055	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605055	Pdomesticus_6-Golestan_102	Pdomesticus_6-Golestan_102	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Golestan_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697502	WGS	190	12255829441	SAMEA4785118	8606404321	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711895	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785118	ERP109758	missing	ERS2605056	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605056	Pdomesticus_7_Goestan_103	Pdomesticus_7_Goestan_103	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Golestan_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697503	WGS	191	13424154062	SAMEA4785119	9389118964	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711896	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785119	ERP109758	missing	ERS2605057	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605057	Pdomesticus_8_Golestan_104	Pdomesticus_8_Golestan_104	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Golestan_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697504	WGS	191	13755422723	SAMEA4785120	9541472836	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711897	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785120	ERP109758	missing	ERS2605058	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605058	Pdomesticus_9_Golestan_105	Pdomesticus_9_Golestan_105	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Golestan_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697505	WGS	200	10127807200	SAMEA4785121	3917474769	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711898	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785121	ERP109758	missing	ERS2605059	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605059	Rimini_100	Rimini_100	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697506	WGS	200	10582703600	SAMEA4785122	4076209389	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711899	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785122	ERP109758	missing	ERS2605060	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605060	Rimini_103	Rimini_103	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697507	WGS	200	10939283200	SAMEA4785123	4210097822	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711900	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785123	ERP109758	missing	ERS2605061	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605061	Rimini_104	Rimini_104	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697508	WGS	200	11079346800	SAMEA4785124	4290124197	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711901	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785124	ERP109758	missing	ERS2605062	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605062	Rimini_110	Rimini_110	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697509	WGS	200	9909466600	SAMEA4785125	3866262861	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711902	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785125	ERP109758	missing	ERS2605063	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605063	Rimini_112	Rimini_112	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697510	WGS	200	10527403800	SAMEA4785126	4086971786	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711903	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785126	ERP109758	missing	ERS2605064	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605064	Rimini_85	Rimini_85	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697511	WGS	200	9942253200	SAMEA4785127	3872525150	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711904	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785127	ERP109758	missing	ERS2605065	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605065	Rimini_88	Rimini_88	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697512	WGS	200	9722068200	SAMEA4785128	3801993323	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711905	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785128	ERP109758	missing	ERS2605066	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605066	Rimini_91	Rimini_91	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697513	WGS	200	10050093400	SAMEA4785129	3984480415	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711906	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785129	ERP109758	missing	ERS2605067	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605067	Rimini_93	Rimini_93	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697514	WGS	200	10904747200	SAMEA4785130	4262826281	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711907	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785130	ERP109758	missing	ERS2605068	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605068	Rimini_94	Rimini_94	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Rimini_Italy	ERC000011	NA	1
PRJEB27649	ERR2697515	WGS	195	9633390031	SAMEA4785131	3959963922	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711908	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785131	ERP109758	missing	ERS2605069	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605069	SA001	SA001	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697516	WGS	195	10165359546	SAMEA4785132	4169292561	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711909	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785132	ERP109758	missing	ERS2605070	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605070	SA002	SA002	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697517	WGS	196	11378353755	SAMEA4785133	4506354604	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711910	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785133	ERP109758	missing	ERS2605071	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605071	SA003	SA003	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697518	WGS	196	10272612207	SAMEA4785134	4061680244	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711911	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785134	ERP109758	missing	ERS2605072	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605072	SA010	SA010	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697519	WGS	196	10193994624	SAMEA4785135	4014922679	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711912	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785135	ERP109758	missing	ERS2605073	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605073	SA011	SA011	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697520	WGS	196	10410284118	SAMEA4785136	4130022028	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711913	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785136	ERP109758	missing	ERS2605074	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605074	SA016	SA016	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697523	WGS	195	10128730042	SAMEA4785139	4111227466	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711916	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785139	ERP109758	missing	ERS2605077	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605077	SA019	SA019	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697525	WGS	195	13727342102	SAMEA4785141	5763092436	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711918	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785141	ERP109758	missing	ERS2605079	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605079	PM001-Malta	PM001-Malta	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Malta	ERC000011	NA	1
PRJEB27649	ERR2697526	WGS	194	12905115098	SAMEA4785142	5509423614	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711919	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785142	ERP109758	missing	ERS2605080	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605080	PM002-Malta	PM002-Malta	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Malta	ERC000011	NA	1
PRJEB27649	ERR2697527	WGS	195	11356654820	SAMEA4785143	4641799597	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711920	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785143	ERP109758	missing	ERS2605081	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605081	PM003	PM003	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Naxos\, Italy	ERC000011	NA	1
PRJEB27649	ERR2697528	WGS	195	11096963065	SAMEA4785144	4526359268	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711921	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785144	ERP109758	missing	ERS2605082	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605082	PM007	PM007	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Malta	ERC000011	NA	1
PRJEB27649	ERR2697530	WGS	193	13188558851	SAMEA4785146	5745992749	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711923	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785146	ERP109758	missing	ERS2605084	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605084	PM4	PM4	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Malta	ERC000011	NA	1
PRJEB27649	ERR2697533	WGS	195	12342877880	SAMEA4785149	5033142212	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711926	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785149	ERP109758	missing	ERS2605087	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:40Z	public	ERS2605087	5PMCos	5PMCos	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Corsica\, Italy	ERC000011	NA	1
PRJEB27649	ERR2697534	WGS	466	36884879314	SAMEA4785150	16642853676	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711927	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785150	ERP109758	missing	ERS2605088	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:40Z	public	ERS2605088	PO430	PO430	PASSER_DOMESTICUS-1.0	Italian sparrow\, F\, Lesina_Italy	ERC000011	NA	1
