Run,Assay Type,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Bytes,BioProject,Library Name,BioSampleModel,sex,Isolate,Tissue,AGE,geo_loc_name_country,geo_loc_name_country_continent,dev_stage,geo_loc_name,Collection_date,Ecotype,Breed,Strain,lat_lon,Cultivar,Specimen_voucher,isol_growth_condt,Biomaterial_provider,Sample_Type,Sample_Name,env_biome,env_feature,env_material,estimated_size,num_replicons,ploidy,propagation,collected_by,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,AssemblyName,run (run),actual_read_length (run),total_bases (run),project_name,Alias,geographic_location_(country_and/or_sea),Broker_name,isolation-source,env_broad_scale,env_local_scale,env_medium,sub_species,Investigation_type,snout-vent_length,vent-tail,weight,ENA_CHECKLIST,fasta_file (run),organism (run),COUNTRY,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,common_name,environment_(biome),environment_(feature),environment_(material),External_Id,geographic_location_(latitude),geographic_location_(longitude),host-associated_environmental_package,Sequencing_method,Submitter_Id,biotic_relationship,Clone,extrachrom_elements,rel_to_oxygen,samp_collect_device,samp_mat_process,samp_size,Source_material_ID,subspecf_gen_lin,trophic_level,Isolation_source,Description,Label,identified_by,locus_tag_prefix,geographic_location_(region_and_locality),PHENOTYPE,BIOME,Env_package,feature,material,Replicate,tissue_type,death_date,quality_book_char (run),Sample_ID,birth_location,Genotype,store_cond,tissue-type,geo-loc-name,specimen-voucher,alternative_specimen_voucher,sequencing_date (run),type-material
SRR953094,WGS,SAMN02318471,BGI,public,SRX335699,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,14446507400,8720087301,PRJNA215016,ALLldjDAADIAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC80PAMABXX,100,14446507400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953095,WGS,SAMN02318471,BGI,public,SRX335700,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,14994909200,9098987038,PRJNA215016,ALLldjDAADIBAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC80JBHABXX,100,14994909200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953096,WGS,SAMN02318471,BGI,public,SRX335701,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,14294733000,8737362362,PRJNA215016,ALLldjDAADIBAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC819BAABXX,100,14294733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953097,WGS,SAMN02318471,BGI,public,SRX335702,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,4987859800,3032541778,PRJNA215016,ALLldjDAADMAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC80NPDABXX,100,4987859800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953098,WGS,SAMN02318471,BGI,public,SRX335703,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,13508043200,8448991036,PRJNA215016,ALLldjDAADMAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC80JKKABXX,100,13508043200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953099,WGS,SAMN02318471,BGI,public,SRX335704,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,15193661200,9700459182,PRJNA215016,ALLldjDAADMAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC810L4ABXX,100,15193661200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953100,WGS,SAMN02318471,BGI,public,SRX335705,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,15427593400,9989229034,PRJNA215016,ALLldjDAADMBAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC80JKKABXX,100,15427593400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953101,WGS,SAMN02318471,BGI,public,SRX335706,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,16744876600,10836657216,PRJNA215016,ALLldjDAADMBAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC8199CABXX,100,16744876600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953102,WGS,SAMN02318471,BGI,public,SRX335707,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,6926147746,3874674525,PRJNA215016,ALLldjDAADTAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCB013AABXX,49,6926147746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953103,WGS,SAMN02318471,BGI,public,SRX335708,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,10845644908,6908695979,PRJNA215016,ALLldjDAADTAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC819GUABXX,49,10845644908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953104,WGS,SAMN02318471,BGI,public,SRX335709,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,7483327236,4260696258,PRJNA215016,ALLldjDAADTABPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCB013AABXX,49,7483327236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953105,WGS,SAMN02318471,BGI,public,SRX335710,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,7526032500,4297151868,PRJNA215016,ALLldjDAADUAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCB00FCABXX,49,7526032500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953106,WGS,SAMN02318471,BGI,public,SRX335711,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,7367357270,4446292932,PRJNA215016,ALLldjDAADUBBPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCB014YABXX,49,7367357270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953107,WGS,SAMN02318471,BGI,public,SRX335712,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,8546290508,5003389641,PRJNA215016,ALLldjDAADWAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCB013AABXX,49,8546290508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953108,WGS,SAMN02318471,BGI,public,SRX335713,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,9369837526,5617961566,PRJNA215016,ALLldjDAADWAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC819GUABXX,49,9369837526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953109,WGS,SAMN02318471,BGI,public,SRX335713,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,9304104712,5633580028,PRJNA215016,ALLldjDAADWAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC819GUABXX,49,9304104712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953110,WGS,SAMN02318471,BGI,public,SRX335714,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,7143978618,4005033213,PRJNA215016,ALLldjDAADWABPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCB013AABXX,49,7143978618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953111,WGS,SAMN02318471,BGI,public,SRX335715,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,8950349016,5341638465,PRJNA215016,ALLldjDAADWABPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC819GUABXX,49,8950349016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953113,WGS,SAMN02318471,BGI,public,SRX335717,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,10172731534,6236283427,PRJNA215016,ALLldjDDAADLAAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC819GUABXX,49,10172731534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953114,WGS,SAMN02318471,BGI,public,SRX335718,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,8141068250,4628129320,PRJNA215016,ALLldjDDAADLBAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCB00FCABXX,49,8141068250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953115,WGS,SAMN02318471,BGI,public,SRX335719,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,10003656446,6120307453,PRJNA215016,ALLldjDDAADLBAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC819GUABXX,49,10003656446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR953116,WGS,SAMN02318471,BGI,public,SRX335719,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Alligator sinensis,ILLUMINA,2015-07-22T00:00:00Z,BGI-Genome_Blood,SRP028869,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",98,10173557968,6240150134,PRJNA215016,ALLldjDDAADLBAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC819GUABXX,49,10173557968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515075,WGS,SAMN01057019,WUGSC,public,SRX155444,Illumina Genome Analyzer II,PAIRED,unspecified,GENOMIC,Chrysemys picta bellii,ILLUMINA,2012-06-20T00:00:00Z,135938,SRP012057,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,6876342200,3928371991,PRJNA78657,2870472244,,,,,,,,,,,,,,,,,,,genomic dna,11526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"!",2870096245,,,,,,,,,
SRR1914353,WGS,SAMN03406682,BGI,public,SRX955732,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,40295283800,28132079460,,SZAXPI000129-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCD05K0ACXX,100,40295283800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1914354,WGS,SAMN03406682,BGI,public,SRX955733,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,38684493200,27972551841,,SZAXPI000128-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCD05K0ACXX,100,38684493200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1914355,WGS,SAMN03406682,BGI,public,SRX955734,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",200,31530759800,22452815781,,SZAMPI001726-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC03U2ACXX,100,31530759800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1914356,WGS,SAMN03406682,BGI,public,SRX955735,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",180,36174355920,24912684250,,OPHfayDCWDWAAPEI-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC07A5ACXX,90,36174355920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1914357,WGS,SAMN03406682,BGI,public,SRX955736,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",180,28354030560,18625414707,,OPHfayDCWDTAAPEI-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC07A5ACXX,90,28354030560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1914358,WGS,SAMN03406682,BGI,public,SRX955737,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",180,37914338700,27012992439,,OPHfayDCWDLAAPEI-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC07A5ACXX,90,37914338700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1914359,WGS,SAMN03406682,BGI,public,SRX955738,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",180,28175346180,18646151182,,OPHfayDCWDUBAPEI-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC075GACXX,90,28175346180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1914360,WGS,SAMN03406682,BGI,public,SRX955739,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",180,29944870200,20173727018,,OPHfayDCWDWAAPEI-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC075TACXX,90,29944870200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1914361,WGS,SAMN03406682,BGI,public,SRX955740,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Dopasia gracilis,ILLUMINA,2015-03-18T00:00:00Z,BGI-AsianGlassLizard,SRP052050,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",180,26661165660,17984470817,,OPHfayDCWDUBAPEI-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC075TACXX,90,26661165660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6435273,WGS,SAMN08285364,WUGSC,public,SRX3526831,Illumina HiSeq 4000,PAIRED,unspecified,GENOMIC,Terrapene carolina triunguis,ILLUMINA,2018-01-02T00:00:00Z,903864,SRP127814,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",302,18294925648,8852826549,PRJNA415469,2898294903,,male,2854851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennedy Woods\, Forest Park",,,,,,,,,,,,"USA: St. Louis\, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood,,,,,
SRR6435274,WGS,SAMN08285364,WUGSC,public,SRX3526831,Illumina HiSeq 4000,PAIRED,unspecified,GENOMIC,Terrapene carolina triunguis,ILLUMINA,2018-01-02T00:00:00Z,903864,SRP127814,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",302,17458697614,8359555519,PRJNA415469,2898294903,,male,2854851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennedy Woods\, Forest Park",,,,,,,,,,,,"USA: St. Louis\, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood,,,,,
SRR6435415,WGS,SAMN08285364,WUGSC,public,SRX3526831,Illumina HiSeq 4000,PAIRED,unspecified,GENOMIC,Terrapene carolina triunguis,ILLUMINA,2018-01-02T00:00:00Z,903864,SRP127814,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",302,20992212978,9912489799,PRJNA415469,2898294903,,male,2854851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennedy Woods\, Forest Park",,,,,,,,,,,,"USA: St. Louis\, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood,,,,,
SRR6435550,WGS,SAMN08285364,WUGSC,public,SRX3526831,Illumina HiSeq 4000,PAIRED,unspecified,GENOMIC,Terrapene carolina triunguis,ILLUMINA,2018-01-02T00:00:00Z,903864,SRP127814,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",302,20510120714,9742606594,PRJNA415469,2898294903,,male,2854851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennedy Woods\, Forest Park",,,,,,,,,,,,"USA: St. Louis\, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood,,,,,
SRR7905326,WGS,SAMN10133096,UNIVERSIDAD DE OVIEDO,public,SRX4741543,Illumina HiSeq 1000,PAIRED,RANDOM,GENOMIC,Aldabrachelys gigantea,ILLUMINA,2018-09-26T00:00:00Z,C6RRHANXX,SRP125129,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",252,65792009556,32616640668,PRJNA416050,C6RRHANXX_1,Model organism or animal,female,,Granulome,,,,Adult,,,Aldabra Atoll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5270335,WGS,SAMN06345859,FLORIDA STATE UNIVERSITY,public,SRX2574390,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Agkistrodon piscivorus,ILLUMINA,2017-07-21T00:00:00Z,Apisc-KW1750,SRP011323,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,46754523600,30649756790,PRJNA88989,Apisc-KW1750,Model organism or animal,female,KW1750,Blood,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5270354,WGS,SAMN06345860,FLORIDA STATE UNIVERSITY,public,SRX2574409,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Sistrurus miliarius,ILLUMINA,2017-07-21T00:00:00Z,Smili-KW1749,SRP011323,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,49716319200,31614032547,PRJNA88989,Smili-KW1749,Model organism or animal,not collected,KW1749,Blood,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5270836,WGS,SAMN06345861,FLORIDA STATE UNIVERSITY,public,SRX2574888,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Crotalus horridus,ILLUMINA,2017-07-21T00:00:00Z,ChorrA-KW1089,SRP011323,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,50723999700,33190963486,PRJNA88989,ChorrA-KW1089,Model organism or animal,female,KW1089,Blood,Adult,,,,,,,,Type A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5270839,WGS,SAMN06345862,FLORIDA STATE UNIVERSITY,public,SRX2574891,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Crotalus horridus,ILLUMINA,2017-07-21T00:00:00Z,ChorrB-KW1298,SRP011323,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",300,49207499400,32411333279,PRJNA88989,ChorrB-KW1298,Model organism or animal,male,KW1298,Blood,Adult,,,,,,,,Type B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5271805,WGS,SAMN06347021,FLORIDA STATE UNIVERSITY,public,SRX2575853,Illumina HiSeq 2000,PAIRED,Hybrid Selection,GENOMIC,Crotalus adamanteus,ILLUMINA,2017-07-20T00:00:00Z,Cadam_I12670_MM93,SRP011323,"bam,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",264,142799,142924,PRJNA88989,Cadam_I12670_MM93_MYO_Exon2,Model organism or animal,not collected,MM93,Blood/muscle/liver,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
