BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,refGenome,refSpecies
PRJNA192205,SAMN02743845,Corvus_corone_corone,male,E_Vi_C51,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743846,Corvus_corone_corone,male,E_Vi_C57,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743847,Corvus_corone_corone,male,E_Vi_C58,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743818,Corvus_corone_corone,male,D_Ko_C02,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
\n
PRJEB9057,SAMEA3334435,Corvus_corone_orientalis,missing,DNA_340,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334642,Corvus_corone_orientalis,missing,DNA_341,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334643,Corvus_corone_orientalis,missing,DNA_342,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334594,Corvus_corone_orientalis,missing,DNA_345,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334644,Corvus_corone_orientalis,missing,DNA_346,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334645,Corvus_corone_orientalis,missing,DNA_349,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334646,Corvus_corone_orientalis,missing,DNA_352,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334595,Corvus_corone_orientalis,missing,DNA_353,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334596,Corvus_corone_orientalis,missing,DNA_355,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334597,Corvus_corone_orientalis,missing,DNA_356,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334598,Corvus_corone_orientalis,missing,DNA_357,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334599,Corvus_corone_orientalis,missing,DNA_358,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334647,Corvus_corone_orientalis,missing,DNA_359,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334600,Corvus_corone_orientalis,missing,DNA_361,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334601,Corvus_corone_orientalis,missing,DNA_365,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334602,Corvus_corone_orientalis,missing,DNA_366,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334603,Corvus_corone_orientalis,missing,DNA_367,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334604,Corvus_corone_orientalis,missing,DNA_368,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334605,Corvus_corone_orientalis,missing,DNA_370,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334606,Corvus_corone_orientalis,missing,DNA_372,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334607,Corvus_corone_orientalis,missing,DNA_373,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334608,Corvus_corone_orientalis,missing,DNA_376,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334609,Corvus_corone_orientalis,missing,DNA_378,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334648,Corvus_corone_orientalis,missing,DNA_379,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334649,Corvus_corone_orientalis,missing,DNA_380,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334610,Corvus_corone_orientalis,missing,DNA_383,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334650,Corvus_corone_orientalis,missing,DNA_384,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334651,Corvus_corone_orientalis,missing,DNA_387,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334652,Corvus_corone_orientalis,missing,DNA_388,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334611,Corvus_corone_orientalis,missing,DNA_389,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334612,Corvus_corone_orientalis,missing,DNA_391,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334613,Corvus_corone_orientalis,missing,DNA_392,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334653,Corvus_corone_orientalis,missing,DNA_393,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334614,Corvus_corone_orientalis,missing,DNA_396,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334654,Corvus_corone_orientalis,missing,DNA_397,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334615,Corvus_corone_orientalis,missing,DNA_400,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334655,Corvus_corone_orientalis,missing,DNA_401,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334656,Corvus_corone_orientalis,missing,DNA_404,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334657,Corvus_corone_orientalis,missing,DNA_405,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334616,Corvus_corone_orientalis,missing,DNA_406,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334617,Corvus_corone_orientalis,missing,DNA_408,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334618,Corvus_corone_orientalis,missing,DNA_409,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334658,Corvus_corone_orientalis,missing,DNA_410,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334619,Corvus_corone_orientalis,missing,DNA_414,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334620,Corvus_corone_orientalis,missing,DNA_415,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334621,Corvus_corone_orientalis,missing,DNA_416,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334659,Corvus_corone_orientalis,missing,DNA_417,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334660,Corvus_corone_orientalis,missing,DNA_419,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334661,Corvus_corone_orientalis,missing,DNA_420,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334622,Corvus_corone_orientalis,missing,DNA_421,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334662,Corvus_corone_orientalis,missing,DNA_422,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334663,Corvus_corone_orientalis,missing,DNA_424,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334623,Corvus_corone_orientalis,missing,DNA_425,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334624,Corvus_corone_orientalis,missing,DNA_428,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA5089890,Corvus_corone_orientalis,male,RUS_Ya_O01,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
\n
PRJEB9057,SAMEA3334560,Corvus_dauuricus,missing,DNA_473,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334561,Corvus_dauuricus,missing,DNA_474,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334562,Corvus_dauuricus,missing,DNA_481,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334563,Corvus_dauuricus,missing,DNA_482,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334564,Corvus_dauuricus,missing,DNA_485,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334565,Corvus_dauuricus,missing,DNA_486,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334566,Corvus_dauuricus,missing,DNA_507,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334567,Corvus_dauuricus,missing,DNA_508,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334568,Corvus_dauuricus,missing,DNA_523,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334569,Corvus_dauuricus,missing,DNA_524,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334570,Corvus_dauuricus,missing,DNA_537,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334571,Corvus_dauuricus,missing,DNA_538,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334572,Corvus_dauuricus,missing,DNA_548,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334573,Corvus_dauuricus,missing,DNA_550,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334574,Corvus_dauuricus,missing,DNA_554,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334575,Corvus_dauuricus,missing,DNA_558,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
\n
PRJNA192205,SAMN02843222,Corvus_frugilegus,male,IRL_Lm_R05,Ireland,Europe,"Ireland: Lough_Money_Farm\,Belfast",GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02843223,Corvus_frugilegus,male,IRL_Lm_R01,Ireland,Europe,"Ireland: Lough_Money_Farm\,Belfast",GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334576,Corvus_frugilegus,missing,DNA_433,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334577,Corvus_frugilegus,missing,DNA_444,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334578,Corvus_frugilegus,missing,DNA_453,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334579,Corvus_frugilegus,missing,DNA_464,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334580,Corvus_frugilegus,missing,DNA_497,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334581,Corvus_frugilegus,missing,DNA_498,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334582,Corvus_frugilegus,missing,DNA_533,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334583,Corvus_frugilegus,missing,DNA_534,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334584,Corvus_frugilegus,missing,DNA_547,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334585,Corvus_frugilegus,missing,DNA_553,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
\n
PRJEB9057,SAMEA3334625,Corvus_pectoralis,missing,DNA_347,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334626,Corvus_pectoralis,missing,DNA_350,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334627,Corvus_pectoralis,missing,DNA_363,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334628,Corvus_pectoralis,missing,DNA_385,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334629,Corvus_pectoralis,missing,DNA_402,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334630,Corvus_pectoralis,missing,DNA_413,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334631,Corvus_pectoralis,missing,DNA_427,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA5089891,Corvus_pectoralis,female,CHN_Gu_P01,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
\n
PRJNA192205,SAMN02843224,Coloeus_monedula,male,S_Ri_J01,Sweden,Europe,Sweden: Rimbo,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02843225,Coloeus_monedula,male,S_Ri_J08,Sweden,Europe,Sweden: Rimbo,GCF_000738735.5,Corvus_cornix_cornix
