Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,TISSUE,Isolate,Strain,birth_location,Ecotype,SampleID,sub_species,Specimen_voucher
SRR14127733,WGS,300,7433547300,PRJNA323498,SAMN18196683,Model organism or animal,2226506891,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497928,Illumina NovaSeq 6000,1075,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:51:00Z,1,1075_WGS,male,SRP146254,blood,WGS sample 1075; replicate 1,gutturalis,,,,,
SRR14127734,WGS,300,7262597700,PRJNA323498,SAMN18196682,Model organism or animal,2155155724,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX10497927,Illumina NovaSeq 6000,1058,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:56:00Z,1,1058_WGS,male,SRP146254,blood,WGS sample 1058; replicate 1,gutturalis,,,,,
SRR14127735,WGS,300,6808674000,PRJNA323498,SAMN18196673,Model organism or animal,2007360655,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497926,Illumina NovaSeq 6000,479,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:53:00Z,1,479_WGS,female,SRP146254,blood,WGS sample 479; replicate 1,gutturalis,,,,,
SRR14127736,WGS,300,5932682100,PRJNA323498,SAMN18196672,Model organism or animal,1849018210,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497925,Illumina NovaSeq 6000,464,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:53:00Z,1,464_WGS,female,SRP146254,blood,WGS sample 464; replicate 1,gutturalis,,,,,
SRR14127737,WGS,300,7292871600,PRJNA323498,SAMN18196722,Model organism or animal,2176194089,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX10498006,Illumina NovaSeq 6000,2057,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:53:00Z,1,2057_WGS,male,SRP146254,blood,WGS sample 2057; replicate 1,rustica-gutturalis,,,,,
SRR14127738,WGS,300,7956711300,PRJNA323498,SAMN18196721,Model organism or animal,2350619211,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX10498005,Illumina NovaSeq 6000,2049,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:54:00Z,1,2049_WGS,female,SRP146254,blood,WGS sample 2049; replicate 1,rustica-gutturalis,,,,,
SRR14127739,WGS,300,8500536600,PRJNA323498,SAMN18196720,Model organism or animal,2506362018,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX10498004,Illumina NovaSeq 6000,2036,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:52:00Z,1,2036_WGS,female,SRP146254,blood,WGS sample 2036; replicate 1,rustica-gutturalis,,,,,
SRR14127740,WGS,300,7055559600,PRJNA323498,SAMN18196719,Model organism or animal,2114336879,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX10498003,Illumina NovaSeq 6000,2035,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:54:00Z,1,2035_WGS,male,SRP146254,blood,WGS sample 2035; replicate 1,rustica-gutturalis,,,,,
SRR14127741,WGS,300,9091403100,PRJNA323498,SAMN18196718,Model organism or animal,2667728585,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX10498002,Illumina NovaSeq 6000,2028,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:59:00Z,1,2028_WGS,male,SRP146254,blood,WGS sample 2028; replicate 1,rustica-gutturalis,,,,,
SRR14127742,WGS,300,6510130500,PRJNA323498,SAMN18196753,Model organism or animal,1917133380,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,SRX10498001,Illumina NovaSeq 6000,1473,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:54:00Z,1,1473_WGS,male,SRP146254,blood,WGS sample 1473; replicate 1,rustica,,,,,
SRR14127743,WGS,300,8378287500,PRJNA323498,SAMN18196717,Model organism or animal,2521932120,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,SRX10498000,Illumina NovaSeq 6000,2025,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:59:00Z,1,2025_WGS,female,SRP146254,blood,WGS sample 2025; replicate 1,rustica-gutturalis,,,,,
SRR14127744,WGS,300,7304183100,PRJNA323498,SAMN18196752,Model organism or animal,2233981047,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,SRX10497999,Illumina NovaSeq 6000,1240,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:54:00Z,1,1240_WGS,male,SRP146254,blood,WGS sample 1240; replicate 1,rustica,,,,,
SRR14127745,WGS,300,1867033200,PRJNA323498,SAMN18196751,Model organism or animal,556700482,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10497998,Illumina NovaSeq 6000,131,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:45:00Z,1,131_WGS,female,SRP146254,blood,WGS sample 131; replicate 1,rustica,,,,,
SRR14127746,WGS,300,5597544900,PRJNA323498,SAMN18196750,Model organism or animal,1652176791,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX10497997,Illumina NovaSeq 6000,130,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:58:00Z,1,130_WGS,male,SRP146254,blood,WGS sample 130; replicate 1,rustica,,,,,
SRR14127747,WGS,300,4681431900,PRJNA323498,SAMN18196749,Model organism or animal,1394900375,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497996,Illumina NovaSeq 6000,113,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:50:00Z,1,113_WGS,female,SRP146254,blood,WGS sample 113; replicate 1,rustica,,,,,
SRR14127748,WGS,300,6484246200,PRJNA323498,SAMN18196748,Model organism or animal,1912025700,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX10497995,Illumina NovaSeq 6000,100,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:55:00Z,1,100_WGS,male,SRP146254,blood,WGS sample 100; replicate 1,rustica,,,,,
SRR14127749,WGS,300,6093443700,PRJNA323498,SAMN18196747,Model organism or animal,1811708717,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX10497994,Illumina NovaSeq 6000,48,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:57:00Z,1,48_WGS,male,SRP146254,blood,WGS sample 48; replicate 1,rustica,,,,,
SRR14127750,WGS,300,5671514400,PRJNA323498,SAMN18196746,Model organism or animal,1674857680,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497993,Illumina NovaSeq 6000,43,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:55:00Z,1,43_WGS,female,SRP146254,blood,WGS sample 43; replicate 1,rustica,,,,,
SRR14127751,WGS,300,6598499700,PRJNA323498,SAMN18196745,Model organism or animal,1952871120,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX10497992,Illumina NovaSeq 6000,27,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:55:00Z,1,27_WGS,female,SRP146254,blood,WGS sample 27; replicate 1,rustica,,,,,
SRR14127752,WGS,300,5142467100,PRJNA323498,SAMN18196744,Model organism or animal,1532124001,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX10497991,Illumina NovaSeq 6000,15,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:55:00Z,1,15_WGS,male,SRP146254,blood,WGS sample 15; replicate 1,rustica,,,,,
SRR14127753,WGS,300,6305816400,PRJNA323498,SAMN18196743,Model organism or animal,1868565905,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX10497990,Illumina NovaSeq 6000,3,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:58:00Z,1,3_WGS,female,SRP146254,blood,WGS sample 3; replicate 1,rustica,,,,,
SRR14127754,WGS,300,7332371400,PRJNA323498,SAMN18196716,Model organism or animal,2167611974,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10497989,Illumina NovaSeq 6000,2013,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:59:00Z,1,2013_WGS,female,SRP146254,blood,WGS sample 2013; replicate 1,rustica-gutturalis,,,,,
SRR14127755,WGS,300,2329711800,PRJNA323498,SAMN18196742,Model organism or animal,683531759,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX10497988,Illumina NovaSeq 6000,278,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:50:00Z,1,278_WGS,female,SRP146254,blood,WGS sample 278; replicate 1,rustica-tytleri,,,,,
SRR14127756,WGS,300,6454372200,PRJNA323498,SAMN18196741,Model organism or animal,1914244963,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX10497987,Illumina NovaSeq 6000,275,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:01:00Z,1,275_WGS,male,SRP146254,blood,WGS sample 275; replicate 1,rustica-tytleri,,,,,
SRR14127757,WGS,300,6440019900,PRJNA323498,SAMN18196740,Model organism or animal,1885331223,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497986,Illumina NovaSeq 6000,271,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:56:00Z,1,271_WGS,female,SRP146254,blood,WGS sample 271; replicate 1,rustica-tytleri,,,,,
SRR14127758,WGS,300,11426683200,PRJNA323498,SAMN18196739,Model organism or animal,3360231964,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX10497985,Illumina NovaSeq 6000,265,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:11:00Z,1,265_WGS,male,SRP146254,blood,WGS sample 265; replicate 1,rustica-tytleri,,,,,
SRR14127759,WGS,300,5975638500,PRJNA323498,SAMN18196738,Model organism or animal,1775548221,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497984,Illumina NovaSeq 6000,251,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:00:00Z,1,251_WGS,female,SRP146254,blood,WGS sample 251; replicate 1,rustica-tytleri,,,,,
SRR14127760,WGS,300,6288875700,PRJNA323498,SAMN18196737,Model organism or animal,1862458617,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497983,Illumina NovaSeq 6000,239,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:58:00Z,1,239_WGS,female,SRP146254,blood,WGS sample 239; replicate 1,rustica-tytleri,,,,,
SRR14127761,WGS,300,6067051800,PRJNA323498,SAMN18196736,Model organism or animal,1801614177,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497982,Illumina NovaSeq 6000,223,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:59:00Z,1,223_WGS,male,SRP146254,blood,WGS sample 223; replicate 1,rustica-tytleri,,,,,
SRR14127762,WGS,300,7818747300,PRJNA323498,SAMN18196735,Model organism or animal,2296622715,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX10497981,Illumina NovaSeq 6000,211,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:59:00Z,1,211_WGS,male,SRP146254,blood,WGS sample 211; replicate 1,rustica-tytleri,,,,,
SRR14127763,WGS,300,6225453300,PRJNA323498,SAMN18196734,Model organism or animal,1855181205,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497980,Illumina NovaSeq 6000,208,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:00:00Z,1,208_WGS,female,SRP146254,blood,WGS sample 208; replicate 1,rustica-tytleri,,,,,
SRR14127764,WGS,300,6373587600,PRJNA323498,SAMN18196733,Model organism or animal,1875637799,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497979,Illumina NovaSeq 6000,199,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:00:00Z,1,199_WGS,male,SRP146254,blood,WGS sample 199; replicate 1,rustica-tytleri,,,,,
SRR14127765,WGS,300,6588219600,PRJNA323498,SAMN18196715,Model organism or animal,1961326711,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,SRX10497978,Illumina NovaSeq 6000,2005,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:59:00Z,1,2005_WGS,female,SRP146254,blood,WGS sample 2005; replicate 1,rustica-gutturalis,,,,,
SRR14127766,WGS,300,6330415500,PRJNA323498,SAMN18196732,Model organism or animal,1882974142,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497977,Illumina NovaSeq 6000,192,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:00:00Z,1,192_WGS,male,SRP146254,blood,WGS sample 192; replicate 1,rustica-tytleri,,,,,
SRR14127767,WGS,300,7236083100,PRJNA323498,SAMN18196731,Model organism or animal,2135743991,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497976,Illumina NovaSeq 6000,187,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:59:00Z,1,187_WGS,female,SRP146254,blood,WGS sample 187; replicate 1,rustica-tytleri,,,,,
SRR14127768,WGS,300,6007838400,PRJNA323498,SAMN18196730,Model organism or animal,1786246107,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,SRX10497975,Illumina NovaSeq 6000,184,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T10:58:00Z,1,184_WGS,female,SRP146254,blood,WGS sample 184; replicate 1,rustica-tytleri,,,,,
SRR14127769,WGS,300,6506159400,PRJNA323498,SAMN18196729,Model organism or animal,1957724141,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497974,Illumina NovaSeq 6000,176,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:00:00Z,1,176_WGS,male,SRP146254,blood,WGS sample 176; replicate 1,rustica-tytleri,,,,,
SRR14127770,WGS,300,5230380300,PRJNA323498,SAMN18196728,Model organism or animal,1568868995,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,SRX10497973,Illumina NovaSeq 6000,170,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:00:00Z,1,170_WGS,male,SRP146254,blood,WGS sample 170; replicate 1,rustica-tytleri,,,,,
SRR14127771,WGS,300,6106710000,PRJNA323498,SAMN18196727,Model organism or animal,1813796380,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497972,Illumina NovaSeq 6000,151,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:05:00Z,1,151_WGS,female,SRP146254,blood,WGS sample 151; replicate 1,rustica-tytleri,,,,,
SRR14127772,WGS,300,9447630600,PRJNA323498,SAMN18196726,Model organism or animal,2804943774,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497971,Illumina NovaSeq 6000,2071,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:26:00Z,1,2071_WGS,male,SRP146254,blood,WGS sample 2071; replicate 1,rustica-gutturalis,,,,,
SRR14127773,WGS,300,6535218900,PRJNA323498,SAMN18196725,Model organism or animal,1930023812,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,SRX10497970,Illumina NovaSeq 6000,2067,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:01:00Z,1,2067_WGS,male,SRP146254,blood,WGS sample 2067; replicate 1,rustica-gutturalis,,,,,
SRR14127774,WGS,300,9204267000,PRJNA323498,SAMN18196724,Model organism or animal,2735568366,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,SRX10497969,Illumina NovaSeq 6000,2065,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:05:00Z,1,2065_WGS,male,SRP146254,blood,WGS sample 2065; replicate 1,rustica-gutturalis,,,,,
SRR14127775,WGS,300,8498191200,PRJNA323498,SAMN18196723,Model organism or animal,2495586048,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497968,Illumina NovaSeq 6000,2061,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:07:00Z,1,2061_WGS,male,SRP146254,blood,WGS sample 2061; replicate 1,rustica-gutturalis,,,,,
SRR14127776,WGS,300,9349520400,PRJNA323498,SAMN18196714,Model organism or animal,2746379720,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX10497967,Illumina NovaSeq 6000,1712,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:12:00Z,1,1712_WGS,male,SRP146254,blood,WGS sample 1712; replicate 1,rustica-gutturalis,,,,,
SRR14127777,WGS,300,8209249800,PRJNA323498,SAMN18196713,Model organism or animal,2467856837,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,SRX10497966,Illumina NovaSeq 6000,1661,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T11:11:00Z,1,1661_WGS,female,SRP146254,blood,WGS sample 1661; replicate 1,rustica-gutturalis,,,,,
SRR14129406,WGS,300,7709635200,PRJNA323498,SAMN18196804,Model organism or animal,2273894498,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,SRX10499581,Illumina NovaSeq 6000,x242036,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:01:00Z,1,x242036_WGS,female,SRP146254,blood,WGS sample x242036; replicate 1,transitiva,,,,,
SRR14129407,WGS,300,8889962700,PRJNA323498,SAMN18196803,Model organism or animal,2639034503,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX10499580,Illumina NovaSeq 6000,x242035,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:05:00Z,1,x242035_WGS,male,SRP146254,blood,WGS sample x242035; replicate 1,transitiva,,,,,
SRR14129408,WGS,300,10727445000,PRJNA323498,SAMN18196802,Model organism or animal,3141062716,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,SRX10499579,Illumina NovaSeq 6000,x242025,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:04:00Z,1,x242025_WGS,male,SRP146254,blood,WGS sample x242025; replicate 1,transitiva,,,,,
SRR14129409,WGS,300,8273773200,PRJNA323498,SAMN18196801,Model organism or animal,2474288929,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,SRX10499578,Illumina NovaSeq 6000,x242024,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:06:00Z,1,x242024_WGS,male,SRP146254,blood,WGS sample x242024; replicate 1,transitiva,,,,,
SRR14129410,WGS,300,8842747200,PRJNA323498,SAMN18196800,Model organism or animal,2602322374,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,SRX10499577,Illumina NovaSeq 6000,x242008,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:04:00Z,1,x242008_WGS,male,SRP146254,blood,WGS sample x242008; replicate 1,transitiva,,,,,
SRR14129411,WGS,300,8398837800,PRJNA323498,SAMN18196799,Model organism or animal,2472652027,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX10499576,Illumina NovaSeq 6000,x242007,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:06:00Z,1,x242007_WGS,female,SRP146254,blood,WGS sample x242007; replicate 1,transitiva,,,,,
SRR14129412,WGS,300,8972086200,PRJNA323498,SAMN18196798,Model organism or animal,2731740186,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,SRX10499575,Illumina NovaSeq 6000,x242006,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:06:00Z,1,x242006_WGS,male,SRP146254,blood,WGS sample x242006; replicate 1,transitiva,,,,,
SRR14129413,WGS,300,19208317500,PRJNA323498,SAMN18196815,Model organism or animal,5982568657,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",adult,SRX10499574,Illumina NovaSeq 6000,RS_5,PAIRED,RANDOM,GENOMIC,Hirundo smithii,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:34:00Z,1,RS_5_WGS,not determined,SRP146254,liver,WGS sample RS_5; replicate 1,,,,,,LSUMZ B-39509
SRR14129414,WGS,300,8515043700,PRJNA323498,SAMN18196797,Model organism or animal,2501653257,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX10499573,Illumina NovaSeq 6000,x242002,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:14:00Z,1,x242002_WGS,male,SRP146254,blood,WGS sample x242002; replicate 1,transitiva,,,,,
SRR14129415,WGS,300,6731954400,PRJNA323498,SAMN18196814,Model organism or animal,1976500525,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX10499572,Illumina NovaSeq 6000,327,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:06:00Z,1,327_WGS,male,SRP146254,blood,WGS sample 327; replicate 1,tytleri,,,,,
