transcript	pN	pS	dN	dS	mk.raw.p.value	mk.odds.ni	dos
rna-XM_029836137.1	1.0	0.0	3.0	0.0	1.0	nan	0.0
rna-XM_003964874.3	1.0	0.0	3.0	0.0	1.0	nan	0.0
rna-XM_003964789.3	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011604154.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011604155.2	3.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011604156.2	1.0	3.0	1.0	0.0	0.4000000000000001	0.0	0.75
rna-XM_003964875.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003964790.3	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836548.1	1.0	4.0	1.0	0.0	0.3333333333333333	0.0	0.8
rna-XM_011604157.2	0.0	0.0	0.0	1.0	1.0	nan	NA
rna-XM_011604159.2	2.0	1.0	2.0	1.0	1.0	1.0	0.0
rna-XM_011604158.2	1.0	1.0	1.0	1.0	1.0	1.0	0.0
rna-XM_003964877.3	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011604161.2	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003964791.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029836567.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836564.1	1.0	4.0	1.0	0.0	0.3333333333333333	0.0	0.8
rna-XM_029836566.1	1.0	4.0	1.0	0.0	0.3333333333333333	0.0	0.8
rna-XM_029836565.1	1.0	4.0	1.0	0.0	0.3333333333333333	0.0	0.8
rna-XM_003964792.3	1.0	4.0	1.0	0.0	0.3333333333333333	0.0	0.8
rna-XM_003964793.3	3.0	5.0	0.0	1.0	1.0	inf	-0.375
rna-XM_011604163.2	3.0	5.0	0.0	1.0	1.0	inf	-0.375
rna-XM_011604162.2	3.0	5.0	0.0	1.0	1.0	inf	-0.375
rna-XM_003964878.3	3.0	2.0	1.0	0.0	1.0	0.0	0.4
rna-XM_011604164.2	0.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_003964796.3	0.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_003964795.3	0.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_003964797.3	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_011604166.2	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_003964879.3	2.0	10.0	2.0	0.0	0.06593406593406594	0.0	0.8333333333333334
rna-XM_011604229.2	1.0	2.0	1.0	0.0	1.0	0.0	0.6666666666666667
rna-XM_029836053.1	12.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_003964798.3	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_003964881.3	1.0	8.0	0.0	2.0	1.0	inf	-0.1111111111111111
rna-XM_003964799.3	6.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_029836055.1	6.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_029836406.1	1.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_011604167.2	1.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_029836407.1	1.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_029836408.1	1.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_003964800.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003964883.3	2.0	8.0	0.0	1.0	1.0	inf	-0.2
rna-XM_003964884.3	4.0	5.0	1.0	1.0	1.0	0.8	0.05555555555555558
rna-XM_011604169.2	3.0	8.0	2.0	1.0	0.5054945054945055	0.1875	0.3939393939393939
rna-XM_003964885.3	3.0	8.0	2.0	1.0	0.5054945054945055	0.1875	0.3939393939393939
rna-XM_003964801.3	0.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_003964803.3	0.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_029836405.1	0.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_003964886.3	3.0	4.0	2.0	0.0	0.4444444444444444	0.0	0.5714285714285714
rna-XM_003964887.3	0.0	10.0	3.0	0.0	0.0034965034965034965	0.0	1.0
rna-XM_003964888.3	1.0	5.0	1.0	0.0	0.2857142857142857	0.0	0.8333333333333334
rna-XM_029836593.1	6.0	5.0	1.0	1.0	1.0	1.2	-0.045454545454545414
rna-XM_029836594.1	5.0	5.0	1.0	1.0	1.0	1.0	0.0
rna-XM_011604171.2	2.0	2.0	1.0	0.0	1.0	0.0	0.5
rna-XM_003964804.3	2.0	2.0	1.0	0.0	1.0	0.0	0.5
rna-XM_029836961.1	1.0	2.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_011604172.2	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003964805.3	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836105.1	4.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_029836106.1	3.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_003964807.2	0.0	3.0	1.0	2.0	1.0	0.0	0.3333333333333333
rna-XM_029836107.1	0.0	3.0	1.0	2.0	1.0	0.0	0.3333333333333333
rna-XM_029836108.1	0.0	3.0	1.0	2.0	1.0	0.0	0.3333333333333333
rna-XM_029836071.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836073.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836072.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011604178.2	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011604175.2	0.0	4.0	1.0	1.0	0.3333333333333333	0.0	0.5
rna-XM_011604176.2	0.0	4.0	1.0	1.0	0.3333333333333333	0.0	0.5
rna-XM_029836074.1	0.0	4.0	1.0	1.0	0.3333333333333333	0.0	0.5
rna-XM_003964891.3	0.0	4.0	1.0	1.0	0.3333333333333333	0.0	0.5
rna-XM_029836075.1	0.0	4.0	1.0	1.0	0.3333333333333333	0.0	0.5
rna-XM_029836076.1	3.0	2.0	0.0	1.0	1.0	inf	-0.6
rna-XM_029836077.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029837006.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011604179.2	1.0	4.0	1.0	1.0	1.0	0.25	0.3
rna-XM_011604180.2	3.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003964895.3	4.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003964808.3	2.0	5.0	0.0	1.0	1.0	inf	-0.2857142857142857
rna-XM_011604182.2	6.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_029836522.1	2.0	2.0	2.0	0.0	0.4666666666666667	0.0	0.5
rna-XM_011604184.2	1.0	3.0	1.0	1.0	1.0	0.3333333333333333	0.25
rna-XM_011604183.2	20.0	9.0	3.0	1.0	1.0	0.7407407407407407	0.06034482758620685
rna-XM_003964811.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003964898.3	10.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011604188.2	10.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011604186.2	10.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029836177.1	4.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836178.1	4.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003964899.3	5.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836176.1	4.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003964812.3	4.0	8.0	1.0	1.0	1.0	0.5	0.16666666666666669
rna-XM_029836269.1	0.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_029836267.1	0.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_029836268.1	0.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_029836270.1	0.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_029836274.1	10.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_029836273.1	9.0	10.0	1.0	0.0	1.0	0.0	0.5263157894736843
rna-XM_029836272.1	6.0	4.0	1.0	0.0	1.0	0.0	0.4
rna-XM_029836271.1	6.0	4.0	1.0	0.0	1.0	0.0	0.4
rna-XM_003964815.3	2.0	7.0	0.0	1.0	1.0	inf	-0.2222222222222222
rna-XM_003964816.3	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836437.1	0.0	8.0	1.0	0.0	0.1111111111111111	0.0	1.0
rna-XM_029836438.1	0.0	8.0	1.0	0.0	0.1111111111111111	0.0	1.0
rna-XM_029836439.1	0.0	8.0	1.0	0.0	0.1111111111111111	0.0	1.0
rna-XM_003964817.3	0.0	8.0	1.0	0.0	0.1111111111111111	0.0	1.0
rna-XM_029836441.1	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029836442.1	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029836440.1	0.0	7.0	1.0	0.0	0.125	0.0	1.0
rna-XM_003964818.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011604190.2	3.0	6.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_011604192.2	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_029836474.1	13.0	22.0	1.0	0.0	0.3888888888888889	0.0	0.6285714285714286
rna-XM_011604199.2	13.0	22.0	1.0	0.0	0.3888888888888889	0.0	0.6285714285714286
rna-XM_011604196.2	13.0	22.0	1.0	0.0	0.3888888888888889	0.0	0.6285714285714286
rna-XM_029836476.1	14.0	19.0	1.0	0.0	0.4411764705882352	0.0	0.5757575757575757
rna-XM_011604193.2	15.0	23.0	1.0	0.0	0.41025641025641024	0.0	0.6052631578947368
rna-XM_011604194.2	15.0	23.0	1.0	0.0	0.41025641025641024	0.0	0.6052631578947368
rna-XM_011604195.2	10.0	20.0	1.0	0.0	0.3548387096774194	0.0	0.6666666666666667
rna-XM_011604197.2	10.0	20.0	1.0	0.0	0.3548387096774194	0.0	0.6666666666666667
rna-XM_029836475.1	12.0	20.0	1.0	0.0	0.3939393939393939	0.0	0.625
rna-XM_011604201.2	13.0	20.0	1.0	0.0	0.4117647058823529	0.0	0.6060606060606061
rna-XM_003964903.3	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003964819.3	3.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_003964820.3	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011604204.2	5.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_029836185.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003964905.3	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836186.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011604206.2	27.0	21.0	0.0	1.0	0.44897959183673475	inf	-0.5625
rna-XM_011604209.2	27.0	21.0	0.0	1.0	0.44897959183673475	inf	-0.5625
rna-XM_011604205.2	27.0	21.0	0.0	1.0	0.44897959183673475	inf	-0.5625
rna-XM_029836181.1	26.0	21.0	0.0	1.0	0.4583333333333333	inf	-0.5531914893617021
rna-XM_011604210.2	27.0	21.0	0.0	1.0	0.44897959183673475	inf	-0.5625
rna-XM_029836182.1	26.0	21.0	0.0	1.0	0.4583333333333333	inf	-0.5531914893617021
rna-XM_029836183.1	27.0	21.0	0.0	1.0	0.44897959183673475	inf	-0.5625
rna-XM_011604213.2	27.0	21.0	0.0	1.0	0.44897959183673475	inf	-0.5625
rna-XM_029836187.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003964907.3	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029836188.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003964908.2	0.0	1.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_011604218.2	3.0	3.0	1.0	1.0	1.0	1.0	0.0
rna-XM_029836569.1	3.0	3.0	1.0	1.0	1.0	1.0	0.0
rna-XM_029836962.1	5.0	2.0	9.0	0.0	0.175	0.0	0.2857142857142857
rna-XM_029836963.1	5.0	2.0	9.0	0.0	0.175	0.0	0.2857142857142857
rna-XM_029836732.1	5.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_029836734.1	5.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_029836736.1	4.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_029836735.1	3.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_003964823.2	16.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_029836395.1	15.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029836394.1	15.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029836396.1	15.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011604220.2	11.0	10.0	2.0	1.0	1.0	0.55	0.1428571428571428
rna-XM_029836606.1	6.0	5.0	2.0	1.0	1.0	0.6	0.12121212121212122
rna-XM_003964912.3	3.0	4.0	1.0	0.0	1.0	0.0	0.5714285714285714
rna-XM_029836609.1	1.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029836607.1	1.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029836608.1	1.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_011604222.2	3.0	5.0	2.0	2.0	1.0	0.6	0.125
rna-XM_029836603.1	3.0	5.0	2.0	2.0	1.0	0.6	0.125
rna-XM_029836605.1	3.0	5.0	2.0	2.0	1.0	0.6	0.125
rna-XM_003964914.3	7.0	11.0	2.0	1.0	0.5533834586466165	0.3181818181818182	0.27777777777777773
rna-XM_003964825.3	4.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029837009.1	15.0	13.0	0.0	1.0	0.4827586206896552	inf	-0.5357142857142857
rna-XM_029836908.1	0.0	4.0	3.0	1.0	0.14285714285714288	0.0	0.75
rna-XM_029836749.1	3.0	5.0	0.0	1.0	1.0	inf	-0.375
rna-XM_003964932.3	0.0	0.0	2.0	0.0	1.0	nan	NA
rna-XM_003964931.3	3.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_003964960.3	3.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011604300.2	3.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003964930.3	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_003964959.3	1.0	6.0	1.0	0.0	0.25	0.0	0.8571428571428572
rna-XM_011604298.2	2.0	5.0	1.0	1.0	1.0	0.4	0.2142857142857143
rna-XM_003964929.3	2.0	6.0	1.0	1.0	1.0	0.3333333333333333	0.25
rna-XM_029836085.1	2.0	6.0	1.0	1.0	1.0	0.3333333333333333	0.25
rna-XM_029836084.1	2.0	6.0	1.0	1.0	1.0	0.3333333333333333	0.25
rna-XM_029836089.1	2.0	5.0	1.0	1.0	1.0	0.4	0.2142857142857143
rna-XM_029836087.1	2.0	5.0	1.0	1.0	1.0	0.4	0.2142857142857143
rna-XM_029836088.1	2.0	5.0	1.0	1.0	1.0	0.4	0.2142857142857143
rna-XM_003964958.3	3.0	11.0	3.0	1.0	0.08333333333333333	0.09090909090909091	0.5357142857142857
rna-XM_011604287.2	0.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_011604292.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011604293.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011604295.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011604288.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011604289.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011604291.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011604290.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011604296.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_003964955.3	3.0	5.0	3.0	0.0	0.18181818181818182	0.0	0.625
rna-XM_011604284.2	5.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_003964928.3	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_003964927.3	4.0	4.0	1.0	0.0	1.0	0.0	0.5
rna-XM_029836265.1	19.0	22.0	0.0	3.0	0.24682875264270615	inf	-0.4634146341463415
rna-XM_029836264.1	19.0	22.0	0.0	3.0	0.24682875264270615	inf	-0.4634146341463415
rna-XM_029836266.1	19.0	21.0	0.0	3.0	0.24252491694352157	inf	-0.475
rna-XM_003964952.3	2.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_003964951.3	9.0	10.0	2.0	0.0	0.47619047619047616	0.0	0.5263157894736843
rna-XM_003964925.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003964950.3	6.0	5.0	1.0	0.0	1.0	0.0	0.4545454545454546
rna-XM_003964924.3	0.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_011604269.2	18.0	12.0	2.0	2.0	1.0	1.5	-0.09999999999999998
rna-XM_011604277.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011604273.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011604274.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011604271.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011604276.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011604275.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011604272.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011604267.2	5.0	6.0	1.0	0.0	1.0	0.0	0.5454545454545454
rna-XM_011604268.2	3.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011604265.2	5.0	2.0	1.0	0.0	1.0	0.0	0.2857142857142857
rna-XM_011604266.2	5.0	2.0	1.0	0.0	1.0	0.0	0.2857142857142857
rna-XM_029837017.1	5.0	2.0	1.0	0.0	1.0	0.0	0.2857142857142857
rna-XM_011604264.2	6.0	9.0	1.0	0.0	0.4375	0.0	0.6
rna-XM_011604262.2	1.0	5.0	1.0	0.0	0.2857142857142857	0.0	0.8333333333333334
rna-XM_011604260.2	1.0	5.0	1.0	0.0	0.2857142857142857	0.0	0.8333333333333334
rna-XM_011604259.2	1.0	7.0	1.0	0.0	0.2222222222222222	0.0	0.875
rna-XM_029837016.1	1.0	5.0	1.0	0.0	0.2857142857142857	0.0	0.8333333333333334
rna-XM_029837013.1	12.0	21.0	0.0	3.0	0.5361344537815125	inf	-0.36363636363636365
rna-XM_003964923.3	0.0	1.0	1.0	1.0	1.0	0.0	0.5
rna-XM_029837014.1	2.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_029837015.1	2.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_011604258.2	2.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_003964922.3	5.0	5.0	1.0	0.0	1.0	0.0	0.5
rna-XM_003964945.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029836753.1	0.0	3.0	1.0	1.0	0.4000000000000001	0.0	0.5
rna-XM_003964921.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029836754.1	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011604253.2	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011604254.2	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011604252.2	19.0	20.0	5.0	2.0	0.41765929287199843	0.38	0.22710622710622713
rna-XM_029836260.1	20.0	37.0	4.0	3.0	0.4098937330983155	0.40540540540540543	0.22055137844611528
rna-XM_029836227.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029836228.1	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011604247.2	1.0	13.0	1.0	2.0	0.33088235294117646	0.15384615384615385	0.26190476190476186
rna-XM_029836224.1	1.0	13.0	1.0	2.0	0.33088235294117646	0.15384615384615385	0.26190476190476186
rna-XM_011604249.2	1.0	13.0	1.0	2.0	0.33088235294117646	0.15384615384615385	0.26190476190476186
rna-XM_011604248.2	1.0	13.0	1.0	2.0	0.33088235294117646	0.15384615384615385	0.26190476190476186
rna-XM_029836225.1	1.0	13.0	1.0	2.0	0.33088235294117646	0.15384615384615385	0.26190476190476186
rna-XM_011604246.2	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836750.1	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836751.1	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836699.1	2.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029837007.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003964918.3	3.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836952.1	7.0	8.0	1.0	1.0	1.0	0.875	0.033333333333333326
rna-XM_011604245.2	7.0	8.0	1.0	1.0	1.0	0.875	0.033333333333333326
rna-XM_003964917.3	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011604244.2	1.0	4.0	1.0	0.0	0.3333333333333333	0.0	0.8
rna-XM_011604242.2	3.0	13.0	1.0	1.0	0.4052287581699347	0.23076923076923078	0.3125
rna-XM_011604241.2	3.0	13.0	1.0	1.0	0.4052287581699347	0.23076923076923078	0.3125
rna-XM_029836949.1	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011604240.2	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836948.1	10.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_003978966.3	6.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_029836957.1	15.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_011621647.2	3.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836950.1	1.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029836951.1	0.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029836958.1	14.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_029836700.1	15.0	0.0	1.0	0.0	1.0	nan	0.0
rna-XM_029836960.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836959.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836954.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836956.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836702.1	12.0	15.0	2.0	0.0	0.22413793103448276	0.0	0.5555555555555556
rna-XM_029836953.1	1.0	5.0	0.0	1.0	1.0	inf	-0.16666666666666666
rna-XM_003976388.3	1.0	5.0	0.0	1.0	1.0	inf	-0.16666666666666666
rna-XM_003976382.2	7.0	5.0	4.0	1.0	0.600032320620556	0.35	0.21666666666666667
rna-XM_003976383.3	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011617310.2	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836398.1	16.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_029836400.1	14.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_029836399.1	13.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_029836397.1	15.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_029836401.1	0.0	6.0	2.0	0.0	0.03571428571428571	0.0	1.0
rna-XM_003976384.3	0.0	6.0	2.0	0.0	0.03571428571428571	0.0	1.0
rna-XM_003976389.3	0.0	3.0	0.0	1.0	1.0	nan	0.0
rna-XM_003976385.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029836403.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836404.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011617312.2	23.0	10.0	1.0	1.0	0.5361344537815125	2.3	-0.19696969696969702
rna-XM_029836252.1	7.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_011617980.2	0.0	3.0	0.0	1.0	1.0	nan	0.0
rna-XM_011617981.2	0.0	3.0	0.0	1.0	1.0	nan	0.0
rna-XM_011617982.2	5.0	24.0	2.0	1.0	0.11290322580645165	0.10416666666666667	0.49425287356321834
rna-XM_003976929.3	0.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_003976933.3	1.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_003976934.3	9.0	9.0	1.0	0.0	1.0	0.0	0.5
rna-XM_003976930.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003976931.3	4.0	11.0	1.0	0.0	0.3125	0.0	0.7333333333333334
rna-XM_029835905.1	29.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_003964961.3	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011604307.2	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_011604306.2	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_029836512.1	4.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029836511.1	3.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029836510.1	6.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003964969.3	1.0	2.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_011604309.2	5.0	7.0	1.0	0.0	0.46153846153846156	0.0	0.5833333333333333
rna-XM_011604308.2	5.0	7.0	1.0	0.0	0.46153846153846156	0.0	0.5833333333333333
rna-XM_029836723.1	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003964971.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029836938.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011604310.2	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003964973.3	18.0	21.0	2.0	1.0	0.5975609756097561	0.42857142857142855	0.20512820512820507
rna-XM_003964974.3	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011604311.2	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029836179.1	5.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029836417.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_003964975.2	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_003964964.3	3.0	5.0	2.0	0.0	0.4444444444444445	0.0	0.625
rna-XM_029836568.1	3.0	5.0	2.0	0.0	0.4444444444444445	0.0	0.625
rna-XM_003964976.3	2.0	9.0	1.0	1.0	0.42307692307692313	0.2222222222222222	0.3181818181818182
rna-XM_029836261.1	2.0	9.0	1.0	0.0	0.25	0.0	0.8181818181818181
rna-XM_011604313.2	4.0	4.0	0.0	1.0	1.0	inf	-0.5
rna-XM_029836263.1	17.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_029836262.1	5.0	3.0	2.0	1.0	1.0	0.8333333333333334	0.04166666666666663
rna-XM_011604315.2	1.0	10.0	1.0	0.0	0.16666666666666669	0.0	0.9090909090909091
rna-XM_003964979.3	1.0	10.0	1.0	0.0	0.16666666666666669	0.0	0.9090909090909091
rna-XM_003964965.2	11.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_029836926.1	11.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_029836491.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836495.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836498.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836494.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836496.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836497.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836493.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836492.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836489.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029836490.1	1.0	2.0	0.0	0.0	1.0	nan	NA
