Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioSampleModel,sex,Isolate,Collection_date,Tissue,Biomaterial_provider,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,lat_lon,Sample_Name,dev_stage,Ecotype,Strain,AGE,isol_growth_condt,Cultivar,estimated_size,num_replicons,ploidy,propagation,env_biome,env_feature,env_material,locus_tag_prefix,project_name,common_name,date_received,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),FAMILY,material,Order,provider,Submission_identifier,Submission_title,collected_by,Breed,tissue_type,death_date,store_cond,AssemblyName,Host,Sample_Type,bcid,coordinateUncertaintyInMeters,dayCollected,decimallatitude,decimallongitude,Depth,eventID,Genus,georeferenceProtocol,identified_by,locality,materialSampleID,MonthCollected,permitInformation,specificEpithet,YearCollected,dev-stage,env_broad_scale,env_local_scale,env_medium,biotic_relationship,COUNTRY,extrachrom_elements,health_state,host_taxid,Isolation_source,pathogenicity,ref_biomaterial,run (run),samp_collect_device,samp_mat_process,samp_size,sequencing_date (run),Source_material_ID,subspecf_gen_lin,trophic_level
SRR7693859,WGS,302,86082609708,PRJNA269969,SAMN09832472,30505032222,CORNELL UNIVERSITY,public,"bam,fasta,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4552933,Illumina HiSeq 3000,chicagolibrary3,PAIRED,RANDOM,GENOMIC,Carcharodon carcharias,ILLUMINA,2018-09-28T00:00:00Z,Pacific Individual White Shark for dovetail sequencing,SRP051049,Model organism or animal,male,,2014-11-16,blood,"Salvador Jorgensen\, Monterey Bay Aquarium",,,,,,Juvenile,Pacific Ocean California,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry ice followed by -80 degrees celsius,assembly,,blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7693860,WGS,302,67770725552,PRJNA269969,SAMN09832472,22767866290,CORNELL UNIVERSITY,public,"bam,fasta,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4552932,Illumina HiSeq 3000,chicagolibrary2,PAIRED,RANDOM,GENOMIC,Carcharodon carcharias,ILLUMINA,2018-09-28T00:00:00Z,Pacific Individual White Shark for dovetail sequencing,SRP051049,Model organism or animal,male,,2014-11-16,blood,"Salvador Jorgensen\, Monterey Bay Aquarium",,,,,,Juvenile,Pacific Ocean California,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry ice followed by -80 degrees celsius,assembly,,blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7693862,WGS,502,198110815618,PRJNA269969,SAMN01915239,90125666892,CORNELL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4552930,Illumina HiSeq 2500,Illumina_prep_250_bp_library,PAIRED,RANDOM,GENOMIC,Carcharodon carcharias,ILLUMINA,2018-09-28T00:00:00Z,C_car_delaware_2007,SRP051049,,female,C_car_delaware_2007,2007,,,USA,North America,USA: Delaware,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7693867,WGS,302,38346703680,PRJNA269969,SAMN01915239,24505278566,CORNELL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4552925,Illumina HiSeq 2500,2nd_paired_end_library,PAIRED,RANDOM,GENOMIC,Carcharodon carcharias,ILLUMINA,2018-09-28T00:00:00Z,C_car_delaware_2007,SRP051049,,female,C_car_delaware_2007,2007,,,USA,North America,USA: Delaware,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111843,WGS,342,101009801232,PRJDB6260,SAMD00098917,49158759269,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104910,Illumina HiSeq 1500,P196_02_3,PAIRED,RANDOM,GENOMIC,Chiloscyllium punctatum,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098917,DRP004362,MIGS.eu,,missing,2015-08-25,,Osaka Aquarium Kaiyukan,uncalculated,uncalculated,not applicable,not applicable,gDNA-No137-Cpunctatum,,missing,missing,,not applicable,missing,4.73 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,chiPu,Whole genome sequencing of the brownbanded bamboo shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111847,WGS,342,22336584984,PRJDB6260,SAMD00098917,10439586618,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104914,Illumina HiSeq 1500,P220_02_2,PAIRED,size fractionation,GENOMIC,Chiloscyllium punctatum,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098917,DRP004362,MIGS.eu,,missing,2015-08-25,,Osaka Aquarium Kaiyukan,uncalculated,uncalculated,not applicable,not applicable,gDNA-No137-Cpunctatum,,missing,missing,,not applicable,missing,4.73 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,chiPu,Whole genome sequencing of the brownbanded bamboo shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111848,WGS,202,96670640252,PRJDB6260,SAMD00098918,63393221968,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104915,Illumina HiSeq 1500,P043_05_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111851,WGS,254,34305725394,PRJDB6260,SAMD00098918,16930114853,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104918,Illumina HiSeq 1500,P043_02_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111855,WGS,302,49837511948,PRJDB6260,SAMD00098918,32254384150,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104922,Illumina HiSeq 1500,P075_01_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111859,WGS,502,6641437912,PRJDB6260,SAMD00098918,4590904192,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104926,Illumina MiSeq,P066_01_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111860,WGS,602,11397126006,PRJDB6260,SAMD00098918,7481812322,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104927,Illumina MiSeq,P066_01_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111861,WGS,342,24306328854,PRJDB6260,SAMD00098918,15524649773,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104928,Illumina HiSeq 1500,P066_01_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111863,WGS,342,76835344500,PRJDB6260,SAMD00098918,46237171072,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104930,Illumina HiSeq 1500,P104_01_1,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111866,WGS,602,7125314742,PRJDB6260,SAMD00098918,4625324594,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104933,Illumina MiSeq,P104_01_3,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111868,WGS,602,5397045584,PRJDB6260,SAMD00098918,3502456575,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104935,Illumina MiSeq,P104_01_4,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111842,WGS,342,75267477990,PRJDB6260,SAMD00098917,38779136603,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104909,Illumina HiSeq 1500,P196_02_2,PAIRED,RANDOM,GENOMIC,Chiloscyllium punctatum,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098917,DRP004362,MIGS.eu,,missing,2015-08-25,,Osaka Aquarium Kaiyukan,uncalculated,uncalculated,not applicable,not applicable,gDNA-No137-Cpunctatum,,missing,missing,,not applicable,missing,4.73 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,chiPu,Whole genome sequencing of the brownbanded bamboo shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111846,WGS,342,21623123394,PRJDB6260,SAMD00098917,10165212590,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104913,Illumina HiSeq 1500,P220_02_1,PAIRED,size fractionation,GENOMIC,Chiloscyllium punctatum,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098917,DRP004362,MIGS.eu,,missing,2015-08-25,,Osaka Aquarium Kaiyukan,uncalculated,uncalculated,not applicable,not applicable,gDNA-No137-Cpunctatum,,missing,missing,,not applicable,missing,4.73 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,chiPu,Whole genome sequencing of the brownbanded bamboo shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111864,WGS,602,4553380510,PRJDB6260,SAMD00098918,2987820340,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104931,Illumina MiSeq,P104_01_2,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111867,WGS,342,60535337220,PRJDB6260,SAMD00098918,38246806764,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104934,Illumina HiSeq 1500,P104_01_3,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111869,WGS,342,98648029260,PRJDB6260,SAMD00098918,59867127341,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104936,Illumina HiSeq 1500,P104_01_4,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111871,WGS,342,24800903604,PRJDB6260,SAMD00098918,15064685891,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104938,Illumina HiSeq 1500,P104_01_7,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111844,WGS,342,59071335426,PRJDB6260,SAMD00098917,27320077669,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104911,Illumina HiSeq 1500,P196_02_4,PAIRED,RANDOM,GENOMIC,Chiloscyllium punctatum,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098917,DRP004362,MIGS.eu,,missing,2015-08-25,,Osaka Aquarium Kaiyukan,uncalculated,uncalculated,not applicable,not applicable,gDNA-No137-Cpunctatum,,missing,missing,,not applicable,missing,4.73 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,chiPu,Whole genome sequencing of the brownbanded bamboo shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111845,WGS,342,57402908946,PRJDB6260,SAMD00098917,30463986605,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104912,Illumina HiSeq 1500,P196_02_1,PAIRED,size fractionation,GENOMIC,Chiloscyllium punctatum,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098917,DRP004362,MIGS.eu,,missing,2015-08-25,,Osaka Aquarium Kaiyukan,uncalculated,uncalculated,not applicable,not applicable,gDNA-No137-Cpunctatum,,missing,missing,,not applicable,missing,4.73 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,chiPu,Whole genome sequencing of the brownbanded bamboo shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111849,WGS,302,47009419358,PRJDB6260,SAMD00098918,30310413651,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104916,Illumina HiSeq 1500,P043_02_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111850,WGS,202,42349272932,PRJDB6260,SAMD00098918,28360662733,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104917,Illumina HiSeq 1500,P043_02_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111853,WGS,202,48073155032,PRJDB6260,SAMD00098918,32618340923,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104920,Illumina HiSeq 1500,P043_06_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111854,WGS,342,21682484334,PRJDB6260,SAMD00098918,13399266866,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104921,Illumina HiSeq 1500,P043_06_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111857,WGS,254,50740201034,PRJDB6260,SAMD00098918,24879558811,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104924,Illumina HiSeq 1500,P075_01_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111858,WGS,202,38425389602,PRJDB6260,SAMD00098918,26409911497,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104925,Illumina HiSeq 1500,P066_01_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111862,WGS,602,4759374074,PRJDB6260,SAMD00098918,3109565665,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104929,Illumina MiSeq,P104_01_1,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111865,WGS,342,39795271506,PRJDB6260,SAMD00098918,25793857536,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104932,Illumina HiSeq 1500,P104_01_2,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111870,WGS,342,27810049770,PRJDB6260,SAMD00098918,18168168101,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104937,Illumina HiSeq 1500,P104_01_6,PAIRED,size fractionation,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316082,WGS,302,25807305810,PRJEB22206,SAMEA994730,12226397616,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341592,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
