Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,sex,Library Name,dev_stage,BioSampleModel,Tissue,Isolate,geo_loc_name_country,geo_loc_name_country_continent,Breed,Strain,Ecotype,AGE,Cultivar,Specimen_voucher,geo_loc_name,lat_lon,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Collection_date,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,collected_by,geographic_location_(country_and/or_sea),tissue_type,geographic_location_(region_and_locality),Field_ID,run (run),common,sequencing_date (run),common_name,Sample_Name,health_state,date_received,FAMILY,material,Order,Project,provider_id,provider,Submission_description,Submission_identifier,Submission_title,tissue_storage,instrument_model (run),Sample_Type,Library,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,actual_read_length (run),Biomaterial_provider,External_Id,Id_Number,Submitter_Id,total_bases (run),environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),host-associated_environmental_package,Investigation_type,project_name,Sequencing_method,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,biotic_relationship,estimated_size,extrachrom_elements,breeding_history,store_cond,birth_location,Genotype,Isolation_source,Treatment,ArrayExpress-SPECIES,Label,Subject_ID,subsrc_note,Alias,AssemblyName,Description,ENA_CHECKLIST,Host,host_taxid,num_replicons,pathogenicity,ploidy,propagation,ref_biomaterial,samp_collect_device,samp_mat_process,samp_size,Source_material_ID,subspecf_gen_lin,trophic_level
SRR4409104,WGS,PRJNA345492,SAMN05867973,LOUISIANA STATE UNIVERSITY,public,SRX2235466,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT169,SRP091339,200,351420600,138496703,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT169,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Oklahoma\,McCurtain",,,,,,,,,,,BDT169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409105,WGS,PRJNA345492,SAMN05867974,LOUISIANA STATE UNIVERSITY,public,SRX2235467,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT173,SRP091339,200,730370200,282740035,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT173,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96593,"USA:Oklahoma\,McCurtain",,,,,,,,,,,BDT173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409106,WGS,PRJNA345492,SAMN05867975,LOUISIANA STATE UNIVERSITY,public,SRX2235468,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT174,SRP091339,200,465923800,177934885,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT174,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96594,"USA:Oklahoma\,McCurtain",,,,,,,,,,,BDT174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409107,WGS,PRJNA345492,SAMN05867976,LOUISIANA STATE UNIVERSITY,public,SRX2235469,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT175,SRP091339,200,502746800,194472107,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT175,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96595,"USA:Oklahoma\,McCurtain",,,,,,,,,,,BDT175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409108,WGS,PRJNA345492,SAMN05867977,LOUISIANA STATE UNIVERSITY,public,SRX2235470,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT177,SRP091339,200,1278901400,478358320,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT177,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96597,"USA:Arkansas\,Polk",,,,,,,,,,,BDT177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409109,WGS,PRJNA345492,SAMN05867978,LOUISIANA STATE UNIVERSITY,public,SRX2235471,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT178,SRP091339,200,958593600,361492420,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT178,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96598,"USA:Arkansas\,Perry",,,,,,,,,,,BDT178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409110,WGS,PRJNA345492,SAMN05867979,LOUISIANA STATE UNIVERSITY,public,SRX2235472,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT179,SRP091339,200,859107200,323872543,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT179,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96599,"USA:Tennessee\,Sevier",,,,,,,,,,,BDT179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409112,WGS,PRJNA345492,SAMN05867981,LOUISIANA STATE UNIVERSITY,public,SRX2235474,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT181,SRP091339,200,809752400,307920744,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT181,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Tennessee\,Sevier",,,,,,,,,,,BDT181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409113,WGS,PRJNA345492,SAMN05867919,LOUISIANA STATE UNIVERSITY,public,SRX2235475,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT057,SRP091339,200,1252690600,473100122,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT057,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96539,"USA:Arkansas\,Polk",,,,,,,,,,,BDT057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409114,WGS,PRJNA345492,SAMN05867982,LOUISIANA STATE UNIVERSITY,public,SRX2235476,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_CEN131,SRP091339,200,997914400,375613702,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_CEN131,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Louisiana\,Catahoula",,,,,,,,,,,CEN131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409115,WGS,PRJNA345492,SAMN05867983,LOUISIANA STATE UNIVERSITY,public,SRX2235477,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_CEN1312,SRP091339,200,1189456400,452783369,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_CEN1312,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Louisiana\,Catahoula",,,,,,,,,,,CEN1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409116,WGS,PRJNA345492,SAMN05867984,LOUISIANA STATE UNIVERSITY,public,SRX2235478,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_CEN132,SRP091339,200,736564000,280238592,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_CEN132,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Louisiana\,Catahoula",,,,,,,,,,,CEN132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409117,WGS,PRJNA345492,SAMN05867985,LOUISIANA STATE UNIVERSITY,public,SRX2235479,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_CEN134,SRP091339,200,534497000,208286296,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_CEN134,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Louisiana\,Catahoula",,,,,,,,,,,CEN134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409118,WGS,PRJNA345492,SAMN05867986,LOUISIANA STATE UNIVERSITY,public,SRX2235480,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_CEN136,SRP091339,200,1460963400,552144776,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_CEN136,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Louisiana\,Catahoula",,,,,,,,,,,CEN136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409119,WGS,PRJNA345492,SAMN05867987,LOUISIANA STATE UNIVERSITY,public,SRX2235481,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_CEN139,SRP091339,200,506719400,191797838,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_CEN139,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Louisiana\,Catahoula",,,,,,,,,,,CEN139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409120,WGS,PRJNA345492,SAMN05867988,LOUISIANA STATE UNIVERSITY,public,SRX2235482,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_CEN142,SRP091339,200,788203400,303614996,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_CEN142,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Louisiana\,Natchitoches",,,,,,,,,,,CEN142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409121,WGS,PRJNA345492,SAMN05867989,LOUISIANA STATE UNIVERSITY,public,SRX2235483,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_ENR0165,SRP091339,200,580176200,224181560,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_ENR0165,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,,"USA:Louisiana\,Natchitoches",,,,,,,,,,,ENR0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409122,WGS,PRJNA345492,SAMN05867990,LOUISIANA STATE UNIVERSITY,public,SRX2235484,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_FHSM15253,SRP091339,200,625284200,239196332,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_FHSM15253,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,FHSM:15253,"USA:Oklahoma\,Le Flore",,,,,,,,,,,FHSM15253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409123,WGS,PRJNA345492,SAMN05867991,LOUISIANA STATE UNIVERSITY,public,SRX2235485,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_FHSM15535,SRP091339,200,368546200,143273583,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_FHSM15535,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,FHSM:15535,"USA:Arkansas\,Conway",,,,,,,,,,,FHSM15535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409124,WGS,PRJNA345492,SAMN05867920,LOUISIANA STATE UNIVERSITY,public,SRX2235486,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT058,SRP091339,200,179617200,68133723,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT058,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96533,"USA:Arkansas\,Polk",,,,,,,,,,,BDT058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409125,WGS,PRJNA345492,SAMN05867992,LOUISIANA STATE UNIVERSITY,public,SRX2235487,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_FHSM15547,SRP091339,200,1023121400,384755650,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_FHSM15547,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,FHSM:15547,"USA:Arkansas\,Yell",,,,,,,,,,,FHSM15547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409126,WGS,PRJNA345492,SAMN05867993,LOUISIANA STATE UNIVERSITY,public,SRX2235488,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_FHSM15548,SRP091339,200,375911800,146555423,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_FHSM15548,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,FHSM:15548,"USA:Arkansas\,Yell",,,,,,,,,,,FHSM15548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409127,WGS,PRJNA345492,SAMN05867994,LOUISIANA STATE UNIVERSITY,public,SRX2235489,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_FHSM15549,SRP091339,200,621586000,237620704,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_FHSM15549,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,FHSM:15549,"USA:Arkansas\,Yell",,,,,,,,,,,FHSM15549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409128,WGS,PRJNA345492,SAMN05867995,LOUISIANA STATE UNIVERSITY,public,SRX2235490,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_LSUMZ18827,SRP091339,200,223139800,86745583,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_LSUMZ18827,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:84575,"USA:Louisiana\,Natchitoches",,,,,,,,,,,LSUMZ18827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409129,WGS,PRJNA345492,SAMN05867996,LOUISIANA STATE UNIVERSITY,public,SRX2235491,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_LSUMZ18828,SRP091339,200,919720400,352446989,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_LSUMZ18828,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:84576,"USA:Louisiana\,Natchitoches",,,,,,,,,,,LSUMZ18828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409131,WGS,PRJNA345492,SAMN05867998,LOUISIANA STATE UNIVERSITY,public,SRX2235493,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_LSUMZ21256,SRP091339,200,357736600,135773998,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_LSUMZ21256,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:90938,"USA:Louisiana\,Natchitoches",,,,,,,,,,,LSUMZ21256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409132,WGS,PRJNA345492,SAMN05867999,LOUISIANA STATE UNIVERSITY,public,SRX2235494,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_LSUMZ2558,SRP091339,200,644870200,245931791,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_LSUMZ2558,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:56590,"USA:Georgia\,Gordon",,,,,,,,,,,LSUMZ2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409134,WGS,PRJNA345492,SAMN05868001,LOUISIANA STATE UNIVERSITY,public,SRX2235496,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_LSUMZ2569,SRP091339,200,282995600,110668845,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_LSUMZ2569,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:56601,"USA:Georgia\,Walker",,,,,,,,,,,LSUMZ2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409135,WGS,PRJNA345492,SAMN05867921,LOUISIANA STATE UNIVERSITY,public,SRX2235497,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_BDT060,SRP091339,200,719618000,273182339,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_BDT060,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,LSUMZ:Herpetology:96560,"USA:Arkansas\,Polk",,,,,,,,,,,BDT060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409136,WGS,PRJNA345492,SAMN05868002,LOUISIANA STATE UNIVERSITY,public,SRX2235498,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_MVZ145052,SRP091339,200,33214800,12768465,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_MVZ145052,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,MVZ:Herp:145052,"USA:Oklahoma\,McCurtain",,,,,,,,,,,MVZ145052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409137,WGS,PRJNA345492,SAMN05868003,LOUISIANA STATE UNIVERSITY,public,SRX2235499,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_MVZ145058,SRP091339,200,215261600,81964607,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_MVZ145058,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,MVZ:Herp:145058,"USA:Oklahoma\,McCurtain",,,,,,,,,,,MVZ145058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409138,WGS,PRJNA345492,SAMN05868004,LOUISIANA STATE UNIVERSITY,public,SRX2235500,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_MVZ145059,SRP091339,200,181201800,68774025,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_MVZ145059,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,MVZ:Herp:145059,"USA:Oklahoma\,McCurtain",,,,,,,,,,,MVZ145059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4409139,WGS,PRJNA345492,SAMN05868005,LOUISIANA STATE UNIVERSITY,public,SRX2235501,Illumina HiSeq 2500,PAIRED,Hybrid Selection,GENOMIC,Plethodon serratus,ILLUMINA,2016-11-04T00:00:00Z,Pserratus_OMNH40315,SRP091339,200,481747200,183525156,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not collected,Pserratus_OMNH40315,Not collected,Model organism or animal,tail tip,Not applicable,USA,North America,Not applicable,Not applicable,Not applicable,Not collected,Not applicable,OMNH<USA-OK>:40315,"USA:Arkansas\,Polk",,,,,,,,,,,OMNH40315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
