BioProject,BioSample,Organism,sex,Population,Collection_date,Submitter_Id,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA485198,SAMN09786114,Haplochromis_burtoni,female,Kalambo Lake,2015-08,MKA5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1059336,0.0261192,29513961,18.6277,0.037502,0.0417353,-0.0410715,-3.83377e-4,0.0330087,-0.0454236,-0.0361391,-1.01733e-4,0.0010256,-0.00113418,cluster_2,exclude,6
PRJNA485198,SAMN09786096,Haplochromis_burtoni,male,Chitili Creek,2015-12,MNH2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1059431,0.0261215,29515503,17.598,0.0375455,0.0407049,-0.0410117,-7.19698e-4,0.0357011,-0.0256966,-0.13451,-0.0030725,-0.00103785,0.00125658,cluster_2,exclude,4
PRJNA485198,SAMN09786160,Haplochromis_burtoni,female,Lunzua River,2015-08,MJF5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1061558,0.026174,29515329,18.6638,0.0370954,0.0374659,-0.0399995,-4.13264e-4,-0.0128588,0.228394,0.0791734,9.79769e-4,-0.00207395,2.44323e-4,cluster_2,ingroup,8
PRJNA485198,SAMN09786088,Haplochromis_burtoni,male,Chitili Creek,2015-12,MNF7,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1062073,0.0261867,29516742,18.1654,0.0375608,0.0408334,-0.0409628,-2.143e-4,0.0276489,-0.01552,-0.115891,-0.0013485,-0.00344273,0.00143317,cluster_2,exclude,4
PRJNA485198,SAMN09786223,Ctenochromis_horei,female,Ndole Lake,2015-11,MIA4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1063204,0.0262146,18610149,18.8459,-0.184878,0.00974763,-0.00164342,-0.207683,-0.00116018,-0.00116,0.00116894,-0.00312195,-0.158906,-0.29684,cluster_1,outgroup,NA
PRJNA485198,SAMN09786116,Haplochromis_burtoni,male,Kalambo Lake,2015-08,MKA9,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1064105,0.0262368,29512830,17.3686,0.0374873,0.0419653,-0.0409468,-4.2232e-4,0.0370928,-0.0516761,-0.0254059,5.11262e-4,0.00138677,0.00232291,cluster_2,exclude,6
PRJNA485198,SAMN09786222,Ctenochromis_horei,female,Ndole Lake,2015-11,MIA2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1064752,0.0262527,18613374,18.1354,-0.184965,0.00988646,-0.00171013,-0.20269,-0.00169356,8.91768e-4,4.11845e-4,0.00531971,-0.3913,0.0892003,cluster_1,outgroup,NA
PRJNA485198,SAMN09786135,Haplochromis_burtoni,male,Lufubu Lake,2015-11,MFC2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1065877,0.0262805,29515379,18.1269,0.036227,0.0395359,0.0323972,-2.39218e-4,-0.258569,-0.0650117,0.0286974,-0.00583336,0.00174777,-0.00143297,cluster_2,ingroup,NA
PRJNA485198,SAMN09786172,Haplochromis_burtoni,female,Lunzua Lake,2015-08,MKE4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1074892,0.0265028,29511871,15.8392,0.0368963,0.035019,-0.0371774,-4.26084e-4,-0.0105117,0.0734767,-0.0233546,0.00496191,0.0037227,-5.26522e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786228,Ctenochromis_horei,female,Ndole Lake,2015-11,MIB1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1075325,0.0265134,18614133,18.4028,-0.184851,0.00981597,-0.00176623,-0.208672,-7.2884e-4,5.3394e-4,1.01503e-5,-0.0248752,0.180398,-0.319828,cluster_1,exclude,7
PRJNA485198,SAMN09786085,Haplochromis_burtoni,female,Chitili Lake,2015-12,LKG5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1076208,0.0265352,29515973,18.0013,0.0374786,0.0409007,-0.0415179,-1.75983e-4,0.032489,-0.0273785,-0.125021,-0.00308476,-6.53795e-4,-2.22275e-4,cluster_2,exclude,4
PRJNA485198,SAMN09786142,Haplochromis_burtoni,female,Lufubu Lake,2015-11,MFD5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1077064,0.0265563,29515164,18.3041,0.036188,0.0396148,0.0349994,-5.1466e-4,-0.262638,-0.0636425,0.0266554,-0.002184,0.00161924,-0.00102173,cluster_2,ingroup,NA
PRJNA485198,SAMN09786155,Haplochromis_burtoni,female,Lufubu River,2015-11,MFF6,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1077147,0.0265584,29518386,26.9335,0.032721,0.030967,0.271856,5.68433e-4,0.0690072,0.0177104,-0.00609343,-0.00325341,-0.00102859,-0.00233556,cluster_2,ingroup,5
PRJNA485198,SAMN09786136,Haplochromis_burtoni,male,Lufubu Lake,2015-11,MFC3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1087035,0.0268022,29514859,17.9895,0.0361128,0.0394257,0.0330724,-4.73059e-5,-0.257675,-0.0675696,0.0268911,-0.00265886,2.05507e-4,-0.0027887,cluster_2,ingroup,NA
PRJNA485198,SAMN09786143,Haplochromis_burtoni,female,Lufubu Lake,2015-11,MFD6,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1087483,0.0268132,29515381,17.5519,0.0362325,0.0397833,0.0327062,-6.55017e-4,-0.261803,-0.0670962,0.0230224,-0.00125788,0.00140691,-0.00297592,cluster_2,ingroup,NA
PRJNA485198,SAMN09786178,Haplochromis_burtoni,male,Lunzua Lake,2015-08,MKF3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1089464,0.026862,29513416,17.687,0.037066,0.0355982,-0.0375337,-4.30415e-4,-0.00815515,0.0802821,-0.0116948,-0.00195764,0.00129721,2.6068e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786175,Haplochromis_burtoni,male,Lunzua Lake,2015-08,MKE8,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1092579,0.026938900000000002,29511522,16.9097,0.036945,0.0354495,-0.0375034,-7.2312e-4,-0.0109642,0.0729998,-0.0170658,0.00190284,0.00164688,-0.0020865,cluster_2,ingroup,NA
PRJNA485198,SAMN09786112,Haplochromis_burtoni,male,Kalambo Lake,2015-08,MKA1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1100225,0.0271274,29511163,16.552,0.0374486,0.0413787,-0.0415276,-8.0683e-4,0.0344429,-0.0441546,-0.0349154,0.00111396,3.40191e-4,0.00137779,cluster_2,exclude,6
PRJNA485198,SAMN09786159,Haplochromis_burtoni,male,Lunzua River,2015-08,MJF4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1102408,0.0271812,29512349,17.6889,0.037137,0.0360532,-0.040297,-3.59501e-4,-0.0130385,0.234267,0.0803229,-0.00387956,-0.00101737,-2.31565e-4,cluster_2,exclude,8
PRJNA485198,SAMN09786173,Haplochromis_burtoni,male,Lunzua Lake,2015-08,MKE5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1107768,0.0273134,29510838,15.2276,0.0369318,0.034729,-0.0378172,-9.26657e-4,-0.00613091,0.0796109,-0.0199082,-0.00159894,0.00206342,-4.828e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786115,Haplochromis_burtoni,female,Kalambo Lake,2015-08,MKA6,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1116665,0.0275327,29511646,16.005,0.0374493,0.0409721,-0.0411108,-6.34615e-4,0.0299876,-0.0427745,-0.0375287,0.00298847,0.00137761,0.00170971,cluster_2,exclude,6
PRJNA485198,SAMN09786122,Haplochromis_burtoni,male,Kalambo River 2,2015-08,MKC1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1116696,0.0275335,29513813,18.7492,0.0376119,0.0427423,-0.043159,-8.96249e-5,0.085315,-0.115933,0.217948,0.00410018,-3.98872e-4,-0.00182095,cluster_2,ingroup,3
PRJNA485198,SAMN09786120,Haplochromis_burtoni,female,Kalambo Lake,2015-08,MKB6,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1117165,0.027545,29510971,15.6937,0.0375417,0.0418518,-0.0414363,-6.14222e-4,0.0366872,-0.0490104,-0.0309387,-0.00134332,0.00154007,-3.04892e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786132,Haplochromis_burtoni,female,Kalambo River 2,2015-08,MLE5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1119754,0.0276089,29512691,16.7495,0.037569,0.042276,-0.0431663,-4.33708e-4,0.0687329,-0.0865124,0.143109,0.00463024,3.63319e-4,-0.0012456,cluster_2,exclude,3
PRJNA485198,SAMN09786146,Haplochromis_burtoni,male,Lufubu River,2015-11,MFE3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1120920,0.0276376,29517879,23.0719,0.0328928,0.0317132,0.270086,5.40429e-4,0.0735078,0.0150624,-0.00368996,-0.00121867,9.1154e-4,5.73144e-4,cluster_2,exclude,5
PRJNA485198,SAMN09786127,Haplochromis_burtoni,male,Kalambo River 2,2015-08,MKC7,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1127057,0.0277889,29512623,17.0283,0.0375427,0.0426373,-0.0429227,-2.00502e-4,0.0815578,-0.111579,0.213216,0.00696482,-1.9946e-4,-1.02993e-4,cluster_2,exclude,3
PRJNA485198,SAMN09786163,Haplochromis_burtoni,male,Lunzua River,2015-08,MJG2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1129433,0.0278475,29512259,15.6202,0.0372274,0.0370547,-0.0409476,-5.91781e-4,-0.0117583,0.230168,0.0822448,0.00104119,-8.8048e-5,0.00124152,cluster_2,exclude,8
PRJNA485198,SAMN09786180,Haplochromis_burtoni,female,Lunzua Lake,2015-08,MKF7,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1129965,0.0278606,29510899,16.1653,0.0369792,0.0352446,-0.0373012,-2.08351e-4,-0.00755134,0.0652825,-0.0258924,0.00611328,0.0028093,-0.00126124,cluster_2,ingroup,NA
PRJNA485198,SAMN09786156,Haplochromis_burtoni,male,Lufubu River,2015-11,MFF7,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1133449,0.0279465,29516558,19.5391,0.0328878,0.0320276,0.260063,5.31859e-4,0.0499206,0.00953912,-0.00598203,-0.00385485,-7.72471e-4,8.43744e-4,cluster_2,exclude,5
PRJNA485198,SAMN09786149,Haplochromis_burtoni,female,Lufubu River,2015-11,MFE8,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1134384,0.0279696,29516610,20.2353,0.0329037,0.0314472,0.26654,1.32467e-5,0.0699737,0.0167014,-0.00820555,-0.00367965,-1.82496e-4,6.40104e-4,cluster_2,exclude,5
PRJNA485198,SAMN09786118,Haplochromis_burtoni,female,Kalambo Lake,2015-08,MKB3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1135023,0.0279854,29510406,16.0476,0.0374396,0.0412061,-0.0408227,-6.0508e-4,0.0355711,-0.0430805,-0.0339624,9.22388e-4,-1.1383e-4,-1.66008e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786166,Haplochromis_burtoni,female,Lunzua River,2015-08,MJH1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1135688,0.0280018,29511620,15.9194,0.0373055,0.0376327,-0.0398571,-6.62013e-4,-0.0151921,0.233814,0.0799202,-0.00143486,5.84231e-4,-1.36201e-4,cluster_2,exclude,8
PRJNA485198,SAMN09786171,Haplochromis_burtoni,male,Lunzua Lake,2015-08,MKE1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1139651,0.0280995,29509141,15.1447,0.0370185,0.0354189,-0.0381047,-6.75281e-4,-0.00893743,0.0654152,-0.0329969,0.00273519,1.21781e-4,-1.46429e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786119,Haplochromis_burtoni,female,Kalambo Lake,2015-08,MKB5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1140441,0.0281189,29511099,16.1589,0.0375211,0.0416194,-0.0406193,-2.92064e-4,0.0348015,-0.0447379,-0.0350458,-0.00310357,-0.00208981,0.00119078,cluster_2,ingroup,2
PRJNA485198,SAMN09786128,Haplochromis_burtoni,male,Kalambo River 2,2015-08,MKC9,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1141255,0.028139,29511265,16.3521,0.037605,0.0425086,-0.0431085,-1.84346e-4,0.0742857,-0.101774,0.162889,0.00225576,-0.00106466,-0.00190083,cluster_2,exclude,3
PRJNA485198,SAMN09786154,Haplochromis_burtoni,male,Lufubu River,2015-11,MFF5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1145132,0.0282346,29516454,19.3324,0.0332203,0.0322399,0.258513,4.07851e-4,0.0503741,0.0152329,-0.0015861,-0.00168312,-0.00226441,3.42632e-5,cluster_2,exclude,5
PRJNA485198,SAMN09786168,Haplochromis_burtoni,male,Lunzua River,2015-08,MJH3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1146901,0.0282782,29511849,15.6059,0.0371484,0.0366359,-0.040307,-4.87902e-4,-0.0130764,0.236894,0.0892581,0.0044396,-0.00376832,-0.00187312,cluster_2,exclude,8
PRJNA485198,SAMN09786117,Haplochromis_burtoni,male,Kalambo Lake,2015-08,MKB2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1148072,0.0283071,29511815,16.1591,0.0375091,0.0416796,-0.0408527,-6.4165e-4,0.0362234,-0.0462867,-0.0355624,0.00113663,-0.00142136,7.69382e-4,cluster_2,exclude,2
PRJNA485198,SAMN09786167,Haplochromis_burtoni,female,Lunzua River,2015-08,MJH2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1150640,0.0283704,29511640,15.6192,0.0372067,0.0369426,-0.0406594,-4.31726e-4,-0.0122456,0.245155,0.0796965,-8.1014e-5,-1.14928e-4,-0.00142661,cluster_2,ingroup,NA
PRJNA485198,SAMN09786148,Haplochromis_burtoni,female,Lufubu River,2015-11,MFE6,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1151643,0.0283951,29515406,18.2746,0.0329761,0.0318832,0.257829,7.76783e-5,0.0533536,0.0146787,-0.00559518,-0.00133553,6.74702e-4,1.46165e-6,cluster_2,exclude,5
PRJNA485198,SAMN09786157,Haplochromis_burtoni,male,Lufubu River,2015-11,MFF9,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1152670,0.0284205,29515951,20.3591,0.0328224,0.0313931,0.268685,6.87853e-4,0.0718279,0.0171196,-0.00400877,-0.00328339,-6.82981e-4,-9.1306e-4,cluster_2,exclude,5
PRJNA485198,SAMN09786217,Ctenochromis_horei,female,Lufubu River,2015-11,MFH4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1152994,0.0284285,18616256,20.8415,-0.189666,0.0115016,-0.00318024,0.201849,-3.06676e-5,2.44684e-4,-4.3002e-4,-0.00250147,7.2061e-4,0.00321908,cluster_1,outgroup,1
PRJNA485198,SAMN09786158,Haplochromis_burtoni,male,Lunzua River,2015-08,MJF3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1154119,0.0284562,29510676,15.2341,0.037196,0.0363194,-0.0399604,-2.59456e-4,-0.0130411,0.232523,0.0743046,6.03181e-4,5.18045e-4,-8.5717e-4,cluster_2,exclude,8
PRJNA485198,SAMN09786131,Haplochromis_burtoni,female,Kalambo River 2,2015-08,MLE3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1156319,0.0285104,29511714,16.5503,0.0375699,0.0428888,-0.0429692,6.7093e-7,0.0828606,-0.110887,0.221319,0.00198164,-0.00100614,-0.00141863,cluster_2,exclude,3
PRJNA485198,SAMN09786133,Haplochromis_burtoni,female,Kalambo River 2,2015-08,MLE6,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1156768,0.0285215,29512016,17.4779,0.0376081,0.0426167,-0.0440717,-2.26397e-4,0.0928232,-0.125245,0.249801,0.00283888,-0.00187185,9.70669e-4,cluster_2,exclude,3
PRJNA485198,SAMN09786210,Ctenochromis_horei,male,Lufubu River,2015-11,MFG5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1158499,0.0285642,18616342,20.4828,-0.189501,0.0115591,-0.00307266,0.203004,6.62246e-5,-4.6043e-5,4.01862e-4,-0.00468833,-0.00403076,-0.00198805,cluster_1,exclude,1
PRJNA485198,SAMN09786113,Haplochromis_burtoni,female,Kalambo Lake,2015-08,MKA4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1163455,0.0286864,29509131,15.2813,0.037529,0.0418393,-0.0411336,-4.17119e-4,0.0366918,-0.0468431,-0.0399935,3.22077e-5,0.00109944,8.35484e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786151,Haplochromis_burtoni,female,Lufubu River,2015-11,MFF1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1164705,0.0287172,29515565,19.1583,0.0329242,0.0314334,0.270055,5.25679e-4,0.0687118,0.0143023,-0.00432392,-8.62193e-4,-3.78225e-4,0.0010292,cluster_2,exclude,5
PRJNA485198,SAMN09786140,Haplochromis_burtoni,male,Lufubu Lake,2015-11,MFD1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1167553,0.0287874,29512250,17.1585,0.0361689,0.0392771,0.0351032,-3.87536e-4,-0.252661,-0.060733,0.0299939,-0.00598194,2.81435e-4,0.00234841,cluster_2,ingroup,NA
PRJNA485198,SAMN09786121,Haplochromis_burtoni,male,Kalambo Lake,2015-08,MKB7,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1176647,0.0290116,29509281,14.5255,0.0373582,0.041029500000000003,-0.041222,-6.4466e-4,0.0391816,-0.0472363,-0.0283516,-5.90392e-4,-6.51934e-4,9.91548e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786125,Haplochromis_burtoni,female,Kalambo River 2,2015-08,MKC4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1177385,0.0290298,29511143,16.7368,0.0376285,0.0424272,-0.0433985,-4.37457e-5,0.0777665,-0.111045,0.170896,0.00192508,4.94543e-4,-0.00157433,cluster_2,exclude,3
PRJNA485198,SAMN09786208,Ctenochromis_horei,male,Lufubu River,2015-11,MFG3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1177720,0.0290381,18614247,18.8392,-0.189021,0.0113872,-0.00301325,0.201898,-2.32712e-4,3.66798e-4,-3.31936e-4,-0.0022537,9.59247e-4,-0.00516449,cluster_1,exclude,1
PRJNA485198,SAMN09786129,Haplochromis_burtoni,female,Kalambo River 2,2015-08,MKG2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1178082,0.029047,29511400,17.0836,0.0375662,0.0422702,-0.0437286,-4.71322e-4,0.0812624,-0.104457,0.20094,0.00192246,-4.25136e-4,-0.00193656,cluster_2,exclude,3
PRJNA485198,SAMN09786169,Haplochromis_burtoni,male,Lunzua River,2015-08,MJH4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1178792,0.0290645,29510662,14.8985,0.0372057,0.0362004,-0.0400554,-4.806e-4,-0.0098457,0.225105,0.0809843,-8.46244e-4,-0.00116665,0.00114218,cluster_2,exclude,8
PRJNA485198,SAMN09786161,Haplochromis_burtoni,female,Lunzua River,2015-08,MJF6,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1182803,0.0291634,29509250,15.1754,0.0372296,0.0361475,-0.0401375,-3.07948e-4,-0.0112822,0.234138,0.0816095,0.00386392,-0.00102988,0.00154703,cluster_2,exclude,8
PRJNA485198,SAMN09786152,Haplochromis_burtoni,male,Lufubu River,2015-11,MFF3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1184768,0.0292119,29515434,18.8627,0.0329571,0.0315896,0.263673,4.2898e-4,0.0640748,0.013363,-0.00824238,-0.0039813,0.00241496,5.29109e-4,cluster_2,exclude,5
PRJNA485198,SAMN09786215,Ctenochromis_horei,female,Lufubu River,2015-11,MFH1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1187327,0.029275,18614190,19.7754,-0.189568,0.0114702,-0.00312821,0.201938,9.69863e-7,1.56188e-4,-5.25308e-5,-0.0034951,-3.14508e-4,0.00143841,cluster_1,exclude,1
PRJNA485198,SAMN09786206,Ctenochromis_horei,male,Lufubu River,2015-11,MFG1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1188148,0.0292952,18613701,19.7467,-0.189261,0.0114906,-0.00304876,0.201637,-3.16127e-4,-4.72127e-4,-1.37041e-4,-0.00448984,0.00291084,-0.00322985,cluster_1,exclude,1
PRJNA485198,SAMN09786153,Haplochromis_burtoni,female,Lufubu River,2015-11,MFF4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1188341,0.0293,29514914,18.6533,0.0329248,0.0314064,0.27058,5.86131e-4,0.0715938,0.0136506,-0.00378518,-0.00272167,-1.27109e-4,-0.00157972,cluster_2,exclude,5
PRJNA485198,SAMN09786130,Haplochromis_burtoni,female,Kalambo River 2,2015-08,MKG7,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1190193,0.0293456,29511370,16.0095,0.0375736,0.0424797,-0.043828,-2.25959e-4,0.0897536,-0.122047,0.23261,0.00875927,-0.00138621,-0.00163959,cluster_2,exclude,3
PRJNA485198,SAMN09786212,Ctenochromis_horei,male,Lufubu River,2015-11,MFG7,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1195506,0.0294766,18609700,19.2175,-0.188635,0.0112042,-0.00298347,0.199493,3.88638e-5,-4.08927e-5,-4.3969e-4,-0.00369934,-7.10693e-4,-6.89876e-4,cluster_1,exclude,1
PRJNA485198,SAMN09786165,Haplochromis_burtoni,male,Lunzua River,2015-08,MJG4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1196515,0.0295015,29511044,15.4834,0.0371409,0.0358946,-0.0405235,-4.23943e-4,-0.0113176,0.230384,0.0764099,-0.00227623,-5.99981e-4,-8.99954e-4,cluster_2,exclude,8
PRJNA485198,SAMN09786150,Haplochromis_burtoni,male,Lufubu River,2015-11,MFE9,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1198116,0.029541,29514744,18.4908,0.0329949,0.0315109,0.266941,8.52051e-4,0.0678369,0.0145488,-0.00514263,-0.0025532,-0.00101669,4.43076e-4,cluster_2,exclude,5
PRJNA485198,SAMN09786126,Haplochromis_burtoni,male,Kalambo River 2,2015-08,MKC5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1198831,0.0295586,29512783,17.255,0.0376293,0.0425816,-0.0439967,-4.57807e-5,0.0910731,-0.117213,0.247591,0.00401729,-0.00122648,-9.24546e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786162,Haplochromis_burtoni,female,Lunzua River,2015-08,MJF9,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1204927,0.0297089,29511328,15.7108,0.0372232,0.0364359,-0.0396189,-3.52755e-4,-0.0153399,0.24801,0.0821409,-0.00229198,-8.93599e-4,-6.05097e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786170,Haplochromis_burtoni,male,Lunzua Lake,2015-08,MKD8,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1205521,0.0297236,29506604,12.5698,0.0367374,0.0313933,-0.0375135,-5.3577e-4,-0.00981428,0.0694009,-0.0185382,0.00314002,0.0016933,-6.11826e-4,cluster_2,ingroup,NA
PRJNA485198,SAMN09786123,Haplochromis_burtoni,male,Kalambo River 2,2015-08,MKC2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1209785,0.0298287,29509787,16.3876,0.0374962,0.0422427,-0.0432548,-2.37879e-4,0.081634,-0.1066,0.220584,4.59904e-4,1.83987e-4,5.35172e-4,cluster_2,exclude,3
PRJNA485198,SAMN09786164,Haplochromis_burtoni,female,Lunzua River,2015-08,MJG3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1211609,0.0298737,29510424,15.2906,0.0371911,0.0359479,-0.0402094,-2.63139e-4,-0.0130264,0.232329,0.0793029,0.00167543,-7.62657e-4,0.00147667,cluster_2,exclude,8
PRJNA485198,SAMN09786207,Ctenochromis_horei,male,Lufubu River,2015-11,MFG2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1211985,0.0298829,18611075,18.241,-0.189219,0.0115375,-0.00312964,0.201387,-6.74771e-4,-2.51787e-4,2.89462e-5,-0.00354142,0.00590867,0.00488982,cluster_1,exclude,1
PRJNA485198,SAMN09786124,Haplochromis_burtoni,male,Kalambo River 2,2015-08,MKC3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1214623,0.029948,29510388,15.8141,0.0376479,0.0430232,-0.0441978,-5.23692e-4,0.084593,-0.125089,0.225748,0.00531952,-3.82786e-4,-2.46508e-4,cluster_2,exclude,3
PRJNA485198,SAMN09786213,Ctenochromis_horei,female,Lufubu River,2015-11,MFG8,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1214848,0.0299535,18608857,17.945,-0.188789,0.0112472,-0.00293921,0.200349,-2.4111e-4,1.7786e-5,2.11752e-5,-0.00224734,-0.00139176,-0.00771338,cluster_1,exclude,1
PRJNA485198,SAMN09786110,Haplochromis_burtoni,male,Kalambo Lake,2015-08,MJI7,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1225252,0.0302101,29507986,13.14,0.0374881,0.0410506,-0.0413385,-7.74181e-4,0.0361318,-0.0477342,-0.0181003,-0.00152578,8.66117e-4,-0.00200651,cluster_2,ingroup,NA
PRJNA485198,SAMN09786102,Haplochromis_burtoni,male,Kalambo River 1,2015-12,LKH3,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1234800,0.0304455,29509453,12.7352,0.0374714,0.0412696,-0.0409885,-7.25111e-4,0.0364146,-0.0470129,-0.034597,0.00125093,0.00218122,-0.00113054,cluster_2,ingroup,NA
PRJNA485198,SAMN09786214,Ctenochromis_horei,female,Lufubu River,2015-11,MFG9,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1238549,0.0305379,18607770,18.1138,-0.1894,0.0114846,-0.00318588,0.201385,-2.68024e-6,3.03486e-4,-4.53211e-4,-0.00299735,-0.00215906,3.63998e-5,cluster_1,exclude,1
PRJNA485198,SAMN09786209,Ctenochromis_horei,female,Lufubu River,2015-11,MFG4,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1240426,0.0305842,18609566,17.0701,-0.188783,0.0113064,-0.00302281,0.201042,-2.93696e-4,9.01131e-5,-4.8612e-4,-0.00216239,0.00375024,0.00303753,cluster_1,exclude,1
PRJNA485198,SAMN09786211,Ctenochromis_horei,male,Lufubu River,2015-11,MFG6,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1252835,0.0308902,18608829,16.9756,-0.189208,0.0114124,-0.00301298,0.202853,-1.82667e-4,8.96329e-5,-3.98516e-4,-0.0033124,-0.00282621,0.0033888,cluster_1,exclude,1
PRJNA485198,SAMN09786147,Haplochromis_burtoni,female,Lufubu River,2015-11,MFE5,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1255724,0.0309614,29512422,15.907,0.0329674,0.0316924,0.259052,3.14129e-4,0.0628156,0.0132333,-0.00540159,0.00223098,-6.18183e-4,7.31754e-4,cluster_2,exclude,5
PRJNA485198,SAMN09786216,Ctenochromis_horei,female,Lufubu River,2015-11,MFH2,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1301938,0.0321008,18604643,15.7387,-0.189421,0.0114571,-0.00305351,0.201009,8.16288e-6,1.46942e-4,-0.001014,3.12948e-4,0.00573934,-0.00391787,cluster_1,exclude,1
PRJNA485198,SAMN09786100,Haplochromis_burtoni,male,Kalambo River 1,2015-12,LKH1,GCF_000239415.1,Haplochromis_burtoni,40557744,0,1432296,0.035315,29507098,11.3204,0.0375112,0.0404384,-0.0411798,-2.12743e-4,0.0392146,-0.0495561,-0.0190783,-0.00392083,-1.52482e-4,-9.64833e-4,cluster_2,ingroup,NA
