BioProject,BioSample,Organism,sex,Submitter_ID,Continent,Country,Locality,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA616371,SAMN14488549,Sylvia_atricapilla,male,UCM009,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla,131529770,0,1527187,0.011611,65300940,15.2756,0.0248033,-0.00159152,-4.24918e-4,5.43406e-5,-3.58038e-4,0.00249005,0.00131199,0.0423404,-0.136586,0.120001,cluster_5,ingroup,1
PRJNA616371,SAMN14488507,Sylvia_atricapilla,male,BRN10,Europe,United Kingdom,Brean (wintering),GCA_009819655.1,Sylvia_atricapilla,131529770,0,1531986,0.0116474,65296017,17.4323,0.0247241,-0.00165846,-0.00115108,-0.0010211,0.00210412,0.00121414,5.84825e-4,0.0161722,-0.0560235,0.00633932,cluster_5,ingroup,NA
PRJNA616371,SAMN14488515,Sylvia_atricapilla,male,9106,Europe,Germany,Freiburg; Mooswald,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1546666,0.0117591,65306463,17.3182,0.0246123,-0.00148898,-8.09977e-4,-7.41744e-5,0.00114258,8.59861e-4,0.00159772,0.0213141,-0.0493386,0.0145019,cluster_5,ingroup,NA
PRJNA616371,SAMN14488526,Sylvia_atricapilla,male,UCM016,Europe,Germany,"Radolfzell, Baden-WÌ_rttemberg",GCA_009819655.1,Sylvia_atricapilla,131529770,0,1553249,0.0118091,65300660,13.5888,0.0246551,-0.00169496,-3.81725e-4,-0.00123657,7.74411e-5,-2.10563e-4,5.32927e-4,0.0184086,-0.0607592,7.81437e-4,cluster_5,ingroup,NA
PRJNA616371,SAMN14488553,Sylvia_atricapilla,male,UCM048,Europe,Sweden,"Lund, Krankesjon",GCA_009819655.1,Sylvia_atricapilla,131529770,0,1565664,0.0119035,65302437,16.1035,0.0247069,-0.00160428,-0.00111442,3.91225e-4,8.61505e-4,0.00128564,3.78617e-4,0.0221184,-0.0692022,-0.00822908,cluster_5,ingroup,NA
PRJNA616371,SAMN14488462,Sylvia_atricapilla,male,CAVE9,Africa,Cape Verde,Santiago,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1568475,0.0119249,65301782,15.5792,0.0248772,-0.00162295,-6.87923e-4,3.48326e-4,-0.00108698,-0.00105356,-0.0013628,-0.225406,0.0253163,0.00607182,cluster_1,ingroup,NA
PRJNA616371,SAMN14488475,Sylvia_atricapilla,male,UCM084,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1573830,0.0119656,65302932,14.9174,0.0249289,-0.00168886,-0.00134743,2.87983e-4,-0.00136811,0.00102195,9.14438e-4,0.0912369,0.319298,0.126698,cluster_1,ingroup,3
PRJNA616371,SAMN14488534,Sylvia_atricapilla,male,UCM060,Europe,Belgium,Foret de Mormal,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1586981,0.0120656,65301415,15.7102,0.0247004,-0.00160192,-0.00115679,3.15611e-4,4.87116e-4,1.3617e-4,7.86105e-4,0.0263615,-0.0517034,0.00138202,cluster_5,ingroup,NA
PRJNA616371,SAMN14488517,Sylvia_atricapilla,male,9176,Europe,Germany,Freiburg; Mooswald,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1596738,0.0121397,65302572,16.5854,0.0246088,-0.00161037,-0.00107835,-5.02181e-4,0.00162543,9.31559e-4,3.47643e-4,0.0233592,-0.0615877,0.0050831,cluster_5,ingroup,NA
PRJNA616371,SAMN14488504,Sylvia_atricapilla,male,DU08,Europe,Ireland,Dublin (wintering),GCA_009819655.1,Sylvia_atricapilla,131529770,0,1622208,0.0123334,65296695,13.0061,0.0248334,-0.00163142,6.10867e-5,-0.00564824,0.00220982,-0.00342568,0.00251333,0.0156471,-0.0665076,0.0147843,cluster_1,ingroup,NA
PRJNA616371,SAMN14488524,Sylvia_atricapilla,male,UCM012,Europe,Germany,"Radolfzell, Baden-WÌ_rttemberg",GCA_009819655.1,Sylvia_atricapilla,131529770,0,1629167,0.0123863,65304273,14.2681,0.0247445,-0.00164946,-8.92484e-4,-3.106e-4,1.07054e-4,0.00106518,5.65264e-4,0.020367,-0.0632405,0.0198293,cluster_5,ingroup,NA
PRJNA616371,SAMN14488491,Sylvia_atricapilla,male,UCM096,Europe,Spain,Alava,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1653800,0.0125736,65300519,14.3389,0.0246927,-0.00166981,-9.57019e-4,7.18584e-4,-4.38266e-5,0.001009,1.94469e-4,0.0275075,-0.0315795,0.00706233,cluster_5,ingroup,NA
PRJNA616371,SAMN14488518,Sylvia_atricapilla,male,9138,Europe,Germany,Freiburg; Mooswald,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1655953,0.0125899,65298703,14.9293,0.024649,-0.00167605,-6.47223e-4,-3.76377e-4,-4.31185e-4,-1.79684e-4,0.00140324,0.0262757,-0.0812186,0.0106029,cluster_5,ingroup,NA
PRJNA616371,SAMN14488564,Sylvia_borin,male,GW07,Europe,Spain,Jaca (HU),GCA_009819655.1,Sylvia_atricapilla,131529770,0,1662098,0.0126367,59013852,15.3355,-0.357979,-0.249622,-0.00843109,0.371249,-0.763242,-0.28164,0.0320886,0.00344156,-0.00179051,0.00106906,cluster_3,outgroup,NA
PRJNA616371,SAMN14488520,Sylvia_atricapilla,male,9167,Europe,Germany,Freiburg; Mooswald,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1662227,0.0126376,65294027,16.1699,0.024754,-0.00166526,2.93866e-4,-0.00111635,-0.00101058,-1.50119e-4,-3.85396e-4,0.0212695,-0.0580724,0.0283419,cluster_5,ingroup,NA
PRJNA616371,SAMN14488543,Sylvia_atricapilla,male,UCM001,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla,131529770,0,1662610,0.0126406,65294816,13.1941,0.0245095,-0.00149836,4.95093e-4,-8.52584e-4,7.47507e-4,-2.9207e-4,-3.92538e-4,0.0123887,-0.0730318,0.0107373,cluster_5,ingroup,NA
PRJNA616371,SAMN14488540,Sylvia_atricapilla,male,9384,Europe,Poland,Bialowieza,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1672085,0.0127126,65301527,14.5321,0.024706,-0.00162819,-1.7352e-4,-0.0012227,7.46234e-4,0.00253448,-5.47946e-4,0.0229391,-0.0714681,0.0402407,cluster_5,ingroup,NA
PRJNA616371,SAMN14488459,Sylvia_atricapilla,male,N968352,Africa,Canary Islands / La Palma,La Caldereta,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1676413,0.0127455,65296124,14.4697,0.0249838,-0.00159361,-5.03421e-4,-2.48512e-4,3.25579e-4,-9.62566e-5,-9.10325e-4,-0.106734,-0.0263003,0.00835138,cluster_1,ingroup,NA
PRJNA616371,SAMN14488469,Sylvia_atricapilla,male,UCM071,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1689374,0.012844,65299351,12.8428,0.0249168,-0.0016822,-3.7594e-4,1.43087e-4,-8.91889e-4,4.33427e-4,-0.00100471,0.070801,0.197113,0.0343539,cluster_1,ingroup,NA
PRJNA616371,SAMN14488537,Sylvia_atricapilla,male,UCM052,Europe,Belgium,Meaurain,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1697547,0.0129062,65295997,14.0288,0.0247288,-0.00176523,-5.44426e-4,-0.00156443,1.86566e-4,-3.23077e-4,-7.75889e-4,0.0316022,-0.0555053,0.0121532,cluster_5,ingroup,NA
PRJNA616371,SAMN14488565,Sylvia_borin,male,GW09,Europe,Spain,Jaca (HU),GCA_009819655.1,Sylvia_atricapilla,131529770,0,1705752,0.0129686,59007917,14.5214,-0.358072,-0.249748,-0.00529551,0.588689,0.631532,-0.232098,-0.0361813,-0.00187072,0.00132542,-4.34707e-4,cluster_3,outgroup,NA
PRJNA616371,SAMN14488472,Sylvia_atricapilla,male,UCM077,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1729466,0.0131489,65305349,13.7981,0.0249492,-0.00161732,-9.27823e-4,-4.77047e-5,-1.39854e-4,1.83126e-4,-6.09701e-4,0.0628614,0.181077,0.0170486,cluster_1,ingroup,NA
PRJNA616371,SAMN14488544,Sylvia_atricapilla,male,UCM005,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla,131529770,0,1746065,0.0132751,65301859,12.4413,0.0246271,-0.00164612,-6.48408e-4,-0.00199575,-9.83997e-5,-0.00175114,2.09249e-4,0.0206973,-0.0768517,0.0117422,cluster_5,ingroup,NA
PRJNA616371,SAMN14488529,Sylvia_atricapilla,male,UCM051,Europe,Belgium,Meaurain,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1749586,0.0133018,65295961,12.5544,0.0247293,-0.00161691,-0.00104212,0.00117701,-0.00205695,9.17149e-5,2.32223e-4,0.0187464,-0.0617771,-0.0133195,cluster_5,ingroup,NA
PRJNA616371,SAMN14488503,Sylvia_atricapilla,male,9175,Europe,Germany,Freiburg; Mooswald  (breeding),GCA_009819655.1,Sylvia_atricapilla,131529770,0,1796710,0.0136601,65303013,13.1606,0.0249735,-0.00163555,-5.71381e-4,-5.3596e-4,-5.07679e-4,3.43013e-4,6.86834e-4,0.0260831,-0.0568438,-0.00436013,cluster_1,ingroup,NA
PRJNA616371,SAMN14488514,Sylvia_atricapilla,male,9194,Europe,Germany,Freiburg; Mooswald,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1843035,0.0140123,65295394,14.3985,0.0246892,-0.00160498,-5.78107e-4,-2.31054e-4,6.96932e-4,-1.77893e-4,-2.46736e-4,0.0170745,-0.0679785,0.0322368,cluster_5,ingroup,NA
PRJNA616371,SAMN14488468,Sylvia_atricapilla,male,UCM067,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1872044,0.0142329,65298779,11.2814,0.0249212,-0.00174691,-0.0012752,-3.99396e-4,-5.66896e-4,8.69308e-4,9.53898e-4,0.0902248,0.308377,0.125798,cluster_1,exclude,3
PRJNA616371,SAMN14488493,Sylvia_atricapilla,male,UCM099,Europe,Spain,Alava,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1901582,0.0144574,65290310,12.5095,0.0247928,-0.00160393,-9.80929e-4,5.98017e-4,4.8145e-4,-2.65835e-4,1.90859e-5,0.0328025,-0.0206545,-0.0198929,cluster_5,ingroup,NA
PRJNA616371,SAMN14488508,Sylvia_atricapilla,male,BRN05,Europe,United Kingdom,Brean (wintering),GCA_009819655.1,Sylvia_atricapilla,131529770,0,1906580,0.0144954,65288919,11.5754,0.0248202,-0.0016007,-7.85589e-4,-0.00207902,-5.49986e-5,-0.00163988,0.00140528,0.028247,-0.0730258,0.0062349,cluster_5,ingroup,NA
PRJNA616371,SAMN14488495,Sylvia_atricapilla,male,UCM123,Europe,Spain,Guadarrama,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1933527,0.0147003,65300323,10.7094,0.0249442,-0.0014986,-5.83126e-4,3.6005e-4,-0.00132643,7.4276e-4,-0.00106462,0.0691407,0.0425047,-0.657379,cluster_1,ingroup,2
PRJNA616371,SAMN14488492,Sylvia_atricapilla,male,UCM097,Europe,Spain,Alava,GCA_009819655.1,Sylvia_atricapilla,131529770,0,1955637,0.0148684,65295686,10.2191,0.0247396,-0.00160984,-8.17412e-4,-4.55027e-4,2.6972e-4,4.84168e-4,0.00110969,0.0259293,-0.020406,-0.00959426,cluster_5,ingroup,NA
PRJNA616371,SAMN14488466,Sylvia_atricapilla,male,UCM064,Europe,Spain,Gibraltar,GCA_009819655.1,Sylvia_atricapilla,131529770,0,2017175,0.0153363,65290641,12.1722,0.0249777,-0.00174071,-0.00137777,7.36621e-4,-8.10821e-4,0.00108058,4.08344e-5,0.0619443,0.161566,0.0206563,cluster_1,ingroup,NA
PRJNA616371,SAMN14488494,Sylvia_atricapilla,male,UCM117,Europe,Spain,Guadarrama,GCA_009819655.1,Sylvia_atricapilla,131529770,0,2059954,0.0156615,65297795,10.4703,0.0248426,-0.00154676,-5.95811e-4,7.31367e-4,-2.95785e-4,-9.16912e-4,-7.7373e-4,0.0410672,0.0185795,-0.0129001,cluster_1,ingroup,NA
PRJNA616371,SAMN14488545,Sylvia_atricapilla,male,UCM007,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla,131529770,0,2105104,0.0160048,65291559,10.9456,0.0248306,-0.00161667,-6.67122e-4,4.45524e-4,3.45389e-5,0.00215571,0.00184908,0.046681,-0.139565,0.12831,cluster_1,exclude,1
PRJNA616371,SAMN14488498,Sylvia_atricapilla,male,UCM114,Europe,Spain,Guadarrama,GCA_009819655.1,Sylvia_atricapilla,131529770,0,2282493,0.0173534,65275634,10.7185,0.0250029,-0.00162432,-8.91772e-4,6.9049e-4,-0.00100163,0.00140367,-0.00113474,0.0638774,0.0418093,-0.687876,cluster_1,exclude,2
PRJNA616371,SAMN14488552,Sylvia_atricapilla,male,TO12756,Europe,Austria,Vienna,GCA_009819655.1,Sylvia_atricapilla,131529770,0,2283987,0.0173648,65273822,10.3042,0.0248175,-0.00171801,4.60768e-4,4.67526e-4,-0.00133907,-4.84473e-4,1.59204e-4,0.0216073,-0.0535186,0.0294789,cluster_5,ingroup,NA
PRJNA616371,SAMN14488551,Sylvia_atricapilla,male,TO12753,Europe,Austria,Vienna,GCA_009819655.1,Sylvia_atricapilla,131529770,0,2323670,0.0176665,65269762,10.0983,0.0247303,-0.00152083,-4.40091e-4,-0.00219822,8.42974e-4,-0.00163345,8.20272e-4,0.0191278,-0.0716815,0.00332555,cluster_5,ingroup,NA
PRJNA616371,SAMN14488550,Sylvia_atricapilla,male,TO12755,Europe,Austria,Vienna,GCA_009819655.1,Sylvia_atricapilla,131529770,0,2468496,0.0187676,65269178,9.53938,0.024817,-0.00162944,-8.16998e-4,-0.0010616,0.00124115,-0.001092,0.00118829,0.028241,-0.0732734,0.0265423,cluster_5,ingroup,NA
PRJNA616371,SAMN14488555,Sylvia_atricapilla,male,UCM046,Europe,Sweden,"Lund, Krankesjon",GCA_009819655.1,Sylvia_atricapilla,131529770,0,2648267,0.0201344,65284078,8.20458,0.0248606,-0.0016295,-1.95514e-4,-3.86015e-4,-3.26813e-5,-8.20479e-4,0.00160181,0.0261763,-0.0683877,0.0306335,cluster_1,ingroup,NA
PRJNA616371,SAMN14488557,Sylvia_atricapilla,male,20166913,Europe,Sweden,Tovetorp (on migration),GCA_009819655.1,Sylvia_atricapilla,131529770,0,2878829,0.0218873,65208675,10.3394,0.0247943,-0.00165134,-5.21355e-4,-8.59101e-5,-1.56913e-4,-5.95272e-4,-4.29354e-4,0.0251839,-0.0613277,0.013189,cluster_5,ingroup,NA
PRJNA616371,SAMN14488556,Sylvia_atricapilla,male,20166912,Europe,Sweden,"Ìãlviken, NynÌ_shamm (on migration)",GCA_009819655.1,Sylvia_atricapilla,131529770,0,3044419,0.0231462,65192842,9.85903,0.0249542,-0.00158588,-0.00140802,3.43379e-4,8.89431e-4,0.00256912,-8.73753e-4,0.0270499,-0.0968242,0.0143474,cluster_1,ingroup,NA
PRJNA616371,SAMN14488558,Sylvia_atricapilla,male,20166915,Europe,Sweden,Tovetorp (on migration),GCA_009819655.1,Sylvia_atricapilla,131529770,0,3184260,0.0242094,65190877,9.4487,0.0248308,-0.00164941,-2.7184e-4,-9.70382e-4,5.20722e-4,7.27251e-4,-4.26696e-4,0.0233489,-0.059464500000000003,-0.0118757,cluster_1,ingroup,NA
PRJNA616371,SAMN14488546,Sylvia_atricapilla,male,UCM008,Europe,Austria,"Bruck/Leitha, Burgenland",GCA_009819655.1,Sylvia_atricapilla,131529770,0,3291477,0.0250246,65293461,17.3321,0.0250538,-0.00168959,-6.01485e-4,7.03643e-5,-3.4228e-4,5.08533e-4,2.2589e-4,0.0216637,-0.0672494,0.00606511,cluster_1,ingroup,NA
PRJNA616371,SAMN14488559,Sylvia_atricapilla,male,20116265,Europe,Sweden,"Akersberga, Stockholm (on migration)",GCA_009819655.1,Sylvia_atricapilla,131529770,0,3331988,0.0253326,65182159,8.71881,0.0249554,-0.00165014,-6.20694e-4,0.00112709,0.00188301,-2.76324e-4,-6.91616e-4,0.0277163,-0.0788239,0.00152337,cluster_1,ingroup,NA
PRJNA616371,SAMN14488560,Sylvia_atricapilla,male,20116312,Europe,Sweden,"Leksand, Dalarna (on migration)",GCA_009819655.1,Sylvia_atricapilla,131529770,0,3709798,0.028205,65169188,7.68361,0.0248923,-0.00154913,2.98365e-4,2.95603e-4,-0.00141469,2.70654e-5,6.69456e-4,0.0210038,-0.050392,0.0252061,cluster_1,ingroup,NA
