BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB9057,SAMEA3334655,Corvus_corone_orientalis,missing,DNA_401,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,716631,0.00790693,13842293,5.95913,-0.0169933,0.00886328,-0.00623173,-0.0442544,-0.00148507,-0.0508009,-9.22725e-4,-0.00555069,-0.00312976,-0.0286356,cluster_5,outgroup,NA
PRJEB9057,SAMEA3334607,Corvus_corone_orientalis,missing,DNA_373,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,717995,0.00792198,13843091,5.15519,-0.0162117,0.00716846,-0.0122073,-0.0747386,-0.00262685,-0.0695879,3.03487e-4,-0.00331747,0.0194578,-0.0767369,cluster_5,outgroup,NA
PRJEB9057,SAMEA3334575,Corvus_dauuricus,missing,DNA_558,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,735026,0.00810989,28294981,10.2675,0.250987,0.0302761,0.043474,0.00987801,-0.00459474,0.00780616,0.00592265,0.0271451,0.00470203,0.0196217,cluster_6,outgroup,NA
PRJEB9057,SAMEA5089888,Corvus_cornix,female,IRL_Lm_H15,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,736271,0.00812363,32928396,14.6534,-0.0191687,0.0134323,0.0115612,0.041648,5.40354e-4,0.0153295,-3.44722e-4,-5.51941e-4,-0.026605,0.00872927,cluster_1,ingroup,NA
PRJNA192205,SAMN02439824,Corvus_cornix,male,S_Ri_H43,Sweden,Europe,Sweden: Rimbo,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,745365,0.00822396,32928031,7.99796,-0.0190948,0.0131859,0.0104894,0.0396667,4.14441e-4,0.0137284,7.93368e-4,9.45804e-4,-0.0165023,-0.00432817,cluster_1,ingroup,NA
PRJNA192205,SAMN02439830,Corvus_cornix,male,S_Up_H37,Sweden,Europe,Sweden: Uppsala,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,772518,0.00852356,32928668,10.3709,-0.0189637,0.0130585,0.0100285,0.0378526,2.83777e-4,0.0120124,4.62906e-4,6.29889e-4,-0.0202167,-0.00203202,cluster_1,ingroup,NA
PRJNA192205,SAMN02439809,Corvus_cornix,male,PL_Wa_H09,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,776826,0.00857109,32928868,11.1647,-0.0190971,0.0132887,0.0109765,0.0430472,4.39226e-4,0.0167054,6.70258e-4,0.00166063,-0.0142668,8.33823e-4,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334459,Corvus_cornix,missing,DNA_411,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,791066,0.0087282,32927879,8.60139,-0.0192121,0.013447,0.0108704,0.0415107,5.66377e-4,0.0124567,4.12342e-4,7.38825e-4,-0.0282038,-0.0416986,cluster_1,ingroup,7
PRJEB9057,SAMEA3334663,Corvus_corone_orientalis,missing,DNA_424,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,791217,0.00872987,13842013,5.57271,-0.0170157,0.00886394,-0.00700349,-0.0476825,-0.00162751,-0.0584246,-0.00138135,-0.00700704,0.00178938,-0.0353278,cluster_5,outgroup,NA
PRJEB9057,SAMEA3334617,Corvus_corone_orientalis,missing,DNA_408,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,818329,0.00902901,13841297,4.87638,-0.0169528,0.00849869,-0.0087052,-0.0559295,-0.00187447,-0.0642804,-1.02315e-4,-0.00560565,0.00744662,-0.0495583,cluster_5,outgroup,NA
PRJNA192205,SAMN02439831,Corvus_cornix,male,S_Up_H43,Sweden,Europe,Sweden: Uppsala,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,821093,0.00905951,32928987,11.5315,-0.0190629,0.0131796,0.0105193,0.0391842,4.9493e-4,0.013471,3.80381e-4,6.0786e-4,-0.0174977,-0.00418551,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334660,Corvus_corone_orientalis,missing,DNA_419,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,824296,0.00909485,13842042,5.42131,-0.01701,0.00885237,-0.00634831,-0.044755,-0.00161266,-0.0513047,-9.36796e-4,-0.0055529,-0.00342683,-0.0289572,cluster_5,outgroup,NA
PRJNA192205,SAMN02439817,Corvus_cornix,male,PL_Wa_H35,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,827654,0.0091319,32929013,10.1506,-0.0191074,0.013238,0.0105816,0.0404002,5.35365e-4,0.0145987,6.76472e-4,6.59693e-4,-0.0172773,-8.15549e-4,cluster_1,ingroup,36
PRJEB9057,SAMEA3334657,Corvus_corone_orientalis,missing,DNA_405,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,834129,0.00920334,13842864,4.98999,-0.0170617,0.00881708,-0.00759022,-0.0492275,-0.00143816,-0.0574899,-3.24673e-5,-0.00434874,0.0047331,-0.0329666,cluster_5,outgroup,NA
PRJNA192205,SAMN02439834,Corvus_cornix,male,S_Up_H52,Sweden,Europe,Sweden: Uppsala,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,834604,0.00920858,32928723,10.2137,-0.0190412,0.0130958,0.0100607,0.0379254,2.58104e-4,0.0121069,0.0010001,0.00110403,-0.019307,-0.00115879,cluster_1,ingroup,NA
PRJNA192205,SAMN02439812,Corvus_cornix,male,PL_Wa_H16,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,865779,0.00955255,32928924,11.2634,-0.0191057,0.013295,0.0110051,0.0410259,5.49581e-4,0.0150487,6.76512e-4,0.00178338,-0.0200662,-8.6872e-4,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334499,Corvus_cornix,missing,DNA_470,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,876044,0.00966581,32926571,13.7122,-0.0191779,0.0135929,0.0123324,0.0457117,6.18125e-4,0.0197228,-4.43998e-4,7.63727e-4,-0.0133605,-0.00505607,cluster_1,ingroup,NA
PRJNA192205,SAMN02439811,Corvus_cornix,male,PL_Wa_H14,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,885803,0.00977348,32928688,8.92907,-0.0190876,0.0131614,0.0103697,0.0396224,4.54736e-4,0.0130177,1.57642e-4,0.00108006,-0.0168824,-0.00361766,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334584,Corvus_frugilegus,missing,DNA_547,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,885996,0.00977561,17001253,5.68414,0.0265018,-0.35377,0.00558621,0.0278155,4.10499e-4,0.00477508,0.313764,-0.0567242,3.92881e-4,-4.634e-4,cluster_4,outgroup,28
PRJEB9057,SAMEA3334456,Corvus_cornix,missing,DNA_399,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,889600,0.00981538,32926603,7.23331,-0.0192645,0.0136165,0.012114,0.043585,8.30573e-4,0.0152403,-7.07552e-4,-7.17992e-4,-0.0316389,-0.0265,cluster_1,ingroup,20
PRJEB9057,SAMEA3334498,Corvus_cornix,missing,DNA_469,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,893573,0.00985921,32926868,13.4764,-0.0191013,0.0134036,0.0118653,0.0441765,3.2231e-4,0.0197616,-5.82008e-4,6.93981e-4,-0.0119818,-0.00490964,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334462,Corvus_cornix,missing,DNA_423,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,897635,0.00990403,32926626,7.62611,-0.019203,0.0135402,0.011852,0.043862,6.38921e-4,0.0166914,-7.01517e-4,7.3593e-4,-0.0208357,-0.014895,cluster_1,ingroup,4
PRJNA192205,SAMN02439819,Corvus_cornix,male,PL_Wa_H52,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,900045,0.00993062,32928528,9.67019,-0.0190902,0.0131726,0.0104541,0.0389456,3.45915e-4,0.0131603,2.59563e-4,9.29496e-4,-0.0143001,-0.00106914,cluster_1,ingroup,NA
PRJNA192205,SAMN02439827,Corvus_cornix,male,S_Up_H16,Sweden,Europe,Sweden: Uppsala,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,905394,0.00998964,32928284,8.11214,-0.0190357,0.0130422,0.0103034,0.0385825,4.36274e-4,0.0142065,2.49055e-4,9.14074e-4,-0.0177317,-0.00332359,cluster_1,ingroup,NA
PRJNA192205,SAMN02439820,Corvus_cornix,male,S_Ri_H05,Sweden,Europe,Sweden: Rimbo,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,941732,0.0103906,32928567,8.12371,-0.01904,0.0131533,0.0100515,0.0379519,5.40359e-4,0.012317,6.16688e-4,9.05131e-4,-0.0160239,-0.00391164,cluster_1,ingroup,NA
PRJNA192205,SAMN02439810,Corvus_cornix,male,PL_Wa_H11,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,942837,0.0104028,32928393,9.73033,-0.0191336,0.0132903,0.0106978,0.0412959,5.78757e-4,0.0154633,3.97396e-4,0.00112045,-0.0180989,-3.76576e-4,cluster_1,exclude,36
PRJNA192205,SAMN02439822,Corvus_cornix,male,S_Ri_H23,Sweden,Europe,Sweden: Rimbo,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,946297,0.0104409,32928321,8.59027,-0.0190621,0.0131997,0.010089,0.037908,6.41316e-4,0.0122331,5.91533e-4,7.44815e-4,-0.0142981,-0.00661456,cluster_1,ingroup,NA
PRJNA192205,SAMN02439816,Corvus_cornix,male,PL_Wa_H32,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,952134,0.0105053,32928908,10.4948,-0.019082,0.0133152,0.0108475,0.0411291,4.07643e-4,0.015522,6.66855e-4,9.48116e-4,-0.0190325,0.00158731,cluster_1,ingroup,NA
PRJNA192205,SAMN02439808,Corvus_cornix,male,PL_Wa_H06,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,973972,0.0107463,32928337,8.35514,-0.0191527,0.0132656,0.0104764,0.0399727,4.87489e-4,0.014735,5.31151e-4,2.66548e-4,-0.0149305,-7.53841e-4,cluster_1,ingroup,NA
PRJNA192205,SAMN02439806,Corvus_cornix,male,PL_Wa_H03,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,979293,0.010805,32928001,7.87212,-0.019159,0.0133035,0.0107435,0.0405157,2.84533e-4,0.0145931,8.09627e-4,0.00143014,-0.0119507,5.21655e-4,cluster_1,ingroup,NA
PRJNA192205,SAMN02439805,Corvus_cornix,male,PL_Wa_H02,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,997178,0.0110023,32928315,8.35132,-0.019148,0.013343,0.0108763,0.0409211,4.64902e-4,0.0140494,7.2906e-4,1.9072e-5,-0.0178212,7.03292e-4,cluster_1,ingroup,NA
PRJNA192205,SAMN02439823,Corvus_cornix,male,S_Ri_H29,Sweden,Europe,Sweden: Rimbo,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1021988,0.0112761,32928096,8.5502,-0.0191512,0.0132251,0.0101462,0.0377358,3.54106e-4,0.0114482,6.7215e-4,2.91961e-6,-0.013695,-0.0049801,cluster_1,ingroup,NA
PRJNA192205,SAMN02439807,Corvus_cornix,male,PL_Wa_H05,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1080406,0.0119206,32928099,7.51243,-0.0190179,0.0130251,0.0101857,0.0385248,2.82916e-4,0.0137951,4.06524e-4,0.00185326,-0.0184149,0.00176843,cluster_1,ingroup,NA
PRJNA192205,SAMN02439833,Corvus_cornix,male,S_Up_H51,Sweden,Europe,Sweden: Uppsala,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1105096,0.012193,32928467,9.46015,-0.0190757,0.0130135,0.0104582,0.0385475,3.73255e-4,0.0139495,4.48497e-4,0.00127814,-0.012959,-0.00100759,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334658,Corvus_corone_orientalis,missing,DNA_410,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1136672,0.0125414,13840823,4.4833,-0.0170863,0.00894318,-0.00697436,-0.0478143,-0.00194479,-0.0584225,-0.00138532,-0.00659735,0.00149875,-0.0345428,cluster_5,outgroup,NA
PRJEB9057,SAMEA3334557,Corvus_cornix,missing,DNA_555,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1154877,0.0127423,32927920,7.95102,-0.0193814,0.0137612,0.0130463,0.0524207,7.91493e-4,0.0266741,7.18399e-4,0.00322201,-0.0643639,-0.00298221,cluster_1,ingroup,3
PRJNA192205,SAMN02439818,Corvus_cornix,male,PL_Wa_H50,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1154978,0.0127434,32926776,7.34382,-0.0191565,0.0132555,0.0106287,0.040087,6.24312e-4,0.0138786,4.16012e-4,0.00132256,-0.0183692,0.001242,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334618,Corvus_corone_orientalis,missing,DNA_409,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1166512,0.0128707,13839180,4.37161,-0.0169877,0.00855674,-0.0080914,-0.055297,-0.00142877,-0.0664137,-7.70391e-4,-0.00626897,0.00291684,-0.0554311,cluster_5,outgroup,NA
PRJEB9057,SAMEA3334463,Corvus_cornix,missing,DNA_426,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1168552,0.0128932,32927027,5.97739,-0.0192525,0.0134495,0.0109385,0.0414126,5.71963e-4,0.0125846,4.34145e-4,5.23312e-4,-0.0282515,-0.0422501,cluster_1,exclude,7
PRJEB9057,SAMEA3334654,Corvus_corone_orientalis,missing,DNA_397,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1181048,0.0130311,13840431,4.54991,-0.0171625,0.00894332,-0.00691055,-0.0483477,-0.00194158,-0.0595519,-0.00135075,-0.0066592,2.02838e-5,-0.0339433,cluster_5,outgroup,NA
PRJEB9057,SAMEA3334619,Corvus_corone_orientalis,missing,DNA_414,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1267802,0.0139883,13840612,4.49628,-0.0170726,0.00851476,-0.0093735,-0.0612714,-0.00214621,-0.0723736,-3.70374e-4,-0.00549373,0.0122138,-0.0684229,cluster_5,exclude,2
PRJEB9057,SAMEA3334659,Corvus_corone_orientalis,missing,DNA_417,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1288130,0.0142125,13840383,4.28229,-0.0171501,0.0089538800000000009,-0.00694522,-0.0486853,-0.00198983,-0.0585867,-0.00133881,-0.00653891,-4.48128e-4,-0.0348114,cluster_5,outgroup,NA
PRJNA192205,SAMN02439821,Corvus_cornix,male,S_Ri_H07,Sweden,Europe,Sweden: Rimbo,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1298453,0.0143264,32927735,7.97599,-0.0191736,0.0132633,0.0102408,0.0386432,5.0207e-4,0.0129068,5.72539e-4,6.13491e-4,-0.0165861,-0.00476012,cluster_1,ingroup,NA
PRJNA192205,SAMN02439814,Corvus_cornix,male,PL_Wa_H22,Poland,Europe,Poland: Warsaw,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1385855,0.0152908,32927408,7.21237,-0.0192204,0.013341,0.010141,0.038735,3.61001e-4,0.012608,6.54554e-4,3.36527e-5,-0.0169222,5.19668e-4,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334559,Corvus_cornix,missing,DNA_557,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1528683,0.0168667,32927130,5.24003,-0.0193903,0.0136691,0.0123932,0.0486785,5.6611e-4,0.0219009,6.79552e-4,0.00184471,-0.0123878,-0.00239055,cluster_1,ingroup,13
PRJEB9057,SAMEA3334608,Corvus_corone_orientalis,missing,DNA_376,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1533509,0.0169199,13837408,3.64966,-0.0165256,0.00731026,-0.0126916,-0.0823418,-0.00293675,-0.0812061,-7.96226e-4,-0.0040253,0.0254531,-0.109781,cluster_5,outgroup,21
PRJEB9057,SAMEA3334461,Corvus_cornix,missing,DNA_418,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1584534,0.0174829,32924009,5.18236,-0.01933,0.0136603,0.0117738,0.0424417,5.58434e-4,0.0148206,-7.063e-4,-0.00116807,-0.0303864,-0.0256653,cluster_1,exclude,20
PRJEB9057,SAMEA3334460,Corvus_cornix,missing,DNA_412,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1645859,0.0181595,32924187,5.35851,-0.0193915,0.0135902,0.0118319,0.0430083,7.21234e-4,0.0153424,-2.28301e-4,5.43276e-4,-0.0324137,-0.0423498,cluster_1,exclude,7
PRJEB9057,SAMEA3334606,Corvus_corone_orientalis,missing,DNA_372,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1651837,0.0182255,13838317,3.43369,-0.0165025,0.00722256,-0.0126189,-0.0813612,-0.00307821,-0.0803174,-9.80835e-4,-0.00255176,0.0258221,-0.109588,cluster_5,outgroup,24
PRJEB9057,SAMEA3334627,Corvus_pectoralis,missing,DNA_363,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1665665,0.0183781,11301624,3.41878,-0.0159766,0.00657895,-0.0144629,-0.0860115,-0.00270467,-0.077403,-4.77092e-5,-1.61285e-4,0.0277852,-0.109195,cluster_5,outgroup,NA
PRJEB9057,SAMEA3334573,Corvus_dauuricus,missing,DNA_550,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1714171,0.0189133,28270884,5.7895,0.251485,0.0323406,0.13587,-0.0190116,0.272378,0.00241992,-0.00338015,-0.0298985,0.00105442,-0.00738892,cluster_6,outgroup,37
PRJEB9057,SAMEA3334505,Corvus_cornix,missing,DNA_478,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1777038,0.0196069,32926422,5.09536,-0.0193613,0.0135931,0.0122054,0.0483868,5.21987e-4,0.0231482,4.52355e-4,0.00213581,-0.0431418,-0.00135565,cluster_1,ingroup,5
PRJEB9057,SAMEA3334622,Corvus_corone_orientalis,missing,DNA_421,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1863047,0.0205559,13837863,3.17922,-0.0166222,0.00738354,-0.0128284,-0.0812492,-0.00297103,-0.0813442,-0.00110024,-0.00351424,0.0254655,-0.109713,cluster_5,exclude,24
PRJEB9057,SAMEA3334504,Corvus_cornix,missing,DNA_477,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1892658,0.0208826,32926412,4.91387,-0.0193626,0.0135364,0.0121296,0.0483292,5.85203e-4,0.0231918,6.94541e-4,0.00255638,-0.0445217,-0.0012714,cluster_1,exclude,5
PRJEB9057,SAMEA3334623,Corvus_corone_orientalis,missing,DNA_425,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,1930945,0.021305,13836205,3.11493,-0.0165887,0.00727752,-0.0124185,-0.0811673,-0.0030102,-0.0800259,-6.18653e-4,-0.0035644,0.0269997,-0.108629,cluster_5,exclude,21
PRJEB9057,SAMEA3334600,Corvus_corone_orientalis,missing,DNA_361,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2016701,0.0222512,13842381,3.13475,-0.0171943,0.00855775,-0.011799,-0.0778436,-0.002768,-0.0985956,-4.74187e-4,-0.0116284,0.0294628,-0.152511,cluster_5,exclude,8
PRJEB9057,SAMEA3334585,Corvus_frugilegus,missing,DNA_553,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2029507,0.0223925,16834488,3.93416,0.0246854,-0.344073,0.00407405,0.0277564,-1.22118e-4,0.00182342,-0.284001,-0.0230071,0.00174186,0.00142417,cluster_4,outgroup,39
PRJEB9057,SAMEA3334601,Corvus_corone_orientalis,missing,DNA_365,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2068882,0.022827,13836887,3.43128,-0.0172371,0.00842046,-0.00963788,-0.0626969,-0.00206256,-0.0727603,-6.56001e-4,-0.00499919,0.0130095,-0.0672432,cluster_5,exclude,2
PRJEB9057,SAMEA3334594,Corvus_corone_orientalis,missing,DNA_345,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2091233,0.0230736,13841579,3.06837,-0.0172177,0.00866155,-0.00873615,-0.0571881,-0.00170722,-0.0674321,-1.38764e-4,-0.00603094,0.00516722,-0.0541413,cluster_5,exclude,25
PRJEB9057,SAMEA3334630,Corvus_pectoralis,missing,DNA_413,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2186560,0.0241253,11310642,3.00413,-0.016177,0.00667178,-0.0144223,-0.0868042,-0.00246925,-0.0809406,-3.30237e-4,-0.00137296,0.0292081,-0.115769,cluster_5,outgroup,NA
PRJEB9057,SAMEA3334533,Corvus_cornix,missing,DNA_518,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2197032,0.0242409,32925077,4.58477,-0.0193908,0.0136076,0.0125113,0.0481377,4.1684e-4,0.023064,6.68119e-4,0.00282238,-0.0428203,-0.00149771,cluster_1,exclude,5
PRJEB9057,SAMEA3334532,Corvus_cornix,missing,DNA_517,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2246800,0.02479,32925108,4.53263,-0.0194228,0.0137062,0.0124597,0.0482284,6.25369e-4,0.0223513,4.44464e-4,0.00185024,-0.0423455,-8.95579e-5,cluster_1,exclude,5
PRJEB9057,SAMEA3334556,Corvus_cornix,missing,DNA_552,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2257842,0.0249118,32926364,4.99371,-0.0195332,0.013855,0.0134945,0.0533838,3.91339e-4,0.0326603,0.00102883,0.00622862,0.249653,0.0358235,cluster_1,ingroup,12
PRJEB9057,SAMEA3334455,Corvus_cornix,missing,DNA_398,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2260215,0.024938,32923191,4.37968,-0.0194007,0.013365,0.0103237,0.0389112,5.40646e-4,0.0124777,6.15868e-4,0.00149977,-0.0155609,-0.0108931,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334598,Corvus_corone_orientalis,missing,DNA_357,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2363125,0.0260735,13841419,2.80639,-0.0173584,0.00860528,-0.00887516,-0.0589218,-0.00198718,-0.0690614,-8.22045e-4,-0.00477131,0.0130112,-0.05826,cluster_5,exclude,17
PRJEB9057,SAMEA3334597,Corvus_corone_orientalis,missing,DNA_356,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2446260,0.0269907,13840957,2.66412,-0.0173223,0.0085584,-0.00867116,-0.0567584,-0.00191159,-0.0646192,-2.50495e-4,-0.00541132,0.00833673,-0.0467523,cluster_5,exclude,NA
PRJEB9057,SAMEA3334457,Corvus_cornix,missing,DNA_403,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2502721,0.0276137,32918386,4.39321,-0.0194005,0.0133722,0.011601,0.0418487,4.98617e-4,0.0165658,-5.97903e-4,8.88188e-4,-0.0231309,-0.013613,cluster_1,ingroup,32
PRJEB9057,SAMEA3334501,Corvus_cornix,missing,DNA_472,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2572916,0.0283882,32922035,4.45484,-0.0196242,0.0139915,0.0138742,0.0529371,8.3965e-4,0.0282407,-8.91452e-4,0.00350604,-0.0526215,-0.0064726,cluster_1,ingroup,6
PRJEB9057,SAMEA3334626,Corvus_pectoralis,missing,DNA_350,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2606925,0.0287634,11312030,2.66529,-0.0161417,0.00671414,-0.0145195,-0.0854864,-0.00346344,-0.0762817,3.35408e-4,0.00166852,0.0284761,-0.107858,cluster_5,exclude,NA
PRJEB9057,SAMEA3334628,Corvus_pectoralis,missing,DNA_385,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2658887,0.0293368,11300876,2.63533,-0.0161523,0.00659181,-0.0134809,-0.0815058,-0.00254574,-0.0719276,3.05148e-4,1.94586e-4,0.0235788,-0.090813,cluster_5,exclude,NA
PRJEB9057,SAMEA3334500,Corvus_cornix,missing,DNA_471,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2731027,0.0301327,32921712,4.28393,-0.019633,0.0140133,0.0139574,0.0530401,5.82784e-4,0.0279668,-0.00108724,0.0020042,-0.0546695,-0.00714449,cluster_1,exclude,6
PRJEB9057,SAMEA3334577,Corvus_frugilegus,missing,DNA_444,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2792906,0.0308155,16802078,3.22484,0.0230403,-0.328851,0.00415573,0.0234013,-3.23879e-4,-9.48294e-4,-0.285871,-0.013558,0.00131276,0.00136769,cluster_4,exclude,39
PRJEB9057,SAMEA3334611,Corvus_corone_orientalis,missing,DNA_389,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,2953542,0.0325878,13834101,2.32782,-0.0174331,0.00863569,-0.0112841,-0.0757004,-0.00269093,-0.0947751,-0.00131966,-0.0116888,0.0292582,-0.141692,cluster_5,exclude,NA
PRJEB9057,SAMEA3334595,Corvus_corone_orientalis,missing,DNA_353,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3018209,0.0333013,13838956,2.39904,-0.0173761,0.0085798,-0.011119,-0.0754405,-0.00284941,-0.0938861,-0.00113292,-0.0107655,0.0279689,-0.141547,cluster_5,exclude,NA
PRJEB9057,SAMEA3334507,Corvus_cornix,missing,DNA_484,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3078769,0.0339695,32925832,4.07036,-0.0195705,0.0135945,0.0120833,0.0456113,4.2027e-4,0.0201634,9.5603e-4,0.00261014,-0.01129,-0.00397636,cluster_1,ingroup,22
PRJEB9057,SAMEA3334576,Corvus_frugilegus,missing,DNA_433,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3083925,0.0340264,16976099,2.53137,0.0223222,-0.322559,0.00629666,0.0197506,-7.44301e-5,-9.75196e-5,0.377226,-0.0741482,4.69276e-4,-2.73309e-4,cluster_4,exclude,28
PRJEB9057,SAMEA3334521,Corvus_cornix,missing,DNA_504,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3102829,0.034235,32919619,4.00137,-0.0196453,0.0139208,0.0138618,0.0511004,6.12405e-4,0.0271385,-9.51533e-4,0.00262362,-0.054577,-0.00623157,cluster_1,exclude,6
PRJEB9057,SAMEA3334435,Corvus_corone_orientalis,missing,DNA_340,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3125399,0.034484,13839003,2.24281,-0.0175251,0.00887097,-0.00841207,-0.0549634,-0.00199064,-0.0626678,1.80189e-4,-0.00453155,0.00775414,-0.047388,cluster_5,exclude,NA
