BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,lat_lon,Ecotype,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB5198,SAMEA1523620,Gasterosteus_aculeatus,missing,BS30,Denmark,Europe,Limfjord,"54°12'15.08N,10°33'41.90E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3265029,0.0712307,45825849,11.9875,-0.0623414,-0.00738831,0.0155831,0.009846,0.010066,0.00387006,-0.0103169,0.0119856,-0.00728567,0.0385864,cluster_3,ingroup,NA
PRJNA530695,SAMN11322337,Gasterosteus_aculeatus,female,Tyne8_7,Scotland,Europe,River Tyne,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3265997,0.0712518,45831361,27.0293,-0.0617766,-0.008149,0.0170992,0.0147201,0.0142742,0.00199148,-0.00785004,0.00225999,-0.00103179,0.0354719,cluster_3,ingroup,NA
PRJNA530695,SAMN11322333,Gasterosteus_aculeatus,male,Tyne8_1,Scotland,Europe,River Tyne,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3296361,0.0719142,45820963,25.9996,-0.0655254,-0.00931195,0.0237298,0.00786905,0.0108686,-0.0101803,-0.0260347,0.01183,0.00259033,-0.0174291,cluster_3,exclude,3
PRJEB5198,SAMEA2338592,Gasterosteus_aculeatus,female,BS20,Germany,Europe,Westensee,54.283867 N 9.948808 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3306945,0.0721452,45823485,10.8194,-0.0637337,-0.00877283,0.0197372,0.0123747,0.0142881,-0.00578223,-0.0340351,0.025782,0.0205005,0.0104305,cluster_3,exclude,2
PRJEB15181,SAMEA4385627,Gasterosteus_aculeatus,missing,Ran_M1,Denmark,Europe,Udbyhøj,"56°36024.07′′N, 10°1807.27′′E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3313114,0.0722797,45826314,16.95,-0.0637749,-0.00864141,0.0211896,0.00513337,0.00662691,-0.00890691,-0.0282148,0.0224862,0.00239026,-0.0108988,cluster_3,ingroup,NA
PRJNA693136,SAMN17377887,Gasterosteus_aculeatus,missing,Altafjord_2,Norway,Europe,Altafjord,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3314109,0.0723014,45803525,9.48934,-0.0634807,-0.00788993,0.020879,0.00273123,0.00636602,-0.00644856,-0.0175723,0.0169526,-0.00522047,-0.0163814,cluster_3,ingroup,NA
PRJEB15181,SAMEA4385629,Gasterosteus_aculeatus,missing,Ran_M5,Denmark,Europe,Udbyhøj,"56°36024.07′′N, 10°1807.27′′E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3334907,0.0727552,45826679,17.1187,-0.064303,-0.00877272,0.0218424,0.00570234,0.00706224,-0.00917421,-0.0300098,0.0201995,0.00390135,-0.00900773,cluster_3,ingroup,NA
PRJDB5097,SAMD00057641,Gasterosteus_aculeatus,missing,Aizu,Japan,Asia,"Japan:Fukushima\, Tajima\, Aizu",NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3337208,0.0728054,45827333,34.2017,-0.00344978,0.00552942,-0.0374573,-0.0926676,-0.0986259,0.0398862,0.0160607,-0.0119813,-0.0110253,0.0883173,cluster_1,ingroup,NA
PRJEB15181,SAMEA4385628,Gasterosteus_aculeatus,missing,Ran_M3,Denmark,Europe,Udbyhøj,"56°36024.07′′N, 10°1807.27′′E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3338677,0.0728374,45827552,17.029,-0.0624142,-0.00736197,0.0161616,0.0112797,0.0108068,0.00333398,-0.0145515,0.0109325,-0.00614319,0.0453997,cluster_3,ingroup,NA
PRJDB5097,SAMD00057644,Gasterosteus_aculeatus,missing,Gifu_keizai5,Japan,Asia,"Japan:Gifu\, Ogaki\, Gifu-keizai University",NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3341102,0.0728903,45827180,52.5039,0.0135482,0.543456,0.0385498,0.0749618,-0.0141082,-0.00503046,-0.00256416,-0.00120564,0.00615546,-0.00820102,cluster_6,ingroup,NA
PRJDB5097,SAMD00057642,Gasterosteus_aculeatus,missing,Tsuya,Japan,Asia,"Japan:Gifu\, Tsuya River",NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3347854,0.0730376,45826181,40.8973,0.0134603,0.54291,0.0385558,0.07531,-0.0140353,-0.00511283,-0.00317435,-0.00149224,0.006884,-0.00719701,cluster_6,ingroup,NA
PRJNA387728,SAMN07162972,Gasterosteus_aculeatus,female,West Creek Marine,Canada,North America,West Creek Marine,49.191545 N 122.6557 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3357273,0.0732431,45825559,9.07154,0.00797723,0.00241932,-0.0432616,-0.060136,-0.096431,0.0363157,0.00976527,0.00735897,-0.0474505,0.00979355,cluster_1,ingroup,NA
PRJEB5198,SAMEA2338543,Gasterosteus_aculeatus,female,BS61,Norway,Europe,Skogseidvatn River,60.255369 N 5.926577 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3392131,0.0740036,45824252,12.5264,-0.064526,-0.00898872,0.0198396,0.0125472,0.0138461,-0.0089581,-0.0436053,0.0077671,0.0474675,-0.218125,cluster_3,exclude,1
PRJNA530695,SAMN11322346,Gasterosteus_aculeatus,female,LITC_UP_14,Canada,North America,Little Campbell River,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3395018,0.0740666,45802587,8.04994,0.101564,-0.0195789,0.143591,0.00865924,-8.68624e-4,0.0397223,0.00626846,9.88943e-5,-0.0161046,0.0110139,cluster_5,ingroup,NA
PRJEB5198,SAMEA2338552,Gasterosteus_aculeatus,female,BS7,Germany,Europe,Malenter Au,54.204189 N 10.561639 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3411100,0.0744174,45826631,14.2118,-0.0625615,-0.00915485,0.0189914,0.0184895,0.0190995,-0.00403189,-0.0372796,0.0272981,0.0259954,0.0813359,cluster_3,ingroup,NA
PRJDB2614,SAMD00013068,Gasterosteus_aculeatus,missing,SAMD00013068,Japan,Asia,Japan: Akkeshi,"43.069444 N\, 144.886837 E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3424628,0.0747126,45821338,50.1536,0.03787,0.0636784,-0.00895,-0.566917,0.40607,-0.0404664,-0.00644752,0.00774505,-0.00288088,-0.022721,cluster_1,ingroup,NA
PRJEB5198,SAMEA2338542,Gasterosteus_aculeatus,female,BS66,Norway,Europe,Skogseidvatn Lake,60.244881 N 5.915387 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3442360,0.0750994,45828280,17.7473,-0.0631445,-0.00781003,0.0171192,0.0137054,0.0131192,-0.00118856,-0.0198502,7.00122e-4,0.0192618,-0.0817116,cluster_3,ingroup,NA
PRJDB5097,SAMD00057645,Gasterosteus_aculeatus,missing,Shiga,Japan,Asia,"Japan:Shiga\, Maibara\, Samegai",NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3457322,0.0754258,45827264,49.8013,0.0091866,0.283531,0.00634161,-0.0484862,0.0121747,0.00495527,0.00756149,0.0014921,-0.0184548,0.0261357,cluster_2,ingroup,NA
PRJEB5198,SAMEA2338561,Gasterosteus_aculeatus,male,BS59,Norway,Europe,Skogseidvatn River,60.255369 N 5.926577 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3496393,0.0762782,45825290,13.3044,-0.0659881,-0.00960912,0.022974,0.00929253,0.0115972,-0.0164118,-0.0562779,0.0138879,0.0550496,-0.26604,cluster_3,exclude,1
PRJDB5097,SAMD00057640,Gasterosteus_aculeatus,missing,Nasu,Japan,Asia,"Japan:Tochigi\, Nasu\, Utagawa River",NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3498627,0.0763269,45828850,43.9855,-0.00152125,0.00563258,-0.0359907,-0.0869923,-0.0883574,0.0362566,0.0132702,-0.0189545,-0.00298562,0.0852366,cluster_1,ingroup,NA
PRJEB5198,SAMEA2338589,Gasterosteus_aculeatus,male,BS55,Norway,Europe,Skogseidvatn River,60.255369 N 5.926577 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3503217,0.0764271,45827501,17.3279,-0.0673269,-0.00980205,0.0239674,0.00995353,0.0125979,-0.0179073,-0.0613131,0.015999,0.0620274,-0.304322,cluster_3,exclude,1
PRJEB5198,SAMEA2338556,Gasterosteus_aculeatus,male,BS51,Canada,North America,Misty Stream Inlet,50.602889 N 127.252306 W,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3508318,0.0765384,45823169,9.19426,0.068389,-0.0128283,-0.0208274,0.0202379,-0.0142229,-0.309352,0.00535245,0.0328983,-0.0933461,-0.0289555,cluster_4,ingroup,NA
PRJDB2614,SAMD00013064,Gasterosteus_aculeatus,missing,SAMD00013064,Japan,Asia,Japan: Akkeshi,"43.069444 N\, 144.886837 E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3514522,0.0766737,45822178,51.5395,0.039074,0.0642173,-0.0116756,-0.56144,0.406964,-0.0332988,0.00486051,0.00180311,-0.00649616,0.00423185,cluster_1,ingroup,NA
PRJEB5198,SAMEA2338558,Gasterosteus_aculeatus,male,BS44,Canada,North America,Misty Lake,50.604556 N 127.26175 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3516659,0.0767203,45822236,8.39626,0.0606632,-0.0101515,-0.0354247,0.0131641,-0.0148586,-0.204911,-0.00334051,0.0125071,-0.0218272,-0.0341577,cluster_4,ingroup,NA
PRJDB5097,SAMD00057643,Gasterosteus_aculeatus,missing,Gifu_keizai7,Japan,Asia,"Japan:Gifu\, Ogaki\, Gifu-keizai University",NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3532976,0.0770763,45826533,44.046,0.0134262,0.544375,0.0384644,0.0757548,-0.0145025,-0.00514585,-0.00275859,-7.10374e-4,0.00591996,-0.00811569,cluster_6,ingroup,NA
PRJEB5198,SAMEA1523622,Gasterosteus_aculeatus,missing,BS27,Denmark,Europe,Limfjord,"54°12'15.08N,10°33'41.90E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3540501,0.0772405,45823667,9.89924,-0.0636184,-0.00837295,0.0204185,0.00485165,0.00651142,-0.00765993,-0.0275701,0.0214701,0.00179621,-0.0107667,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338585,Gasterosteus_aculeatus,male,BS47,Canada,North America,Misty Stream Inlet,50.602889 N 127.252306 W,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3607295,0.0786977,45824631,9.32337,0.0711777,-0.0134992,-0.0136184,0.0194974,-0.0149965,-0.319797,0.00611527,0.0344472,-0.0994209,-0.0272476,cluster_4,ingroup,NA
PRJEB15181,SAMEA4385617,Gasterosteus_aculeatus,missing,Hal_L6,Denmark,Europe,Lake Hald,"56°22025.59′′N, 9°20047.10′′E",lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3615002,0.0788658,45827449,16.9762,-0.0633044,-0.00776457,0.0171052,0.0124646,0.0124716,0.00173773,-0.0109267,0.0138064,-0.00158015,0.0423206,cluster_3,ingroup,NA
PRJEB15181,SAMEA4385616,Gasterosteus_aculeatus,missing,Hal_L2,Denmark,Europe,Lake Hald,"56°22025.59′′N, 9°20047.10′′E",lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3617136,0.0789124,45826545,16.9123,-0.0644588,-0.00881876,0.0217162,0.00615175,0.00895669,-0.0105933,-0.0272675,0.0208539,0.00665528,-0.00767719,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338539,Gasterosteus_aculeatus,female,BS19,Germany,Europe,Eider,54.263617 N 10.040131 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3657377,0.0797903,45825048,11.1281,-0.062463,-0.00881868,0.0183281,0.0175212,0.0189596,-0.00481519,-0.0358976,0.0302526,0.0227109,0.0754146,cluster_3,ingroup,NA
PRJEB15181,SAMEA4385615,Gasterosteus_aculeatus,missing,Hal_L1,Denmark,Europe,Lake Hald,"56°22025.59′′N, 9°20047.10′′E",lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3667234,0.0800053,45827706,16.9414,-0.0626843,-0.00760776,0.016617,0.0123343,0.0124276,0.00192647,-0.0114679,0.010403,-0.00124359,0.0392913,cluster_3,ingroup,NA
PRJNA693136,SAMN17377889,Gasterosteus_aculeatus,missing,Altafjord_4,Norway,Europe,Altafjord,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3678074,0.0802418,45798180,7.79217,-0.0631072,-0.00825493,0.020234,0.00223606,0.00485001,-0.00616365,-0.0185617,0.0118228,-0.00705613,-0.0152278,cluster_3,ingroup,NA
PRJNA387728,SAMN07162961,Gasterosteus_aculeatus,female,Pachena,Canada,North America,Pachena,48.838338 N 125.0290 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3693929,0.0805877,45827202,9.71463,0.0145099,-2.43333e-5,-0.0428879,-0.0478388,-0.0821361,0.0272981,0.0124862,-0.00422399,-0.0108255,0.0242933,cluster_1,ingroup,NA
PRJEB5198,SAMEA1523621,Gasterosteus_aculeatus,missing,BS25,Denmark,Europe,Limfjord,"54°12'15.08N,10°33'41.90E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3712295,0.0809884,45824151,10.0218,-0.0635897,-0.00842743,0.0211152,0.00449767,0.00659226,-0.00904052,-0.028033,0.0236672,0.00178575,-0.0101029,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338557,Gasterosteus_aculeatus,female,BS10,Germany,Europe,Grosser Ploener See,54.156003 N 10.430144 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3728775,0.0813479,45826879,12.7999,-0.064433,-0.00888491,0.0191492,0.0164071,0.0163399,-0.00228991,-0.0324081,0.0323114,0.0180427,0.071885,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338545,Gasterosteus_aculeatus,male,BS12,Germany,Europe,Grosser Ploener See,54.156003 N 10.430144 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3740675,0.0816075,45823084,11.2021,-0.0658428,-0.00944781,0.022458,0.00842357,0.0117569,-0.0134283,-0.0497454,0.0407869,0.0228607,0.0215693,cluster_3,ingroup,NA
PRJEB5198,SAMEA1523619,Gasterosteus_aculeatus,missing,BS28,Denmark,Europe,Limfjord,"54°12'15.08N,10°33'41.90E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3745734,0.0817179,45823329,8.92808,-0.0615832,-0.00834446,0.0200372,0.00420332,0.00615661,-0.0107821,-0.0293529,0.0264491,0.0032779800000000002,-0.0129162,cluster_3,exclude,2
PRJNA387728,SAMN07162963,Gasterosteus_aculeatus,female,Rosseau,Canada,North America,Rosseau,48.830345 N 124.9927 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3768426,0.0822129,45825757,8.08195,0.0427476,-0.00461259,-0.0414425,-0.00984437,-0.028652,-0.00761209,0.00711088,-0.0233996,0.0479912,0.0345527,cluster_4,ingroup,NA
PRJEB5198,SAMEA2338582,Gasterosteus_aculeatus,female,BS11,Germany,Europe,Malenter Au,54.204189 N 10.561639 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3787352,0.0826258,45824165,10.6751,-0.0642212,-0.0087697,0.0190344,0.0173556,0.0185005,-0.00263413,-0.0372083,0.0350022,0.0252173,0.0819721,cluster_3,ingroup,NA
PRJNA693136,SAMN17377888,Gasterosteus_aculeatus,missing,Altafjord_3,Norway,Europe,Altafjord,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3789875,0.0826809,45796757,7.50519,-0.0627121,-0.00780718,0.0202763,0.00140588,0.00520652,-0.00584741,-0.0166622,0.0129122,-0.00694468,-0.0152116,cluster_3,ingroup,NA
PRJNA387728,SAMN07162955,Gasterosteus_aculeatus,female,Cranby,Canada,North America,Cranby,49.696084 N 124.5065 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3794879,0.08279,45825504,12.504,0.0748114,-0.0118925,0.045229,-0.0107905,-0.0184219,-0.00967643,0.0133728,-0.0185205,0.0237773,0.0667934,cluster_4,ingroup,NA
PRJEB5198,SAMEA1523623,Gasterosteus_aculeatus,missing,BS29,Denmark,Europe,Limfjord,"54°12'15.08N,10°33'41.90E",marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3814902,0.0832269,45823825,8.3526,-0.0615774,-0.00733892,0.0154144,0.009478,0.00973774,0.00376918,-0.011189,0.0108757,-0.0059189,0.0370739,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338584,Gasterosteus_aculeatus,male,BS17,Germany,Europe,Eider,54.263617 N 10.040131 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3830114,0.0835587,45824755,10.4486,-0.065087,-0.00985828,0.024064,0.0103685,0.0143796,-0.0152114,-0.0549483,0.0396558,0.0292134,0.0233348,cluster_3,ingroup,NA
PRJNA387728,SAMN07162968,Gasterosteus_aculeatus,female,Little Campbell River,Canada,North America,Little Campbell River,49.014982 N 122.7725 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3843290,0.0838462,45822443,6.49266,0.00950911,0.00212631,-0.0428799,-0.0735438,-0.123964,0.0472286,0.0126099,0.0211608,-0.0930769,-0.0158168,cluster_1,ingroup,NA
PRJEB5198,SAMEA2338560,Gasterosteus_aculeatus,male,BS21,Germany,Europe,Eider,54.263617 N 10.040131 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3862396,0.084263,45823624,9.37905,-0.0641898,-0.00986047,0.0227079,0.0105862,0.0146656,-0.0142919,-0.0530103,0.0398873,0.0301745,0.0295013,cluster_3,ingroup,NA
PRJNA530695,SAMN11322327,Gasterosteus_aculeatus,male,Tyne2_12,Scotland,Europe,River Tyne,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3864362,0.0843059,45801001,8.31185,-0.063622,-0.0085534,0.0213405,0.00425269,0.00710659,-0.00722271,-0.0285022,0.020287,-0.00243404,-0.00815758,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338594,Gasterosteus_aculeatus,male,BS6,Germany,Europe,Grosser Ploener See,54.156003 N 10.430144 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3877509,0.0845927,45824376,9.63645,-0.0646285,-0.00968533,0.0226902,0.0104373,0.0133048,-0.0134422,-0.0524877,0.039289,0.0249513,0.0233568,cluster_3,ingroup,NA
PRJNA693136,SAMN17377799,Gasterosteus_aculeatus,missing,Jossavannet_10,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3902764,0.0851437,45806849,10.6868,-0.0672241,-0.0085032,0.0202533,0.0182441,0.025286,0.00716098,0.385723,0.0679118,0.0394994,-0.0322166,cluster_3,ingroup,4
PRJNA485717,SAMN09813063,Gasterosteus_aculeatus,unknown,OBSM716,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,3962781,0.086453,45788022,5.7295,-0.0638918,-0.00727667,0.0164386,0.0100158,0.00985344,0.00551556,-0.0141715,0.0196142,-0.0191622,0.0623667,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338567,Gasterosteus_aculeatus,female,BS24,Germany,Europe,Westensee,54.283867 N 9.948808 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4000941,0.0872855,45825111,10.2053,-0.064643,-0.00819476,0.0182454,0.0142759,0.0143544,-2.48303e-4,-0.0266058,0.0289603,0.0116186,0.061813,cluster_3,ingroup,NA
PRJNA693136,SAMN17377679,Gasterosteus_aculeatus,male,Klubbvatnet_5,Norway,Europe,Klubbvatnet,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4012713,0.0875424,45802210,8.64581,-0.067348,-0.00979608,0.0255185,0.0119481,0.020959,-0.0115018,0.0251813,-0.328126,-0.0884309,-0.0578329,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338565,Gasterosteus_aculeatus,male,BS16,Germany,Europe,Westensee,54.283867 N 9.948808 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4013339,0.087556,45824989,10.6323,-0.0646661,-0.00962516,0.0230366,0.00936032,0.0120532,-0.0133499,-0.0466017,0.0360169,0.022418,0.0136657,cluster_3,ingroup,NA
PRJNA530695,SAMN11322347,Gasterosteus_aculeatus,female,LITC_UP_15,Canada,North America,Little Campbell River,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4027096,0.0878561,45799179,6.95642,0.10431,-0.0201605,0.149437,0.0100363,0.00282618,0.0395836,0.00712153,0.00130722,-0.0183043,0.0102763,cluster_5,ingroup,NA
PRJEB5198,SAMEA2338559,Gasterosteus_aculeatus,male,BS5,Germany,Europe,Malenter Au,54.204189 N 10.561639 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4034225,0.0880117,45822132,8.79809,-0.0644304,-0.00981983,0.02334,0.0116255,0.0138621,-0.0137057,-0.0552028,0.0423126,0.0317128,0.0278298,cluster_3,exclude,5
PRJNA485717,SAMN09813054,Gasterosteus_aculeatus,unknown,OBSM346,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4080952,0.0890311,45787626,5.54565,-0.0641621,-0.00746736,0.0167215,0.00975346,0.011048,0.00529065,-0.0114211,0.0159274,-0.0192317,0.0592427,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338588,Gasterosteus_aculeatus,male,BS60,Norway,Europe,Skogseidvatn Lake,60.244881 N 5.915387 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4098009,0.0894032,45821832,8.8558,-0.0644452,-0.00915331,0.0219547,0.00754618,0.00991702,-0.0134093,-0.0396098,0.0125192,0.0314191,-0.143269,cluster_3,exclude,1
PRJEB5198,SAMEA2338593,Gasterosteus_aculeatus,male,BS9,Germany,Europe,Malenter Au,54.204189 N 10.561639 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4187395,0.0913533,45824103,9.15127,-0.0656293,-0.0100841,0.0245029,0.0111205,0.0141474,-0.0144412,-0.0507074,0.0414317,0.0303218,0.027415,cluster_3,ingroup,NA
PRJNA387728,SAMN07162965,Gasterosteus_aculeatus,female,Tom,Canada,North America,Tom,50.256375 N 124.9233 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4198424,0.0915939,45818335,5.61565,0.0563672,-0.00775393,-0.0201181,-0.00315533,-0.0207409,-0.0197492,0.00879714,-0.0251435,0.057283100000000003,0.0497608,cluster_4,ingroup,NA
PRJNA693136,SAMN17377678,Gasterosteus_aculeatus,female,Klubbvatnet_4,Norway,Europe,Klubbvatnet,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4203723,0.0917095,45799393,7.37325,-0.0641121,-0.00929069,0.0204528,0.0198314,0.0262907,-0.00199999,0.0410122,-0.347967,-0.091812,-0.00750122,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338587,Gasterosteus_aculeatus,female,BS1,Germany,Europe,Malenter Au,54.204189 N 10.561639 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4228951,0.0922599,45824643,8.45273,-0.0640639,-0.00892495,0.0191282,0.017948,0.017922,-0.0024589,-0.0366897,0.0326899,0.0227102,0.0810307,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338596,Gasterosteus_aculeatus,female,BS65,Norway,Europe,Skogseidvatn River,60.255369 N 5.926577 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4297380,0.0937527,45823039,8.21164,-0.0631574,-0.0087794,0.0170462,0.0153761,0.0157098,-0.00632411,-0.0427001,0.00274134,0.0561512,-0.252964,cluster_3,ingroup,NA
PRJNA693136,SAMN17377790,Gasterosteus_aculeatus,female,Klubbvatnet_11,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4304763,0.0939138,45801463,7.58916,-0.0639501,-0.00919541,0.0201493,0.0202394,0.0264295,-0.00222747,0.0448593,-0.357551,-0.0945384,-0.00967013,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338579,Gasterosteus_aculeatus,female,BS8,Germany,Europe,Grosser Ploener See,54.156003 N 10.430144 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4312237,0.0940769,45824279,8.44182,-0.0648387,-0.00849799,0.0187643,0.0155687,0.0156702,-0.00129181,-0.033443,0.0295951,0.0141171,0.0685361,cluster_3,ingroup,NA
PRJDB5097,SAMD00057639,Gasterosteus_aculeatus,missing,Ono,Japan,Asia,"Japan:Fukui\, Ono\, Honganshozu",NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4326796,0.0943945,45833685,41.8574,-0.00458395,0.00589266,-0.0368142,-0.0884229,-0.0965268,0.0413093,0.0158615,-0.0106273,-0.0137923,0.0836647,cluster_1,ingroup,NA
PRJNA693136,SAMN17377806,Gasterosteus_aculeatus,female,Jossavannet_8,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4339057,0.094662,45800647,7.40221,-0.0672868,-0.00856297,0.0204057,0.0189594,0.0248158,0.00633967,0.386571,0.0683586,0.0406933,-0.0333748,cluster_3,exclude,4
PRJNA485717,SAMN09813070,Gasterosteus_aculeatus,unknown,ARDH2,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4395526,0.0958939,45781836,4.88026,-0.0655782,-0.00837902,0.0221492,0.00416649,0.00766137,-0.00665824,-0.0301354,0.0291286,-0.00997611,0.0118969,cluster_3,ingroup,NA
PRJNA485717,SAMN09813064,Gasterosteus_aculeatus,unknown,OBSM718,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4411067,0.096233,45782014,4.87769,-0.0653063,-0.00834845,0.0210831,0.00437566,0.00610021,-0.00515865,-0.026172,0.0307554,-0.00861951,0.012605,cluster_3,ingroup,NA
PRJNA693136,SAMN17377898,Gasterosteus_aculeatus,missing,Altafjord_5,Norway,Europe,Altafjord,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4425320,0.0965439,45791659,5.86816,-0.0631032,-0.00797813,0.0200317,0.00212084,0.00615415,-0.0055518,-0.0140875,0.0153268,-0.00525473,-0.012492,cluster_3,ingroup,NA
PRJNA387728,SAMN07162969,Gasterosteus_aculeatus,female,Oyster Bay,Canada,North America,Oyster Bay,49.612097 N 124.0600 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4434080,0.096735,45818924,5.04,0.0097203500000000009,0.00204064,-0.0430266,-0.0650222,-0.0972925,0.0366604,0.00862728,0.00658017,-0.0484645,0.0114842,cluster_1,ingroup,NA
PRJEB5198,SAMEA2338549,Gasterosteus_aculeatus,male,BS22,Germany,Europe,Westensee,54.283867 N 9.948808 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4475798,0.0976451,45822160,7.71575,-0.066074,-0.00939441,0.0233256,0.00809893,0.0118871,-0.0124,-0.0438989,0.0370174,0.0188128,0.014235,cluster_3,ingroup,NA
