BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Ecotype	Strain	Breed	Cultivar	common	Treatment
PRJNA325126	SRR11425529	WGS	302	6080585780	SAMN12573346	2825163201	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003846	NextSeq 500	2750-63550	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63550	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63550	NA	NA
PRJNA325126	SRR11425531	WGS	302	3796040038	SAMN12573344	1703746118	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003844	NextSeq 500	2560-53254	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2560_53254	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2560-53254	NA	NA
PRJNA325126	SRR11425533	WGS	302	5128056338	SAMN12573343	2246490526	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003842	NextSeq 500	2560-53231	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2560_53231	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2560-53231	NA	NA
PRJNA325126	SRR11425535	WGS	302	5352461364	SAMN12573341	2510115020	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003840	NextSeq 500	2750-63202	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63202	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63202	NA	NA
PRJNA325126	SRR11425537	WGS	302	3407111754	SAMN12573339	1597571935	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003838	NextSeq 500	2740-78971	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2740_78971	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2740-78971	NA	NA
PRJNA325126	SRR11425540	WGS	302	9027479734	SAMN12573336	3971489304	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003835	NextSeq 500	OZ99-180	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_OZ99_180	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	OZ99-180	NA	NA
PRJNA325126	SRR11425473	WGS	302	4526666826	SAMN12573335	1990658456	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003902	NextSeq 500	2750-63353	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63353	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63353	NA	NA
PRJNA325126	SRR11425474	WGS	302	2622018964	SAMN12573334	1147511338	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003901	NextSeq 500	2750-63360	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63360	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63360	NA	NA
PRJNA325126	SRR11425477	WGS	302	29475318384	SAMN12573331	12954285311	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003898	NextSeq 500	2750-63238	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63238	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63238	NA	NA
PRJNA325126	SRR11425479	WGS	302	5253227788	SAMN12573392	2462944507	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003896	NextSeq 500	2750-63228	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera_x_Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_hybrid_2750_63228	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2750-63228	NA	NA
PRJNA325126	SRR11425481	WGS	302	3451808660	SAMN12573390	1615232113	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003894	NextSeq 500	2750-63351	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera_x_Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_hybrid_2750_63351	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63351	NA	NA
PRJNA325126	SRR11425483	WGS	302	5559412904	SAMN12573388	2452824308	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003892	NextSeq 500	2750-63529	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2750_63529	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63529	NA	NA
PRJNA325126	SRR11425485	WGS	302	5793153354	SAMN12573386	2696409589	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003890	NextSeq 500	2840-29314	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2840_29314	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2840-29314	NA	NA
PRJNA325126	SRR11425486	WGS	302	5666005012	SAMN12573385	2631177555	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003889	NextSeq 500	2840-29311	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2840_29311	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2840-29311	NA	NA
PRJNA325126	SRR11425489	WGS	302	5019218860	SAMN12573383	2333322169	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003886	NextSeq 500	2840-29306	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2840_29306	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2840-29306	NA	NA
PRJNA325126	SRR11425490	WGS	302	6726745584	SAMN12573382	3102533596	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003885	NextSeq 500	2840-29305	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2840_29305	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2840-29305	NA	NA
PRJNA325126	SRR11425491	WGS	302	5956888694	SAMN12573381	2651211470	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003884	NextSeq 500	2540-29251	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2540_29251	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2540-29251	NA	NA
PRJNA325126	SRR11425493	WGS	302	7666896650	SAMN12573379	3376680055	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003882	NextSeq 500	2530-62402	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2530_62402	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2530-62402	NA	NA
PRJNA325126	SRR11425495	WGS	302	5996202752	SAMN12573377	2781883269	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003880	NextSeq 500	2840-29303	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2840_29303	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2840-29303	NA	NA
PRJNA325126	SRR11425497	WGS	302	5401073398	SAMN12573375	2527748899	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003878	NextSeq 500	2770-39700	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2770_39700	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2770-39700	NA	NA
PRJNA325126	SRR11425498	WGS	302	8459002182	SAMN12573374	3811127170	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003877	NextSeq 500	2520-97669	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2520_97669	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2520-97669	NA	NA
PRJNA325126	SRR11425502	WGS	302	5357102802	SAMN12573371	2500826253	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003873	NextSeq 500	2740-78955	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2740_78955	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2740-78955	NA	NA
PRJNA325126	SRR11425505	WGS	302	4679187094	SAMN12573368	2071905158	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003870	NextSeq 500	2750-63255	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2750_63255	SRP081220	Model organism or animal	female	blood	NA	adult	central_america	NA	NA	2750-63255	NA	NA
PRJNA325126	SRR11425506	WGS	302	4532426872	SAMN12573367	2002496211	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003869	NextSeq 500	2750-63256	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2750_63256	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63256	NA	NA
PRJNA325126	SRR11425508	WGS	302	5319990022	SAMN12573365	2333835515	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003867	NextSeq 500	2690-98276	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2690_98276	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2690-98276	NA	NA
PRJNA325126	SRR11425510	WGS	302	6139497222	SAMN12573328	2746748441	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003865	NextSeq 500	2690-98096	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2690_98096	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2690-98096	NA	NA
PRJNA325126	SRR11425513	WGS	302	4823605004	SAMN12573361	2282101850	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003862	NextSeq 500	2750-63410	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2750_63410	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63410	NA	NA
PRJNA325126	SRR11425515	WGS	302	4381446804	SAMN12573359	1937610906	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003860	NextSeq 500	2740-84922	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2740_84922	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2740-84922	NA	NA
PRJNA325126	SRR11425518	WGS	302	5716218854	SAMN12573356	2658436075	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003857	NextSeq 500	2740-78914	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2740_78914	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2740-78914	NA	NA
PRJNA325126	SRR11425519	WGS	302	3965716322	SAMN12573355	1749443192	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003856	NextSeq 500	2490-57316	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2490_57316	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2490-57316	NA	NA
PRJNA325126	SRR11425521	WGS	302	6093086768	SAMN12573327	2674614372	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003854	NextSeq 500	2750-63523	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63523	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63523	NA	NA
PRJNA325126	SRR11425526	WGS	302	4969920078	SAMN12573349	2192978372	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003849	NextSeq 500	2060-41047	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2060_41047	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2060-41047	NA	NA
PRJNA325126	SRR11425527	WGS	302	3725663770	SAMN12573348	1652675999	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003848	NextSeq 500	2060-41035	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2060_41035	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2060-41035	NA	NA
PRJNA325126	SRR11425530	WGS	302	4611524598	SAMN12573345	2168907140	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003845	NextSeq 500	2750-63537	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63537	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63537	NA	NA
PRJNA325126	SRR11425532	WGS	302	8361986796	SAMN12573326	3665156787	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003843	NextSeq 500	2750-63506	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63506	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63506	NA	NA
PRJNA325126	SRR11425534	WGS	302	3427013252	SAMN12573342	1502793047	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003841	NextSeq 500	2750-63225	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2750_63225	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63225	NA	NA
PRJNA325126	SRR11425539	WGS	302	10927960902	SAMN12573337	4877413187	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003836	NextSeq 500	OZ99-070	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_OZ99_070	SRP081220	Model organism or animal	female	blood	NA	adult	central_america	NA	NA	OZ99-070	NA	NA
PRJNA325126	SRR11425501	WGS	302	7472890642	SAMN12573372	3313186090	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003874	NextSeq 500	2520-97646	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2520_97646	SRP081220	Model organism or animal	male	blood	NA	adult	south_america	NA	NA	2520-97646	NA	NA
PRJNA325126	SRR11425523	WGS	302	5251352972	SAMN12573352	2292775040	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003852	NextSeq 500	2060-41061	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2060_41061	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2060-41061	NA	NA
PRJNA325126	SRR11425538	WGS	302	5654105004	SAMN12573338	2506420318	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8003837	NextSeq 500	2650-01181	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2650_01181	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2650-01181	NA	NA
PRJNA325126	SRR11425482	WGS	302	6256675336	SAMN12573389	2742870103	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX8003893	NextSeq 500	2750-63528	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermivora_chrysoptera_2750_63528	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2750-63528	NA	NA
PRJNA325126	SRR11425536	WGS	302	5363748916	SAMN12573340	2502237269	PENNSYLVANIA STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US	SRX8003839	NextSeq 500	2740-78772	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2020-03-27T00:00:00Z	Vermovira_cyanoptera_2740_78772	SRP081220	Model organism or animal	male	blood	NA	adult	central_america	NA	NA	2740-78772	NA	NA
PRJNA325126	SRR4017496	WGS	302	6010212230	SAMN05223487	2443185816	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011298	NextSeq 500	703	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23564_HGMNWBGXX_703_ATCACG_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	703_R1	NA
PRJNA325126	SRR4017497	WGS	302	5290725618	SAMN05223503	2168014658	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011299	NextSeq 500	704	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23565_HGMNWBGXX_704_CGATGT_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	704_R1	NA
PRJNA325126	SRR4017498	WGS	302	6175916610	SAMN05223527	2573206698	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011300	NextSeq 500	706	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera_x_cyanoptera_(Brewster's_warbler)	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23574_HGMNWBGXX_706_GGCTAC_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	706_R1	NA
PRJNA325126	SRR4017499	WGS	302	5944591254	SAMN05223522	2396287573	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011301	NextSeq 500	713	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera_x_cyanoptera_(Brewster's_warbler)	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23575_HGMNWBGXX_713_CTTGTA_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	713_R1	NA
PRJNA325126	SRR4017500	WGS	302	5182875076	SAMN05223502	2120106223	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011302	NextSeq 500	718	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera_x_Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23576_HGMNWBGXX_718_AGTCAA_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	718_R1	NA
PRJNA325126	SRR4017501	WGS	302	8235545134	SAMN05223533	3303858422	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011303	NextSeq 500	729	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera_x_Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23577_HGMNWBGXX_729_AGTTCC_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	729_R1	NA
PRJNA325126	SRR4017502	WGS	302	5324081216	SAMN05223514	2185442100	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011304	NextSeq 500	701	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23578_HGMNWBGXX_701_ATGTCA_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	701_R1	NA
PRJNA325126	SRR4017504	WGS	302	4691976492	SAMN05223497	1925806476	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011306	NextSeq 500	707	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23579_HGMNWBGXX_707_CCGTCC_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	707_R1	NA
PRJNA325126	SRR4017505	WGS	302	4727744768	SAMN05223499	1941232439	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011307	NextSeq 500	711	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23580_HGMNWBGXX_711_GTCCGC_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	711_R1	NA
PRJNA325126	SRR4017506	WGS	302	5841118806	SAMN05223526	2375208833	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011308	NextSeq 500	712	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23581_HGMNWBGXX_712_GTGAAA_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	712_R1	NA
PRJNA325126	SRR4017507	WGS	302	5071978562	SAMN05223507	2059183158	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011309	NextSeq 500	714	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23582_HGMNWBGXX_714_GTGGCC_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	714_R1	NA
PRJNA325126	SRR4017508	WGS	302	4451963804	SAMN05223493	1812468725	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011310	NextSeq 500	716	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23583_HGMNWBGXX_716_GTTTCG_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	716_R1	NA
PRJNA325126	SRR4017509	WGS	302	5021497148	SAMN05223495	2084430166	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011311	NextSeq 500	705	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23566_HGMNWBGXX_705_TTAGGC_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	705_R1	NA
