BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar
PRJNA612146	SRR12601766	WGS	300	10192568400	SAMN14363403	3942464924	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085626	Illumina HiSeq 4000	325	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_8	SRP280296	Model organism or animal	missing	muscle-325	Not applicable	missing	missing-325	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-325
PRJNA612146	SRR12601768	WGS	300	7135668900	SAMN14363401	2819089861	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085624	Illumina HiSeq 4000	323	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_6	SRP280296	Model organism or animal	missing	muscle-323	Not applicable	missing	missing-323	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-323
PRJNA612146	SRR12601771	WGS	300	7062925200	SAMN14363111	2829868044	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085621	Illumina HiSeq 4000	33	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_S6	SRP280296	Model organism or animal	missing	muscle-33	Not applicable	missing	missing-33	Abidjan\, Cote d'Ivoire	Not applicable	Not applicable	Not applicable-33
PRJNA612146	SRR12601773	WGS	300	9015974400	SAMN14363397	3487057650	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085619	Illumina HiSeq 4000	319	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_2	SRP280296	Model organism or animal	missing	muscle-319	Not applicable	missing	missing-319	Dongshan\, Fujian Province	Not applicable	Not applicable	Not applicable-319
PRJNA612146	SRR12601775	WGS	300	9001498500	SAMN14363395	3513214484	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085617	Illumina HiSeq 4000	317	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_20	SRP280296	Model organism or animal	missing	muscle-317	Not applicable	missing	missing-317	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-317
PRJNA612146	SRR12601778	WGS	300	8389427700	SAMN14363392	3518007501	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085614	Illumina HiSeq 4000	314	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_17	SRP280296	Model organism or animal	missing	muscle-314	Not applicable	missing	missing-314	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-314
PRJNA612146	SRR12601781	WGS	300	6454350600	SAMN14363389	2675701263	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085611	Illumina HiSeq 4000	311	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_14	SRP280296	Model organism or animal	missing	muscle-311	Not applicable	missing	missing-311	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-311
PRJNA612146	SRR12601783	WGS	300	8866601700	SAMN14363388	3650213422	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085609	Illumina HiSeq 4000	310	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_13	SRP280296	Model organism or animal	missing	muscle-310	Not applicable	missing	missing-310	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-310
PRJNA612146	SRR12601784	WGS	300	7089237900	SAMN14363387	2874429817	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085608	Illumina HiSeq 4000	309	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_12	SRP280296	Model organism or animal	missing	muscle-309	Not applicable	missing	missing-309	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-309
PRJNA612146	SRR12601786	WGS	300	6687898200	SAMN14363385	2724440908	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085606	Illumina HiSeq 4000	307	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_10	SRP280296	Model organism or animal	missing	muscle-307	Not applicable	missing	missing-307	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-307
PRJNA612146	SRR12601789	WGS	300	6224866800	SAMN14363382	2559066125	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085603	Illumina HiSeq 4000	304	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_7	SRP280296	Model organism or animal	missing	muscle-304	Not applicable	missing	missing-304	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-304
PRJNA612146	SRR12601791	WGS	300	7013640900	SAMN14363380	2886426386	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085601	Illumina HiSeq 4000	302	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_5	SRP280296	Model organism or animal	missing	muscle-302	Not applicable	missing	missing-302	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-302
PRJNA612146	SRR12601793	WGS	300	7894255800	SAMN14363109	3164115940	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085599	Illumina HiSeq 4000	31	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_S4	SRP280296	Model organism or animal	missing	muscle-31	Not applicable	missing	missing-31	Abidjan\, Cote d'Ivoire	Not applicable	Not applicable	Not applicable-31
PRJNA612146	SRR12601796	WGS	300	8900563200	SAMN14363377	3678524853	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085596	Illumina HiSeq 4000	299	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_2	SRP280296	Model organism or animal	missing	muscle-299	Not applicable	missing	missing-299	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-299
PRJNA612146	SRR12601799	WGS	300	7966040100	SAMN14363341	3186976563	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085593	Illumina HiSeq 4000	263	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_25	SRP280296	Model organism or animal	missing	muscle-263	Not applicable	missing	missing-263	Xiamen\, China	Not applicable	Not applicable	Not applicable-263
PRJNA612146	SRR12601801	WGS	300	9208064100	SAMN14363339	3672975252	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085591	Illumina HiSeq 4000	261	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_23	SRP280296	Model organism or animal	missing	muscle-261	Not applicable	missing	missing-261	Xiamen\, China	Not applicable	Not applicable	Not applicable-261
PRJNA612146	SRR12601803	WGS	300	8352618900	SAMN14363338	3360077718	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085589	Illumina HiSeq 4000	260	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_22	SRP280296	Model organism or animal	missing	muscle-260	Not applicable	missing	missing-260	Xiamen\, China	Not applicable	Not applicable	Not applicable-260
PRJNA612146	SRR12601804	WGS	300	8655286200	SAMN14363337	3402214261	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085588	Illumina HiSeq 4000	259	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_19	SRP280296	Model organism or animal	missing	muscle-259	Not applicable	missing	missing-259	Xiamen\, China	Not applicable	Not applicable	Not applicable-259
PRJNA612146	SRR12601806	WGS	300	9817500300	SAMN14363335	3794231845	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085586	Illumina HiSeq 4000	257	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_15	SRP280296	Model organism or animal	missing	muscle-257	Not applicable	missing	missing-257	Qingdao\, China	Not applicable	Not applicable	Not applicable-257
PRJNA612146	SRR12601807	WGS	300	8047774500	SAMN14363334	3124786113	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085585	Illumina HiSeq 4000	256	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_14	SRP280296	Model organism or animal	missing	muscle-256	Not applicable	missing	missing-256	Qingdao\, China	Not applicable	Not applicable	Not applicable-256
PRJNA612146	SRR12601809	WGS	300	8215862400	SAMN14363332	3453939800	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085583	Illumina HiSeq 4000	254	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_12	SRP280296	Model organism or animal	missing	muscle-254	Not applicable	missing	missing-254	Qingdao\, China	Not applicable	Not applicable	Not applicable-254
PRJNA612146	SRR12601811	WGS	300	6124099500	SAMN14363330	2532922496	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085581	Illumina HiSeq 4000	252	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_10	SRP280296	Model organism or animal	missing	muscle-252	Not applicable	missing	missing-252	Laizhou\, China	Not applicable	Not applicable	Not applicable-252
PRJNA612146	SRR12601813	WGS	300	9853665600	SAMN14363104	3774844947	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085579	Illumina HiSeq 4000	26	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_12	SRP280296	Model organism or animal	missing	muscle-26	Not applicable	missing	missing-26	Luanda\, Angola	Not applicable	Not applicable	Not applicable-26
PRJNA612146	SRR12601815	WGS	300	5961178200	SAMN14363327	2468666098	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085577	Illumina HiSeq 4000	249	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_5	SRP280296	Model organism or animal	missing	muscle-249	Not applicable	missing	missing-249	Laizhou\, China	Not applicable	Not applicable	Not applicable-249
PRJNA612146	SRR12601816	WGS	300	8424687600	SAMN14363326	3464295138	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085576	Illumina HiSeq 4000	248	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_3	SRP280296	Model organism or animal	missing	muscle-248	Not applicable	missing	missing-248	Laizhou\, China	Not applicable	Not applicable	Not applicable-248
PRJNA612146	SRR12601818	WGS	300	6853783500	SAMN14363324	2673096614	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085574	Illumina HiSeq 4000	246	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_20	SRP280296	Model organism or animal	missing	muscle-246	Not applicable	missing	missing-246	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-246
PRJNA612146	SRR12601820	WGS	300	14518701300	SAMN14363322	5437179682	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085572	Illumina HiSeq 4000	244	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_18	SRP280296	Model organism or animal	missing	muscle-244	Not applicable	missing	missing-244	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-244
PRJNA612146	SRR12601821	WGS	300	8458899600	SAMN14363321	3353793151	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085571	Illumina HiSeq 4000	243	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_17	SRP280296	Model organism or animal	missing	muscle-243	Not applicable	missing	missing-243	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-243
PRJNA612146	SRR12601823	WGS	300	9592248900	SAMN14363319	3668060457	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085569	Illumina HiSeq 4000	241	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_15	SRP280296	Model organism or animal	missing	muscle-241	Not applicable	missing	missing-241	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-241
PRJNA612146	SRR12601826	WGS	300	8174411100	SAMN14363317	3180547434	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085566	Illumina HiSeq 4000	239	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_13	SRP280296	Model organism or animal	missing	muscle-239	Not applicable	missing	missing-239	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-239
PRJNA612146	SRR12601829	WGS	300	7614819900	SAMN14363314	2881897100	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085563	Illumina HiSeq 4000	236	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_9	SRP280296	Model organism or animal	missing	muscle-236	Not applicable	missing	missing-236	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-236
PRJNA612146	SRR12601832	WGS	300	11251787400	SAMN14363311	4452892704	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085560	Illumina HiSeq 4000	233	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_6	SRP280296	Model organism or animal	missing	muscle-233	Not applicable	missing	missing-233	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-233
PRJNA612146	SRR12601834	WGS	300	6409833900	SAMN14363150	2557483947	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085558	Illumina HiSeq 4000	72	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_9	SRP280296	Model organism or animal	missing	muscle-72	Not applicable	missing	missing-72	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-72
PRJNA612146	SRR12601836	WGS	300	11052583800	SAMN14363086	4219984050	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085556	Illumina HiSeq 4000	8	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_8	SRP280296	Model organism or animal	missing	muscle-8	Not applicable	missing	missing-8	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-8
PRJNA612146	SRR12601838	WGS	300	8426275200	SAMN14363147	3367501121	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085554	Illumina HiSeq 4000	69	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_5	SRP280296	Model organism or animal	missing	muscle-69	Not applicable	missing	missing-69	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-69
PRJNA612146	SRR12601839	WGS	300	7150627200	SAMN14363146	2870287077	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085553	Illumina HiSeq 4000	68	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_4	SRP280296	Model organism or animal	missing	muscle-68	Not applicable	missing	missing-68	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-68
PRJNA612146	SRR12601841	WGS	300	10758947400	SAMN14363144	4293337091	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085551	Illumina HiSeq 4000	66	PAIRED	RANDOM	GENOMIC	Hippocampus_comes	ILLUMINA	2020-09-06T00:00:00Z	Hcm_2	SRP280296	Model organism or animal	missing	muscle-66	Not applicable	missing	missing-66	Banjarmasin\, Malaysia	Not applicable	Not applicable	Not applicable-66
PRJNA612146	SRR12601844	WGS	300	5798306700	SAMN14363141	2404795681	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085548	Illumina HiSeq 4000	63	PAIRED	RANDOM	GENOMIC	Hippocampus_camelopardalis	ILLUMINA	2020-09-06T00:00:00Z	Hcd_8	SRP280296	Model organism or animal	missing	muscle-63	Not applicable	missing	missing-63	Tanzania\, South Africa	Not applicable	Not applicable	Not applicable-63
PRJNA612146	SRR12601846	WGS	300	6663789300	SAMN14363139	2497708559	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085546	Illumina HiSeq 4000	61	PAIRED	RANDOM	GENOMIC	Hippocampus_casscsio	ILLUMINA	2020-09-06T00:00:00Z	Hcc_11	SRP280296	Model organism or animal	missing	muscle-61	Not applicable	missing	missing-61	Massawa\, Somalia	Not applicable	Not applicable	Not applicable-61
PRJNA612146	SRR12601849	WGS	300	6505968000	SAMN14363137	2423990366	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085543	Illumina HiSeq 4000	59	PAIRED	RANDOM	GENOMIC	Hippocampus_casscsio	ILLUMINA	2020-09-06T00:00:00Z	Hcc_9	SRP280296	Model organism or animal	missing	muscle-59	Not applicable	missing	missing-59	Massawa\, Somalia	Not applicable	Not applicable	Not applicable-59
PRJNA612146	SRR12601851	WGS	300	8618720100	SAMN14363135	3293240563	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085541	Illumina HiSeq 4000	57	PAIRED	RANDOM	GENOMIC	Hippocampus_casscsio	ILLUMINA	2020-09-06T00:00:00Z	Hcc_7	SRP280296	Model organism or animal	missing	muscle-57	Not applicable	missing	missing-57	Bossasso\, Somalia	Not applicable	Not applicable	Not applicable-57
PRJNA612146	SRR12601854	WGS	300	9141949800	SAMN14363132	3579519173	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085538	Illumina HiSeq 4000	54	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_20	SRP280296	Model organism or animal	missing	muscle-54	Not applicable	missing	missing-54	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-54
PRJNA612146	SRR12601855	WGS	300	8501444700	SAMN14363131	3335368260	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085537	Illumina HiSeq 4000	53	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_19	SRP280296	Model organism or animal	missing	muscle-53	Not applicable	missing	missing-53	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-53
PRJNA612146	SRR12601857	WGS	300	10950503100	SAMN14363129	4275237770	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085535	Illumina HiSeq 4000	51	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_17	SRP280296	Model organism or animal	missing	muscle-51	Not applicable	missing	missing-51	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-51
PRJNA612146	SRR12601860	WGS	300	8050609500	SAMN14363127	3405313758	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085532	Illumina HiSeq 4000	49	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_15	SRP280296	Model organism or animal	missing	muscle-49	Not applicable	missing	missing-49	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-49
PRJNA612146	SRR12601862	WGS	300	6705232800	SAMN14363125	2590244027	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085530	Illumina HiSeq 4000	47	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_13	SRP280296	Model organism or animal	missing	muscle-47	Not applicable	missing	missing-47	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-47
PRJNA612146	SRR12601864	WGS	300	8524482300	SAMN14363123	3633021598	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085528	Illumina HiSeq 4000	45	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_11	SRP280296	Model organism or animal	missing	muscle-45	Not applicable	missing	missing-45	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-45
PRJNA612146	SRR12601865	WGS	300	7549743600	SAMN14363122	3197174527	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085527	Illumina HiSeq 4000	44	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_10	SRP280296	Model organism or animal	missing	muscle-44	Not applicable	missing	missing-44	Xiamen\, China	Not applicable	Not applicable	Not applicable-44
