BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	ArrayExpress-SPECIES	Subject_ID	Alias	ENA_CHECKLIST
PRJEB15289	ERR1749467	WGS	302	31292027772	SAMEA4032046	13717546384	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818647	HiSeq X Ten	DN461233J:C4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	ca859b70-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749468	WGS	302	34020213326	SAMEA4033260	14789671469	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818648	HiSeq X Ten	DN461233J:D4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	ca9e5390-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749470	WGS	302	31025248220	SAMEA4033261	13797509381	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818650	HiSeq X Ten	DN461233J:F4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cab1b480-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749472	WGS	302	29238810708	SAMEA4033262	12927516070	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818652	HiSeq X Ten	DN461233J:H4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cac75f60-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749477	WGS	302	30597568806	SAMEA4032051	12999647792	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818657	HiSeq X Ten	DN461233J:E5	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cafc7920-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749479	WGS	302	29741568530	SAMEA4032052	12767343486	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818659	HiSeq X Ten	DN461233J:G5	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb104f40-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749481	WGS	302	35006726224	SAMEA4032053	14967390314	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818661	HiSeq X Ten	DN461233J:A6	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb26e480-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749487	WGS	302	32268481352	SAMEA4032056	13624415366	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818667	HiSeq X Ten	DN461233J:G6	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb610750-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749490	WGS	302	33576025686	SAMEA4033271	14209209369	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818670	HiSeq X Ten	DN461233J:B7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cb855830-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749492	WGS	302	31546934194	SAMEA4033272	13342751214	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818672	HiSeq X Ten	DN461233J:D7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cb9a66d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749494	WGS	302	32567641344	SAMEA4033273	13905715559	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818674	HiSeq X Ten	DN461233J:F7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbb038c0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749495	WGS	302	33194605726	SAMEA4032060	14399479265	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818675	HiSeq X Ten	DN461233J:G7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbba23d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749498	WGS	302	33981965328	SAMEA4033275	14772290559	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818678	HiSeq X Ten	DN461233J:B8	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbdaa420-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749501	WGS	302	34475461414	SAMEA4032065	14837690475	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818681	HiSeq X Ten	DN461233J:E8	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cc047340-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	NA
PRJEB15289	ERR1749503	WGS	302	36695759676	SAMEA4032066	15754640634	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818683	HiSeq X Ten	DN461233J:G8	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc29fca0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749505	WGS	302	34421376536	SAMEA4032067	14706849204	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818685	HiSeq X Ten	DN461233J:A9	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc439f20-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749507	WGS	302	34501192418	SAMEA4032068	14894331742	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818687	HiSeq X Ten	DN461233J:C9	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc5f1660-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749509	WGS	302	34942003698	SAMEA4032069	15374793100	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818689	HiSeq X Ten	DN461233J:E9	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc755d80-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749511	WGS	302	36467643674	SAMEA4032070	15499503218	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818691	HiSeq X Ten	DN461233J:G9	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	cc905f90-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749515	WGS	302	32734656102	SAMEA4032089	13958451270	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818695	HiSeq X Ten	DN461233J:C10	PAIRED	RANDOM	GENOMIC	Maylandia_zebra	ILLUMINA	2016-12-07T00:00:00Z	ccbdb120-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia zebra	NA	NA	NA
PRJEB15289	ERR1749517	WGS	302	32769706222	SAMEA4032090	14175206805	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818697	HiSeq X Ten	DN461233J:E10	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	ccd0c3f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749518	WGS	302	26482778338	SAMEA4033285	11523395008	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818698	HiSeq X Ten	DN461233J:F10	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	ccdafd20-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749520	WGS	302	40368481940	SAMEA4033286	17267845870	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818700	HiSeq X Ten	DN461233J:H10	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	ccefbda0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749522	WGS	302	35578920490	SAMEA4033287	15182221575	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818702	HiSeq X Ten	DN461233J:B11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd078b60-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749524	WGS	302	30698002228	SAMEA4033288	13062214801	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818704	HiSeq X Ten	DN461233J:D11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd212de0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749526	WGS	302	29511413726	SAMEA4033289	13196067944	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818706	HiSeq X Ten	DN461233J:F11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd363c80-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749527	WGS	302	29517957764	SAMEA4032095	13369339385	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818707	HiSeq X Ten	DN461233J:G11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd444640-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749529	WGS	302	32959979812	SAMEA4032096	14803208879	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818709	HiSeq X Ten	DN461233J:A12	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd638e10-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749531	WGS	302	27263868420	SAMEA4032097	12410997886	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818711	HiSeq X Ten	DN461233J:C12	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd7d7eb0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	NA
PRJEB15289	ERR1749532	WGS	302	29413596228	SAMEA4032098	13286361658	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818712	HiSeq X Ten	DN461233J:E12	PAIRED	RANDOM	GENOMIC	Aristochromis_christyi	ILLUMINA	2016-12-07T00:00:00Z	cd92db70-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Aristochromis christyi	NA	NA	NA
PRJEB15289	ERR1749534	WGS	302	34487381052	SAMEA4032099	15126900636	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818714	HiSeq X Ten	DN461234K:A1	PAIRED	RANDOM	GENOMIC	Gephyrochromis_lawsi	ILLUMINA	2016-12-07T00:00:00Z	d5a86820-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Gephyrochromis lawsi	NA	NA	NA
PRJEB15289	ERR1749535	WGS	302	30273607366	SAMEA4033294	13370807010	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818715	HiSeq X Ten	DN461234K:D1	PAIRED	RANDOM	GENOMIC	Melanochromis_auratus	ILLUMINA	2016-12-07T00:00:00Z	d5c87340-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Melanochromis auratus	NA	NA	NA
PRJEB15289	ERR1749536	WGS	302	29434342722	SAMEA4033295	12994932622	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818716	HiSeq X Ten	DN461234K:F1	PAIRED	RANDOM	GENOMIC	Oreochromis_squamipinnis	ILLUMINA	2016-12-07T00:00:00Z	d5dda8f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Oreochromis squamipinnis	NA	NA	NA
PRJEB15289	ERR1749539	WGS	302	30024445588	SAMEA4032101	13345868305	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818719	HiSeq X Ten	DN461234K:A2	PAIRED	RANDOM	GENOMIC	Labeotropheus_trewavasae	ILLUMINA	2016-12-07T00:00:00Z	d5fb1c00-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Labeotropheus trewavasae	NA	NA	NA
PRJEB15289	ERR1749540	WGS	302	33296549752	SAMEA4033297	14582265612	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818720	HiSeq X Ten	DN461234K:B2	PAIRED	RANDOM	GENOMIC	Labeotropheus_trewavasae	ILLUMINA	2016-12-07T00:00:00Z	d60702e0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Labeotropheus trewavasae	NA	NA	NA
PRJEB15289	ERR1749542	WGS	302	32351476992	SAMEA4033298	14284835898	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818722	HiSeq X Ten	DN461234K:D2	PAIRED	RANDOM	GENOMIC	Labeotropheus_trewavasae	ILLUMINA	2016-12-07T00:00:00Z	d61a63d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Labeotropheus trewavasae	NA	NA	NA
PRJEB15289	ERR1749544	WGS	302	26039098662	SAMEA4033299	11846786969	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818724	HiSeq X Ten	DN461234K:F2	PAIRED	RANDOM	GENOMIC	Labeotropheus_fuelleborni	ILLUMINA	2016-12-07T00:00:00Z	d62d0170-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Labeotropheus fuelleborni	NA	NA	NA
PRJEB15289	ERR1749546	WGS	302	33012376510	SAMEA4033300	14755102833	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818726	HiSeq X Ten	DN461234K:H2	PAIRED	RANDOM	GENOMIC	Labeotropheus_fuelleborni	ILLUMINA	2016-12-07T00:00:00Z	d640b080-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Labeotropheus fuelleborni	NA	NA	NA
PRJEB15289	ERR1749548	WGS	302	31361555118	SAMEA4033301	13328203712	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818728	HiSeq X Ten	DN461234K:B3	PAIRED	RANDOM	GENOMIC	Tyrannochromis_nigriventer	ILLUMINA	2016-12-07T00:00:00Z	d653c350-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Tyrannochromis nigriventer	NA	NA	NA
PRJEB15289	ERR1805665	WGS	302	26610137778	SAMEA4033331	12266869430	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1868692	HiSeq X Ten	DN461234K:C12	PAIRED	RANDOM	GENOMIC	Haplochromis_tweddlei	ILLUMINA	2017-01-25T00:00:00Z	SAMEA4033331	ERP017005	missing	ERS1204441	2017-01-24	2018-11-16	NA	NA	SC	2017-01-24T13:33:35Z	2016-06-14T15:58:42Z	public	ERS1204441	CICHM16429758	NA	NA	d9e12fd0-2348-11e6-a63e-3c4a9275d6c8	ERC000011
PRJEB15289	ERR1805666	WGS	302	30766396168	SAMEA4033332	14080997129	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1868693	HiSeq X Ten	DN461234K:D12	PAIRED	RANDOM	GENOMIC	Haplochromis_tweddlei	ILLUMINA	2017-01-25T00:00:00Z	SAMEA4033332	ERP017005	missing	ERS1204442	2017-01-24	2018-11-16	NA	NA	SC	2017-01-24T13:33:35Z	2016-06-14T15:58:43Z	public	ERS1204442	CICHM16429759	NA	NA	d9ea7ea0-2348-11e6-a63e-3c4a9275d6c8	ERC000011
PRJEB15289	ERR1743775	WGS	302	30234733322	SAMEA4033335	13611771035	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1812981	HiSeq X Ten	DN461383W:A1	PAIRED	RANDOM	GENOMIC	Serranochromis_robustus	ILLUMINA	2016-11-30T00:00:00Z	SAMEA4033335	ERP017005	missing	ERS1204445	2016-11-29	2018-11-16	NA	NA	SC	2016-11-29T09:32:26Z	2016-06-14T15:58:45Z	public	ERS1204445	CICHM16429765	NA	NA	e1af5340-2348-11e6-a63e-3c4a9275d6c8	ERC000011
PRJEB15289	ERR1743776	WGS	302	30950771396	SAMEA4033336	13629333716	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1812982	HiSeq X Ten	DN461383W:B1	PAIRED	RANDOM	GENOMIC	Serranochromis_angusticeps	ILLUMINA	2016-11-30T00:00:00Z	SAMEA4033336	ERP017005	missing	ERS1204446	2016-11-29	2018-11-16	NA	NA	SC	2016-11-29T09:32:26Z	2016-06-14T15:58:46Z	public	ERS1204446	CICHM16429766	NA	NA	e1c26610-2348-11e6-a63e-3c4a9275d6c8	ERC000011
PRJEB15289	ERR1743778	WGS	302	28788187448	SAMEA4033338	12990215153	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1812984	HiSeq X Ten	DN461383W:D1	PAIRED	RANDOM	GENOMIC	Ctenochromis_pectoralis	ILLUMINA	2016-11-30T00:00:00Z	SAMEA4033338	ERP017005	missing	ERS1204448	2016-11-29	2018-11-16	NA	NA	SC	2016-11-29T09:32:26Z	2016-06-14T15:58:47Z	public	ERS1204448	CICHM16429768	NA	NA	e1e68fe0-2348-11e6-a63e-3c4a9275d6c8	ERC000011
PRJEB15289	ERR1743779	WGS	302	35033938840	SAMEA4033339	15133066550	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1812985	HiSeq X Ten	DN461383W:D2	PAIRED	RANDOM	GENOMIC	Haplochromis_tweddlei	ILLUMINA	2016-11-30T00:00:00Z	SAMEA4033339	ERP017005	missing	ERS1204449	2016-11-29	2018-11-16	NA	NA	SC	2016-11-29T09:32:26Z	2016-06-14T15:58:51Z	public	ERS1204449	CICHM16429776	NA	NA	e24b6c30-2348-11e6-a63e-3c4a9275d6c8	ERC000011
