BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST
PRJEB5198	ERR407219	WGS	192	41107392	SAMEA2338559	25008145	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373580	Illumina HiSeq 2000	NG-5241_STD.BS5	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338559	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391883	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391883	BS5 River Three-spined stickleback	BS5	BS5 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407220	WGS	192	37879872	SAMEA2338559	22567242	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373581	Illumina HiSeq 2000	NG-5241_STD.BS5	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338559	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391883	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391883	BS5 River Three-spined stickleback	BS5	BS5 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407221	WGS	192	42999360	SAMEA2338559	26670101	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373582	Illumina HiSeq 2000	NG-5241_STD.BS5	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338559	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391883	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391883	BS5 River Three-spined stickleback	BS5	BS5 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407222	WGS	192	36801024	SAMEA2338559	21774779	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373583	Illumina HiSeq 2000	NG-5241_STD.BS5	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338559	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391883	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391883	BS5 River Three-spined stickleback	BS5	BS5 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407225	WGS	192	74122560	SAMEA2338559	45353981	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373586	Illumina HiSeq 2000	NG-5241_STD.BS5	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338559	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391883	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391883	BS5 River Three-spined stickleback	BS5	BS5 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407226	WGS	192	810900864	SAMEA2338594	526702788	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373587	Illumina HiSeq 2000	NG-5241_STD.BS6	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338594	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391871	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391871	BS6 Lake Three-spined stickleback	BS6	BS6 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407229	WGS	192	850986816	SAMEA2338594	550277244	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373590	Illumina HiSeq 2000	NG-5241_STD.BS6	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338594	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391871	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391871	BS6 Lake Three-spined stickleback	BS6	BS6 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407230	WGS	192	74828736	SAMEA2338594	50671172	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373591	Illumina HiSeq 2000	NG-5241_STD.BS6	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338594	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391871	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391871	BS6 Lake Three-spined stickleback	BS6	BS6 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407231	WGS	192	26398464	SAMEA2338594	16185654	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373592	Illumina HiSeq 2000	NG-5241_STD.BS6	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338594	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391871	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391871	BS6 Lake Three-spined stickleback	BS6	BS6 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407233	WGS	192	27303360	SAMEA2338594	17044617	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373594	Illumina HiSeq 2000	NG-5241_STD.BS6	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338594	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391871	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391871	BS6 Lake Three-spined stickleback	BS6	BS6 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407234	WGS	192	23889216	SAMEA2338594	14109364	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373595	Illumina HiSeq 2000	NG-5241_STD.BS6	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338594	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391871	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391871	BS6 Lake Three-spined stickleback	BS6	BS6 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407235	WGS	192	47735424	SAMEA2338594	29293521	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373596	Illumina HiSeq 2000	NG-5241_STD.BS6	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338594	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391871	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391871	BS6 Lake Three-spined stickleback	BS6	BS6 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407236	WGS	192	260989440	SAMEA2338552	176809224	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373597	Illumina HiSeq 2000	NG-5241_STD.BS7	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338552	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391884	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391884	BS7 River Three-spined stickleback	BS7	BS7 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407237	WGS	192	91333056	SAMEA2338552	56070257	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373598	Illumina HiSeq 2000	NG-5241_STD.BS7	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338552	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391884	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391884	BS7 River Three-spined stickleback	BS7	BS7 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407238	WGS	192	83446464	SAMEA2338552	49974863	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373599	Illumina HiSeq 2000	NG-5241_STD.BS7	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338552	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391884	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391884	BS7 River Three-spined stickleback	BS7	BS7 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407239	WGS	192	94303872	SAMEA2338552	58786015	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373600	Illumina HiSeq 2000	NG-5241_STD.BS7	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338552	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391884	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391884	BS7 River Three-spined stickleback	BS7	BS7 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407241	WGS	192	558831744	SAMEA2338552	386687374	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373602	Illumina HiSeq 2000	NG-5241_STD.BS7	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338552	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391884	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391884	BS7 River Three-spined stickleback	BS7	BS7 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407243	WGS	192	173106816	SAMEA2338552	105011049	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373604	Illumina HiSeq 2000	NG-5241_STD.BS7	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338552	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391884	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391884	BS7 River Three-spined stickleback	BS7	BS7 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407244	WGS	192	505849536	SAMEA2338579	341953376	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373605	Illumina HiSeq 2000	NG-5241_STD.BS8	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338579	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391872	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391872	BS8 Lake Three-spined stickleback	BS8	BS8 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407245	WGS	192	173170368	SAMEA2338579	107448832	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373606	Illumina HiSeq 2000	NG-5241_STD.BS8	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338579	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391872	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391872	BS8 Lake Three-spined stickleback	BS8	BS8 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407246	WGS	192	158138688	SAMEA2338579	96076640	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373607	Illumina HiSeq 2000	NG-5241_STD.BS8	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338579	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391872	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391872	BS8 Lake Three-spined stickleback	BS8	BS8 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407247	WGS	192	180769152	SAMEA2338579	113585536	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373608	Illumina HiSeq 2000	NG-5241_STD.BS8	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338579	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391872	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391872	BS8 Lake Three-spined stickleback	BS8	BS8 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407248	WGS	192	149058624	SAMEA2338579	90294493	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373609	Illumina HiSeq 2000	NG-5241_STD.BS8	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338579	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391872	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391872	BS8 Lake Three-spined stickleback	BS8	BS8 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407249	WGS	192	327460416	SAMEA2338579	200251547	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373610	Illumina HiSeq 2000	NG-5241_STD.BS8	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338579	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391872	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391872	BS8 Lake Three-spined stickleback	BS8	BS8 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high m...	ERC000011
PRJEB5198	ERR407251	WGS	192	83396352	SAMEA2338593	51928738	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373612	Illumina HiSeq 2000	NG-5241_STD.BS9	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338593	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391885	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391885	BS9 River Three-spined stickleback	BS9	BS9 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407252	WGS	192	75489216	SAMEA2338593	46109570	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373613	Illumina HiSeq 2000	NG-5241_STD.BS9	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338593	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391885	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391885	BS9 River Three-spined stickleback	BS9	BS9 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407256	WGS	192	513501120	SAMEA2338593	362234478	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373617	Illumina HiSeq 2000	NG-5241_STD.BS9	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338593	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391885	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391885	BS9 River Three-spined stickleback	BS9	BS9 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407257	WGS	192	173644800	SAMEA2338593	107048904	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373618	Illumina HiSeq 2000	NG-5241_STD.BS9	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338593	ERP004574	male	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391885	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391885	BS9 River Three-spined stickleback	BS9	BS9 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecula...	ERC000011
PRJEB5198	ERR407258	WGS	91	1050337798	SAMEA2338570	673243212	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373619	Illumina HiSeq 2000	NG-5353_4kb.BS31b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338570	ERP004574	female	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391887	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391887	BS31b River Three-spined stickleback	BS31b	BS31b Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
