Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,sex,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,sub_species,Isolate,BioSampleModel,strain,body_site,Label,pathovar,sample_name,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Age,common_name,BIOMATERIAL_PROVIDER,Cultivar,BREED,lat_lon,tissue,collected_by,Host,tissue_type,Isolation_source,geographic_location_(region_and_locality),Host_disease,geographic_location_(country_and/or_sea),project_name,Individual,passage_history,sample_type,host_description,host_disease_stage,host_tissue_sampled,host_health_state,host_scientific_name,COUNTRY,source_material_ID,actual_read_length (run),center_name (exp),env_biome,env_feature,env_material,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),Investigation_type,isol_growth_condt,num_replicons,Run (run),sequencing_method,total_bases (run),ref_biomaterial,host-associated_environmental_package,serovar,dev_stage,env_broad_scale,env_local_scale,env_medium,estimated_size,human_gut_environmental_package,locus_tag_prefix,Genotype,Ecotype,ENA_duplicate,store_cond,AssemblyName,attribute_package,biotic_relationship,dangling_references (run),health_disease_stat,host_species,IFSAC+_Category,isolate_name_alias,lab_host,nat-host,ontological_term,pathogenicity,pathotype,ploidy,propagation,provider,samp_collect_device,samp_mat_process,sample_accession (run),sample_same_as,serotype,Source_code,source_type,specific_host,specimen_category,specimen_voucher,trophic_level,uFORGE_Sample_ID,Warwick_ST
ERR849973,WGS,200,2581193000,PRJEB9057,SAMEA3334484,1710945038,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930884,Illumina HiSeq 2000,DNA_454,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334484,ERP010115,,,,,,,,,,,,,DNA_454,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334484,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:21Z,public,DNA_454,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849974,WGS,200,2352117400,PRJEB9057,SAMEA3334485,1551169510,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930885,Illumina HiSeq 2000,DNA_455,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334485,ERP010115,,,,,,,,,,,,,DNA_455,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334485,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:21Z,public,DNA_455,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849975,WGS,200,2816047600,PRJEB9057,SAMEA3334486,1824498949,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930886,Illumina HiSeq 2000,DNA_456,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334486,ERP010115,,,,,,,,,,,,,DNA_456,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334486,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:23Z,public,DNA_456,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849976,WGS,200,2615246200,PRJEB9057,SAMEA3334487,1730318288,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930887,Illumina HiSeq 2000,DNA_457,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334487,ERP010115,,,,,,,,,,,,,DNA_457,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334487,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:21Z,public,DNA_457,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849977,WGS,200,2870816400,PRJEB9057,SAMEA3334488,1885532228,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930888,Illumina HiSeq 2000,DNA_458,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334488,ERP010115,,,,,,,,,,,,,DNA_458,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334488,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:23Z,public,DNA_458,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849978,WGS,200,2311925400,PRJEB9057,SAMEA3334489,1525246664,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930889,Illumina HiSeq 2000,DNA_459,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334489,ERP010115,,,,,,,,,,,,,DNA_459,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334489,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:23Z,public,DNA_459,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849979,WGS,200,2737282400,PRJEB9057,SAMEA3334490,1772706761,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930890,Illumina HiSeq 2000,DNA_460,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334490,ERP010115,,,,,,,,,,,,,DNA_460,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334490,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:23Z,public,DNA_460,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849980,WGS,200,2457419000,PRJEB9057,SAMEA3334491,1614886579,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930891,Illumina HiSeq 2000,DNA_461,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334491,ERP010115,,,,,,,,,,,,,DNA_461,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334491,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:23Z,public,DNA_461,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849981,WGS,200,2409403400,PRJEB9057,SAMEA3334492,1557105511,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930892,Illumina HiSeq 2000,DNA_462,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334492,ERP010115,,,,,,,,,,,,,DNA_462,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334492,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:23Z,public,DNA_462,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849982,WGS,200,2736816800,PRJEB9057,SAMEA3334493,1764556270,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930893,Illumina HiSeq 2000,DNA_463,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334493,ERP010115,,,,,,,,,,,,,DNA_463,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334493,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:21Z,public,DNA_463,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849983,WGS,200,2804047600,PRJEB9057,SAMEA3334579,1838976101,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930894,Illumina HiSeq 2000,DNA_464,PAIRED,RANDOM,GENOMIC,Corvus frugilegus,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334579,ERP010115,,,,,,,,,,,,,DNA_464,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334579,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:00:47Z,public,DNA_464,,rook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849984,WGS,200,2923327200,PRJEB9057,SAMEA3334494,1904831654,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930895,Illumina HiSeq 2000,DNA_465,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334494,ERP010115,,,,,,,,,,,,,DNA_465,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334494,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:23Z,public,DNA_465,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849985,WGS,200,3004651600,PRJEB9057,SAMEA3334495,1977873444,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930896,Illumina HiSeq 2000,DNA_466,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334495,ERP010115,,,,,,,,,,,,,DNA_466,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334495,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:21Z,public,DNA_466,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849986,WGS,200,1915770400,PRJEB9057,SAMEA3334496,1243887955,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930897,Illumina HiSeq 2000,DNA_467,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334496,ERP010115,,,,,,,,,,,,,DNA_467,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334496,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:24Z,public,DNA_467,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849987,WGS,200,2142456800,PRJEB9057,SAMEA3334497,1425532444,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930898,Illumina HiSeq 2000,DNA_468,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334497,ERP010115,,,,,,,,,,,,,DNA_468,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334497,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:21Z,public,DNA_468,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849988,WGS,200,18943709800,PRJEB9057,SAMEA3334498,11926290165,UPPSALA UNIVERSITET,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930899,Illumina HiSeq 2000,DNA_469,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334498,ERP010115,,,,,,,,,,,,,DNA_469,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334498,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:21Z,public,DNA_469,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849989,WGS,200,18037451000,PRJEB9057,SAMEA3334499,11437379882,UPPSALA UNIVERSITET,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930900,Illumina HiSeq 2000,DNA_470,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334499,ERP010115,,,,,,,,,,,,,DNA_470,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334499,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:22Z,public,DNA_470,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849990,WGS,199,4949807197,PRJEB9057,SAMEA3334500,3249257372,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930901,Illumina HiSeq 2000,DNA_471,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334500,ERP010115,,,,,,,,,,,,,DNA_471,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334500,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:22Z,public,DNA_471,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849991,WGS,199,5171321460,PRJEB9057,SAMEA3334501,3439496527,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930902,Illumina HiSeq 2000,DNA_472,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334501,ERP010115,,,,,,,,,,,,,DNA_472,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334501,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:22Z,public,DNA_472,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849992,WGS,199,4130947271,PRJEB9057,SAMEA3334560,2721227106,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930903,Illumina HiSeq 2000,DNA_473,PAIRED,RANDOM,GENOMIC,Corvus dauuricus,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334560,ERP010115,,,,,,,,,,,,,DNA_473,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334560,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T13:23:04Z,public,DNA_473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849993,WGS,199,4308162542,PRJEB9057,SAMEA3334561,2875215230,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930904,Illumina HiSeq 2000,DNA_474,PAIRED,RANDOM,GENOMIC,Corvus dauuricus,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334561,ERP010115,,,,,,,,,,,,,DNA_474,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334561,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T13:23:04Z,public,DNA_474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849994,WGS,199,3870723727,PRJEB9057,SAMEA3334502,2546048060,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930905,Illumina HiSeq 2000,DNA_475,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334502,ERP010115,,,,,,,,,,,,,DNA_475,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334502,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:24Z,public,DNA_475,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849995,WGS,199,4043248568,PRJEB9057,SAMEA3334503,2694678083,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930906,Illumina HiSeq 2000,DNA_476,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334503,ERP010115,,,,,,,,,,,,,DNA_476,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334503,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:37:19Z,public,DNA_476,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849996,WGS,199,5604756793,PRJEB9057,SAMEA3334504,3691598454,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930907,Illumina HiSeq 2000,DNA_477,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334504,ERP010115,,,,,,,,,,,,,DNA_477,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334504,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:22Z,public,DNA_477,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR849997,WGS,199,5842351251,PRJEB9057,SAMEA3334505,3898310005,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930908,Illumina HiSeq 2000,DNA_478,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334505,ERP010115,,,,,,,,,,,,,DNA_478,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334505,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:22Z,public,DNA_478,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR850000,WGS,199,3549792049,PRJEB9057,SAMEA3334562,2332871217,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930911,Illumina HiSeq 2000,DNA_481,PAIRED,RANDOM,GENOMIC,Corvus dauuricus,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334562,ERP010115,,,,,,,,,,,,,DNA_481,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334562,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T13:23:04Z,public,DNA_481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR850001,WGS,199,3712928866,PRJEB9057,SAMEA3334563,2472970073,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930912,Illumina HiSeq 2000,DNA_482,PAIRED,RANDOM,GENOMIC,Corvus dauuricus,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334563,ERP010115,,,,,,,,,,,,,DNA_482,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334563,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T13:23:04Z,public,DNA_482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR850002,WGS,199,4524183012,PRJEB9057,SAMEA3334506,2986386236,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930913,Illumina HiSeq 2000,DNA_483,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334506,ERP010115,,,,,,,,,,,,,DNA_483,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334506,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:09:24Z,public,DNA_483,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR850003,WGS,199,4766406608,PRJEB9057,SAMEA3334507,3186598358,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930914,Illumina HiSeq 2000,DNA_484,PAIRED,RANDOM,GENOMIC,Corvus cornix,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334507,ERP010115,,,,,,,,,,,,,DNA_484,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334507,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T00:11:22Z,public,DNA_484,,hooded crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR850004,WGS,199,4007737615,PRJEB9057,SAMEA3334564,2682270090,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930915,Illumina HiSeq 2000,DNA_485,PAIRED,RANDOM,GENOMIC,Corvus dauuricus,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334564,ERP010115,,,,,,,,,,,,,DNA_485,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334564,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T13:23:04Z,public,DNA_485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR850005,WGS,199,4204139471,PRJEB9057,SAMEA3334565,2850569333,UPPSALA UNIVERSITET,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX930916,Illumina HiSeq 2000,DNA_486,PAIRED,RANDOM,GENOMIC,Corvus dauuricus,ILLUMINA,2016-08-10T00:00:00Z,SAMEA3334565,ERP010115,,,,,,,,,,,,,DNA_486,2016-08-09,2016-08-09,2018-11-16,2018-03-09,SAMEA3334565,UPPSALA UNIVERSITET,UPPSALA UNIVERSITET,2016-08-09T17:01:26Z,2018-03-09T13:23:02Z,public,DNA_486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
