BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	lat_lon	sub_species	use_species
PRJNA319295	SRR3512008	WGS	202	1851469986	SAMN04884563	862322544	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764172	Illumina HiSeq 2500	ww_reseq_97A12_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_97A/12	SRP074112	Model organism or animal	male	blood	97A/12	adult	2nd calendar year or older (2cy+)	1997-05-16	Sweden	Europe	Sweden: Haganas	56.3 N 14.700000000000045 E	trochilus	1
PRJNA319295	SRR3512010	WGS	202	1885565566	SAMN04884563	880350987	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764174	Illumina HiSeq 2500	ww_reseq_97A12_5	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_97A/12	SRP074112	Model organism or animal	male	blood	97A/12	adult	2nd calendar year or older (2cy+)	1997-05-16	Sweden	Europe	Sweden: Haganas	56.3 N 14.700000000000045 E	trochilus	1
PRJNA319295	SRR3465320	WGS	202	24058610262	SAMN04881205	10556502146	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1735224	Illumina HiSeq 2000	mate pair 3kb	PAIRED	RANDOM PCR	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L19	SRP074112	Model organism or animal	male	blood	01L/19	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3466714	WGS	202	18759614962	SAMN04881205	8260736771	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1736528	Illumina HiSeq 2000	mate pair 7kb	PAIRED	RANDOM PCR	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L19	SRP074112	Model organism or animal	male	blood	01L/19	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3466758	WGS	202	35143797794	SAMN04881205	14484575401	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1736536	Illumina HiSeq 2500	paired end 180	PAIRED	unspecified	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L19	SRP074112	Model organism or animal	male	blood	01L/19	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3466760	WGS	202	33521854348	SAMN04881205	13829218979	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1736536	Illumina HiSeq 2500	paired end 180	PAIRED	unspecified	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L19	SRP074112	Model organism or animal	male	blood	01L/19	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3511911	WGS	202	1599514376	SAMN04884558	741361641	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764075	Illumina HiSeq 2500	ww_reseq_00G03_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/03	SRP074112	Model organism or animal	male	blood	00G/03	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511912	WGS	202	1608541554	SAMN04884558	751445945	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764076	Illumina HiSeq 2500	ww_reseq_00G03_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/03	SRP074112	Model organism or animal	male	blood	00G/03	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511914	WGS	202	1641508964	SAMN04884558	768883645	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764078	Illumina HiSeq 2500	ww_reseq_00G03_5	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/03	SRP074112	Model organism or animal	male	blood	00G/03	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511916	WGS	202	1086093198	SAMN04884559	515724292	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764080	Illumina HiSeq 2500	ww_reseq_00G04_1	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/04	SRP074112	Model organism or animal	male	blood	00G/04	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511917	WGS	202	1312515200	SAMN04884559	603285335	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764081	Illumina HiSeq 2500	ww_reseq_00G04_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/04	SRP074112	Model organism or animal	male	blood	00G/04	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511918	WGS	202	1326126768	SAMN04884559	614531858	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764082	Illumina HiSeq 2500	ww_reseq_00G04_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/04	SRP074112	Model organism or animal	male	blood	00G/04	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511919	WGS	202	1342990536	SAMN04884559	625179388	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764083	Illumina HiSeq 2500	ww_reseq_00G04_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/04	SRP074112	Model organism or animal	male	blood	00G/04	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511920	WGS	202	1356472016	SAMN04884559	630077462	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764084	Illumina HiSeq 2500	ww_reseq_00G04_5	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/04	SRP074112	Model organism or animal	male	blood	00G/04	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511922	WGS	202	1404395910	SAMN04884560	671619652	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764086	Illumina HiSeq 2500	ww_reseq_00G10_1	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/10	SRP074112	Model organism or animal	male	blood	00G/10	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511925	WGS	202	1689823930	SAMN04884560	786747813	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764089	Illumina HiSeq 2500	ww_reseq_00G10_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/10	SRP074112	Model organism or animal	male	blood	00G/10	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511926	WGS	202	1702644870	SAMN04884560	790946922	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764090	Illumina HiSeq 2500	ww_reseq_00G10_5	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/10	SRP074112	Model organism or animal	male	blood	00G/10	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511928	WGS	202	1301977466	SAMN04884643	618976505	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764092	Illumina HiSeq 2500	ww_reseq_00J01_1	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00J/01	SRP074112	Model organism or animal	male	blood	00J/01	adult	2nd calendar year or older (2cy+)	2000-06-26	Sweden	Europe	Sweden: Smedstorp	59.6 N 15 E	trochilus	1
PRJNA319295	SRR3511932	WGS	202	1730605710	SAMN04884643	808696541	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764096	Illumina HiSeq 2500	ww_reseq_00J01_5	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00J/01	SRP074112	Model organism or animal	male	blood	00J/01	adult	2nd calendar year or older (2cy+)	2000-06-26	Sweden	Europe	Sweden: Smedstorp	59.6 N 15 E	trochilus	1
PRJNA319295	SRR3511933	WGS	202	1740321910	SAMN04884643	815101818	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764097	Illumina HiSeq 2500	ww_reseq_00J01_6	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00J/01	SRP074112	Model organism or animal	male	blood	00J/01	adult	2nd calendar year or older (2cy+)	2000-06-26	Sweden	Europe	Sweden: Smedstorp	59.6 N 15 E	trochilus	1
PRJNA319295	SRR3511934	WGS	202	1427830940	SAMN04884552	677250252	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764098	Illumina HiSeq 2500	ww_reseq_01K05_1	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01K05	SRP074112	Model organism or animal	male	blood	01K/05	adult	2nd calendar year or older (2cy+)	2001-06-09	Sweden	Europe	Sweden: Tornehamn	68.4 N 18.6 E	acredula	1
PRJNA319295	SRR3511935	WGS	202	1790728990	SAMN04884552	824620101	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764099	Illumina HiSeq 2500	ww_reseq_01K05_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01K05	SRP074112	Model organism or animal	male	blood	01K/05	adult	2nd calendar year or older (2cy+)	2001-06-09	Sweden	Europe	Sweden: Tornehamn	68.4 N 18.6 E	acredula	1
PRJNA319295	SRR3511936	WGS	202	1810512668	SAMN04884552	840503511	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764100	Illumina HiSeq 2500	ww_reseq_01K05_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01K05	SRP074112	Model organism or animal	male	blood	01K/05	adult	2nd calendar year or older (2cy+)	2001-06-09	Sweden	Europe	Sweden: Tornehamn	68.4 N 18.6 E	acredula	1
PRJNA319295	SRR3511937	WGS	202	1832788218	SAMN04884552	854590382	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764101	Illumina HiSeq 2500	ww_reseq_01K05_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01K05	SRP074112	Model organism or animal	male	blood	01K/05	adult	2nd calendar year or older (2cy+)	2001-06-09	Sweden	Europe	Sweden: Tornehamn	68.4 N 18.6 E	acredula	1
PRJNA319295	SRR3511943	WGS	202	1832895884	SAMN04884553	852225088	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764107	Illumina HiSeq 2500	ww_reseq_01K10_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01K10	SRP074112	Model organism or animal	male	blood	01K/10	adult	2nd calendar year or older (2cy+)	2001-06-09	Sweden	Europe	Sweden: Tornehamn	68.4 N 18.6 E	acredula	1
PRJNA319295	SRR3511944	WGS	202	1848362014	SAMN04884553	857774053	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764108	Illumina HiSeq 2500	ww_reseq_01K10_5	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01K10	SRP074112	Model organism or animal	male	blood	01K/10	adult	2nd calendar year or older (2cy+)	2001-06-09	Sweden	Europe	Sweden: Tornehamn	68.4 N 18.6 E	acredula	1
PRJNA319295	SRR3511947	WGS	202	2008919492	SAMN04881279	928054125	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764111	Illumina HiSeq 2500	ww_reseq_01L17_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L17	SRP074112	Model organism or animal	male	blood	01L/17	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3511949	WGS	202	2025515004	SAMN04881279	946777510	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764113	Illumina HiSeq 2500	ww_reseq_01L17_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L17	SRP074112	Model organism or animal	male	blood	01L/17	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3511951	WGS	202	2060748450	SAMN04881279	963820170	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764115	Illumina HiSeq 2500	ww_reseq_01L17_6	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L17	SRP074112	Model organism or animal	male	blood	01L/17	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3511954	WGS	202	1832862958	SAMN04881278	851406180	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764118	Illumina HiSeq 2500	ww_reseq_01L20_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L20	SRP074112	Model organism or animal	male	blood	01L/20	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3511959	WGS	202	1614359154	SAMN04884551	743407224	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764123	Illumina HiSeq 2500	ww_reseq_01M08_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01M08	SRP074112	Model organism or animal	male	blood	01M/08	adult	2nd calendar year or older (2cy+)	2001-06-10	Sweden	Europe	Sweden: Kaisepakte	68.3 N 19.299999999999955 E	acredula	1
PRJNA319295	SRR3511961	WGS	202	1631365736	SAMN04884551	760193719	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764125	Illumina HiSeq 2500	ww_reseq_01M08_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01M08	SRP074112	Model organism or animal	male	blood	01M/08	adult	2nd calendar year or older (2cy+)	2001-06-10	Sweden	Europe	Sweden: Kaisepakte	68.3 N 19.299999999999955 E	acredula	1
PRJNA319295	SRR3511964	WGS	202	2617361470	SAMN04884554	1231887451	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764128	Illumina HiSeq 2500	ww_reseq_01O01_1	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01O01	SRP074112	Model organism or animal	male	blood	01O/01	adult	2nd calendar year or older (2cy+)	2001-06-12	Sweden	Europe	Sweden: Kallax	65.5 N 22.1 E	acredula	1
PRJNA319295	SRR3511965	WGS	202	3357493914	SAMN04884554	1528257997	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764129	Illumina HiSeq 2500	ww_reseq_01O01_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01O01	SRP074112	Model organism or animal	male	blood	01O/01	adult	2nd calendar year or older (2cy+)	2001-06-12	Sweden	Europe	Sweden: Kallax	65.5 N 22.1 E	acredula	1
PRJNA319295	SRR3511967	WGS	202	3472033570	SAMN04884554	1601744017	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764131	Illumina HiSeq 2500	ww_reseq_01O01_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01O01	SRP074112	Model organism or animal	male	blood	01O/01	adult	2nd calendar year or older (2cy+)	2001-06-12	Sweden	Europe	Sweden: Kallax	65.5 N 22.1 E	acredula	1
PRJNA319295	SRR3511969	WGS	202	3528572562	SAMN04884554	1628434309	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764133	Illumina HiSeq 2500	ww_reseq_01O01_6	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01O01	SRP074112	Model organism or animal	male	blood	01O/01	adult	2nd calendar year or older (2cy+)	2001-06-12	Sweden	Europe	Sweden: Kallax	65.5 N 22.1 E	acredula	1
PRJNA319295	SRR3511971	WGS	202	3494000464	SAMN04884555	1610782008	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764135	Illumina HiSeq 2500	ww_reseq_01O04_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01O04	SRP074112	Model organism or animal	male	blood	01O/04	adult	2nd calendar year or older (2cy+)	2001-06-12	Sweden	Europe	Sweden: Kallax	65.5 N 22.100000000000023 E	acredula	1
PRJNA319295	SRR3511976	WGS	202	2142590366	SAMN04884556	1019133903	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764140	Illumina HiSeq 2500	ww_reseq_01O06_1	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01O06	SRP074112	Model organism or animal	male	blood	01O/06	adult	2nd calendar year or older (2cy+)	2001-06-12	Sweden	Europe	Sweden: Kallax	65.5 N 22.100000000000023 E	acredula	1
PRJNA319295	SRR3511980	WGS	202	2837550560	SAMN04884556	1320752980	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764144	Illumina HiSeq 2500	ww_reseq_01O06_5	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01O06	SRP074112	Model organism or animal	male	blood	01O/06	adult	2nd calendar year or older (2cy+)	2001-06-12	Sweden	Europe	Sweden: Kallax	65.5 N 22.100000000000023 E	acredula	1
PRJNA319295	SRR3511983	WGS	202	2229160092	SAMN04884644	1022414537	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764147	Illumina HiSeq 2500	ww_reseq_01P02_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_01P/02	SRP074112	Model organism or animal	male	blood	01P/02	adult	2nd calendar year or older (2cy+)	2001-06-14	Sweden	Europe	Sweden: Barko	60.2 N 18.200000000000045 E	trochilus	1
PRJNA319295	SRR3511985	WGS	202	2258424236	SAMN04884644	1048274310	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764149	Illumina HiSeq 2500	ww_reseq_01P02_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_01P/02	SRP074112	Model organism or animal	male	blood	01P/02	adult	2nd calendar year or older (2cy+)	2001-06-14	Sweden	Europe	Sweden: Barko	60.2 N 18.200000000000045 E	trochilus	1
PRJNA319295	SRR3511988	WGS	202	1441940034	SAMN04884645	683498162	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764152	Illumina HiSeq 2500	ww_reseq_03K06_1	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_03K/06	SRP074112	Model organism or animal	male	blood	03K/06	adult	2nd calendar year or older (2cy+)	2003-06-27	Sweden	Europe	Sweden: Grasmaro	58.3 N 17 E	trochilus	1
PRJNA319295	SRR3511990	WGS	202	1918885870	SAMN04884645	892576851	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764154	Illumina HiSeq 2500	ww_reseq_03K06_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_03K/06	SRP074112	Model organism or animal	male	blood	03K/06	adult	2nd calendar year or older (2cy+)	2003-06-27	Sweden	Europe	Sweden: Grasmaro	58.3 N 17 E	trochilus	1
PRJNA319295	SRR3511992	WGS	202	1955859950	SAMN04884645	912126137	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764156	Illumina HiSeq 2500	ww_reseq_03K06_5	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_03K/06	SRP074112	Model organism or animal	male	blood	03K/06	adult	2nd calendar year or older (2cy+)	2003-06-27	Sweden	Europe	Sweden: Grasmaro	58.3 N 17 E	trochilus	1
PRJNA319295	SRR3511995	WGS	202	1531187472	SAMN04884561	707724980	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764159	Illumina HiSeq 2500	ww_reseq_96A01_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_96A/01	SRP074112	Model organism or animal	male	blood	96A/01	adult	2nd calendar year or older (2cy+)	1996-05-07	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3512000	WGS	202	1669590196	SAMN04884562	802086714	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764164	Illumina HiSeq 2500	ww_reseq_96B07_1	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_96B/07	SRP074112	Model organism or animal	male	blood	96B/07	adult	2nd calendar year or older (2cy+)	1996-05-14	Sweden	Europe	Sweden: Kvismaren	59.2 N 15.4 E	trochilus	1
PRJNA319295	SRR3512001	WGS	202	2025895572	SAMN04884562	933952933	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764165	Illumina HiSeq 2500	ww_reseq_96B07_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_96B/07	SRP074112	Model organism or animal	male	blood	96B/07	adult	2nd calendar year or older (2cy+)	1996-05-14	Sweden	Europe	Sweden: Kvismaren	59.2 N 15.4 E	trochilus	1
PRJNA319295	SRR3512002	WGS	202	2029178274	SAMN04884562	942919627	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764166	Illumina HiSeq 2500	ww_reseq_96B07_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_96B/07	SRP074112	Model organism or animal	male	blood	96B/07	adult	2nd calendar year or older (2cy+)	1996-05-14	Sweden	Europe	Sweden: Kvismaren	59.2 N 15.4 E	trochilus	1
