BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	AGE	Ecotype	use_species
PRJNA422339	SRR6384245	WGS	200	7000000000	SAMN13381260	2759283392	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477912	Illumina HiSeq 2500	wHAXPI033856-101	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample52	SRP126917	Model organism or animal	not determined	sketetal muscle	sample52	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 623 km	1
PRJNA422339	SRR6384246	WGS	200	7000000000	SAMN13381259	2747207204	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477911	Illumina HiSeq 2500	wHAXPI033855-98	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample51	SRP126917	Model organism or animal	not determined	sketetal muscle	sample51	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 622 km	1
PRJNA422339	SRR6384247	WGS	200	7000000000	SAMN13381266	2865894310	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477910	Illumina HiSeq 2500	wHAXPI033866-17	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample58	SRP126917	Model organism or animal	not determined	sketetal muscle	sample58	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 620 km	1
PRJNA422339	SRR6384248	WGS	200	7000000000	SAMN13381265	2903940043	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477909	Illumina HiSeq 2500	wHAXPI033865-142	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample57	SRP126917	Model organism or animal	not determined	sketetal muscle	sample57	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 619 km	1
PRJNA422339	SRR6384249	WGS	200	7000000000	SAMN13381264	2928984227	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477908	Illumina HiSeq 2500	wHAXPI033861-133	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample56	SRP126917	Model organism or animal	not determined	sketetal muscle	sample56	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 618 km	1
PRJNA422339	SRR6384250	WGS	200	7000000000	SAMN13381263	2719784080	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477907	Illumina HiSeq 2500	wHAXPI033860-112	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample55	SRP126917	Model organism or animal	not determined	sketetal muscle	sample55	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 626 km	1
PRJNA422339	SRR6384252	WGS	200	7000000000	SAMN13381268	2870055150	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477905	Illumina HiSeq 2500	wHAXPI033869-140	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample60	SRP126917	Model organism or animal	not determined	sketetal muscle	sample60	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 622 km	1
PRJNA422339	SRR6384253	WGS	200	7000000000	SAMN13381267	2866271779	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477904	Illumina HiSeq 2500	wHAXPI033867-13	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample59	SRP126917	Model organism or animal	not determined	sketetal muscle	sample59	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 621 km	1
PRJNA422339	SRR6384254	WGS	199	6999919816	SAMN13381218	2650884421	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477903	Illumina HiSeq 2500	wHAXPI033730-23	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample10	SRP126917	Model organism or animal	not determined	sketetal muscle	sample10	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 626 km	1
PRJNA422339	SRR6384255	WGS	200	7000000000	SAMN13381217	2996691578	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477902	Illumina HiSeq 2500	wHAXPI033729-22	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample9	SRP126917	Model organism or animal	not determined	sketetal muscle	sample9	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 625 km	1
PRJNA422339	SRR6384256	WGS	200	7000000000	SAMN13381214	2995451299	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477901	Illumina HiSeq 2500	wHAXPI033726-19	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample6	SRP126917	Model organism or animal	not determined	sketetal muscle	sample6	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 622 km	1
PRJNA422339	SRR6384257	WGS	200	7000000000	SAMN13381213	3060644985	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477900	Illumina HiSeq 2500	wHAXPI033725-18	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample5	SRP126917	Model organism or animal	not determined	sketetal muscle	sample5	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 621 km	1
PRJNA422339	SRR6384258	WGS	200	7000000000	SAMN13381216	3024216212	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477899	Illumina HiSeq 2500	wHAXPI033728-21	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample8	SRP126917	Model organism or animal	not determined	sketetal muscle	sample8	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 624 km	1
PRJNA422339	SRR6384259	WGS	200	7000000000	SAMN13381215	2968800206	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477898	Illumina HiSeq 2500	wHAXPI033727-20	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample7	SRP126917	Model organism or animal	not determined	sketetal muscle	sample7	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 623 km	1
PRJNA422339	SRR6384261	WGS	200	7000000000	SAMN08177143	3053199627	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477896	Illumina HiSeq 2500	wHAXPI033721-13	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample1	SRP126917	Model organism or animal	not determined	skeletal muscle	sample1	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 618 km	1
PRJNA422339	SRR6384262	WGS	200	7000000000	SAMN13381212	3044669746	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477895	Illumina HiSeq 2500	wHAXPI033724-17	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample4	SRP126917	Model organism or animal	not determined	sketetal muscle	sample4	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 620 km	1
PRJNA422339	SRR6384263	WGS	200	7000000000	SAMN13381211	3074849247	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477894	Illumina HiSeq 2500	wHAXPI033723-16	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample3	SRP126917	Model organism or animal	not determined	sketetal muscle	sample3	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 619 km	1
PRJNA422339	SRR6384268	WGS	200	7000000000	SAMN13381257	2765314345	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477889	Illumina HiSeq 2500	wHAXPI033853-94	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample49	SRP126917	Model organism or animal	not determined	sketetal muscle	sample49	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 620 km	1
PRJNA422339	SRR6384269	WGS	200	7000000000	SAMN13381258	2722711773	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477888	Illumina HiSeq 2500	wHAXPI033854-95	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample50	SRP126917	Model organism or animal	not determined	sketetal muscle	sample50	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 621 km	1
PRJNA422339	SRR6384272	WGS	200	7000000000	SAMN13381253	2755112652	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477885	Illumina HiSeq 2500	wHAXPI033849-88	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample45	SRP126917	Model organism or animal	not determined	sketetal muscle	sample45	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 625 km	1
PRJNA422339	SRR6384273	WGS	200	7000000000	SAMN13381254	2726957725	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477884	Illumina HiSeq 2500	wHAXPI033850-89	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample46	SRP126917	Model organism or animal	not determined	sketetal muscle	sample46	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 626 km	1
PRJNA422339	SRR6384274	WGS	200	7000000000	SAMN13381255	2743288239	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477883	Illumina HiSeq 2500	wHAXPI033851-92	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample47	SRP126917	Model organism or animal	not determined	sketetal muscle	sample47	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 618 km	1
PRJNA422339	SRR6384275	WGS	200	7000000000	SAMN13381256	2753640064	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477882	Illumina HiSeq 2500	wHAXPI033852-93	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample48	SRP126917	Model organism or animal	not determined	sketetal muscle	sample48	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 619 km	1
PRJNA422339	SRR6384276	WGS	200	7000000000	SAMN13381249	2770477326	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477881	Illumina HiSeq 2500	wHAXPI033845-80	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample41	SRP126917	Model organism or animal	not determined	sketetal muscle	sample41	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 621 km	1
PRJNA422339	SRR6384278	WGS	200	7000000000	SAMN13381251	2784254067	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477879	Illumina HiSeq 2500	wHAXPI033847-84	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample43	SRP126917	Model organism or animal	not determined	sketetal muscle	sample43	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 623 km	1
PRJNA422339	SRR6384279	WGS	200	7000000000	SAMN13381252	2789141745	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477878	Illumina HiSeq 2500	wHAXPI033848-87	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample44	SRP126917	Model organism or animal	not determined	sketetal muscle	sample44	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 624 km	1
PRJNA422339	SRR6384280	WGS	200	7000000000	SAMN13381288	2851396030	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477877	Illumina HiSeq 2500	wHAXPI033931-36	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample80	SRP126917	Model organism or animal	not determined	sketetal muscle	sample80	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 624 km	1
PRJNA422339	SRR6384281	WGS	200	7000000000	SAMN13381287	2717935653	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477876	Illumina HiSeq 2500	wHAXPI033930-35	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample79	SRP126917	Model organism or animal	not determined	sketetal muscle	sample79	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 623 km	1
PRJNA422339	SRR6384282	WGS	200	7000000000	SAMN13381280	2948209745	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477875	Illumina HiSeq 2500	wHAXPI033923-27	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample72	SRP126917	Model organism or animal	not determined	sketetal muscle	sample72	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 625 km	1
PRJNA422339	SRR6384283	WGS	200	7000000000	SAMN13381279	2944876342	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477874	Illumina HiSeq 2500	wHAXPI033922-26	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample71	SRP126917	Model organism or animal	not determined	sketetal muscle	sample71	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 624 km	1
PRJNA422339	SRR6384284	WGS	200	7000000000	SAMN13381282	2714742753	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477873	Illumina HiSeq 2500	wHAXPI033925-29	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample74	SRP126917	Model organism or animal	not determined	sketetal muscle	sample74	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 618 km	1
PRJNA422339	SRR6384285	WGS	200	7000000000	SAMN13381281	2726407435	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477872	Illumina HiSeq 2500	wHAXPI033924-28	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample73	SRP126917	Model organism or animal	not determined	sketetal muscle	sample73	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 626 km	1
PRJNA422339	SRR6384286	WGS	200	7000000000	SAMN13381284	2710433904	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477871	Illumina HiSeq 2500	wHAXPI033927-31	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample76	SRP126917	Model organism or animal	not determined	sketetal muscle	sample76	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 620 km	1
PRJNA422339	SRR6384287	WGS	200	7000000000	SAMN13381283	2727767943	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477870	Illumina HiSeq 2500	wHAXPI033926-30	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample75	SRP126917	Model organism or animal	not determined	sketetal muscle	sample75	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 619 km	1
PRJNA422339	SRR6384288	WGS	200	7000000000	SAMN13381286	2719655262	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477869	Illumina HiSeq 2500	wHAXPI033929-34	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample78	SRP126917	Model organism or animal	not determined	sketetal muscle	sample78	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 622 km	1
PRJNA422339	SRR6384289	WGS	200	7000000000	SAMN13381285	2724713338	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477868	Illumina HiSeq 2500	wHAXPI033928-32	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample77	SRP126917	Model organism or animal	not determined	sketetal muscle	sample77	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 621 km	1
PRJNA422339	SRR6384218	WGS	200	7000000000	SAMN13381296	2705477562	BGI	public	sra,fastq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	SRX3477939	Illumina HiSeq 2500	wHAXPI033968-54	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample88	SRP126917	Model organism or animal	not determined	sketetal muscle	sample88	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 623 km	1
PRJNA422339	SRR6384260	WGS	200	7000000000	SAMN13381210	3045791719	BGI	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	SRX3477897	Illumina HiSeq 2500	wHAXPI033722-15	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample2	SRP126917	Model organism or animal	not determined	sketetal muscle	sample2	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 618 km	1
PRJNA422339	SRR6384277	WGS	200	7000000000	SAMN13381250	2769112210	BGI	public	fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX3477880	Illumina HiSeq 2500	wHAXPI033846-81	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample42	SRP126917	Model organism or animal	not determined	sketetal muscle	sample42	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 622 km	1
PRJNA422339	SRR6384206	WGS	200	7000000000	SAMN13381223	3023114115	BGI	public	sra,fastq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US	SRX3477951	Illumina HiSeq 2500	wHAXPI033735-28	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample15	SRP126917	Model organism or animal	not determined	sketetal muscle	sample15	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 622 km	1
PRJNA422339	SRR6384186	WGS	200	7000000000	SAMN13381270	2892735544	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477971	Illumina HiSeq 2500	wHAXPI033874-15	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample62	SRP126917	Model organism or animal	not determined	sketetal muscle	sample62	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 624 km	1
PRJNA422339	SRR6384195	WGS	200	7000000000	SAMN13381302	2820974549	BGI	public	sra,fastq	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3477962	Illumina HiSeq 2500	wHAXPI033974-72	PAIRED	RANDOM	GENOMIC	Coilia_nasus	ILLUMINA	2019-01-01T00:00:00Z	anchovy_sample94	SRP126917	Model organism or animal	not determined	sketetal muscle	sample94	not determined	along the Yellow Sea\, the Yangtze River and the Poyang Lake in a wide range of 620 km	1
