BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Biomaterial_provider	Collection_date	Sample_Type	Strain	Breed	Cultivar	Sample_code	use_species
PRJNA642736	SRR12106906	WGS	302	19713872346	SAMN15398072	7068404322	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631096	Illumina NovaSeq 6000	HGS24_Landvik_Atlantic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS24_Landvik	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Norway:Landvik	NA	NA	pool	NA	NA	NA	HGS24_Landvik	1
PRJNA642736	SRR12106907	WGS	299	32402950862	SAMN15398071	12370800255	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631095	Illumina NovaSeq 6000	HGS11_RingkobingFjord_NorthSea_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS11_RingkobingFjord	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Denmark:Ringkobing Fjord	NA	NA	pool	NA	NA	NA	HGS11_RingkobingFjord	1
PRJNA642736	SRR12106908	WGS	299	38347042048	SAMN15398070	15867096896	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631094	Illumina NovaSeq 6000	HGS5_Schlei_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS5_Schlei	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea:Schlei	NA	NA	pool	NA	NA	NA	HGS5_Schlei	1
PRJNA642736	SRR12106909	WGS	299	44314678868	SAMN15398069	18373932702	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631093	Illumina NovaSeq 6000	HGS6_Schlei_Baltic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS6_Schlei	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea:Schlei	NA	NA	pool	NA	NA	NA	HGS6_Schlei	1
PRJNA642736	SRR12106912	WGS	249	18075315312	SAMN15398067	8297084392	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631090	Illumina NovaSeq 6000	TysklandS33_Germany_Baltic_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	TysklandS33	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea:Ariadnegrund	NA	NA	pool	NA	NA	NA	TysklandS33	1
PRJNA642736	SRR12106914	WGS	299	58638188916	SAMN15398065	24467244487	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631088	Illumina NovaSeq 6000	HGS72_Rugen_Baltic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS72_Rugen	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea: Rugen	NA	NA	pool	NA	NA	NA	HGS72_Rugen	1
PRJNA642736	SRR12106915	WGS	296	34967672609	SAMN15398064	14888770246	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631087	Illumina NovaSeq 6000	HGS71_Rugen_Baltic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS71_Rugen	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea: Rugen	NA	NA	pool	NA	NA	NA	HGS71_Rugen	1
PRJNA642736	SRR12106916	WGS	299	67118867647	SAMN15398063	28032605422	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631086	Illumina NovaSeq 6000	HGS4_Riga_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS4_Riga	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea: Riga	NA	NA	pool	NA	NA	NA	HGS4_Riga	1
PRJNA642736	SRR12106917	WGS	299	65763320330	SAMN15398062	27621958997	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631085	Illumina NovaSeq 6000	HGS3_Riga_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS3_Riga	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea: Riga	NA	NA	pool	NA	NA	NA	HGS3_Riga	1
PRJNA642736	SRR12106918	WGS	299	60709814434	SAMN15398061	25146955299	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631084	Illumina NovaSeq 6000	HGS2_Riga_Baltic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS2_Riga	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea: Riga	NA	NA	pool	NA	NA	NA	HGS2_Riga	1
PRJNA642736	SRR12106919	WGS	299	67771541355	SAMN15398060	27748501450	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631083	Illumina NovaSeq 6000	HGS1_Riga_Baltic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS1_Riga	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea: Riga	NA	NA	pool	NA	NA	NA	HGS1_Riga	1
PRJNA642736	SRR12106920	WGS	250	26522114750	SAMN15398059	11976368400	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631082	Illumina NovaSeq 6000	Fehmarn44_Fehmarn_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Fehmarn44	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Baltic Sea: Fehmarn	NA	NA	individual	NA	NA	NA	Fehmarn44	1
PRJNA642736	SRR12106922	WGS	250	26348546250	SAMN15398058	11425592268	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631080	Illumina NovaSeq 6000	Fehmarn6_Fehmarn_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Fehmarn6	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Baltic Sea: Fehmarn	NA	NA	individual	NA	NA	NA	Fehmarn6	1
PRJNA642736	SRR12106923	WGS	250	22572411750	SAMN15398057	9788883618	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631079	Illumina NovaSeq 6000	Fehmarn3_Fehmarn_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Fehmarn3	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Baltic Sea: Fehmarn	NA	NA	individual	NA	NA	NA	Fehmarn3	1
PRJNA642736	SRR12106924	WGS	250	53730479250	SAMN15398056	24899725480	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631078	Illumina NovaSeq 6000	Gavle100_Gavle_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Gavle100	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Baltic Sea: Gavle	NA	NA	individual	NA	NA	NA	Gavle100	1
PRJNA642736	SRR12106927	WGS	302	6143606838	SAMN15398053	2198798476	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631075	Illumina NovaSeq 6000	AAL3_CelticSea_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AAL3_CelticSea	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Celtic Sea	NA	NA	individual	NA	NA	NA	AAL3_CelticSea	1
PRJNA642736	SRR12106928	WGS	302	6185319078	SAMN15398053	2213587285	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631074	Illumina NovaSeq 6000	AAL3_CelticSea_Atlantic_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AAL3_CelticSea	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Celtic Sea	NA	NA	individual	NA	NA	NA	AAL3_CelticSea	1
PRJNA642736	SRR12106930	WGS	302	6240517430	SAMN15398052	2197691063	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631072	Illumina NovaSeq 6000	AAL2_CelticSea_Atlantic_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AAL2_CelticSea	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Celtic Sea	NA	NA	individual	NA	NA	NA	AAL2_CelticSea	1
PRJNA642736	SRR12106933	WGS	302	5385676532	SAMN15398051	1933323893	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631069	Illumina NovaSeq 6000	AAL1_CelticSea_Atlantic_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AAL1_CelticSea	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Celtic Sea	NA	NA	individual	NA	NA	NA	AAL1_CelticSea	1
PRJNA642736	SRR12106934	WGS	302	5808670416	SAMN15398050	2056196172	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631068	Illumina NovaSeq 6000	AK3_Downs_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AK3_Downs	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	English channel:Downs	NA	NA	individual	NA	NA	NA	AK3_Downs	1
PRJNA642736	SRR12106935	WGS	302	5844696298	SAMN15398050	2069320279	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631067	Illumina NovaSeq 6000	AK3_Downs_Atlantic_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AK3_Downs	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	English channel:Downs	NA	NA	individual	NA	NA	NA	AK3_Downs	1
PRJNA642736	SRR12106936	WGS	302	6637480726	SAMN15398049	2357166967	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631066	Illumina NovaSeq 6000	AK2_Downs_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AK2_Downs	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	English channel:Downs	NA	NA	individual	NA	NA	NA	AK2_Downs	1
PRJNA642736	SRR12106937	WGS	302	6684084158	SAMN15398049	2374833585	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631065	Illumina NovaSeq 6000	AK2_Downs_Atlantic_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AK2_Downs	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	English channel:Downs	NA	NA	individual	NA	NA	NA	AK2_Downs	1
PRJNA642736	SRR12106938	WGS	302	5631713818	SAMN15398048	2021734734	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631064	Illumina NovaSeq 6000	AK1_Downs_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AK1_Downs	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	English channel:Downs	NA	NA	individual	NA	NA	NA	AK1_Downs	1
PRJNA642736	SRR12106939	WGS	302	5692526954	SAMN15398048	2043919633	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631063	Illumina NovaSeq 6000	AK1_Downs_Atlantic_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AK1_Downs	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	English channel:Downs	NA	NA	individual	NA	NA	NA	AK1_Downs	1
PRJNA642736	SRR12106940	WGS	302	6379682050	SAMN15398047	2303014239	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631062	Illumina NovaSeq 6000	Z14_IsleofMan_Atlantic_Autumn_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z14_IsleofMan	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Irish Sea:Isle Of Man	NA	NA	individual	NA	NA	NA	Z14_IsleofMan	1
PRJNA642736	SRR12106941	WGS	302	6427618208	SAMN15398047	2320680334	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631061	Illumina NovaSeq 6000	Z14_IsleofMan_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z14_IsleofMan	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Irish Sea:Isle Of Man	NA	NA	individual	NA	NA	NA	Z14_IsleofMan	1
PRJNA642736	SRR12106942	WGS	302	5554209142	SAMN15398046	2000044792	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631060	Illumina NovaSeq 6000	Z12_IsleofMan_Atlantic_Autumn_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z12_IsleofMan	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Irish Sea:Isle Of Man	NA	NA	individual	NA	NA	NA	Z12_IsleofMan	1
PRJNA642736	SRR12106944	WGS	302	5604407582	SAMN15398046	2018244818	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631058	Illumina NovaSeq 6000	Z12_IsleofMan_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z12_IsleofMan	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Irish Sea:Isle Of Man	NA	NA	individual	NA	NA	NA	Z12_IsleofMan	1
PRJNA642736	SRR12106945	WGS	302	8664204840	SAMN15398045	3137417541	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631057	Illumina NovaSeq 6000	Z4_IsleofMan_Atlantic_Autumn_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z4_IsleofMan	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Irish Sea:Isle Of Man	NA	NA	individual	NA	NA	NA	Z4_IsleofMan	1
PRJNA642736	SRR12106947	WGS	250	15850303000	SAMN15398044	6838626128	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631055	Illumina NovaSeq 6000	NorthSea34_NorthSea_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NorthSea34	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	North Sea	NA	NA	individual	NA	NA	NA	NorthSea34	1
PRJNA642736	SRR12106948	WGS	250	15882116750	SAMN15398043	6863001594	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631054	Illumina NovaSeq 6000	NorthSea19_NorthSea_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NorthSea19	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	North Sea	NA	NA	individual	NA	NA	NA	NorthSea19	1
PRJNA642736	SRR12106949	WGS	250	15977515250	SAMN15398042	7263798466	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631053	Illumina NovaSeq 6000	NorthSea13_NorthSea_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NorthSea13	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	North Sea	NA	NA	individual	NA	NA	NA	NorthSea13	1
PRJNA642736	SRR12106950	WGS	302	5305353894	SAMN15398041	1886206142	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631052	Illumina NovaSeq 6000	NSSH36_Norway_Atlantic_Spring_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH36	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Norway	NA	NA	individual	NA	NA	NA	NSSH36	1
PRJNA642736	SRR12106951	WGS	302	5340273852	SAMN15398041	1898970196	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631051	Illumina NovaSeq 6000	NSSH36_Norway_Atlantic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH36	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Norway	NA	NA	individual	NA	NA	NA	NSSH36	1
PRJNA642736	SRR12106952	WGS	302	6668171174	SAMN15398040	2419547443	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631050	Illumina NovaSeq 6000	NSSH34_Norway_Atlantic_Spring_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH34	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Norway	NA	NA	individual	NA	NA	NA	NSSH34	1
PRJNA642736	SRR12106953	WGS	302	6718464442	SAMN15398040	2438811802	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631049	Illumina NovaSeq 6000	NSSH34_Norway_Atlantic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH34	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Norway	NA	NA	individual	NA	NA	NA	NSSH34	1
PRJNA642736	SRR12106955	WGS	302	5217257172	SAMN15398039	1862033689	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631047	Illumina NovaSeq 6000	NSSH33_Norway_Atlantic_Spring_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH33	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Norway	NA	NA	individual	NA	NA	NA	NSSH33	1
PRJNA642736	SRR12106882	WGS	302	5878488890	SAMN15398086	2130066304	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631120	Illumina NovaSeq 6000	HGS21_Hebrides_Atlantic_Mixed_rg3	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS21_Hebrides	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	North Sea:Hebrides	NA	NA	pool	NA	NA	NA	HGS21_Hebrides	1
PRJNA642736	SRR12106925	WGS	250	44921137250	SAMN15398055	19827981130	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631077	Illumina NovaSeq 6000	Gavle98_Gavle_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Gavle98	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Baltic Sea: Gavle	NA	NA	individual	NA	NA	NA	Gavle98	1
PRJNA642736	SRR12106911	WGS	300	30039395880	SAMN15398068	11443679485	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631091	Illumina NovaSeq 6000	HGS12_BornholmBasin_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS12_BornholmBasin	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea:Bornholm	NA	NA	pool	NA	NA	NA	HGS12_BornholmBasin	1
PRJNA642736	SRR12106931	WGS	302	5335574732	SAMN15398051	1915620367	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631071	Illumina NovaSeq 6000	AAL1_CelticSea_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AAL1_CelticSea	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Celtic Sea	NA	NA	individual	NA	NA	NA	AAL1_CelticSea	1
PRJNA642736	SRR12106891	WGS	299	33996966359	SAMN15398081	12869552082	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631111	Illumina NovaSeq 6000	HGS10_Downs_EnglishChannel_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS10_Downs	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	English channel:Downs	NA	NA	pool	NA	NA	NA	HGS10_Downs	1
PRJNA642736	SRR12106956	WGS	302	5257692556	SAMN15398039	1876308190	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631046	Illumina NovaSeq 6000	NSSH33_Norway_Atlantic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH33	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Norway	NA	NA	individual	NA	NA	NA	NSSH33	1
PRJNA642736	SRR12106913	WGS	251	30097247621	SAMN15398066	14772646510	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631089	Illumina NovaSeq 6000	TysklandS18_Germany_Baltic_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	TysklandS18	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	Baltic Sea:Ariadnegrund	NA	NA	pool	NA	NA	NA	TysklandS18	1
PRJNA642736	SRR12106929	WGS	302	6167820896	SAMN15398052	2170910037	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631073	Illumina NovaSeq 6000	AAL2_CelticSea_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AAL2_CelticSea	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Celtic Sea	NA	NA	individual	NA	NA	NA	AAL2_CelticSea	1
PRJNA642736	SRR12106946	WGS	302	8767837650	SAMN15398045	3175771563	UPPSALA UNIVERSITY	public	fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX8631056	Illumina NovaSeq 6000	Z4_IsleofMan_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z4_IsleofMan	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Irish Sea:Isle Of Man	NA	NA	individual	NA	NA	NA	Z4_IsleofMan	1
PRJNA642736	SRR12106878	WGS	302	2829473636	SAMN15398088	1010907092	UPPSALA UNIVERSITY	public	sra,fastq	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX8631124	Illumina NovaSeq 6000	HGS16_Orkney_NorthSea_Autumn_rg3	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS16_Orkney	SRP269168	Model organism or animal	not applicable	missing	NA	adult	NA	North Sea:Orkney	NA	NA	pool	NA	NA	NA	HGS16_Orkney	1
PRJNA642736	SRR12106926	WGS	250	24802706500	SAMN15398054	11202585487	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631076	Illumina NovaSeq 6000	Gavle54_Gavle_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Gavle54	SRP269168	Model organism or animal	not determined	missing	NA	adult	NA	Baltic Sea: Gavle	NA	NA	individual	NA	NA	NA	Gavle54	1
PRJNA338612	SRR5410393	WGS	299	99694113	SAMN05589101	47259527	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2702511	Illumina HiSeq 2500	CA-6B.lib	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2017-04-05T00:00:00Z	NsSB	SRP102201	Model organism or animal	missing	Muscle	Individual CA-6B	NA	missing	NA	Ruzzante Lab\, Dalhousie University\, Canada	2014	Individual DNA	NA	NA	NA	NA	1
PRJNA338612	SRR5410394	WGS	299	135629054	SAMN05589100	62964494	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2702512	Illumina HiSeq 2500	CA-6A.lib	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2017-04-05T00:00:00Z	NsSA	SRP102201	Model organism or animal	missing	Muscle	Individual CA-6A	NA	missing	NA	Ruzzante Lab\, Dalhousie University\, Canada	2014	Individual DNA	NA	NA	NA	NA	1
