BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	tissue_type	geographic_location_(region_and_locality)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	AssemblyName	Description	ENA_CHECKLIST	use_species
PRJEB22939	ERR2185489	WGS	NA	NA	SAMEA104363383	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241608	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363383	ERP104668	NA	male	NA	NA	NA	ERS1988361	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988361	ItalianIslandSparrow	12	NA	NA	ERC000011	1
PRJEB22939	ERR2185490	WGS	NA	NA	SAMEA104363384	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241609	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363384	ERP104668	NA	male	NA	NA	NA	ERS1988362	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988362	ItalianIslandSparrow	13	NA	NA	ERC000011	1
PRJEB22939	ERR2185491	WGS	NA	NA	SAMEA104363385	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241610	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363385	ERP104668	NA	male	NA	NA	NA	ERS1988363	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988363	ItalianIslandSparrow	14	NA	NA	ERC000011	1
PRJEB22939	ERR2185492	WGS	NA	NA	SAMEA104363386	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241611	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363386	ERP104668	NA	male	NA	NA	NA	ERS1988364	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988364	ItalianIslandSparrow	15	NA	NA	ERC000011	1
PRJEB22939	ERR2185493	WGS	NA	NA	SAMEA104363387	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241612	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363387	ERP104668	NA	male	NA	NA	NA	ERS1988365	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988365	ItalianIslandSparrow	16	NA	NA	ERC000011	1
PRJEB22939	ERR2185494	WGS	NA	NA	SAMEA104363388	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241613	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363388	ERP104668	NA	male	NA	NA	NA	ERS1988366	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988366	ItalianIslandSparrow	17	NA	NA	ERC000011	1
PRJEB22939	ERR2185495	WGS	NA	NA	SAMEA104363389	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241614	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363389	ERP104668	NA	male	NA	NA	NA	ERS1988367	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988367	ItalianIslandSparrow	18	NA	NA	ERC000011	1
PRJEB22939	ERR2185496	WGS	NA	NA	SAMEA104363390	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241615	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363390	ERP104668	NA	male	NA	NA	NA	ERS1988368	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988368	ItalianIslandSparrow	19	NA	NA	ERC000011	1
PRJEB22939	ERR2185497	WGS	NA	NA	SAMEA104363391	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241616	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363391	ERP104668	NA	male	NA	NA	NA	ERS1988369	2017-10-31	2018-11-16	Blood	Sicily	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988369	ItalianIslandSparrow	20	NA	NA	ERC000011	1
PRJEB22939	ERR2185498	WGS	NA	NA	SAMEA104363392	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241617	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363392	ERP104668	NA	male	NA	NA	NA	ERS1988370	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:07Z	public	ERS1988370	ItalianIslandSparrow	21	NA	NA	ERC000011	1
PRJEB22939	ERR2185499	WGS	NA	NA	SAMEA104363393	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241618	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363393	ERP104668	NA	male	NA	NA	NA	ERS1988371	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988371	ItalianIslandSparrow	22	NA	NA	ERC000011	1
PRJEB22939	ERR2185500	WGS	NA	NA	SAMEA104363394	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241619	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363394	ERP104668	NA	male	NA	NA	NA	ERS1988372	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988372	ItalianIslandSparrow	23	NA	NA	ERC000011	1
PRJEB22939	ERR2185501	WGS	NA	NA	SAMEA104363395	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241620	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363395	ERP104668	NA	male	NA	NA	NA	ERS1988373	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988373	ItalianIslandSparrow	24	NA	NA	ERC000011	1
PRJEB22939	ERR2185503	WGS	NA	NA	SAMEA104363397	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241622	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363397	ERP104668	NA	male	NA	NA	NA	ERS1988375	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988375	ItalianIslandSparrow	26	NA	NA	ERC000011	1
PRJEB22939	ERR2185504	WGS	NA	NA	SAMEA104363398	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241623	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363398	ERP104668	NA	male	NA	NA	NA	ERS1988376	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988376	ItalianIslandSparrow	27	NA	NA	ERC000011	1
PRJEB22939	ERR2185505	WGS	NA	NA	SAMEA104363399	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241624	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363399	ERP104668	NA	male	NA	NA	NA	ERS1988377	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988377	ItalianIslandSparrow	28	NA	NA	ERC000011	1
PRJEB22939	ERR2185506	WGS	NA	NA	SAMEA104363400	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241625	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363400	ERP104668	NA	male	NA	NA	NA	ERS1988378	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988378	ItalianIslandSparrow	29	NA	NA	ERC000011	1
PRJEB22939	ERR2185507	WGS	NA	NA	SAMEA104363401	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241626	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363401	ERP104668	NA	male	NA	NA	NA	ERS1988379	2017-10-31	2018-11-16	Blood	Malta	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988379	ItalianIslandSparrow	30	NA	NA	ERC000011	1
PRJEB22939	ERR2185508	WGS	NA	NA	SAMEA104363402	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241627	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363402	ERP104668	NA	male	NA	NA	NA	ERS1988380	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988380	ItalianIslandSparrow	31	NA	NA	ERC000011	1
PRJEB22939	ERR2185509	WGS	NA	NA	SAMEA104363403	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241628	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363403	ERP104668	NA	male	NA	NA	NA	ERS1988381	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988381	ItalianIslandSparrow	32	NA	NA	ERC000011	1
PRJEB22939	ERR2185510	WGS	NA	NA	SAMEA104363404	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241629	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363404	ERP104668	NA	male	NA	NA	NA	ERS1988382	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988382	ItalianIslandSparrow	33	NA	NA	ERC000011	1
PRJEB22939	ERR2185511	WGS	NA	NA	SAMEA104363405	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241630	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363405	ERP104668	NA	male	NA	NA	NA	ERS1988383	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988383	ItalianIslandSparrow	34	NA	NA	ERC000011	1
PRJEB22939	ERR2185512	WGS	NA	NA	SAMEA104363406	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241631	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363406	ERP104668	NA	male	NA	NA	NA	ERS1988384	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988384	ItalianIslandSparrow	35	NA	NA	ERC000011	1
PRJEB22939	ERR2185513	WGS	NA	NA	SAMEA104363408	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241632	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363408	ERP104668	NA	male	NA	NA	NA	ERS1988386	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988386	ItalianIslandSparrow	37	NA	NA	ERC000011	1
PRJEB22939	ERR2185514	WGS	NA	NA	SAMEA104363409	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241633	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363409	ERP104668	NA	male	NA	NA	NA	ERS1988387	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988387	ItalianIslandSparrow	38	NA	NA	ERC000011	1
PRJEB22939	ERR2185515	WGS	NA	NA	SAMEA104363410	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241634	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363410	ERP104668	NA	male	NA	NA	NA	ERS1988388	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988388	ItalianIslandSparrow	39	NA	NA	ERC000011	1
PRJEB22939	ERR2185516	WGS	NA	NA	SAMEA104363411	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241635	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363411	ERP104668	NA	male	NA	NA	NA	ERS1988389	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988389	ItalianIslandSparrow	40	NA	NA	ERC000011	1
PRJEB22939	ERR2185517	WGS	NA	NA	SAMEA104363412	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241636	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363412	ERP104668	NA	male	NA	NA	NA	ERS1988390	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988390	ItalianIslandSparrow	41	NA	NA	ERC000011	1
PRJEB22939	ERR2185518	WGS	NA	NA	SAMEA104363413	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241637	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363413	ERP104668	NA	male	NA	NA	NA	ERS1988391	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988391	ItalianIslandSparrow	42	NA	NA	ERC000011	1
PRJEB22939	ERR2185519	WGS	NA	NA	SAMEA104363414	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241638	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363414	ERP104668	NA	male	NA	NA	NA	ERS1988392	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988392	ItalianIslandSparrow	43	NA	NA	ERC000011	1
PRJEB22939	ERR2185520	WGS	NA	NA	SAMEA104363415	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241639	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363415	ERP104668	NA	male	NA	NA	NA	ERS1988393	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988393	ItalianIslandSparrow	44	NA	NA	ERC000011	1
PRJEB22939	ERR2185521	WGS	NA	NA	SAMEA104363416	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241640	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363416	ERP104668	NA	male	NA	NA	NA	ERS1988394	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988394	ItalianIslandSparrow	45	NA	NA	ERC000011	1
PRJEB22939	ERR2185522	WGS	NA	NA	SAMEA104363417	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241641	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363417	ERP104668	NA	male	NA	NA	NA	ERS1988395	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988395	ItalianIslandSparrow	46	NA	NA	ERC000011	1
PRJEB22939	ERR2185523	WGS	NA	NA	SAMEA104363418	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241642	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363418	ERP104668	NA	male	NA	NA	NA	ERS1988396	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988396	ItalianIslandSparrow	47	NA	NA	ERC000011	1
PRJEB22939	ERR2185524	WGS	NA	NA	SAMEA104363419	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241643	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363419	ERP104668	NA	male	NA	NA	NA	ERS1988397	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988397	ItalianIslandSparrow	48	NA	NA	ERC000011	1
PRJEB22939	ERR2185525	WGS	NA	NA	SAMEA104363420	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241644	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363420	ERP104668	NA	male	NA	NA	NA	ERS1988398	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988398	ItalianIslandSparrow	49	NA	NA	ERC000011	1
PRJEB22939	ERR2185526	WGS	NA	NA	SAMEA104363421	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241645	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363421	ERP104668	NA	male	NA	NA	NA	ERS1988399	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988399	ItalianIslandSparrow	50	NA	NA	ERC000011	1
PRJEB22939	ERR2185527	WGS	NA	NA	SAMEA104363422	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241646	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363422	ERP104668	NA	male	NA	NA	NA	ERS1988400	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988400	ItalianIslandSparrow	51	NA	NA	ERC000011	1
PRJEB22939	ERR2185528	WGS	NA	NA	SAMEA104363407	NA	UNIVERSITY OF OSLO	public	bam	ena	ena	ERX2241647	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Passer_italiae	ILLUMINA	2017-11-01T00:00:00Z	SAMEA104363407	ERP104668	NA	male	NA	NA	NA	ERS1988385	2017-10-31	2018-11-16	Blood	Corsica	UNIVERSITY OF OSLO	University of Oslo	2017-10-31T17:02:48Z	2017-10-31T06:16:08Z	public	ERS1988385	ItalianIslandSparrow	36	NA	NA	ERC000011	1
