BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	AGE	Strain	Breed	Individual
PRJNA510861	SRR8380269	WGS	300	27018093900	SAMN10617488	11122844691	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190188	HiSeq X Ten	Y06_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y06	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample6
PRJNA510861	SRR8380270	WGS	300	25756084800	SAMN10617485	10570816177	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190187	HiSeq X Ten	Y03_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y03	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample3
PRJNA510861	SRR8380271	WGS	300	25838399700	SAMN10617486	10612160853	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190186	HiSeq X Ten	Y04_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y04	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample4
PRJNA510861	SRR8380272	WGS	300	27438837000	SAMN10617483	11304354450	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190185	HiSeq X Ten	Y01_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y01	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample1
PRJNA510861	SRR8380273	WGS	300	26688328200	SAMN10617484	10980886337	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190184	HiSeq X Ten	Y02_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y02	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample2
PRJNA510861	SRR8380274	WGS	300	31957320600	SAMN10617481	12023745916	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190183	HiSeq X Ten	HB18_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB18	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample17
PRJNA510861	SRR8380275	WGS	300	29366688300	SAMN10617482	10927789642	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190182	HiSeq X Ten	HB19_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB19	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample18
PRJNA510861	SRR8380276	WGS	300	26205610200	SAMN10617489	10686397867	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190181	HiSeq X Ten	Y07_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y07	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample7
PRJNA510861	SRR8380277	WGS	300	24878984400	SAMN10617490	10235211967	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190180	HiSeq X Ten	Y08_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y08	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample8
PRJNA510861	SRR8380246	WGS	300	30394545000	SAMN10617467	11528121473	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190211	HiSeq X Ten	HB3_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB3	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample3
PRJNA510861	SRR8380264	WGS	300	18411966300	SAMN10617435	8097380899	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX5190193	HiSeq X Ten	YR_INS15kb	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	YR00	SRP174892	Model organism or animal	female	muscle	12 months	YR00	Yuxuan Yellow River carp	NA
