Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Isolate	BioSampleModel	strain	Age	tissue	ENA_duplicate
SRR7002432	Targeted-Capture	251	1512057277	PRJNA448444	SAMN08910224	590636064	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935152	Illumina HiSeq 2500	99403006	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99403006	SRP139974	male	Rota Corvus kubaryi 99403006	Model organism or animal	Rota	4.3 yr	Blood	NA
SRR7002433	Targeted-Capture	251	236965929	PRJNA448444	SAMN08910223	93282418	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935151	Illumina HiSeq 2500	99403005	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99403005	SRP139974	male	Rota Corvus kubaryi 99403005	Model organism or animal	Rota	0.0 yr	Blood	NA
SRR7002434	Targeted-Capture	251	1007217548	PRJNA448444	SAMN08910222	391484769	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935150	Illumina HiSeq 2500	99403004	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99403004	SRP139974	male	Rota Corvus kubaryi 99403004	Model organism or animal	Rota	1.7 yr	Blood	NA
SRR7002441	Targeted-Capture	290	138497031	PRJNA448444	SAMN08910193	99134399	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935143	Illumina MiSeq	213144_MiSeq	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	213144	SRP139974	missing	Rota Corvus kubaryi 213144	Model organism or animal	Rota	missing	Blood	NA
SRR7002442	Targeted-Capture	251	432231669	PRJNA448444	SAMN08910193	166012331	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935142	Illumina HiSeq 2500	213144_HiSeq2	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	213144	SRP139974	missing	Rota Corvus kubaryi 213144	Model organism or animal	Rota	missing	Blood	NA
SRR7002443	Targeted-Capture	287	183466639	PRJNA448444	SAMN08910191	126093516	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935141	Illumina MiSeq	901_MiSeq	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	901	SRP139974	missing	Guam Corvus kubaryi 901	Model organism or animal	Guam	missing	Blood	NA
SRR7002444	Targeted-Capture	251	1323380326	PRJNA448444	SAMN08910191	503676140	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935140	Illumina HiSeq 2500	901_HiSeq2	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	901	SRP139974	missing	Guam Corvus kubaryi 901	Model organism or animal	Guam	missing	Blood	NA
SRR7002447	Targeted-Capture	302	290097878	PRJNA448444	SAMN08910189	162142658	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935137	Illumina HiSeq 2500	281_B	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	281	SRP139974	missing	Guam Corvus kubaryi 281	Model organism or animal	Guam	missing	missing	NA
SRR7002448	Targeted-Capture	293	226369852	PRJNA448444	SAMN08910188	145018397	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935136	Illumina MiSeq	279	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	279	SRP139974	missing	Guam Corvus kubaryi 279	Model organism or animal	Guam	missing	Blood	NA
SRR7002452	Targeted-Capture	302	355257700	PRJNA448444	SAMN08910270	195819726	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935132	Illumina HiSeq 2500	CROW-21	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	CROW-21	SRP139974	missing	Rota Corvus kubaryi CROW-21	Model organism or animal	Rota	missing	Blood	NA
SRR7002454	Targeted-Capture	298	184400648	PRJNA448444	SAMN08910220	120175954	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935130	Illumina MiSeq	84477255	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477255	SRP139974	female	Rota Corvus kubaryi 84477255	Model organism or animal	Rota	0.0 yr	Blood	NA
SRR7002455	Targeted-Capture	302	428772956	PRJNA448444	SAMN08910221	235563873	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935129	Illumina HiSeq 2500	99403003	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99403003	SRP139974	male	Rota Corvus kubaryi 99403003	Model organism or animal	Rota	0.1 yr	Blood	NA
SRR7002458	Targeted-Capture	287	56806592	PRJNA448444	SAMN08910216	40019571	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935126	Illumina MiSeq	84477246_A	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477246	SRP139974	male	Rota Corvus kubaryi 84477246	Model organism or animal	Rota	1.5 yr	Blood	NA
SRR7002460	Targeted-Capture	296	69007471	PRJNA448444	SAMN08910218	46651376	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935124	Illumina MiSeq	84477251	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477251	SRP139974	female	Rota Corvus kubaryi 84477251	Model organism or animal	Rota	3.1 yr	Blood	NA
SRR7002467	Targeted-Capture	251	259093861	PRJNA448444	SAMN08910246	102475968	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935117	Illumina HiSeq 2500	99404750	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404750	SRP139974	male	Rota Corvus kubaryi 99404750	Model organism or animal	Rota	0.3 yr	Blood	NA
SRR7002468	Targeted-Capture	302	228070702	PRJNA448444	SAMN08910242	125555034	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935116	Illumina HiSeq 2500	99404744_B	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404744	SRP139974	female	Rota Corvus kubaryi 99404744	Model organism or animal	Rota	0.5 yr	Blood	NA
SRR7002469	Targeted-Capture	251	795019735	PRJNA448444	SAMN08910241	307982572	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935115	Illumina HiSeq 2500	99404743	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404743	SRP139974	male	Rota Corvus kubaryi 99404743	Model organism or animal	Rota	1.0 yr	Blood	NA
SRR7002470	Targeted-Capture	302	326767322	PRJNA448444	SAMN08910243	181134327	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935114	Illumina HiSeq 2500	99404745	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404745	SRP139974	male	Rota Corvus kubaryi 99404745	Model organism or animal	Rota	0.5 yr	Blood	NA
SRR7002471	Targeted-Capture	251	393032607	PRJNA448444	SAMN08910242	158187314	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935113	Illumina HiSeq 2500	99404744_rep	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404744	SRP139974	female	Rota Corvus kubaryi 99404744	Model organism or animal	Rota	0.5 yr	Blood	NA
SRR7002472	Targeted-Capture	251	1289635925	PRJNA448444	SAMN08910244	497133071	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935112	Illumina HiSeq 2500	99404746_HiSeq2	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404746	SRP139974	missing	Rota Corvus kubaryi 99404746	Model organism or animal	Rota	0.5 yr	Blood	NA
SRR7002474	Targeted-Capture	299	124747917	PRJNA448444	SAMN08910245	81719871	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935110	Illumina MiSeq	99404749	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404749	SRP139974	female	Rota Corvus kubaryi 99404749	Model organism or animal	Rota	0.3 yr	Blood	NA
SRR7002476	Targeted-Capture	302	402379062	PRJNA448444	SAMN08910239	229228989	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935108	Illumina HiSeq 2500	99404740	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404740	SRP139974	female	Rota Corvus kubaryi 99404740	Model organism or animal	Rota	1.1 yr	Blood	NA
SRR7002477	Targeted-Capture	298	138975327	PRJNA448444	SAMN08910240	90622425	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935107	Illumina MiSeq	99404742	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404742	SRP139974	female	Rota Corvus kubaryi 99404742	Model organism or animal	Rota	2.3 yr	Blood	NA
SRR7002478	Targeted-Capture	251	129298723	PRJNA448444	SAMN08910233	51025323	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935106	Illumina HiSeq 2500	99403017	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99403017	SRP139974	male	Rota Corvus kubaryi 99403017	Model organism or animal	Rota	3.1 yr	Blood	NA
SRR7002482	Targeted-Capture	297	63688312	PRJNA448444	SAMN08910237	42105190	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935102	Illumina MiSeq	99404738	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404738	SRP139974	female	Rota Corvus kubaryi 99404738	Model organism or animal	Rota	2.5 yr	Blood	NA
SRR7002483	Targeted-Capture	295	145940645	PRJNA448444	SAMN08910238	95795833	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935101	Illumina MiSeq	99404739	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404739	SRP139974	female	Rota Corvus kubaryi 99404739	Model organism or animal	Rota	0.3 yr	Blood	NA
SRR7002484	Targeted-Capture	251	1518399710	PRJNA448444	SAMN08910235	573289048	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935100	Illumina HiSeq 2500	99404732	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404732	SRP139974	female	Rota Corvus kubaryi 99404732	Model organism or animal	Rota	2.2 yr	Blood	NA
SRR7002485	Targeted-Capture	299	66538315	PRJNA448444	SAMN08910236	44042901	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935099	Illumina MiSeq	99404736	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404736	SRP139974	male	Rota Corvus kubaryi 99404736	Model organism or animal	Rota	1.2 yr	Blood	NA
SRR7002486	Targeted-Capture	293	87544835	PRJNA448444	SAMN08910268	57673087	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935098	Illumina MiSeq	CROW-8	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	CROW-8	SRP139974	missing	Rota Corvus kubaryi CROW-8	Model organism or animal	Rota	missing	Blood	NA
SRR7002488	Targeted-Capture	302	858096458	PRJNA448444	SAMN08910265	483132577	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935096	Illumina HiSeq 2500	21-27-1_HiSeq	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	21-27-1	SRP139974	male	Rota Corvus kubaryi 21-27-1	Model organism or animal	Rota	1 yr	Blood	NA
SRR7002490	Targeted-Capture	295	77943606	PRJNA448444	SAMN08910263	52930039	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935094	Illumina MiSeq	21-15-1	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	21-15-1	SRP139974	male	Rota Corvus kubaryi 21-15-1	Model organism or animal	Rota	2 yr	Blood	NA
SRR7002492	Targeted-Capture	302	307574618	PRJNA448444	SAMN08910261	167961834	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935092	Illumina HiSeq 2500	14-4-1	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	14-4-1	SRP139974	male	Rota Corvus kubaryi 14-4-1	Model organism or animal	Rota	1 yr	Blood	NA
SRR7002494	Targeted-Capture	299	75320155	PRJNA448444	SAMN08910259	50440392	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935090	Illumina MiSeq	99404765	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404765	SRP139974	female	Rota Corvus kubaryi 99404765	Model organism or animal	Rota	missing	Blood	NA
SRR7002495	Targeted-Capture	251	371128306	PRJNA448444	SAMN08910258	142099476	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935089	Illumina HiSeq 2500	99404764	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404764	SRP139974	missing	Rota Corvus kubaryi 99404764	Model organism or animal	Rota	missing	Blood	NA
SRR7002498	Targeted-Capture	251	826467456	PRJNA448444	SAMN08910200	317873087	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935086	Illumina HiSeq 2500	84477221_HiSeq2	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477221	SRP139974	female	Rota Corvus kubaryi 84477221	Model organism or animal	Rota	1.0 yr	Blood	NA
SRR7002501	Targeted-Capture	281	129529461	PRJNA448444	SAMN08910198	88213559	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935083	Illumina MiSeq	84477218_MiSeq	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477218	SRP139974	female	Rota Corvus kubaryi 84477218	Model organism or animal	Rota	0.1yr	Blood	NA
SRR7002503	Targeted-Capture	302	439275912	PRJNA448444	SAMN08910198	235721495	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935081	Illumina HiSeq 2500	84477218_HiSeq1	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477218	SRP139974	female	Rota Corvus kubaryi 84477218	Model organism or animal	Rota	0.1yr	Blood	NA
SRR7002505	Targeted-Capture	302	520339960	PRJNA448444	SAMN08910196	284504789	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935079	Illumina HiSeq 2500	213396	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	213396	SRP139974	male	Rota Corvus kubaryi 213396	Model organism or animal	Rota	1 yr	Blood	NA
SRR7002506	Targeted-Capture	251	249497496	PRJNA448444	SAMN08910195	97310933	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935078	Illumina HiSeq 2500	213392	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	213392	SRP139974	female	Rota Corvus kubaryi 213392	Model organism or animal	Rota	1 yr	Blood	NA
SRR7002510	Targeted-Capture	297	74182957	PRJNA448444	SAMN08910250	48737486	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935074	Illumina MiSeq	99404755	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404755	SRP139974	female	Rota Corvus kubaryi 99404755	Model organism or animal	Rota	0.2 yr	Blood	NA
SRR7002511	Targeted-Capture	299	756923248	PRJNA448444	SAMN08910251	486819696	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935073	Illumina MiSeq	99404756	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404756	SRP139974	male	Rota Corvus kubaryi 99404756	Model organism or animal	Rota	0.2 yr	Blood	NA
SRR7002512	Targeted-Capture	297	46671178	PRJNA448444	SAMN08910252	30478895	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935072	Illumina MiSeq	99404757	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404757	SRP139974	female	Rota Corvus kubaryi 99404757	Model organism or animal	Rota	0.2 yr	Blood	NA
SRR7002513	Targeted-Capture	298	99065655	PRJNA448444	SAMN08910253	65045587	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935071	Illumina MiSeq	99404758	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404758	SRP139974	male	Rota Corvus kubaryi 99404758	Model organism or animal	Rota	0.0 yr	Blood	NA
SRR7002517	Targeted-Capture	298	39439989	PRJNA448444	SAMN08910257	26432690	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935067	Illumina MiSeq	99404763	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	99404763	SRP139974	male	Rota Corvus kubaryi 99404763	Model organism or animal	Rota	0.1 yr	Blood	NA
SRR7002518	Targeted-Capture	251	765344605	PRJNA448444	SAMN08910210	295858652	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935066	Illumina HiSeq 2500	84477236_A	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477236	SRP139974	male	Rota Corvus kubaryi 84477236	Model organism or animal	Rota	0.0 yr	Blood	NA
SRR7002521	Targeted-Capture	302	336019696	PRJNA448444	SAMN08910211	181628574	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935063	Illumina HiSeq 2500	84477238	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477238	SRP139974	female	Rota Corvus kubaryi 84477238	Model organism or animal	Rota	0.9 yr	Blood	NA
SRR7002522	Targeted-Capture	251	149378424	PRJNA448444	SAMN08910207	57915505	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935062	Illumina HiSeq 2500	84477233	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477233	SRP139974	female	Rota Corvus kubaryi 84477233	Model organism or animal	Rota	5.0 yr	Blood	NA
SRR7002523	Targeted-Capture	292	151206669	PRJNA448444	SAMN08910206	106328471	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935061	Illumina MiSeq	84477232_MiSeq	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477232	SRP139974	female	Rota Corvus kubaryi 84477232	Model organism or animal	Rota	0.3 yr	Blood	NA
SRR7002524	WGS	251	287501035	PRJNA448444	SAMN08910209	113247562	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935060	Illumina HiSeq 2500	84477235	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477235	SRP139974	male	Rota Corvus kubaryi 84477235	Model organism or animal	Rota	5.8 yr	Blood	NA
SRR7002525	Targeted-Capture	302	425367302	PRJNA448444	SAMN08910208	229812791	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935059	Illumina HiSeq 2500	84477234	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477234	SRP139974	male	Rota Corvus kubaryi 84477234	Model organism or animal	Rota	0.6 yr	Blood	NA
SRR7002527	Targeted-Capture	287	220337580	PRJNA448444	SAMN08910212	153396881	SMITHSONIAN INSTITUTION	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3935057	Illumina MiSeq	84477239_MiSeq	PAIRED	Hybrid Selection	GENOMIC	Corvus_kubaryi	ILLUMINA	2019-03-19T00:00:00Z	84477239	SRP139974	male	Rota Corvus kubaryi 84477239	Model organism or animal	Rota	3.5 yr	Blood	NA
