BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Ecotype	Biomaterial_provider	Collection_date	Replicate	use_species
PRJNA485198	SRR7662410	WGS	302	18745078694	SAMN09786176	8770309356	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523097	Illumina HiSeq 3000	MKE9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE9	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_7	1
PRJNA485198	SRR7662411	WGS	302	21183216200	SAMN09786177	10524683313	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523096	Illumina HiSeq 3000	MKF2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKF2	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_8	1
PRJNA485198	SRR7662412	WGS	302	18055899896	SAMN09786178	8456924997	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523095	Illumina HiSeq 3000	MKF3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKF3	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_9	1
PRJNA485198	SRR7662413	WGS	302	19166629622	SAMN09786179	9039748693	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523094	Illumina HiSeq 3000	MKF5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKF5	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_10	1
PRJNA485198	SRR7662414	WGS	302	16563232582	SAMN09786180	7830245409	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523093	Illumina HiSeq 3000	MKF7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKF7	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_11	1
PRJNA485198	SRR7662415	WGS	302	20079493176	SAMN09786181	9440345800	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523092	Illumina HiSeq 3000	MKF8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKF8	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_12	1
PRJNA485198	SRR7662418	WGS	300	12245640611	SAMN09786102	5159120011	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523089	Illumina HiSeq 3000	LKH3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKH3	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 1	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Kalambo_River_1_5	1
PRJNA485198	SRR7662419	WGS	301	19179858097	SAMN09786103	8052581739	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523088	Illumina HiSeq 3000	LKH4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKH4	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo River 1	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Kalambo_River_1_6	1
PRJNA485198	SRR7662420	WGS	301	18642411530	SAMN09786098	8030729369	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523087	Illumina HiSeq 3000	LKG8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG8	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 1	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Kalambo_River_1_1	1
PRJNA485198	SRR7662422	WGS	301	10839485385	SAMN09786100	4628200411	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523085	Illumina HiSeq 3000	LKH1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKH1	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 1	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Kalambo_River_1_3	1
PRJNA485198	SRR7662423	WGS	301	24726972298	SAMN09786101	10260381048	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523084	Illumina HiSeq 3000	LKH2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKH2	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 1	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Kalambo_River_1_4	1
PRJNA485198	SRR7662424	WGS	301	20360873448	SAMN09786094	8396258024	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523083	Illumina HiSeq 3000	MNG8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG8	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_9	1
PRJNA485198	SRR7662425	WGS	301	17932164961	SAMN09786095	7380552105	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523082	Illumina HiSeq 3000	MNG9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG9	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_10	1
PRJNA485198	SRR7662426	WGS	301	16831985971	SAMN09786096	6925399947	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523081	Illumina HiSeq 3000	MNH2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNH2	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_11	1
PRJNA485198	SRR7662427	WGS	300	16943934302	SAMN09786097	6911603061	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523080	Illumina HiSeq 3000	MNH3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNH3	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_12	1
PRJNA485198	SRR7662430	WGS	302	16781462010	SAMN09786193	7821776037	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523077	Illumina HiSeq 3000	KZA2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZA2	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_2	1
PRJNA485198	SRR7662431	WGS	302	18182839556	SAMN09786192	8487051926	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523076	Illumina HiSeq 3000	KZA1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZA1	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_1	1
PRJNA485198	SRR7662432	WGS	302	22017068098	SAMN09786191	10125188080	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523075	Illumina HiSeq 3000	KBG7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBG7	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_10	1
PRJNA485198	SRR7662433	WGS	302	18918258178	SAMN09786190	9169743627	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523074	Illumina HiSeq 3000	KBG6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBG6	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_9	1
PRJNA485198	SRR7662434	WGS	302	18590045484	SAMN09786189	8513274060	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523073	Illumina HiSeq 3000	KBC9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC9	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_8	1
PRJNA485198	SRR7662435	WGS	302	16717006754	SAMN09786188	7432423222	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523072	Illumina HiSeq 3000	KBC8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC8	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_7	1
PRJNA485198	SRR7662436	WGS	302	23813635294	SAMN09786187	10660597448	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523071	Illumina HiSeq 3000	KBC7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC7	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_6	1
PRJNA485198	SRR7662437	WGS	302	19875755218	SAMN09786186	8793474661	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523070	Illumina HiSeq 3000	KBC6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC6	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_5	1
PRJNA485198	SRR7662438	WGS	302	15706056318	SAMN09786185	7174596849	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523069	Illumina HiSeq 3000	KBC5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC5	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_4	1
PRJNA485198	SRR7662439	WGS	302	20825863828	SAMN09786184	9512460074	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523068	Illumina HiSeq 3000	KBC4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC4	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_3	1
PRJNA485198	SRR7662441	WGS	302	16093626206	SAMN09786164	7661790766	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523066	Illumina HiSeq 3000	MJG3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJG3	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_River_7	1
PRJNA485198	SRR7662442	WGS	302	16188208076	SAMN09786167	7639608028	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523065	Illumina HiSeq 3000	MJH2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJH2	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_River_10	1
PRJNA485198	SRR7662443	WGS	302	16542277406	SAMN09786166	7797764566	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523064	Illumina HiSeq 3000	MJH1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJH1	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_River_9	1
PRJNA485198	SRR7662444	WGS	302	15839351266	SAMN09786169	7616426287	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523063	Illumina HiSeq 3000	MJH4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJH4	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_River_12	1
PRJNA485198	SRR7662445	WGS	302	16234804864	SAMN09786168	7677806094	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523062	Illumina HiSeq 3000	MJH3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJH3	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_River_11	1
PRJNA485198	SRR7662446	WGS	302	16176512522	SAMN09786171	7753983270	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523061	Illumina HiSeq 3000	MKE1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE1	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_2	1
PRJNA485198	SRR7662447	WGS	302	13418000732	SAMN09786170	6447171598	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523060	Illumina HiSeq 3000	MKD8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKD8	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_1	1
PRJNA485198	SRR7662448	WGS	302	16353174066	SAMN09786173	7801600866	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523059	Illumina HiSeq 3000	MKE5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE5	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_4	1
PRJNA485198	SRR7662449	WGS	302	16784624252	SAMN09786172	7943548702	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523058	Illumina HiSeq 3000	MKE4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE4	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_3	1
PRJNA485198	SRR7662450	WGS	301	17088707069	SAMN09786074	7186675776	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523057	Illumina HiSeq 3000	LKF3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKF3	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_1	1
PRJNA485198	SRR7662451	WGS	301	19097179953	SAMN09786093	7936676088	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523056	Illumina HiSeq 3000	MNG7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG7	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_8	1
PRJNA485198	SRR7662452	WGS	300	19456962406	SAMN09786092	7938688140	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523055	Illumina HiSeq 3000	MNG6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG6	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_7	1
PRJNA485198	SRR7662453	WGS	301	16761293068	SAMN09786085	7126944608	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523054	Illumina HiSeq 3000	LKG5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG5	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_12	1
PRJNA485198	SRR7662456	WGS	301	17759617075	SAMN09786086	7364285535	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523051	Illumina HiSeq 3000	MNF3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNF3	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_1	1
PRJNA485198	SRR7662457	WGS	301	16677370843	SAMN09786089	6988228592	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523050	Illumina HiSeq 3000	MNG2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG2	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_4	1
PRJNA485198	SRR7662458	WGS	300	17390419811	SAMN09786088	7241370342	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523049	Illumina HiSeq 3000	MNF7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNF7	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_3	1
PRJNA485198	SRR7662459	WGS	301	19701810606	SAMN09786091	8415554788	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523048	Illumina HiSeq 3000	MNG5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG5	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_6	1
PRJNA485198	SRR7662460	WGS	301	17419606037	SAMN09786090	7270216540	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523047	Illumina HiSeq 3000	MNG3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG3	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Creek_5	1
PRJNA485198	SRR7662461	WGS	300	18009739125	SAMN09786153	7835841229	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523046	Illumina HiSeq 3000	MFF4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF4	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_8	1
PRJNA485198	SRR7662462	WGS	300	18128039183	SAMN09786152	7685359140	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523045	Illumina HiSeq 3000	MFF3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF3	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_7	1
PRJNA485198	SRR7662463	WGS	301	17481425109	SAMN09786081	7512273239	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523044	Illumina HiSeq 3000	LKG1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG1	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_8	1
PRJNA485198	SRR7662464	WGS	300	17595327729	SAMN09786150	7447218170	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523043	Illumina HiSeq 3000	MFE9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE9	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_5	1
PRJNA485198	SRR7662465	WGS	300	19491166564	SAMN09786149	8228566976	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523042	Illumina HiSeq 3000	MFE8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE8	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_4	1
PRJNA485198	SRR7662466	WGS	299	17080488487	SAMN09786148	7342155619	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523041	Illumina HiSeq 3000	MFE6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE6	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_3	1
PRJNA485198	SRR7662469	WGS	300	18351785542	SAMN09786145	7720512854	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523038	Illumina HiSeq 3000	MFE1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE1	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_Lake_12	1
PRJNA485198	SRR7662470	WGS	300	17385850677	SAMN09786144	7286624383	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523037	Illumina HiSeq 3000	MFD9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFD9	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_Lake_11	1
PRJNA485198	SRR7662471	WGS	302	12890278080	SAMN09786202	6045138910	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523036	Illumina HiSeq 3000	KZB9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZB9	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_11	1
PRJNA485198	SRR7662473	WGS	302	20684522996	SAMN09786196	9668531230	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523034	Illumina HiSeq 3000	KZA9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZA9	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_5	1
PRJNA485198	SRR7662474	WGS	302	18842334170	SAMN09786197	8401902545	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523033	Illumina HiSeq 3000	KZB2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZB2	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_6	1
