BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	Strain
PRJNA522329	SRR8586058	WGS	300	5002021500	SAMN10928563	1532641232	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386536	HiSeq X Ten	N15	PAIRED	RANDOM	GENOMIC	Takifugu_alboplumbeus	ILLUMINA	2019-02-17T00:00:00Z	N15	SRP186117	Model organism or animal	unknown	fin	adult	N15
PRJNA522329	SRR8586059	WGS	300	4590124800	SAMN10928568	1411827135	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386535	HiSeq X Ten	N23	PAIRED	RANDOM	GENOMIC	Takifugu_alboplumbeus	ILLUMINA	2019-02-17T00:00:00Z	N23	SRP186117	Model organism or animal	unknown	fin	adult	N23
PRJNA522329	SRR8586060	WGS	300	4772584200	SAMN10928569	1495230694	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386534	HiSeq X Ten	N24	PAIRED	RANDOM	GENOMIC	Takifugu_alboplumbeus	ILLUMINA	2019-02-17T00:00:00Z	N24	SRP186117	Model organism or animal	unknown	fin	adult	N24
PRJNA522329	SRR8586061	WGS	300	4095985800	SAMN10928543	1272148816	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386533	HiSeq X Ten	B04	PAIRED	RANDOM	GENOMIC	Takifugu_bimaculatus	ILLUMINA	2019-02-17T00:00:00Z	B04	SRP186117	Model organism or animal	unknown	fin	adult	B04
PRJNA522329	SRR8586062	WGS	300	4951387500	SAMN10928542	1618913827	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386532	HiSeq X Ten	B03	PAIRED	RANDOM	GENOMIC	Takifugu_bimaculatus	ILLUMINA	2019-02-17T00:00:00Z	B03	SRP186117	Model organism or animal	unknown	fin	adult	B03
PRJNA522329	SRR8586063	WGS	300	4479879300	SAMN10928541	1459764002	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386531	HiSeq X Ten	B02	PAIRED	RANDOM	GENOMIC	Takifugu_bimaculatus	ILLUMINA	2019-02-17T00:00:00Z	B02	SRP186117	Model organism or animal	unknown	fin	adult	B02
PRJNA522329	SRR8586064	WGS	300	6476550900	SAMN10928540	1955671812	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386530	HiSeq X Ten	B01	PAIRED	RANDOM	GENOMIC	Takifugu_bimaculatus	ILLUMINA	2019-02-17T00:00:00Z	B01	SRP186117	Model organism or animal	unknown	fin	adult	B01
PRJNA522329	SRR8586065	WGS	300	5713852800	SAMN10928547	1743003377	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386529	HiSeq X Ten	B09	PAIRED	RANDOM	GENOMIC	Takifugu_bimaculatus	ILLUMINA	2019-02-17T00:00:00Z	B09	SRP186117	Model organism or animal	unknown	fin	adult	B09
PRJNA522329	SRR8586066	WGS	300	5683155900	SAMN10928546	1727661518	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386528	HiSeq X Ten	B08	PAIRED	RANDOM	GENOMIC	Takifugu_bimaculatus	ILLUMINA	2019-02-17T00:00:00Z	B08	SRP186117	Model organism or animal	unknown	fin	adult	B08
PRJNA522329	SRR8586068	WGS	300	4428243000	SAMN10928544	1439452446	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386526	HiSeq X Ten	B05	PAIRED	RANDOM	GENOMIC	Takifugu_bimaculatus	ILLUMINA	2019-02-17T00:00:00Z	B05	SRP186117	Model organism or animal	unknown	fin	adult	B05
PRJNA522329	SRR8585997	WGS	300	6013841700	SAMN10928626	1832183218	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386597	HiSeq X Ten	R28	PAIRED	RANDOM	GENOMIC	Takifugu_rubripes	ILLUMINA	2019-02-17T00:00:00Z	R28	SRP186117	Model organism or animal	unknown	fin	adult	R28
PRJNA522329	SRR8586057	WGS	300	5034684000	SAMN10928562	1533293950	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386537	HiSeq X Ten	N13	PAIRED	RANDOM	GENOMIC	Takifugu_alboplumbeus	ILLUMINA	2019-02-17T00:00:00Z	N13	SRP186117	Model organism or animal	unknown	fin	adult	N13
PRJNA522329	SRR8585999	WGS	300	5940979200	SAMN10928624	1800721775	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386595	HiSeq X Ten	R26	PAIRED	RANDOM	GENOMIC	Takifugu_rubripes	ILLUMINA	2019-02-17T00:00:00Z	R26	SRP186117	Model organism or animal	unknown	fin	adult	R26
PRJNA522329	SRR8585992	WGS	300	6367449000	SAMN10928629	1937112821	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5386602	HiSeq X Ten	R32	PAIRED	RANDOM	GENOMIC	Takifugu_rubripes	ILLUMINA	2019-02-17T00:00:00Z	R32	SRP186117	Model organism or animal	unknown	fin	adult	R32
PRJNA522329	SRR8586028	WGS	300	3763227000	SAMN10928590	1231872527	CAFS	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX5386566	HiSeq X Ten	OO27	PAIRED	RANDOM	GENOMIC	Takifugu_obscurus	ILLUMINA	2019-02-17T00:00:00Z	OO27	SRP186117	Model organism or animal	unknown	fin	adult	OO27
PRJNA522329	SRR8586004	WGS	300	4705960200	SAMN10928614	1529892466	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	SRX5386590	HiSeq X Ten	R16	PAIRED	RANDOM	GENOMIC	Takifugu_rubripes	ILLUMINA	2019-02-17T00:00:00Z	R16	SRP186117	Model organism or animal	unknown	fin	adult	R16
PRJNA522329	SRR8586067	WGS	300	4070658600	SAMN10928545	1330930493	CAFS	public	fastq,sra	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	SRX5386527	HiSeq X Ten	B07	PAIRED	RANDOM	GENOMIC	Takifugu_bimaculatus	ILLUMINA	2019-02-17T00:00:00Z	B07	SRP186117	Model organism or animal	unknown	fin	adult	B07
PRJNA522329	SRR8586069	WGS	300	4080783900	SAMN10928549	1272035312	CAFS	public	fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX5386525	HiSeq X Ten	F08	PAIRED	RANDOM	GENOMIC	Takifugu_flavidus	ILLUMINA	2019-02-17T00:00:00Z	F08	SRP186117	Model organism or animal	unknown	fin	adult	F08
