BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Collection_date	lat_lon	Strain	Breed	Cultivar	AssemblyName	use_species
PRJNA323589	SRR4781493	WGS	202	152110646	SAMN05930539	289169530	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313611	Illumina HiSeq 2500	F-47	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-47	SRP092392	Model organism or animal	female	caudal fin	F-47	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781495	WGS	202	747098212	SAMN05930538	469748724	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313612	Illumina HiSeq 2500	F-46	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-46	SRP092392	Model organism or animal	female	caudal fin	F-46	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781500	WGS	202	877470224	SAMN05930533	503002825	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313613	Illumina HiSeq 2500	F-41	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-41	SRP092392	Model organism or animal	female	caudal fin	F-41	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781504	WGS	202	1497483570	SAMN05930532	690888113	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313614	Illumina HiSeq 2500	F-40	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-40	SRP092392	Model organism or animal	female	caudal fin	F-40	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781508	WGS	202	876018248	SAMN05930535	508840949	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313615	Illumina HiSeq 2500	F-43	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-43	SRP092392	Model organism or animal	male	caudal fin	F-43	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781511	WGS	202	582372868	SAMN05930534	420907150	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313616	Illumina HiSeq 2500	F-42	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-42	SRP092392	Model organism or animal	female	caudal fin	F-42	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781514	WGS	202	87794452	SAMN05930531	271440891	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313617	Illumina HiSeq 2500	F-39	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-39	SRP092392	Model organism or animal	male	caudal fin	F-39	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781519	WGS	202	1162672004	SAMN05930451	588376175	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313619	Illumina HiSeq 2500	BP-7	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-7	SRP092392	Model organism or animal	male	caudal fin	BP-7	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781521	WGS	202	1214376934	SAMN05930452	597949374	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313620	Illumina HiSeq 2500	BP-8	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-8	SRP092392	Model organism or animal	male	caudal fin	BP-8	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781522	WGS	202	1399818792	SAMN05930540	654896506	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313621	Illumina HiSeq 2500	F-49	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-49	SRP092392	Model organism or animal	male	caudal fin	F-49	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781524	WGS	202	1241640672	SAMN05930541	625361489	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313622	Illumina HiSeq 2500	F-4	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-4	SRP092392	Model organism or animal	female	caudal fin	F-4	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781525	WGS	202	20796506	SAMN05930542	246590161	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313623	Illumina HiSeq 2500	F-50	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-50	SRP092392	Model organism or animal	male	caudal fin	F-50	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781527	WGS	202	685820098	SAMN05930543	450137549	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313624	Illumina HiSeq 2500	F-51	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-51	SRP092392	Model organism or animal	female	caudal fin	F-51	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781528	WGS	202	148159930	SAMN05930544	289108310	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313625	Illumina HiSeq 2500	F-52	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-52	SRP092392	Model organism or animal	female	caudal fin	F-52	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781530	WGS	202	1665043782	SAMN05930545	726015971	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313626	Illumina HiSeq 2500	F-53	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-53	SRP092392	Model organism or animal	female	caudal fin	F-53	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781534	WGS	202	1490579412	SAMN05930546	672814352	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313627	Illumina HiSeq 2500	F-54	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-54	SRP092392	Model organism or animal	female	caudal fin	F-54	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781538	WGS	202	763596562	SAMN05930547	474310986	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313628	Illumina HiSeq 2500	F-5	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-5	SRP092392	Model organism or animal	male	caudal fin	F-5	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781542	WGS	202	1486009970	SAMN05930548	682570779	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313629	Illumina HiSeq 2500	F-6	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-6	SRP092392	Model organism or animal	female	caudal fin	F-6	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781545	WGS	202	357818356	SAMN05930549	355122614	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313630	Illumina HiSeq 2500	F-7	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-7	SRP092392	Model organism or animal	female	caudal fin	F-7	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781548	WGS	199	8137687864	SAMN05930637	4793299655	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313631	Illumina HiSeq 2500	NBH-47	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-47	SRP092392	Model organism or animal	female	caudal fin	NBH-47	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781552	WGS	199	6501634196	SAMN05930638	3850527442	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313632	Illumina HiSeq 2500	NBH-48	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-48	SRP092392	Model organism or animal	female	caudal fin	NBH-48	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781555	WGS	202	1232573700	SAMN05930551	610537901	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313633	Illumina HiSeq 2500	F-9	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-9	SRP092392	Model organism or animal	male	caudal fin	F-9	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781558	WGS	202	1010576912	SAMN05930550	543726012	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313634	Illumina HiSeq 2500	F-8	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-8	SRP092392	Model organism or animal	female	caudal fin	F-8	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781559	WGS	199	14176474644	SAMN05930606	8119504149	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313635	Illumina HiSeq 2500	NBH-18	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-18	SRP092392	Model organism or animal	female	caudal fin	NBH-18	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781561	WGS	199	12159011728	SAMN05930605	6981097413	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313636	Illumina HiSeq 2500	NBH-17	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-17	SRP092392	Model organism or animal	female	caudal fin	NBH-17	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781562	WGS	199	11052133928	SAMN05930604	6274931567	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313637	Illumina HiSeq 2500	NBH-16	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-16	SRP092392	Model organism or animal	female	caudal fin	NBH-16	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781565	WGS	199	6203119964	SAMN05930603	3739389758	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313638	Illumina HiSeq 2500	NBH-14	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-14	SRP092392	Model organism or animal	female	caudal fin	NBH-14	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781566	WGS	199	9682216972	SAMN05930602	5705051123	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313639	Illumina HiSeq 2500	NBH-13	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-13	SRP092392	Model organism or animal	male	caudal fin	NBH-13	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781568	WGS	199	11425619804	SAMN05930601	6706723467	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313640	Illumina HiSeq 2500	NBH-12	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-12	SRP092392	Model organism or animal	female	caudal fin	NBH-12	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781572	WGS	199	10873533308	SAMN05930599	6412721672	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313642	Illumina HiSeq 2500	NBH-10	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-10	SRP092392	Model organism or animal	male	caudal fin	NBH-10	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781574	WGS	199	15153124224	SAMN05930366	8683594493	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313643	Illumina HiSeq 2500	BI-23	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-23	SRP092392	Model organism or animal	male	caudal fin	BI-23	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781576	WGS	199	12328400356	SAMN05930365	7401308067	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313644	Illumina HiSeq 2500	BI-22	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-22	SRP092392	Model organism or animal	male	caudal fin	BI-22	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781578	WGS	199	8203539448	SAMN05930364	4597831027	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313645	Illumina HiSeq 2500	BI-21	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-21	SRP092392	Model organism or animal	male	caudal fin	BI-21	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781581	WGS	199	13981604232	SAMN05930363	8225706596	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313646	Illumina HiSeq 2500	BI-20	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-20	SRP092392	Model organism or animal	male	caudal fin	BI-20	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781585	WGS	199	13278727788	SAMN05930370	7454727650	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313647	Illumina HiSeq 2500	BI-27	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-27	SRP092392	Model organism or animal	male	caudal fin	BI-27	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781591	WGS	199	7523203428	SAMN05930369	4246414703	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313648	Illumina HiSeq 2500	BI-26	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-26	SRP092392	Model organism or animal	male	caudal fin	BI-26	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781593	WGS	199	13796011476	SAMN05930368	7768890016	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313649	Illumina HiSeq 2500	BI-25	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-25	SRP092392	Model organism or animal	male	caudal fin	BI-25	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781596	WGS	199	10216615544	SAMN05930367	6019735006	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313650	Illumina HiSeq 2500	BI-24	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-24	SRP092392	Model organism or animal	male	caudal fin	BI-24	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781599	WGS	199	7888712752	SAMN05930639	4730920543	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313651	Illumina HiSeq 2500	NBH-49	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-49	SRP092392	Model organism or animal	female	caudal fin	NBH-49	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781604	WGS	199	5629929672	SAMN05930640	3424641614	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313652	Illumina HiSeq 2500	NBH-4	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-4	SRP092392	Model organism or animal	female	caudal fin	NBH-4	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781607	WGS	199	8509521108	SAMN05930641	5095390846	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313653	Illumina HiSeq 2500	NBH-56	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-56	SRP092392	Model organism or animal	female	caudal fin	NBH-56	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781610	WGS	199	8218408628	SAMN05930362	4708656913	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313655	Illumina HiSeq 2500	BI-19	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-19	SRP092392	Model organism or animal	male	caudal fin	BI-19	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781612	WGS	199	12583812576	SAMN05930361	6966170503	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313656	Illumina HiSeq 2500	BI-17	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-17	SRP092392	Model organism or animal	male	caudal fin	BI-17	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781614	WGS	199	5592599636	SAMN05930645	3329315166	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313657	Illumina HiSeq 2500	NBH-8	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-8	SRP092392	Model organism or animal	male	caudal fin	NBH-8	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781616	WGS	199	4428800528	SAMN05930646	2658196666	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313658	Illumina HiSeq 2500	NBH-9	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-9	SRP092392	Model organism or animal	male	caudal fin	NBH-9	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781618	WGS	202	864401834	SAMN05930442	501346668	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313659	Illumina HiSeq 2500	BP-48	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-48	SRP092392	Model organism or animal	male	caudal fin	BP-48	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781621	WGS	202	1011455410	SAMN05930441	550266969	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313660	Illumina HiSeq 2500	BP-47	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-47	SRP092392	Model organism or animal	female	caudal fin	BP-47	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781626	WGS	202	1321632268	SAMN05930446	632557703	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313661	Illumina HiSeq 2500	BP-51	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-51	SRP092392	Model organism or animal	male	caudal fin	BP-51	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781629	WGS	202	1209694170	SAMN05930445	606424048	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313662	Illumina HiSeq 2500	BP-50	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-50	SRP092392	Model organism or animal	male	caudal fin	BP-50	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
