BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Ecotype	use_species
PRJNA629649	SRR11658756	WGS	253	4139689669	SAMN14785128	2056195332	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219611	Illumina HiSeq 2500	FD_17	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_17	SRP259419	Model organism or animal	unknown	Muscle	FD_17	Mature	Fuding	1
PRJNA629649	SRR11658759	WGS	238	11846312119	SAMN14785125	4916569474	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219608	Illumina HiSeq 2500	FD_07	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_07	SRP259419	Model organism or animal	unknown	Muscle	FD_07	Mature	Fuding	1
PRJNA629649	SRR11658760	WGS	299	17685836972	SAMN14785116	8558985646	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219607	Illumina HiSeq 2500	DY_02	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	DY_02	SRP259419	Model organism or animal	unknown	Muscle	DY_02	Mature	Dayu	1
PRJNA629649	SRR11658761	WGS	299	15240342954	SAMN14785115	7408796660	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219606	Illumina HiSeq 2500	DY_01	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	DY_01	SRP259419	Model organism or animal	unknown	Muscle	DY_01	Mature	Dayu	1
PRJNA629649	SRR11658757	WGS	253	7007074624	SAMN14785127	3459600183	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219610	Illumina HiSeq 2500	FD_15	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_15	SRP259419	Model organism or animal	unknown	Muscle	FD_15	Mature	Fuding	1
PRJNA629649	SRR11658723	WGS	252	7398180381	SAMN14785158	3683008472	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219644	Illumina HiSeq 2500	XM_17	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_17	SRP259419	Model organism or animal	unknown	Muscle	XM_17	Mature	Xiamen	1
PRJNA629649	SRR11658735	WGS	247	9219667270	SAMN14785147	3919197612	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219632	Illumina HiSeq 2500	XM_02	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_02	SRP259419	Model organism or animal	unknown	Muscle	XM_02	Mature	Xiamen	1
PRJNA629649	SRR11658713	WGS	300	9313177500	SAMN14785167	3644210001	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219654	Illumina HiSeq 2500	ZS_07	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_07	SRP259419	Model organism or animal	unknown	Muscle	ZS_07	Mature	Zhoushan	1
PRJNA629649	SRR11658758	WGS	253	7606616051	SAMN14785126	3182443257	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219609	Illumina HiSeq 2500	FD_08	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_08	SRP259419	Model organism or animal	unknown	Muscle	FD_08	Mature	Fuding	1
PRJNA629649	SRR11658710	WGS	300	14639835300	SAMN14785170	6714998151	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219657	Illumina HiSeq 2500	ZS_10	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_10	SRP259419	Model organism or animal	unknown	Muscle	ZS_10	Mature	Zhoushan	1
PRJNA629649	SRR11658720	WGS	251	3749739453	SAMN14785161	1595874833	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219647	Illumina HiSeq 2500	XM_22	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_22	SRP259419	Model organism or animal	unknown	Muscle	XM_22	Mature	Xiamen	1
PRJNA629649	SRR11658687	WGS	248	6472640227	SAMN14785191	2855876419	XIAMEN UNIVERSITY	public	sra,fastq	ncbi,gs,s3	gs.US,s3.us-east-1,ncbi.public	SRX8219680	Illumina HiSeq 2500	ZW_21	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZW_21	SRP259419	Model organism or animal	unknown	Muscle	ZW_21	Mature	Zhanjiang	1
PRJNA629649	SRR11658711	WGS	300	5378235300	SAMN14785169	2445463489	XIAMEN UNIVERSITY	public	sra,fastq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX8219656	Illumina HiSeq 2500	ZS_09	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_09	SRP259419	Model organism or animal	unknown	Muscle	ZS_09	Mature	Zhoushan	1
PRJNA629649	SRR11658706	WGS	300	12557606700	SAMN14785174	6213806541	XIAMEN UNIVERSITY	public	fastq,sra	s3,gs,ncbi	gs.US,s3.us-east-1,ncbi.public	SRX8219661	Illumina HiSeq 2500	ZS_14	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_14	SRP259419	Model organism or animal	unknown	Muscle	ZS_14	Mature	Zhoushan	1
PRJNA629649	SRR11658692	WGS	249	6618254484	SAMN14785186	2858330340	XIAMEN UNIVERSITY	public	fastq,sra	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX8219675	Illumina HiSeq 2500	ZW_08	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZW_08	SRP259419	Model organism or animal	unknown	Muscle	ZW_08	Mature	Zhanjiang	1
PRJNA629649	SRR11658737	WGS	300	12408739800	SAMN14785145	5922048921	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX8219630	Illumina HiSeq 2500	FF_10	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_10	SRP259419	Model organism or animal	unknown	Muscle	FF_10	Mature	Fufa	1
PRJNA629649	SRR11658742	WGS	300	10031551200	SAMN14785141	4229197171	XIAMEN UNIVERSITY	public	fastq,sra	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX8219625	Illumina HiSeq 2500	FF_06	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_06	SRP259419	Model organism or animal	unknown	Muscle	FF_06	Mature	Fufa	1
PRJNA629649	SRR11658716	WGS	250	8759186315	SAMN14785120	3742017649	XIAMEN UNIVERSITY	public	fastq,sra	s3,ncbi,gs	ncbi.public,gs.US,s3.us-east-1	SRX8219651	Illumina HiSeq 2500	FD_01	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_01	SRP259419	Model organism or animal	unknown	Muscle	FD_01	Mature	Fuding	1
PRJNA629649	SRR11658683	WGS	243	11303710535	SAMN14785123	4746027548	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219684	Illumina HiSeq 2500	FD_05	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_05	SRP259419	Model organism or animal	unknown	Muscle	FD_05	Mature	Fuding	1
PRJNA629649	SRR11658754	WGS	253	5492559719	SAMN14785130	2338469674	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219613	Illumina HiSeq 2500	FD_23	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_23	SRP259419	Model organism or animal	unknown	Muscle	FD_23	Mature	Fuding	1
