BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Isolate	Ecotype	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	lat_lon	Strain	Cultivar	isol_growth_condt	estimated_size	ploidy	propagation	env_biome	env_feature	env_material	Depth	use_species
PRJNA354496	SRR5043540	WGS	302	8742613704	SAMN06046563	3552117289	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366593	Illumina HiSeq 4000	GF01_S154_L008	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	GF01	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-01	Sweden	Europe	Sweden	58.34 N 11.56 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043541	WGS	252	5060091708	SAMN06046588	1864927757	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366594	Illumina HiSeq 2500	SM118_GATCAG_L003	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	SM118	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Western Norway	2014-01-08	Norway	Europe	Norway	63.46 N 7.69 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043543	WGS	252	5482259496	SAMN06046546	1968995792	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366596	Illumina HiSeq 2500	AR67_AGTCAA_L007	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	AR67	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-07	Norway	Europe	Norway	58.46 N 8.77 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043545	WGS	252	5842050984	SAMN06046544	2099619525	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366598	Illumina HiSeq 2500	AR65_CAGATC_L007	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	AR65	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-05	Norway	Europe	Norway	58.46 N 8.77 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043547	WGS	302	8664485700	SAMN06046564	3463070634	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366600	Illumina HiSeq 4000	GF02_S155_L008	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	GF02	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-02	Sweden	Europe	Sweden	58.34 N 11.56 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043550	WGS	252	5459452740	SAMN06046552	1939189019	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366603	Illumina HiSeq 2500	ARD23_GCCAAT_L001	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	ARD23	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Scotland	2014-01-05	United Kingdom	Europe	United Kingdom: Scotland	56.76 N 5.88 W	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043552	WGS	252	5306688828	SAMN06046558	1847327051	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366605	Illumina HiSeq 2500	EG24_AGTTCC_L001	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	EG24	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-04	Norway	Europe	Norway	58.45 N 5.99 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043555	WGS	252	5268302676	SAMN06046542	1895983622	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366608	Illumina HiSeq 2500	AR63_ACAGTG_L007	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	AR63	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-03	Norway	Europe	Norway	58.46 N 8.77 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043557	WGS	252	6240104892	SAMN06046578	2227360553	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366610	Illumina HiSeq 2500	NH67_GGCTAC_L002	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	NH67	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Western Norway	2014-01-06	Norway	Europe	Norway	60.37 N 6.14 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043560	WGS	252	5263582968	SAMN06046580	1908705491	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366613	Illumina HiSeq 2500	NH69_GTTTCG_L002	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	NH69	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Western Norway	2014-01-08	Norway	Europe	Norway	60.37 N 6.14 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043561	WGS	302	14186120216	SAMN06046567	5608242897	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366614	Illumina HiSeq 4000	GF05_S158_L008	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	GF05	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-05	Sweden	Europe	Sweden	58.34 N 11.56 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043563	WGS	252	5689347048	SAMN06046540	2048588089	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366616	Illumina HiSeq 2500	AR61_CGATGT_L007	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	AR61	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-01	Norway	Europe	Norway	58.46 N 8.77 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043565	WGS	252	5455805544	SAMN06046545	1950899158	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366618	Illumina HiSeq 2500	AR66_CTTGTA_L007	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	AR66	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-06	Norway	Europe	Norway	58.46 N 8.77 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043566	WGS	252	5255344332	SAMN06046556	1851603077	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366619	Illumina HiSeq 2500	EG22_CTTGTA_L001	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	EG22	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-02	Norway	Europe	Norway	58.45 N 5.99 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043568	WGS	252	5386808952	SAMN06046541	1928064520	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366621	Illumina HiSeq 2500	AR62_TGACCA_L007	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	AR62	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-02	Norway	Europe	Norway	58.46 N 8.77 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043569	WGS	252	5549950224	SAMN06046579	2009388206	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366622	Illumina HiSeq 2500	NH68_GTGGCC_L002	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	NH68	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Western Norway	2014-01-07	Norway	Europe	Norway	60.37 N 6.14 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043571	WGS	252	4999138200	SAMN06046543	1804777483	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366624	Illumina HiSeq 2500	AR64_GCCAAT_L007	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	AR64	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-04	Norway	Europe	Norway	58.46 N 8.77 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043573	WGS	252	5827197600	SAMN06046577	2072628620	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366626	Illumina HiSeq 2500	NH65_TAGCTT_L002	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	NH65	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Western Norway	2014-01-05	Norway	Europe	Norway	60.37 N 6.14 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043575	WGS	252	6661182024	SAMN06046581	2356607975	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366628	Illumina HiSeq 2500	SM111_CGTACG_L002	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	SM111	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Western Norway	2014-01-01	Norway	Europe	Norway	63.46 N 7.69 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043528	WGS	252	6791575392	SAMN06046596	2423881171	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366581	Illumina HiSeq 2500	ST48_ATTCCT_L003	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	ST48	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Western Norway	2014-01-08	Norway	Europe	Norway	58.96 N 5.73 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043559	WGS	252	5358657024	SAMN06046594	1917885487	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366612	Illumina HiSeq 2500	ST46_GAGTGG_L003	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	ST46	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Western Norway	2014-01-06	Norway	Europe	Norway	58.96 N 5.73 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
PRJNA354496	SRR5043512	WGS	252	5349020544	SAMN06046562	1884616815	UNIVERSITY OF AGDER	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2366565	Illumina HiSeq 2500	EG28_GTGAAA_L001	PAIRED	RANDOM	GENOMIC	Symphodus_melops	ILLUMINA	2017-12-01T00:00:00Z	EG28	SRP093690	MIGS.eu,MIGS/MIMS/MIMARKS.water	missing	not applicable	Southern Norway	2014-01-08	Norway	Europe	Norway	58.45 N 5.99 E	not applicable	not applicable	wild	600 Mbps	diploid	sexual	rocky shore	sea	water	2-10	1
