Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_Date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	sub_species	Isolate	BioSampleModel	body_site	Label	pathovar	tissue_type
SRR1284328	WGS	200	1945194200	PRJNA192205	SAMN02743821	1435265840	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535394	Illumina HiSeq 2000	D_Ko_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C08	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C08	blood	NA
SRR1284329	WGS	200	2205107600	PRJNA192205	SAMN02743822	1358214125	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535395	Illumina HiSeq 2000	D_Ko_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C11	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C11	blood	NA
SRR1284330	WGS	200	2959106600	PRJNA192205	SAMN02743822	2100613728	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535395	Illumina HiSeq 2000	D_Ko_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C11	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C11	blood	NA
SRR1284331	WGS	200	2933261800	PRJNA192205	SAMN02743822	2085802595	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535395	Illumina HiSeq 2000	D_Ko_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C11	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C11	blood	NA
SRR1284332	WGS	200	3018094200	PRJNA192205	SAMN02743822	2098894506	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535395	Illumina HiSeq 2000	D_Ko_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C11	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C11	blood	NA
SRR1284333	WGS	200	2705813800	PRJNA192205	SAMN02743823	1988261579	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C13	blood	NA
SRR1284334	WGS	200	1950866600	PRJNA192205	SAMN02743823	1442075292	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C13	blood	NA
SRR1284335	WGS	200	1947067200	PRJNA192205	SAMN02743823	1429197770	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C13	blood	NA
SRR1284336	WGS	200	1977236400	PRJNA192205	SAMN02743823	1453187630	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C13	blood	NA
SRR1284337	WGS	200	15181039600	PRJNA192205	SAMN02743823	10739045820	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535396	Illumina HiSeq 2000	D_Ko_C13	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C13	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C13	blood	NA
SRR1284338	WGS	200	2282519600	PRJNA192205	SAMN02743824	1679743072	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C15	blood	NA
SRR1284339	WGS	200	2041865400	PRJNA192205	SAMN02743824	1511862535	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C15	blood	NA
SRR1284340	WGS	200	2038031200	PRJNA192205	SAMN02743824	1499097693	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C15	blood	NA
SRR1284341	WGS	200	2074654000	PRJNA192205	SAMN02743824	1527692353	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C15	blood	NA
SRR1284342	WGS	200	21045944400	PRJNA192205	SAMN02743824	15134328681	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535397	Illumina HiSeq 2000	D_Ko_C15	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C15	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C15	blood	NA
SRR1284343	WGS	200	975331200	PRJNA192205	SAMN02743825	700252405	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C19	blood	NA
SRR1284344	WGS	200	4134422000	PRJNA192205	SAMN02743825	3037440742	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C19	blood	NA
SRR1284345	WGS	200	4108944200	PRJNA192205	SAMN02743825	3020295184	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C19	blood	NA
SRR1284346	WGS	200	4248960600	PRJNA192205	SAMN02743825	3078598460	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C19	blood	NA
SRR1284347	WGS	200	4229242200	PRJNA192205	SAMN02743825	3056365491	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535398	Illumina HiSeq 2000	D_Ko_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C19	SRP022901	male	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C19	blood	NA
SRR1284348	WGS	200	2689067600	PRJNA192205	SAMN02743826	2015993245	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535399	Illumina HiSeq 2000	D_Ko_C20	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C20	SRP022901	female	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C20	blood	NA
SRR1284349	WGS	200	3894388200	PRJNA192205	SAMN02743826	2891898099	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535399	Illumina HiSeq 2000	D_Ko_C20	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C20	SRP022901	female	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C20	blood	NA
SRR1284350	WGS	200	3863829800	PRJNA192205	SAMN02743826	2877642752	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535399	Illumina HiSeq 2000	D_Ko_C20	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C20	SRP022901	female	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C20	blood	NA
SRR1284351	WGS	200	3833214600	PRJNA192205	SAMN02743826	2812700518	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535399	Illumina HiSeq 2000	D_Ko_C20	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ko_C20	SRP022901	female	2010	Germany	Europe	Germany: Konstanz	corone	NA	Model organism or animal	blood	D_Ko_C20	blood	NA
SRR1284353	WGS	200	1629972400	PRJNA192205	SAMN02743827	1220821790	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C01	blood	NA
SRR1284354	WGS	200	1797730400	PRJNA192205	SAMN02743827	1331499375	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C01	blood	NA
SRR1284355	WGS	200	1789130200	PRJNA192205	SAMN02743827	1332016231	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C01	blood	NA
SRR1284356	WGS	200	1809675800	PRJNA192205	SAMN02743827	1323593309	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C01	blood	NA
SRR1284357	WGS	200	6067819800	PRJNA192205	SAMN02743827	4311475724	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535400	Illumina HiSeq 2000	D_Ra_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C01	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C01	blood	NA
SRR1284358	WGS	200	3347311000	PRJNA192205	SAMN02743828	2374521816	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C05	blood	NA
SRR1284359	WGS	200	1982595600	PRJNA192205	SAMN02743828	1443522861	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C05	blood	NA
SRR1284360	WGS	200	1962059600	PRJNA192205	SAMN02743828	1429802877	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C05	blood	NA
SRR1284361	WGS	200	2017858600	PRJNA192205	SAMN02743828	1446154977	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C05	blood	NA
SRR1284362	WGS	200	1998225600	PRJNA192205	SAMN02743828	1428026215	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C05	blood	NA
SRR1284363	WGS	200	9609406200	PRJNA192205	SAMN02743828	6710566958	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535401	Illumina HiSeq 2000	D_Ra_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C05	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C05	blood	NA
SRR1284364	WGS	200	936445000	PRJNA192205	SAMN02743829	579382622	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535402	Illumina HiSeq 2000	D_Ra_C06	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C06	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C06	blood	NA
SRR1284365	WGS	200	2576193000	PRJNA192205	SAMN02743829	1831635989	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535402	Illumina HiSeq 2000	D_Ra_C06	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C06	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C06	blood	NA
SRR1284366	WGS	200	2555118000	PRJNA192205	SAMN02743829	1819191478	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535402	Illumina HiSeq 2000	D_Ra_C06	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C06	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C06	blood	NA
SRR1284367	WGS	200	2697256400	PRJNA192205	SAMN02743829	1880275446	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535402	Illumina HiSeq 2000	D_Ra_C06	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C06	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C06	blood	NA
SRR1284368	WGS	200	3720430400	PRJNA192205	SAMN02743830	2640933047	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C11	blood	NA
SRR1284369	WGS	200	2479070600	PRJNA192205	SAMN02743830	1806144962	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C11	blood	NA
SRR1284370	WGS	200	2462562200	PRJNA192205	SAMN02743830	1795693137	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C11	blood	NA
SRR1284371	WGS	200	2498322000	PRJNA192205	SAMN02743830	1792119441	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C11	blood	NA
SRR1284372	WGS	200	2489083000	PRJNA192205	SAMN02743830	1780480574	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535403	Illumina HiSeq 2000	D_Ra_C11	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C11	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C11	blood	NA
SRR1284373	WGS	200	3208503600	PRJNA192205	SAMN02743831	2352006384	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535404	Illumina HiSeq 2000	D_Ra_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C14	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	muscle	D_Ra_C14	muscle	NA
SRR1284374	WGS	200	1869572800	PRJNA192205	SAMN02743831	1386878280	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535404	Illumina HiSeq 2000	D_Ra_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C14	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	muscle	D_Ra_C14	muscle	NA
SRR1284375	WGS	200	1872518400	PRJNA192205	SAMN02743831	1380087839	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535404	Illumina HiSeq 2000	D_Ra_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C14	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	muscle	D_Ra_C14	muscle	NA
SRR1284376	WGS	200	1873183200	PRJNA192205	SAMN02743831	1378548368	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535404	Illumina HiSeq 2000	D_Ra_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C14	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	muscle	D_Ra_C14	muscle	NA
SRR1284377	WGS	200	3353228200	PRJNA192205	SAMN02743832	2462977433	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535405	Illumina HiSeq 2000	D_Ra_C16	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C16	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C16	blood	NA
SRR1284378	WGS	200	2095940200	PRJNA192205	SAMN02743832	1549337457	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535405	Illumina HiSeq 2000	D_Ra_C16	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C16	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C16	blood	NA
SRR1284379	WGS	200	2090253600	PRJNA192205	SAMN02743832	1534507504	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535405	Illumina HiSeq 2000	D_Ra_C16	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C16	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C16	blood	NA
SRR1284380	WGS	200	2124680000	PRJNA192205	SAMN02743832	1561418315	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535405	Illumina HiSeq 2000	D_Ra_C16	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C16	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C16	blood	NA
SRR1284381	WGS	200	14924662200	PRJNA192205	SAMN02743832	10569501763	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535405	Illumina HiSeq 2000	D_Ra_C16	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	D_Ra_C16	SRP022901	male	2010	Germany	Europe	Germany: Radolfzell	corone	NA	Model organism or animal	blood	D_Ra_C16	blood	NA
SRR1284382	WGS	200	1428369400	PRJNA192205	SAMN02743833	1016428189	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535406	Illumina HiSeq 2000	E_Vi_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C01	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C01	blood	NA
SRR1284383	WGS	200	4274909000	PRJNA192205	SAMN02743833	3119601067	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535406	Illumina HiSeq 2000	E_Vi_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C01	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C01	blood	NA
