BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	geographic_location_(region_and_locality)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST	use_species
PRJEB27858	ERR2751107	WGS	300	16945347900	SAMEA4799731	7433102484	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764161	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799731	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619649	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619649	hamlert_reseq_sample_050	20551	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751108	WGS	300	18112921800	SAMEA4799732	7777042378	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764162	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799732	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619650	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619650	hamlert_reseq_sample_051	20552	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751109	WGS	300	19772555700	SAMEA4799733	8539392996	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764163	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799733	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619651	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619651	hamlert_reseq_sample_052	20553	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751110	WGS	300	16197821400	SAMEA4799734	7084672712	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764164	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799734	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619652	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619652	hamlert_reseq_sample_053	20554	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751112	WGS	300	21857916000	SAMEA4799736	9448505778	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764166	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799736	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619654	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619654	hamlert_reseq_sample_055	20556	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751113	WGS	300	19041054600	SAMEA4799737	8320448427	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764167	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799737	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619655	2018-12-11	2018-11-16	Honduras	8	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619655	hamlert_reseq_sample_056	20558	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751114	WGS	300	18951209700	SAMEA4799738	8525009758	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764168	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799738	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619656	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619656	hamlert_reseq_sample_057	20559	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751138	WGS	300	15890820000	SAMEA4799739	7039356939	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764192	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799739	ERP109991	missing	2006-06-05	Honduras	North America	15.9558 N 83.2931 E	ERS2619657	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619657	hamlert_reseq_sample_058	20625	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751139	WGS	300	20276807100	SAMEA4799740	8891755610	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764193	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799740	ERP109991	missing	2006-06-05	Honduras	North America	15.9558 N 83.2931 E	ERS2619658	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619658	hamlert_reseq_sample_059	20633	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751140	WGS	300	19501710300	SAMEA4799741	8408747764	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764194	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799741	ERP109991	missing	2006-06-05	Honduras	North America	15.9558 N 83.2931 E	ERS2619659	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619659	hamlert_reseq_sample_060	20635	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751141	WGS	300	15911077500	SAMEA4799742	6890733308	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764195	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799742	ERP109991	missing	2006-06-05	Honduras	North America	15.9558 N 83.2931 E	ERS2619660	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619660	hamlert_reseq_sample_061	20638	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751111	WGS	300	17139528000	SAMEA4799735	7460583164	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764165	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799735	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619653	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619653	hamlert_reseq_sample_054	20555	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751080	WGS	300	13570845300	SAMEA4799721	5895763599	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	sra,fastq	ncbi,ena,gs,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERX2764134	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799721	ERP109991	missing	2004-07-26	Belize	North America	16.8058 N 88.0792 E	ERS2619639	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619639	hamlert_reseq_sample_040	18161	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751091	WGS	300	17119302300	SAMEA4799728	7431134319	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	sra,fastq	ncbi,s3,gs,ena	ena,gs.US,s3.us-east-1,ncbi.public	ERX2764145	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799728	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619646	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619646	hamlert_reseq_sample_047	18178	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751087	WGS	300	17481761100	SAMEA4799724	7598783988	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764141	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799724	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619642	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619642	hamlert_reseq_sample_043	18172	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
