BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Biomaterial_provider	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	collected_by	lat_lon	Host	Breed	bcid	Depth	identified_by	use_species
PRJNA430094	SRR6473809	WGS	250	10245476746	SAMN08365912	3866520538	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563663	Illumina HiSeq 2500	Crup_L49	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_L49	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.20616667 N 9.382666667 W	missing	missing	ark:/21547/Aut2Crup_L49	1000\, 1062	missing	1
PRJNA430094	SRR6473810	WGS	250	10593800137	SAMN08365913	4022752493	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563662	Illumina HiSeq 2500	Crup_Cru26	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_Cru26	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.23466667 N 9.256833333 W	missing	missing	ark:/21547/Aut2Crup_Cru26	750\, 788	missing	1
PRJNA430094	SRR6473811	WGS	250	8688470384	SAMN08365945	3180039219	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563661	Illumina HiSeq 2500	Crup_J80	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_J80	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.29266667 N 9.881166667 W	missing	missing	ark:/21547/Aut2Crup_J80	1800\, 1800	missing	1
PRJNA430094	SRR6473812	WGS	249	9751702495	SAMN08365905	3726016237	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563660	Illumina HiSeq 2500	Crup_Cru22	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_Cru22	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.23466667 N 9.256833333 W	missing	missing	ark:/21547/Aut2Crup_Cru22	750\, 788	missing	1
PRJNA430094	SRR6473814	WGS	250	6891699762	SAMN08365934	2530025999	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563658	Illumina HiSeq 2500	Crup_L31	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_L31	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.20616667 N 9.382666667 W	missing	missing	ark:/21547/Aut2Crup_L31	1000\, 1062	missing	1
PRJNA430094	SRR6473815	WGS	250	6718472207	SAMN08365901	2487287935	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563657	Illumina HiSeq 2500	Crup_L05	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_L05	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.297 N 9.633166667 W	missing	missing	ark:/21547/Aut2Crup_L05	1500\, 1504	missing	1
PRJNA430094	SRR6473816	WGS	250	7899735461	SAMN08365902	2937971922	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563656	Illumina HiSeq 2500	Crup_L36	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_L36	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.20616667 N 9.382666667 W	missing	missing	ark:/21547/Aut2Crup_L36	1000\, 1062	missing	1
PRJNA430094	SRR6473818	WGS	250	8961226792	SAMN08365896	3429402503	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563654	Illumina HiSeq 2500	Crup_Cru19	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_Cru19	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.23466667 N 9.256833333 W	missing	missing	ark:/21547/Aut2Crup_Cru19	750\, 788	missing	1
PRJNA430094	SRR6473819	WGS	249	8394824142	SAMN08365897	3221756743	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563653	Illumina HiSeq 2500	Crup_Cru7	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_Cru7	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.23466667 N 9.256833333 W	missing	missing	ark:/21547/Aut2Crup_Cru7	750\, 788	missing	1
PRJNA430094	SRR6473820	WGS	250	7940967169	SAMN08365898	2897637713	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563652	Illumina HiSeq 2500	Crup_J71	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_J71	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.29266667 N 9.881166667 W	missing	missing	ark:/21547/Aut2Crup_J71	1800\, 1800	missing	1
PRJNA430094	SRR6473821	WGS	250	10038667488	SAMN08365899	3816116861	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563651	Illumina HiSeq 2500	Crup_J87	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_J87	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.29266667 N 9.881166667 W	missing	missing	ark:/21547/Aut2Crup_J87	1800\, 1800	missing	1
PRJNA430094	SRR6473822	WGS	248	8539108789	SAMN08365941	3233742112	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563650	Illumina HiSeq 2500	Crup_Cru9	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_Cru9	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.23466667 N 9.256833333 W	missing	missing	ark:/21547/Aut2Crup_Cru9	750\, 788	missing	1
PRJNA430094	SRR6473823	WGS	249	9977384328	SAMN08365904	3783260006	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563649	Illumina HiSeq 2500	Crup_Cru21	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_Cru21	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.23466667 N 9.256833333 W	missing	missing	ark:/21547/Aut2Crup_Cru21	750\, 788	missing	1
PRJNA430094	SRR6473768	WGS	250	9398631399	SAMN08365917	3506936863	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563704	Illumina HiSeq 2500	Crup_J77	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_J77	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.29266667 N 9.881166667 W	missing	missing	ark:/21547/Aut2Crup_J77	1800\, 1800	missing	1
PRJNA430094	SRR6473786	WGS	250	7736188927	SAMN08365955	2861198330	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563686	Illumina HiSeq 2500	Crup_L50	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_L50	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.20616667 N 9.382666667 W	missing	missing	ark:/21547/Aut2Crup_L50	1000\, 1062	missing	1
PRJNA430094	SRR6473793	WGS	250	8225727533	SAMN08365948	3042561439	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563679	Illumina HiSeq 2500	Crup_L022	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_L022	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.297 N 9.633166667 W	missing	missing	ark:/21547/Aut2Crup_L022	1500\, 1504	missing	1
PRJNA430094	SRR6473813	WGS	249	9085875536	SAMN08365938	3426721332	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563659	Illumina HiSeq 2500	Crup_Cru10	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_Cru10	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.23466667 N 9.256833333 W	missing	missing	ark:/21547/Aut2Crup_Cru10	750\, 788	missing	1
PRJNA430094	SRR6473817	WGS	249	9773675566	SAMN08365903	3718009570	DURHAM UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3563655	Illumina HiSeq 2500	Crup_Cru14	PAIRED	RANDOM	GENOMIC	Coryphaenoides_rupestris	ILLUMINA	2018-01-15T00:00:00Z	Crup_Cru14	SRP129631	Model organism or animal	missing	muscle	adult	missing	A. Rus Hoelzel	2015-09-11	United Kingdom	Europe	United Kingdom: Hebridies\, Scotland	missing	56.23466667 N 9.256833333 W	missing	missing	ark:/21547/Aut2Crup_Cru14	750\, 788	missing	1
