BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	AGE	Sample_Type	Breed	use_species
PRJNA450892	SRR7091469	WGS	273	11655826850	SAMN08952564	4428728576	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020352	Illumina HiSeq 2000	53	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S21	SRP144280	Model organism or animal	female	blood	8 week	53	not collected	1
PRJNA450892	SRR7091470	WGS	276	12699938900	SAMN08952565	4821806332	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020351	Illumina HiSeq 2000	58	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S22	SRP144280	Model organism or animal	female	blood	8 week	58	not collected	1
PRJNA450892	SRR7091471	WGS	272	10082707550	SAMN08952570	3859588901	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020350	Illumina HiSeq 2000	71	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S27	SRP144280	Model organism or animal	female	blood	8 week	71	not collected	1
PRJNA450892	SRR7091472	WGS	275	11943484450	SAMN08952571	4570571864	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020349	Illumina HiSeq 2000	76	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S28	SRP144280	Model organism or animal	female	blood	8 week	76	not collected	1
PRJNA450892	SRR7091473	WGS	276	12726307000	SAMN08952568	4899178252	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020348	Illumina HiSeq 2000	65	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S25	SRP144280	Model organism or animal	female	blood	8 week	65	not collected	1
PRJNA450892	SRR7091474	WGS	272	10839806300	SAMN08952569	4201303003	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020347	Illumina HiSeq 2000	70	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S26	SRP144280	Model organism or animal	female	blood	8 week	70	not collected	1
PRJNA450892	SRR7091475	WGS	280	15360883400	SAMN08952572	5735095394	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020346	Illumina HiSeq 2000	78	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S29	SRP144280	Model organism or animal	female	blood	8 week	78	not collected	1
PRJNA450892	SRR7091476	WGS	277	13079616150	SAMN08952573	4913077943	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020345	Illumina HiSeq 2000	80	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S30	SRP144280	Model organism or animal	female	blood	8 week	80	not collected	1
PRJNA450892	SRR7091477	WGS	299	14852865686	SAMN08952584	6395413191	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020344	HiSeq X Ten	GA1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S41	SRP144280	Model organism or animal	male	blood	8 week	GA1	not collected	1
PRJNA450892	SRR7091478	WGS	299	10025204056	SAMN08952585	4354738720	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020343	HiSeq X Ten	GA2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S42	SRP144280	Model organism or animal	female	blood	8 week	GA2	not collected	1
PRJNA450892	SRR7091479	WGS	300	19532280900	SAMN08952586	7862482731	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020342	HiSeq X Ten	GA-ci2_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S43	SRP144280	Model organism or animal	female	blood	8 week	GA-ci2_F	not collected	1
PRJNA450892	SRR7091480	WGS	299	12693787110	SAMN08952587	5193601001	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020341	HiSeq X Ten	GY1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S44	SRP144280	Model organism or animal	male	blood	8 week	GY1	not collected	1
PRJNA450892	SRR7091481	WGS	299	11472854412	SAMN08952588	4647865628	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020340	HiSeq X Ten	GY2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S45	SRP144280	Model organism or animal	female	blood	8 week	GY2	not collected	1
PRJNA450892	SRR7091482	WGS	300	18274173300	SAMN08952589	7248002486	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020339	HiSeq X Ten	GY-ci3_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S46	SRP144280	Model organism or animal	female	blood	8 week	GY-ci3_F	not collected	1
PRJNA450892	SRR7091483	WGS	300	12779637600	SAMN08952590	5834707046	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020338	HiSeq X Ten	JD1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S47	SRP144280	Model organism or animal	male	blood	8 week	JD1	not collected	1
PRJNA450892	SRR7091484	WGS	300	12132524700	SAMN08952591	5613852329	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020337	HiSeq X Ten	JD2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S48	SRP144280	Model organism or animal	female	blood	8 week	JD2	not collected	1
PRJNA450892	SRR7091485	WGS	300	14895249600	SAMN08952592	5875801433	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020336	HiSeq X Ten	JD-ci2_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S49	SRP144280	Model organism or animal	female	blood	8 week	JD-ci2_F	not collected	1
PRJNA450892	SRR7091486	WGS	299	12318211284	SAMN08952593	5321850978	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020335	HiSeq X Ten	LC1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S50	SRP144280	Model organism or animal	male	blood	8 week	LC1	not collected	1
PRJNA450892	SRR7091487	WGS	300	14814394500	SAMN08952623	6859520373	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020334	HiSeq X Ten	1-3b	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S80	SRP144280	Model organism or animal	male	blood	8 week	1-3b	not collected	1
PRJNA450892	SRR7091488	WGS	300	13863987900	SAMN08952622	6445414096	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020333	HiSeq X Ten	1-3a	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S79	SRP144280	Model organism or animal	female	blood	8 week	1-3a	not collected	1
PRJNA450892	SRR7091489	WGS	300	23437496100	SAMN08952619	9371683164	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020332	HiSeq X Ten	YX-ci2_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S76	SRP144280	Model organism or animal	female	blood	8 week	YX-ci2_F	not collected	1
PRJNA450892	SRR7091490	WGS	299	11789372318	SAMN08952618	5104990568	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020331	HiSeq X Ten	YX2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S75	SRP144280	Model organism or animal	female	blood	8 week	YX2	not collected	1
PRJNA450892	SRR7091491	WGS	300	12042431700	SAMN08952621	5588166279	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020330	HiSeq X Ten	1-2b	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S78	SRP144280	Model organism or animal	male	blood	8 week	1-2b	not collected	1
PRJNA450892	SRR7091492	WGS	300	10848438600	SAMN08952620	4072933871	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020329	HiSeq X Ten	1-2a	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S77	SRP144280	Model organism or animal	female	blood	8 week	1-2a	not collected	1
PRJNA450892	SRR7091493	WGS	299	12845207044	SAMN08952615	5554936997	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020328	HiSeq X Ten	TW2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S72	SRP144280	Model organism or animal	female	blood	8 week	TW2	not collected	1
PRJNA450892	SRR7091494	WGS	299	12259236221	SAMN08952614	5348525115	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020327	HiSeq X Ten	TW1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S71	SRP144280	Model organism or animal	male	blood	8 week	TW1	not collected	1
PRJNA450892	SRR7091495	WGS	299	11273102358	SAMN08952617	4905242345	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020326	HiSeq X Ten	YX1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S74	SRP144280	Model organism or animal	male	blood	8 week	YX1	not collected	1
PRJNA450892	SRR7091496	WGS	300	16880629500	SAMN08952616	6933103532	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020325	HiSeq X Ten	TW-ci2_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S73	SRP144280	Model organism or animal	female	blood	8 week	TW-ci2_F	not collected	1
PRJNA450892	SRR7091498	WGS	300	11722843500	SAMN08952636	5470791999	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020323	HiSeq X Ten	PK-14	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S93	SRP144280	Model organism or animal	male	blood	8 week	PK-14	not collected	1
PRJNA450892	SRR7091499	WGS	300	13754008500	SAMN08952635	6278029515	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020322	HiSeq X Ten	PK-13	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S92	SRP144280	Model organism or animal	male	blood	8 week	PK-13	not collected	1
PRJNA450892	SRR7091500	WGS	300	14154101100	SAMN08952634	6576357999	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020321	HiSeq X Ten	PK-12	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S91	SRP144280	Model organism or animal	male	blood	8 week	PK-12	not collected	1
PRJNA450892	SRR7091501	WGS	300	18030426300	SAMN08952641	8382958613	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020320	HiSeq X Ten	PK-6	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S98	SRP144280	Model organism or animal	female	blood	8 week	PK-6	not collected	1
PRJNA450892	SRR7091502	WGS	300	14956847700	SAMN08952640	6910413686	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020319	HiSeq X Ten	PK-5	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S97	SRP144280	Model organism or animal	female	blood	8 week	PK-5	not collected	1
PRJNA450892	SRR7091503	WGS	300	11479445100	SAMN08952639	5351709225	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020318	HiSeq X Ten	PK-4	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S96	SRP144280	Model organism or animal	female	blood	8 week	PK-4	not collected	1
PRJNA450892	SRR7091504	WGS	300	10381385700	SAMN08952638	4898009268	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020317	HiSeq X Ten	PK-3	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S95	SRP144280	Model organism or animal	female	blood	8 week	PK-3	not collected	1
PRJNA450892	SRR7091505	WGS	300	14628551700	SAMN08952643	5564409901	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020316	HiSeq X Ten	yz-1b	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S100	SRP144280	Model organism or animal	male	blood	8 week	yz-1b	not collected	1
PRJNA450892	SRR7091506	WGS	300	12896182800	SAMN08952642	4963254177	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020315	HiSeq X Ten	yz-1a	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S99	SRP144280	Model organism or animal	female	blood	8 week	yz-1a	not collected	1
PRJNA450892	SRR7091507	WGS	299	11596613870	SAMN08952612	5035158860	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020314	HiSeq X Ten	SX2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S69	SRP144280	Model organism or animal	female	blood	8 week	SX2	not collected	1
PRJNA450892	SRR7091508	WGS	300	15826511700	SAMN08952613	6319766475	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020313	HiSeq X Ten	SX-ci2_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S70	SRP144280	Model organism or animal	female	blood	8 week	SX-ci2_F	not collected	1
PRJNA450892	SRR7091509	WGS	300	17995707000	SAMN08952610	7159107120	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020312	HiSeq X Ten	SS-ci2_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S67	SRP144280	Model organism or animal	female	blood	8 week	SS-ci2_F	not collected	1
PRJNA450892	SRR7091510	WGS	299	11782474008	SAMN08952611	5078184771	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020311	HiSeq X Ten	SX1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S68	SRP144280	Model organism or animal	male	blood	8 week	SX1	not collected	1
PRJNA450892	SRR7091511	WGS	299	10659510336	SAMN08952608	4446534414	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020310	HiSeq X Ten	SS1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S65	SRP144280	Model organism or animal	male	blood	8 week	SS1	not collected	1
PRJNA450892	SRR7091512	WGS	299	12289751117	SAMN08952609	5131609597	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020309	HiSeq X Ten	SS2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S66	SRP144280	Model organism or animal	female	blood	8 week	SS2	not collected	1
PRJNA450892	SRR7091513	WGS	299	14614752090	SAMN08952606	5908939958	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020308	HiSeq X Ten	SM2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S63	SRP144280	Model organism or animal	female	blood	8 week	SM2	not collected	1
PRJNA450892	SRR7091514	WGS	300	11568468600	SAMN08952607	4647781107	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020307	HiSeq X Ten	SM-ci2_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S64	SRP144280	Model organism or animal	female	blood	8 week	SM-ci2_F	not collected	1
PRJNA450892	SRR7091515	WGS	300	21057300300	SAMN08952604	8570028076	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020306	HiSeq X Ten	PT-ci2_F	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S61	SRP144280	Model organism or animal	female	blood	8 week	PT-ci2_F	not collected	1
PRJNA450892	SRR7091516	WGS	299	11405366958	SAMN08952605	4577751879	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020305	HiSeq X Ten	SM1	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S62	SRP144280	Model organism or animal	male	blood	8 week	SM1	not collected	1
PRJNA450892	SRR7091439	WGS	276	12825302850	SAMN08952577	4883918204	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020382	Illumina HiSeq 2000	90	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S34	SRP144280	Model organism or animal	female	blood	8 week	90	not collected	1
PRJNA450892	SRR7091467	WGS	275	12731061800	SAMN08952566	4730487640	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020354	Illumina HiSeq 2000	59	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S23	SRP144280	Model organism or animal	female	blood	8 week	59	not collected	1
PRJNA450892	SRR7091417	WGS	300	15899789400	SAMN08952624	7422136923	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020404	HiSeq X Ten	2-1a	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S81	SRP144280	Model organism or animal	female	blood	8 week	2-1a	not collected	1
PRJNA450892	SRR7091497	WGS	300	12688048500	SAMN08952637	5926022184	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4020324	HiSeq X Ten	PK-2	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S94	SRP144280	Model organism or animal	female	blood	8 week	PK-2	not collected	1
PRJNA450892	SRR7091434	WGS	300	13968875400	SAMN08952645	5257191608	INSTITUTE OF ANIMAL SCIENCES (IAS), CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS)	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX4020387	HiSeq X Ten	yz-2b	PAIRED	PCR	GENOMIC	Anas_platyrhynchos	ILLUMINA	2018-05-02T00:00:00Z	S102	SRP144280	Model organism or animal	male	blood	8 week	yz-2b	not collected	1
