BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	COUNTRY	use_species
PRJNA690558	SRR13394360	WGS	302	9761446944	SAMN17251364	3136012494	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813334	Illumina NovaSeq 6000	NCCA11	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA11	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NCCA11	not applicable	not applicable	NA	1
PRJNA690558	SRR13394361	WGS	302	21137089022	SAMN17251363	6650539663	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813333	Illumina NovaSeq 6000	NCCA10	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NCCA10	not applicable	not applicable	NA	1
PRJNA690558	SRR13394362	WGS	302	7015482348	SAMN17251362	3015480707	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813332	Illumina NovaSeq 6000	NCCA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NCCA1	not applicable	not applicable	NA	1
PRJNA690558	SRR13394363	WGS	302	5238513140	SAMN17251361	1621124880	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813331	Illumina NovaSeq 6000	NBIA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NBIA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NBIA1	not applicable	not applicable	NA	1
PRJNA690558	SRR13394368	WGS	302	6650146304	SAMN17251259	2984763091	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813326	Illumina NovaSeq 6000	ACKA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	ACKA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	ACKA1	not applicable	not applicable	NA	1
PRJNA690558	SRR13394205	WGS	302	7332553658	SAMN17251345	3218564272	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813489	Illumina NovaSeq 6000	KILA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	KILA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	KILA1	not applicable	not applicable	NA	1
PRJNA690558	SRR13394301	WGS	300	3690268200	SAMN17251418	1776609593	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813393	Illumina NovaSeq 6000	SALA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	SALA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	SALA1	not applicable	not applicable	NA	1
PRJNA690558	SRR13394304	WGS	302	7778687084	SAMN17251415	3107831345	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813390	Illumina NovaSeq 6000	PAIA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	PAIA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	PAIA1	not applicable	not applicable	NA	1
PRJNA690558	SRR13394225	WGS	302	25514520434	SAMN17251327	11476946373	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813469	Illumina NovaSeq 6000	GEO2A10	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	GEO2A10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	GEO2A10	not applicable	not applicable	NA	1
PRJNA690558	SRR13394207	WGS	302	12932528182	SAMN17251343	5168969583	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813487	Illumina NovaSeq 6000	GEOA7	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	GEOA7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	GEOA7	not applicable	not applicable	NA	1
PRJNA690558	SRR13394222	WGS	302	10515343738	SAMN17251329	3225463465	UNIVERSITY OF CALIFORNIA BERKELEY	public	sra,fastq	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX9813472	Illumina NovaSeq 6000	GEO2A3	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	GEO2A3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	GEO2A3	not applicable	not applicable	NA	1
PRJNA690558	SRR13394219	WGS	302	8209449918	SAMN17251332	2545577371	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	SRX9813475	Illumina NovaSeq 6000	GEO2A6	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	GEO2A6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	GEO2A6	not applicable	not applicable	NA	1
PRJNA89149	SRR1263954	WGS	200	10915821000	SAMN02736898	7289404528	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX528040	Illumina HiSeq 2000	2893834950	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-25T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1263955	WGS	200	12522753000	SAMN02736898	8267836237	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX528041	Illumina HiSeq 2000	2893834951	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-25T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1263985	WGS	200	22644067800	SAMN02736898	14403215642	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX528039	Illumina HiSeq 2000	2893767192	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-26T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261315	WGS	200	2264619600	SAMN02736898	1365547380	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526472	Illumina HiSeq 2000	2890827770	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261346	WGS	200	2381338600	SAMN02736898	1437726965	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526471	Illumina HiSeq 2000	2890827771	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261556	WGS	200	8694402200	SAMN02736898	5850859918	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526473	Illumina HiSeq 2000	2891075861	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261572	WGS	200	8172542000	SAMN02736898	5283205378	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526477	Illumina HiSeq 2000	2892973562	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261600	WGS	200	11504843600	SAMN02736898	7906454768	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526476	Illumina HiSeq 2000	2892973563	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261615	WGS	200	8225560600	SAMN02736898	5241873844	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526476	Illumina HiSeq 2000	2892973563	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261616	WGS	200	8163170800	SAMN02736898	5185932902	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526475	Illumina HiSeq 2000	2893619273	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261618	WGS	200	10989457600	SAMN02736898	7622416280	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526477	Illumina HiSeq 2000	2892973562	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1261820	WGS	200	11932103200	SAMN02736898	8210188908	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526475	Illumina HiSeq 2000	2893619273	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-24T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1262357	WGS	200	39410225200	SAMN02736898	27191806402	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526474	Illumina HiSeq 2000	2893588899	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-25T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1262386	WGS	200	35817183400	SAMN02736898	23246078387	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526471	Illumina HiSeq 2000	2890827771	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-25T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
PRJNA89149	SRR1262387	WGS	200	38039419200	SAMN02736898	24887644086	WUGSC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX526472	Illumina HiSeq 2000	2890827770	PAIRED	unspecified	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2014-04-25T00:00:00Z	326069	SRP041360	NA	female	NA	N-32	NA	NA	NA	NA	NA	NA	USA: Navarre\, FL	1
