BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Ecotype	Biomaterial_provider	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	collected_by	lat_lon	Sample_Type	use_species
PRJNA668259	SRR12854612	WGS	302	1951000030	SAMN16492566	635840177	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321564	Illumina NovaSeq 6000	AI138	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AI138	SRP287931	Model organism or animal	missing	not applicable	AI138	young	AI	Leif Andersson	2002	Ireland	Europe	Ireland:River Erne	Hakan Wickstrom	54.504526 N 8.230453 W	tissue sample	1
PRJNA668259	SRR12854613	WGS	302	5184671976	SAMN16492558	1659315618	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321563	Illumina NovaSeq 6000	AI130	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AI130	SRP287931	Model organism or animal	missing	not applicable	AI130	young	AI	Leif Andersson	2002	Ireland	Europe	Ireland:River Erne	Hakan Wickstrom	54.504526 N 8.230453 W	tissue sample	1
PRJNA668259	SRR12854615	WGS	302	9674612280	SAMN16492545	3114434524	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321561	Illumina NovaSeq 6000	AI117	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AI117	SRP287931	Model organism or animal	missing	not applicable	AI117	young	AI	Leif Andersson	2002	Ireland	Europe	Ireland:River Erne	Hakan Wickstrom	54.504526 N 8.230453 W	tissue sample	1
PRJNA668259	SRR12854616	WGS	302	2727524778	SAMN16492543	877215146	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321560	Illumina NovaSeq 6000	AI115	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AI115	SRP287931	Model organism or animal	missing	not applicable	AI115	young	AI	Leif Andersson	2002	Ireland	Europe	Ireland:River Erne	Hakan Wickstrom	54.504526 N 8.230453 W	tissue sample	1
PRJNA668259	SRR12854617	WGS	302	3712137794	SAMN16492535	1182895663	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321559	Illumina NovaSeq 6000	AI107	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AI107	SRP287931	Model organism or animal	missing	not applicable	AI107	young	AI	Leif Andersson	2002	Ireland	Europe	Ireland:River Erne	Hakan Wickstrom	54.504526 N 8.230453 W	tissue sample	1
PRJNA668259	SRR12854618	WGS	302	5130265468	SAMN16492530	1636539561	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321558	Illumina NovaSeq 6000	AES9	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AES9	SRP287931	Model organism or animal	missing	not applicable	AES9	young	AES	Leif Andersson	2002	United Kingdom	Europe	United Kingdom: Severn river	Hakan Wickstrom	51.993503 N 2.174012 W	tissue sample	1
PRJNA668259	SRR12854619	WGS	302	7758070148	SAMN16492527	2503498713	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321557	Illumina NovaSeq 6000	AES6	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AES6	SRP287931	Model organism or animal	missing	not applicable	AES6	young	AES	Leif Andersson	2002	United Kingdom	Europe	United Kingdom: Severn river	Hakan Wickstrom	51.993503 N 2.174012 W	tissue sample	1
PRJNA668259	SRR12854620	WGS	302	3413085314	SAMN16492511	1118761035	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321556	Illumina NovaSeq 6000	AES18	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AES18	SRP287931	Model organism or animal	missing	not applicable	AES18	young	AES	Leif Andersson	2002	United Kingdom	Europe	United Kingdom: Severn river	Hakan Wickstrom	51.993503 N 2.174012 W	tissue sample	1
PRJNA668259	SRR12854621	WGS	302	3353384444	SAMN16492812	1093315893	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321555	Illumina NovaSeq 6000	ATU37	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU37	SRP287931	Model organism or animal	missing	not applicable	ATU37	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854622	WGS	302	3011968310	SAMN16492801	970775484	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321554	Illumina NovaSeq 6000	ATU26	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU26	SRP287931	Model organism or animal	missing	not applicable	ATU26	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854623	WGS	302	2604634334	SAMN16492799	832232069	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321553	Illumina NovaSeq 6000	ATU24	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU24	SRP287931	Model organism or animal	missing	not applicable	ATU24	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854624	WGS	302	3576191286	SAMN16492796	1149594582	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321552	Illumina NovaSeq 6000	ATU21	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU21	SRP287931	Model organism or animal	missing	not applicable	ATU21	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854625	WGS	302	3460364622	SAMN16492793	1139569935	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321551	Illumina NovaSeq 6000	ATU18	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU18	SRP287931	Model organism or animal	missing	not applicable	ATU18	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854626	WGS	302	2457869582	SAMN16492778	798441795	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321550	Illumina NovaSeq 6000	AST3	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AST3	SRP287931	Model organism or animal	missing	not applicable	AST3	young	AST	Leif Andersson	2019	Sweden	Europe	Sweden:Stromsan	Hakan Wickstrom	58.939666 N 11.176402 E	tissue sample	1
PRJNA668259	SRR12854627	WGS	302	3567916486	SAMN16492774	1157837232	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321549	Illumina NovaSeq 6000	AST28	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AST28	SRP287931	Model organism or animal	missing	not applicable	AST28	young	AST	Leif Andersson	2019	Sweden	Europe	Sweden:Stromsan	Hakan Wickstrom	58.939666 N 11.176402 E	tissue sample	1
PRJNA668259	SRR12854628	WGS	302	4987654424	SAMN16492752	1671837620	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321548	Illumina NovaSeq 6000	ASRI7	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI7	SRP287931	Model organism or animal	missing	not applicable	ASRI7	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854629	WGS	302	4199149034	SAMN16492744	1393824423	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321547	Illumina NovaSeq 6000	ASRI28	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI28	SRP287931	Model organism or animal	missing	not applicable	ASRI28	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854630	WGS	302	3772062446	SAMN16492516	1221299208	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321546	Illumina NovaSeq 6000	AES23	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AES23	SRP287931	Model organism or animal	missing	not applicable	AES23	young	AES	Leif Andersson	2002	United Kingdom	Europe	United Kingdom: Severn river	Hakan Wickstrom	51.993503 N 2.174012 W	tissue sample	1
PRJNA668259	SRR12854631	WGS	302	4150419824	SAMN16492738	1354437231	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321545	Illumina NovaSeq 6000	ASRI22	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI22	SRP287931	Model organism or animal	missing	not applicable	ASRI22	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854632	WGS	302	1695411994	SAMN16492737	555060009	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321544	Illumina NovaSeq 6000	ASRI21	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI21	SRP287931	Model organism or animal	missing	not applicable	ASRI21	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854634	WGS	302	7489901396	SAMN16492704	2374294981	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321542	Illumina NovaSeq 6000	APM37	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	APM37	SRP287931	Model organism or animal	missing	not applicable	APM37	young	APM	Leif Andersson	1995	Portugal	Europe	Portugal:Mira river	Hakan Wickstrom	37.721472 N 8.782361 W	tissue sample	1
PRJNA668259	SRR12854635	WGS	302	1655261094	SAMN16492701	528202064	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321541	Illumina NovaSeq 6000	APM34	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	APM34	SRP287931	Model organism or animal	missing	not applicable	APM34	young	APM	Leif Andersson	1995	Portugal	Europe	Portugal:Mira river	Hakan Wickstrom	37.721472 N 8.782361 W	tissue sample	1
PRJNA668259	SRR12854636	WGS	302	1262912358	SAMN16492698	401473868	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321540	Illumina NovaSeq 6000	APM31	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	APM31	SRP287931	Model organism or animal	missing	not applicable	APM31	young	APM	Leif Andersson	1995	Portugal	Europe	Portugal:Mira river	Hakan Wickstrom	37.721472 N 8.782361 W	tissue sample	1
PRJNA668259	SRR12854637	WGS	302	4423989846	SAMN16492707	1407299262	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321539	Illumina NovaSeq 6000	APM3	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	APM3	SRP287931	Model organism or animal	missing	not applicable	APM3	young	APM	Leif Andersson	1995	Portugal	Europe	Portugal:Mira river	Hakan Wickstrom	37.721472 N 8.782361 W	tissue sample	1
PRJNA668259	SRR12854639	WGS	302	1746038972	SAMN16492689	562101528	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321537	Illumina NovaSeq 6000	APM22	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	APM22	SRP287931	Model organism or animal	missing	not applicable	APM22	young	APM	Leif Andersson	1995	Portugal	Europe	Portugal:Mira river	Hakan Wickstrom	37.721472 N 8.782361 W	tissue sample	1
PRJNA668259	SRR12854640	WGS	302	2897946096	SAMN16492678	929223196	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321536	Illumina NovaSeq 6000	APM11	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	APM11	SRP287931	Model organism or animal	missing	not applicable	APM11	young	APM	Leif Andersson	1995	Portugal	Europe	Portugal:Mira river	Hakan Wickstrom	37.721472 N 8.782361 W	tissue sample	1
PRJNA668259	SRR12854641	WGS	302	7305303594	SAMN16492507	2387273983	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321535	Illumina NovaSeq 6000	AES14	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AES14	SRP287931	Model organism or animal	missing	not applicable	AES14	young	AES	Leif Andersson	2002	United Kingdom	Europe	United Kingdom: Severn river	Hakan Wickstrom	51.993503 N 2.174012 W	tissue sample	1
PRJNA668259	SRR12854642	WGS	302	4120847984	SAMN16492676	1305213281	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321534	Illumina NovaSeq 6000	AMAR9	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR9	SRP287931	Model organism or animal	missing	not applicable	AMAR9	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854643	WGS	302	1937460162	SAMN16492673	617172438	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321533	Illumina NovaSeq 6000	AMAR6	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR6	SRP287931	Model organism or animal	missing	not applicable	AMAR6	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854644	WGS	302	1962317782	SAMN16492668	618001703	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321532	Illumina NovaSeq 6000	AMAR48	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR48	SRP287931	Model organism or animal	missing	not applicable	AMAR48	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854645	WGS	302	1408438910	SAMN16492655	443766856	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321531	Illumina NovaSeq 6000	AMAR36	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR36	SRP287931	Model organism or animal	missing	not applicable	AMAR36	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854646	WGS	302	902437306	SAMN16492652	290605020	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321530	Illumina NovaSeq 6000	AMAR33	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR33	SRP287931	Model organism or animal	missing	not applicable	AMAR33	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854647	WGS	302	1985156230	SAMN16492642	631773134	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321529	Illumina NovaSeq 6000	AMAR24	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR24	SRP287931	Model organism or animal	missing	not applicable	AMAR24	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854648	WGS	302	2734324006	SAMN16492648	865712584	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321528	Illumina NovaSeq 6000	AMAR2	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR2	SRP287931	Model organism or animal	missing	not applicable	AMAR2	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854649	WGS	302	1220096006	SAMN16492636	393971724	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321527	Illumina NovaSeq 6000	AMAR19	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR19	SRP287931	Model organism or animal	missing	not applicable	AMAR19	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854650	WGS	302	4343172532	SAMN16492621	1424306336	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321526	Illumina NovaSeq 6000	ALI50	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ALI50	SRP287931	Model organism or animal	missing	not applicable	ALI50	young	ALI	Leif Andersson	NA	Lithuania	Europe	Lithuania:Curonian Lagoon	Hakan Wickstrom	55.5425 N 21.1219 E	tissue sample	1
PRJNA668259	SRR12854651	WGS	302	2431528538	SAMN16492615	778893552	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321525	Illumina NovaSeq 6000	ALI45	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ALI45	SRP287931	Model organism or animal	missing	not applicable	ALI45	young	ALI	Leif Andersson	NA	Lithuania	Europe	Lithuania:Curonian Lagoon	Hakan Wickstrom	55.5425 N 21.1219 E	tissue sample	1
PRJNA668259	SRR12854652	WGS	302	3080849980	SAMN16492504	978077476	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321524	Illumina NovaSeq 6000	AES11	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AES11	SRP287931	Model organism or animal	missing	not applicable	AES11	young	AES	Leif Andersson	2002	United Kingdom	Europe	United Kingdom: Severn river	Hakan Wickstrom	51.993503 N 2.174012 W	tissue sample	1
PRJNA668259	SRR12854659	WGS	302	2154380118	SAMN16492441	692935941	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321517	Illumina NovaSeq 6000	AAF44	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF44	SRP287931	Model organism or animal	missing	not applicable	AAF44	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854660	WGS	302	4621138164	SAMN16492437	1477230403	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321516	Illumina NovaSeq 6000	AAF40	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF40	SRP287931	Model organism or animal	missing	not applicable	AAF40	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854661	WGS	302	3595658508	SAMN16492435	1157762639	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321515	Illumina NovaSeq 6000	AAF39	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF39	SRP287931	Model organism or animal	missing	not applicable	AAF39	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854662	WGS	302	4289501998	SAMN16492429	1408179350	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321514	Illumina NovaSeq 6000	AAF33	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF33	SRP287931	Model organism or animal	missing	not applicable	AAF33	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854663	WGS	302	2650915230	SAMN16492436	875541880	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321513	Illumina NovaSeq 6000	AAF3	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF3	SRP287931	Model organism or animal	missing	not applicable	AAF3	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854665	WGS	302	2042319696	SAMN16492638	656295213	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321511	Illumina NovaSeq 6000	AMAR20	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR20	SRP287931	Model organism or animal	missing	not applicable	AMAR20	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854666	WGS	302	6543732376	SAMN16492418	2115491108	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321510	Illumina NovaSeq 6000	AAF22	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF22	SRP287931	Model organism or animal	missing	not applicable	AAF22	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854667	WGS	302	3332434100	SAMN16492414	1054745757	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321509	Illumina NovaSeq 6000	AAF18	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF18	SRP287931	Model organism or animal	missing	not applicable	AAF18	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854668	WGS	302	5024068678	SAMN16492413	1595726575	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321508	Illumina NovaSeq 6000	AAF17	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF17	SRP287931	Model organism or animal	missing	not applicable	AAF17	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854669	WGS	302	9535942940	SAMN16492409	3012649149	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321507	Illumina NovaSeq 6000	AAF13	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF13	SRP287931	Model organism or animal	missing	not applicable	AAF13	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854670	WGS	302	2878933384	SAMN16492887	939249116	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321506	Illumina NovaSeq 6000	SMS44	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS44	SRP287931	Model organism or animal	missing	not applicable	SMS44	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854671	WGS	302	3347551616	SAMN16492881	1088332095	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321505	Illumina NovaSeq 6000	SMS39	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS39	SRP287931	Model organism or animal	missing	not applicable	SMS39	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
