Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	sex	SRA Study	tissue	Biomaterial_provider	lat_lon	Specimen_voucher	collected_by	sub_species
SRR6032931	WGS	202	539431102	PRJNA406821	SAMN07637285	Model organism or animal	304013691	"UNIVERSITY OF CALIFORNIA, BERKELEY"	9/22/04	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182912	USA	North America	"USA: milepost 45 on highway 58\, east of town\, Oakridge\, Lane County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91382_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91382	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	43.74667 N 122.46056 W	UWBM:ORN:91382	M. Maher	
SRR6032932	WGS	202	1865941064	PRJNA406821	SAMN07637288	Model organism or animal	1058690153	"UNIVERSITY OF CALIFORNIA, BERKELEY"	12/28/10	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182911	USA	North America	"USA: Riverbottom Road\, T17N R18E Section 14\, Ellensburg\, Kittitas County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM91408_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91408	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	46.9638 N 120.5461 W	UWBM:ORN:91408	S. Sovern	caurina
SRR6032933	WGS	202	1701996046	PRJNA406821	SAMN07637306	Model organism or animal	950090832	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/29/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182910	USA	North America	"USA: Chandler Glade\, 41.8583833333\, -122.2603166667\, 1899.01899.0 m\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	JMR920_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:95789	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8583833333 N 122.2603166667 W	CAS:ORN:95789	J. P. Dumbacher	
SRR6032934	WGS	202	1762794208	PRJNA406821	SAMN07637316	Model organism or animal	974904815	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/23/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182909	USA	North America	"USA: II site\, Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MK1020_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97181	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8582098007 N 122.2604589312 W	CAS:ORN:97181	B. Woodbridge	
SRR6032935	WGS	202	2948756610	PRJNA406821	SAMN07637301	Model organism or animal	1655909011	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/27/09	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182908	USA	North America	"USA: 8149 Frolic\, Cincinnati\, Hamilton County\, Ohio"	Illumina HiSeq 2500	not applicable	CMCB41566_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia varia	ILLUMINA	2019-03-25T00:00:00Z	CMC:ORNI-T:B41566	female	SRP117279	missing	"Genomic Resource Collection\, Cincinnati Museum Center\, Cincinnati\, Ohio\, United States of America"	39.20652 N 84.38315 W		Cindy Alverson	varia
SRR6032936	WGS	202	1830733474	PRJNA406821	SAMN07637302	Model organism or animal	1045820484	"UNIVERSITY OF CALIFORNIA, BERKELEY"	4/9/05	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182907	USA	North America	"USA: Cortland\, Cortland County\, New York"	Illumina HiSeq 2500	not applicable	CU51478_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia varia	ILLUMINA	2019-03-25T00:00:00Z	CUMV:Bird:51478	male	SRP117279	missing	"Bird Collection\, Cornell University Museum of the Vertebrates\, Ithaca\, New York\, United States of America"	42.60083 N 76.17528 W	CUMV:Bird:51478	Marti Dumas	varia
SRR6032937	WGS	202	1222470468	PRJNA406821	SAMN07637279	Model organism or animal	693479634	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/8/90	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182906	USA	North America	"USA: junction of highway 706 and Kernahan Road\, 2 mi E Ashford\, Pierce County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM76815_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:76815	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	46.757276 N 121.981501 W	UWBM:ORN:76815	K. F. Kildahl 694	
SRR6032938	WGS	202	960209424	PRJNA406821	SAMN07637283	Model organism or animal	544790093	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/11/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182905	USA	North America	"USA: Quentin Creek\, T15S R5E Section 4\, Linn County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91379_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91379	not determined	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.2914 N 122.2166 W	UWBM:ORN:91379	M. Schwartz	caurina
SRR6032939	WGS	202	1072858966	PRJNA406821	SAMN07637270	Model organism or animal	591710772	"UNIVERSITY OF CALIFORNIA, BERKELEY"	5/24/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182904	USA	North America	"USA: Poverty Creek.\, 40.9030570984\, -123.9372253418\, 341.0 m\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	MK994_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:95475	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.9030570984 N 123.9372253418 W	CAS:ORN:95475	J. P. Dumbacher	
SRR6032940	WGS	202	931887004	PRJNA406821	SAMN07637275	Model organism or animal	532131112	"UNIVERSITY OF CALIFORNIA, BERKELEY"	1994-06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182903	USA	North America	"USA: Sequoia Kings Canyon National Park\, Tulare County\, California"	Illumina HiSeq 2500	not applicable	UWBM62061_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis occidentalis	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:62061	not determined	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	36.5118437 N 118.6873626 W	UWBM:ORN:62061	G. Eberlein	occidentalis
SRR6032941	WGS	300	1417539300	PRJNA406821	SAMN07637312	Model organism or animal	838160570	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/29/05	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182902	USA	North America	"USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MEF404_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92981	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8554725647 N 122.2777786255 W	CAS:ORN:92981	J. P. Dumbacher	
SRR6032942	WGS	300	689397000	PRJNA406821	SAMN07637313	Model organism or animal	413387250	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/3/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182901	USA	North America	"USA: Chandler Glade III site\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MEF432_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97174	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8493252778 N 122.2460336111 W	CAS:ORN:97174	B. Woodbridge	
SRR6032943	WGS	300	511263900	PRJNA406821	SAMN07637269	Model organism or animal	306388847	"UNIVERSITY OF CALIFORNIA, BERKELEY"	12/3/09	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182900	USA	North America	"USA: Substation 4851\, Green Diamond Resources\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	LCW491_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97049	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.7908748163 N 123.8809931975 W	CAS:ORN:97049	Lowell V. Diller	
SRR6032944	WGS	300	548041200	PRJNA406821	SAMN07637269	Model organism or animal	321126883	"UNIVERSITY OF CALIFORNIA, BERKELEY"	12/3/09	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182899	USA	North America	"USA: Substation 4851\, Green Diamond Resources\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	LCW491_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97049	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.7908748163 N 123.8809931975 W	CAS:ORN:97049	Lowell V. Diller	
SRR6032945	WGS	300	1324529700	PRJNA406821	SAMN07637312	Model organism or animal	801002101	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/29/05	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182898	USA	North America	"USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MEF404_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92981	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8554725647 N 122.2777786255 W	CAS:ORN:92981	J. P. Dumbacher	
SRR6032946	WGS	300	1323066300	PRJNA406821	SAMN07637312	Model organism or animal	799381417	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/29/05	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182897	USA	North America	"USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	MEF404_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92981	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8554725647 N 122.2777786255 W	CAS:ORN:92981	J. P. Dumbacher	
SRR6032947	WGS	300	356656500	PRJNA406821	SAMN07637268	Model organism or animal	214715055	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/23/10	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182896	USA	North America	"USA: Bald Mtn Creek\, Green Diamond Resources\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	LCW443_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97052	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.8976875179 N 123.9200782135 W	CAS:ORN:97052	Lowell V. Diller	
SRR6032948	WGS	300	355726200	PRJNA406821	SAMN07637268	Model organism or animal	213967905	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/23/10	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182895	USA	North America	"USA: Bald Mtn Creek\, Green Diamond Resources\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	LCW443_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97052	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.8976875179 N 123.9200782135 W	CAS:ORN:97052	Lowell V. Diller	
SRR6032949	WGS	300	382620900	PRJNA406821	SAMN07637268	Model organism or animal	225567635	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/23/10	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182894	USA	North America	"USA: Bald Mtn Creek\, Green Diamond Resources\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	LCW443_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97052	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.8976875179 N 123.9200782135 W	CAS:ORN:97052	Lowell V. Diller	
SRR6032950	WGS	300	512157900	PRJNA406821	SAMN07637269	Model organism or animal	307294160	"UNIVERSITY OF CALIFORNIA, BERKELEY"	12/3/09	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182893	USA	North America	"USA: Substation 4851\, Green Diamond Resources\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	LCW491_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97049	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.7908748163 N 123.8809931975 W	CAS:ORN:97049	Lowell V. Diller	
SRR6032951	WGS	202	1859015292	PRJNA406821	SAMN07637259	Model organism or animal	1047265574	"UNIVERSITY OF CALIFORNIA, BERKELEY"	3/29/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182892	USA	North America	"USA: New Hope Town Road\, Otway\, Scioto County\, Ohio"	Illumina HiSeq 2500	not applicable	CMCB40819_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia varia	ILLUMINA	2019-03-25T00:00:00Z	CMC:ORNI-T:B40819	not determined	SRP117279	missing	"Genomic Resource Collection\, Cincinnati Museum Center\, Cincinnati\, Ohio\, United States of America"	38.86639 N 83.1875 W		Cindy Alverson	varia
SRR6032952	WGS	202	1204991812	PRJNA406821	SAMN07637299	Model organism or animal	688001186	"UNIVERSITY OF CALIFORNIA, BERKELEY"	1/27/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182891	USA	North America	"USA: Fiddlers Green Road\, Cincinnati\, Hamilton County\, Ohio"	Illumina HiSeq 2500	not applicable	CMC40824_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia varia	ILLUMINA	2019-03-25T00:00:00Z	CMC:ORNI-T:B40824	female	SRP117279	missing	"Genomic Resource Collection\, Cincinnati Museum Center\, Cincinnati\, Ohio\, United States of America"	39.14637 N 84.696007 W		Cindy Alverson	varia
SRR6032953	WGS	300	1035941100	PRJNA406821	SAMN07637292	Model organism or animal	613876891	"UNIVERSITY OF CALIFORNIA, BERKELEY"	12/24/05	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182890	USA	North America	"USA: just west of Philomath\, Benton County\, Oregon"	Illumina HiSeq 2500	Morgan	ZRH607_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis x Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99320	female	SRP117279	blood	"Mary Estes\, Chintimini Wildlife Center\, Oregon\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	44.540441 N 123.368074 W	CAS:ORN:99320	"Mary Estes\, Chintimini Wildlife Center\, Oregon\, U.S.A."	
SRR6032954	WGS	300	990726300	PRJNA406821	SAMN07637292	Model organism or animal	592660734	"UNIVERSITY OF CALIFORNIA, BERKELEY"	12/24/05	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182889	USA	North America	"USA: just west of Philomath\, Benton County\, Oregon"	Illumina HiSeq 2500	Morgan	ZRH607_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis x Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99320	female	SRP117279	blood	"Mary Estes\, Chintimini Wildlife Center\, Oregon\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	44.540441 N 123.368074 W	CAS:ORN:99320	"Mary Estes\, Chintimini Wildlife Center\, Oregon\, U.S.A."	
SRR6032955	WGS	300	1349327100	PRJNA406821	SAMN07637293	Model organism or animal	818334965	"UNIVERSITY OF CALIFORNIA, BERKELEY"	3/26/14	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182888	USA	North America	"USA: 40.9979662\, -123.7329577\, WGS84\, Supply Creek\, 2600 ft\, 4.5 mi SW of Hoopa + 1.7 mi N of Buck Buttes\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	ZRH962_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis x Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98171	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.9979662037613 N 123.732957735124 W	CAS:ORN:98171		
SRR6032956	WGS	300	1353486300	PRJNA406821	SAMN07637293	Model organism or animal	821533145	"UNIVERSITY OF CALIFORNIA, BERKELEY"	3/26/14	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182887	USA	North America	"USA: 40.9979662\, -123.7329577\, WGS84\, Supply Creek\, 2600 ft\, 4.5 mi SW of Hoopa + 1.7 mi N of Buck Buttes\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	ZRH962_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis x Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98171	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.9979662037613 N 123.732957735124 W	CAS:ORN:98171		
SRR6032957	WGS	202	1442858124	PRJNA406821	SAMN07637294	Model organism or animal	852643089	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/29/05	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182886	USA	North America	"USA: Chandler Glade.\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	ASG007_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92982	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8554725647 N 122.2777786255 W	CAS:ORN:92982	J. P. Dumbacher	
SRR6032958	WGS	300	1446341100	PRJNA406821	SAMN07637293	Model organism or animal	854043227	"UNIVERSITY OF CALIFORNIA, BERKELEY"	3/26/14	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182885	USA	North America	"USA: 40.9979662\, -123.7329577\, WGS84\, Supply Creek\, 2600 ft\, 4.5 mi SW of Hoopa + 1.7 mi N of Buck Buttes\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	ZRH962_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis x Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98171	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	40.9979662037613 N 123.732957735124 W	CAS:ORN:98171		
SRR6032959	WGS	202	1990449824	PRJNA406821	SAMN07637258	Model organism or animal	1138577068	"UNIVERSITY OF CALIFORNIA, BERKELEY"	1998	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182884	USA	North America	"USA: Road to Lake Berryessa"" (Silverado Trail Road)\, Napa County\, California"	Illumina HiSeq 2500	not applicable	CAS87569_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:87569	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	38.48178 N 122.39783 W	CAS:ORN:87569	Silverado Veterinary Hospital	caurina
SRR6032960	WGS	202	1920699224	PRJNA406821	SAMN07637295	Model organism or animal	1088427330	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/28/06	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182883	USA	North America	"USA: near Little Shasta campground\, 41.8044500000\, -122.2162166667\, 1896.01896.0 m\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California"	Illumina HiSeq 2500	not applicable	ASG037_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:95790	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.8044500000 N 122.2162166667 W	CAS:ORN:95790	J. P. Dumbacher	
SRR6032961	WGS	300	224220300	PRJNA406821	SAMN07637265	Model organism or animal	132501653	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/30/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182882	USA	North America	"USA: UTM zone 10\, NAD83\, 444059E 4548031N\, Territory #2062\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20018_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97816	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.08335 N 123.66711 W	CAS:ORN:97816	J. Mark Higley	
SRR6032962	WGS	300	223404300	PRJNA406821	SAMN07637265	Model organism or animal	131769934	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/30/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182881	USA	North America	"USA: UTM zone 10\, NAD83\, 444059E 4548031N\, Territory #2062\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20018_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97816	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.08335 N 123.66711 W	CAS:ORN:97816	J. Mark Higley	
SRR6032963	WGS	300	362835900	PRJNA406821	SAMN07637263	Model organism or animal	218537335	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/30/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182880	USA	North America	"USA: UTM zone 10\, NAD83\, 444164E 4555296N\, Territory #2037\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20014_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97822	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.1488 N 123.66652 W	CAS:ORN:97822	J. Mark Higley	
SRR6032964	WGS	300	361925100	PRJNA406821	SAMN07637263	Model organism or animal	217708527	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/30/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182879	USA	North America	"USA: UTM zone 10\, NAD83\, 444164E 4555296N\, Territory #2037\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20014_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97822	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.1488 N 123.66652 W	CAS:ORN:97822	J. Mark Higley	
SRR6032965	WGS	300	198538200	PRJNA406821	SAMN07637262	Model organism or animal	117258326	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/23/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182878	USA	North America	"USA: UTM zone 10\, NAD83\, 436085E 4550786N\, Territory #2026\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20011_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97818	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.10758 N 123.76232 W	CAS:ORN:97818	J. Mark Higley	
