Run	Alias	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Description	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	Experiment	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Sample_name	sex	SRA_accession	SRA Study	Title
ERR117182	COLL_2	OTHER	70	2772765100	PRJEB2984	SAMEA1570884	2347850766	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093496	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-5100	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117183	COLL_2	OTHER	70	2779701330	PRJEB2984	SAMEA1570884	2349606496	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093497	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-5100	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117184	COLL_2	OTHER	218	4785504172	PRJEB2984	SAMEA1570884	3211752860	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093498	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-527	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117190	COLL_2	OTHER	200	9110469800	PRJEB2984	SAMEA1570884	6200783030	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093504	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_2_PE-527	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117191	COLL_31	OTHER	294	1819047972	PRJEB2984	SAMEA1570898	1316991963	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093505	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_31_PE-550-2	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570898	ERS129498	male	ERS129498	ERP001377	COLL_31
ERR117198	COLL_32	OTHER	294	2331506142	PRJEB2984	SAMEA1570868	1680594198	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093512	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_32_PE-550-2	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570868	ERS129499	male	ERS129499	ERP001377	COLL_32
ERR117205	COLL_33	OTHER	280	6432134800	PRJEB2984	SAMEA1570869	4177882671	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093519	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_33_PE-550	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570869	ERS129500	male	ERS129500	ERP001377	COLL_33
ERR117208	COLL_34	OTHER	294	2347237200	PRJEB2984	SAMEA1570892	1690151601	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093522	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_34_PE-550-2	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570892	ERS129501	male	ERS129501	ERP001377	COLL_34
ERR117209	COLL_34	OTHER	294	2321157930	PRJEB2984	SAMEA1570892	1674204239	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093523	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_34_PE-550-2	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570892	ERS129501	male	ERS129501	ERP001377	COLL_34
ERR117211	COLL_35	OTHER	280	4219380760	PRJEB2984	SAMEA1570897	2760378202	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093525	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_35_PE-550	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570897	ERS129502	male	ERS129502	ERP001377	COLL_35
ERR168683	COLL_E3	OTHER	202	567766450	PRJEB2984	SAMEA1570871	277444715	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	embryo	2012-11-29	2018-11-16	ERX144566	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_E3_embryo-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570871	ERS169253	female	ERS169253	ERP001377	COLL_E3
ERR168692	COLL_3	OTHER	200	826666800	PRJEB2984	SAMEA1570888	496763662	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144575	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_3_testis-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570888	ERS129495	male	ERS129495	ERP001377	COLL_3
ERR168702	COLL_10	OTHER	200	458754200	PRJEB2984	SAMEA1570874	273372182	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144585	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_10_ovary-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570874	ERS169251	female	ERS169251	ERP001377	COLL_10
ERR168704	PIED_17	OTHER	200	550155600	PRJEB2984	SAMEA1570865	326224401	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144587	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina Genome Analyzer IIx	PIED_17_ovary-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570865	ERS169261	female	ERS169261	ERP001377	PIED_17
ERR168706	COLL_1	OTHER	200	637775000	PRJEB2984	SAMEA1570901	367053590	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144589	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_1_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570901	ERS129493	male	ERS129493	ERP001377	COLL_1
ERR168708	COLL_3	OTHER	200	398107400	PRJEB2984	SAMEA1570888	230676567	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144591	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_3_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570888	ERS129495	male	ERS129495	ERP001377	COLL_3
ERR168711	COLL_6	OTHER	200	381530400	PRJEB2984	SAMEA1570872	221505501	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144594	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_6_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570872	ERS169247	female	ERS169247	ERP001377	COLL_6
ERR168715	COLL_10	OTHER	200	346997400	PRJEB2984	SAMEA1570874	201000872	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144598	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_10_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570874	ERS169251	female	ERS169251	ERP001377	COLL_10
ERR168719	PIED_14	OTHER	200	354190000	PRJEB2984	SAMEA1570905	203184126	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144602	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:21Z	public	Illumina Genome Analyzer IIx	PIED_14_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570905	ERS129506	male	ERS129506	ERP001377	PIED_14
ERR168720	PIED_15	OTHER	200	300038800	PRJEB2984	SAMEA1570873	172896750	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144603	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:21Z	public	Illumina Genome Analyzer IIx	PIED_15_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570873	ERS129507	male	ERS129507	ERP001377	PIED_15
ERR168722	PIED_17	OTHER	200	448514600	PRJEB2984	SAMEA1570865	256073094	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144605	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina Genome Analyzer IIx	PIED_17_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570865	ERS169261	female	ERS169261	ERP001377	PIED_17
ERR168725	PIED_20	OTHER	200	328291800	PRJEB2984	SAMEA1570909	188117135	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144608	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina Genome Analyzer IIx	PIED_20_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570909	ERS169264	female	ERS169264	ERP001377	PIED_20
ERR168745	PIED_20	OTHER	200	563818400	PRJEB2984	SAMEA1570909	329409441	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144628	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina Genome Analyzer IIx	PIED_20_liver-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570909	ERS169264	female	ERS169264	ERP001377	PIED_20
ERR168746	PIED_E12	OTHER	200	510115800	PRJEB2984	SAMEA1570882	301820205	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	embryo	2012-11-29	2018-11-16	ERX144629	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina Genome Analyzer IIx	PIED_E12_embryo-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570882	ERS169265	female	ERS169265	ERP001377	PIED_E12
ERR168748	PIED_E14	OTHER	200	403005800	PRJEB2984	SAMEA1570895	239816630	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	embryo	2012-11-29	2018-11-16	ERX144631	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina Genome Analyzer IIx	PIED_E14_embryo-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570895	ERS169267	female	ERS169267	ERP001377	PIED_E14
ERR168750	PIED_E18	OTHER	200	688804000	PRJEB2984	SAMEA1570903	395926111	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	embryo	2012-11-29	2018-11-16	ERX144633	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina Genome Analyzer IIx	PIED_E18_embryo-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570903	ERS169269	male	ERS169269	ERP001377	PIED_E18
ERR168754	COLL_1	OTHER	200	742555200	PRJEB2984	SAMEA1570901	467190443	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144637	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_1_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570901	ERS129493	male	ERS129493	ERP001377	COLL_1
ERR168756	COLL_3	OTHER	200	1405672800	PRJEB2984	SAMEA1570888	879331385	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144639	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_3_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570888	ERS129495	male	ERS129495	ERP001377	COLL_3
ERR168764	COLL_1	OTHER	200	810281800	PRJEB2984	SAMEA1570901	519400134	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144647	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_1_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570901	ERS129493	male	ERS129493	ERP001377	COLL_1
ERR168769	PIED_12	OTHER	200	870447200	PRJEB2984	SAMEA1570906	543694206	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144652	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:20Z	public	Illumina HiSeq 2000	PIED_12_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570906	ERS129504	male	ERS129504	ERP001377	PIED_12
ERR168773	PIED_16	OTHER	200	929490200	PRJEB2984	SAMEA1570883	584157783	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144656	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_16_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570883	ERS169260	female	ERS169260	ERP001377	PIED_16
ERR168776	PIED_19	OTHER	200	977573800	PRJEB2984	SAMEA1570867	624808281	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144659	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_19_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570867	ERS169263	female	ERS169263	ERP001377	PIED_19
ERR168780	COLL_3	OTHER	200	991598600	PRJEB2984	SAMEA1570888	625087783	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144663	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_3_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570888	ERS129495	male	ERS129495	ERP001377	COLL_3
ERR168784	COLL_7	OTHER	200	996078800	PRJEB2984	SAMEA1570900	629879484	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144667	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina HiSeq 2000	COLL_7_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570900	ERS169248	female	ERS169248	ERP001377	COLL_7
ERR168788	COLL_5	OTHER	200	748800400	PRJEB2984	SAMEA1570881	483269389	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144671	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_5_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570881	ERS129497	male	ERS129497	ERP001377	COLL_5
ERR168789	COLL_6	OTHER	200	651154000	PRJEB2984	SAMEA1570872	412586392	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144672	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina HiSeq 2000	COLL_6_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570872	ERS169247	female	ERS169247	ERP001377	COLL_6
ERR168795	PIED_14	OTHER	200	857052200	PRJEB2984	SAMEA1570905	535284847	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144678	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:21Z	public	Illumina HiSeq 2000	PIED_14_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570905	ERS129506	male	ERS129506	ERP001377	PIED_14
ERR168797	PIED_16	OTHER	200	150897600	PRJEB2984	SAMEA1570883	93839122	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144680	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_16_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570883	ERS169260	female	ERS169260	ERP001377	PIED_16
ERR168800	PIED_19	OTHER	200	103815000	PRJEB2984	SAMEA1570867	65780726	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144683	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_19_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570867	ERS169263	female	ERS169263	ERP001377	PIED_19
ERR168802	COLL_1	OTHER	200	432600800	PRJEB2984	SAMEA1570901	264022987	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144685	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_1_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570901	ERS129493	male	ERS129493	ERP001377	COLL_1
ERR168804	COLL_3	OTHER	200	483730600	PRJEB2984	SAMEA1570888	294683110	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144687	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_3_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570888	ERS129495	male	ERS129495	ERP001377	COLL_3
ERR168806	COLL_5	OTHER	200	561112400	PRJEB2984	SAMEA1570881	344392136	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144689	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_5_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570881	ERS129497	male	ERS129497	ERP001377	COLL_5
ERR168808	COLL_7	OTHER	200	609799400	PRJEB2984	SAMEA1570900	377299558	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144691	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina HiSeq 2000	COLL_7_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570900	ERS169248	female	ERS169248	ERP001377	COLL_7
ERR168811	COLL_10	OTHER	200	597429000	PRJEB2984	SAMEA1570874	364809809	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144694	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina HiSeq 2000	COLL_10_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570874	ERS169251	female	ERS169251	ERP001377	COLL_10
ERR168813	COLL_10	OTHER	200	472261400	PRJEB2984	SAMEA1570874	294637366	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144696	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina HiSeq 2000	COLL_10_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570874	ERS169251	female	ERS169251	ERP001377	COLL_10
