BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	geographic_location_(region_and_locality)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST
PRJEB27858	ERR2751048	WGS	302	14291800586	SAMEA4799749	6005145273	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764102	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799749	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619667	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619667	hamlert_reseq_sample_068	18430	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751049	WGS	302	8592486182	SAMEA4799748	3606378707	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764103	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799748	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619666	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619666	hamlert_reseq_sample_067	18429	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751050	WGS	302	8689117122	SAMEA4799748	3578738274	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764104	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799748	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619666	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619666	hamlert_reseq_sample_067	18429	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751051	WGS	302	17271836322	SAMEA4799744	7079997467	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764105	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799744	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619662	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619662	hamlert_reseq_sample_063	18421	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751052	WGS	302	18399328558	SAMEA4799784	7498626904	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764106	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799784	ERP109991	missing	2004-06-25	Panama	North America	9.3328 N 82.2547 E	ERS2619702	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619702	hamlert_reseq_sample_103	18441	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751053	WGS	302	6195575602	SAMEA4799710	3033241647	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764107	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799710	ERP109991	missing	2004-05-12	Panama	North America	9.3775 N 82.3039 E	ERS2619628	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619628	hamlert_reseq_sample_029	18436	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751054	WGS	302	155228	SAMEA4799710	94247	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764108	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799710	ERP109991	missing	2004-05-12	Panama	North America	9.3775 N 82.3039 E	ERS2619628	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619628	hamlert_reseq_sample_029	18436	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751055	WGS	302	16977877978	SAMEA4799752	6929802553	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764109	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799752	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619670	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619670	hamlert_reseq_sample_071	18912	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751056	WGS	302	19374686784	SAMEA4799789	7921532703	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764110	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799789	ERP109991	missing	2004-06-28	Panama	North America	9.3328 N 82.2547 E	ERS2619707	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:52Z	public	ERS2619707	hamlert_reseq_sample_108	18448	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751057	WGS	302	19410064272	SAMEA4799716	7960645145	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764111	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799716	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619634	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619634	hamlert_reseq_sample_035	18906	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751058	WGS	302	18709740466	SAMEA4799751	7789340003	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764112	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799751	ERP109991	missing	2004-05-12	Panama	North America	9.3775 N 82.3039 E	ERS2619669	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619669	hamlert_reseq_sample_070	18434	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751059	WGS	302	14029025856	SAMEA4799786	5780359978	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764113	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799786	ERP109991	missing	2004-06-28	Panama	North America	9.3328 N 82.2547 E	ERS2619704	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619704	hamlert_reseq_sample_105	18445	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751060	WGS	302	14753079916	SAMEA4799743	6261274982	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764114	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799743	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619661	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619661	hamlert_reseq_sample_062	18419	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751061	WGS	302	14884244254	SAMEA4799714	6145482142	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764115	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799714	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619632	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619632	hamlert_reseq_sample_033	18904	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751062	WGS	302	14930836210	SAMEA4799780	6289896898	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764116	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799780	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619698	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619698	hamlert_reseq_sample_099	18420	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751063	WGS	502	15465263094	SAMEA4799792	9556711527	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764117	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_gummigutta	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799792	ERP109991	missing	2004-07-03	Panama	North America	9.3775 N 82.3039 E	ERS2619710	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:52Z	public	ERS2619710	hamlert_reseq_sample_111	18449	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751064	WGS	502	15746263116	SAMEA4799792	9672056330	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764118	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_gummigutta	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799792	ERP109991	missing	2004-07-03	Panama	North America	9.3775 N 82.3039 E	ERS2619710	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:52Z	public	ERS2619710	hamlert_reseq_sample_111	18449	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751065	WGS	502	17688886652	SAMEA4799779	10693667210	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764119	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799779	ERP109991	missing	2016	Panama	North America	NA	ERS2619697	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619697	hamlert_reseq_sample_098	16_31-40	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751066	WGS	502	18001191896	SAMEA4799779	10813321137	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764120	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799779	ERP109991	missing	2016	Panama	North America	NA	ERS2619697	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619697	hamlert_reseq_sample_098	16_31-40	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751067	WGS	502	30459029214	SAMEA4799706	19411012602	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764121	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799706	ERP109991	missing	2016	Panama	North America	NA	ERS2619624	2018-12-11	2018-11-16	Panama	gill, liver, muscle	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T15:27:52Z	public	ERS2619624	hamlert_reseq_sample_025	16_21-30	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751068	WGS	502	30228206100	SAMEA4799706	19135531791	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764122	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799706	ERP109991	missing	2016	Panama	North America	NA	ERS2619624	2018-12-11	2018-11-16	Panama	gill, liver, muscle	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T15:27:52Z	public	ERS2619624	hamlert_reseq_sample_025	16_21-30	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751069	WGS	502	30619639596	SAMEA4799755	19460856356	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764123	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799755	ERP109991	missing	2013-04-12	Panama	North America	9.3681 N 82.2928 E	ERS2619673	2018-12-11	2018-11-16	Panama	gill, muscle	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619673	hamlert_reseq_sample_074	27678	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751070	WGS	502	30355569022	SAMEA4799755	19161148947	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764124	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799755	ERP109991	missing	2013-04-12	Panama	North America	9.3681 N 82.2928 E	ERS2619673	2018-12-11	2018-11-16	Panama	gill, muscle	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619673	hamlert_reseq_sample_074	27678	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751071	WGS	300	16501339500	SAMEA4799682	7362225937	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764125	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799682	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619600	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619600	hamlert_reseq_sample_001	18151	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751072	WGS	300	17269084800	SAMEA4799719	7487318054	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764126	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799719	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619637	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619637	hamlert_reseq_sample_038	18152	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751073	WGS	300	17183268600	SAMEA4799683	7521257043	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764127	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799683	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619601	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619601	hamlert_reseq_sample_002	18153	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751074	WGS	300	18266013000	SAMEA4799720	7992982937	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764128	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799720	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619638	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619638	hamlert_reseq_sample_039	18154	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751075	WGS	300	14744534700	SAMEA4799684	6773609476	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764129	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799684	ERP109991	missing	2004-07-25	Belize	North America	16.8008 N 88.0789 E	ERS2619602	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619602	hamlert_reseq_sample_003	18155	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751076	WGS	300	19104579900	SAMEA4799685	8496856896	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764130	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799685	ERP109991	missing	2004-07-25	Belize	North America	16.8008 N 88.0789 E	ERS2619603	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619603	hamlert_reseq_sample_004	18156	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751077	WGS	300	16751632800	SAMEA4799686	7361807162	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764131	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799686	ERP109991	missing	2004-07-25	Belize	North America	16.8008 N 88.0789 E	ERS2619604	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619604	hamlert_reseq_sample_005	18157	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751078	WGS	300	15502275600	SAMEA4799687	6902364115	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764132	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799687	ERP109991	missing	2004-07-25	Belize	North America	16.8008 N 88.0789 E	ERS2619605	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619605	hamlert_reseq_sample_006	18158	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751079	WGS	300	16139669400	SAMEA4799688	7243443867	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764133	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799688	ERP109991	missing	2004-07-25	Belize	North America	16.8008 N 88.0789 E	ERS2619606	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619606	hamlert_reseq_sample_007	18159	reef fish (hamlet) sample\, part of speciation study	ERC000011
