BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Ecotype	Biomaterial_provider	Collection_date	Isolation_source	Sample_Name	Strain	biotic_relationship	Replicate	flowcell_barcode (run)	geographic_location_(country_and/or_sea	instrument_name (run)	lane (run)	material_type (exp)	project (exp)	project (run)	run_barcode (run)	run_name (run)	work_request (exp)	work_request (run)	analysis_type (exp)	ArrayExpress-Phenotype	gssr_ids (exp)	use_species
PRJNA485198	SRR7662430	WGS	302	16781462010	SAMN09786193	7821776037	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523077	Illumina HiSeq 3000	KZA2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZA2	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662431	WGS	302	18182839556	SAMN09786192	8487051926	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523076	Illumina HiSeq 3000	KZA1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZA1	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662432	WGS	302	22017068098	SAMN09786191	10125188080	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523075	Illumina HiSeq 3000	KBG7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBG7	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662433	WGS	302	18918258178	SAMN09786190	9169743627	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523074	Illumina HiSeq 3000	KBG6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBG6	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662434	WGS	302	18590045484	SAMN09786189	8513274060	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523073	Illumina HiSeq 3000	KBC9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC9	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662435	WGS	302	16717006754	SAMN09786188	7432423222	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523072	Illumina HiSeq 3000	KBC8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC8	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662436	WGS	302	23813635294	SAMN09786187	10660597448	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523071	Illumina HiSeq 3000	KBC7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC7	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662437	WGS	302	19875755218	SAMN09786186	8793474661	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523070	Illumina HiSeq 3000	KBC6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC6	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662438	WGS	302	15706056318	SAMN09786185	7174596849	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523069	Illumina HiSeq 3000	KBC5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC5	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662439	WGS	302	20825863828	SAMN09786184	9512460074	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523068	Illumina HiSeq 3000	KBC4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC4	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662441	WGS	302	16093626206	SAMN09786164	7661790766	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523066	Illumina HiSeq 3000	MJG3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJG3	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662442	WGS	302	16188208076	SAMN09786167	7639608028	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523065	Illumina HiSeq 3000	MJH2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJH2	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662443	WGS	302	16542277406	SAMN09786166	7797764566	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523064	Illumina HiSeq 3000	MJH1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJH1	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662444	WGS	302	15839351266	SAMN09786169	7616426287	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523063	Illumina HiSeq 3000	MJH4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJH4	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662445	WGS	302	16234804864	SAMN09786168	7677806094	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523062	Illumina HiSeq 3000	MJH3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJH3	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662446	WGS	302	16176512522	SAMN09786171	7753983270	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523061	Illumina HiSeq 3000	MKE1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE1	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_Lake_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662447	WGS	302	13418000732	SAMN09786170	6447171598	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523060	Illumina HiSeq 3000	MKD8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKD8	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_Lake_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662448	WGS	302	16353174066	SAMN09786173	7801600866	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523059	Illumina HiSeq 3000	MKE5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE5	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_Lake_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662449	WGS	302	16784624252	SAMN09786172	7943548702	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523058	Illumina HiSeq 3000	MKE4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE4	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_Lake_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662450	WGS	301	17088707069	SAMN09786074	7186675776	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523057	Illumina HiSeq 3000	LKF3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKF3	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Lake_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662451	WGS	301	19097179953	SAMN09786093	7936676088	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523056	Illumina HiSeq 3000	MNG7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG7	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Creek_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662452	WGS	300	19456962406	SAMN09786092	7938688140	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523055	Illumina HiSeq 3000	MNG6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG6	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Creek_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662453	WGS	301	16761293068	SAMN09786085	7126944608	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523054	Illumina HiSeq 3000	LKG5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG5	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Lake_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662456	WGS	301	17759617075	SAMN09786086	7364285535	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523051	Illumina HiSeq 3000	MNF3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNF3	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Creek_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662457	WGS	301	16677370843	SAMN09786089	6988228592	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523050	Illumina HiSeq 3000	MNG2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG2	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Creek_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662458	WGS	300	17390419811	SAMN09786088	7241370342	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523049	Illumina HiSeq 3000	MNF7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNF7	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Creek_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662459	WGS	301	19701810606	SAMN09786091	8415554788	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523048	Illumina HiSeq 3000	MNG5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG5	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Creek_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662460	WGS	301	17419606037	SAMN09786090	7270216540	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523047	Illumina HiSeq 3000	MNG3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNG3	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Creek_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662461	WGS	300	18009739125	SAMN09786153	7835841229	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523046	Illumina HiSeq 3000	MFF4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF4	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662462	WGS	300	18128039183	SAMN09786152	7685359140	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523045	Illumina HiSeq 3000	MFF3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF3	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662463	WGS	301	17481425109	SAMN09786081	7512273239	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523044	Illumina HiSeq 3000	LKG1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG1	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Lake_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662464	WGS	300	17595327729	SAMN09786150	7447218170	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523043	Illumina HiSeq 3000	MFE9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE9	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662465	WGS	300	19491166564	SAMN09786149	8228566976	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523042	Illumina HiSeq 3000	MFE8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE8	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662466	WGS	299	17080488487	SAMN09786148	7342155619	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523041	Illumina HiSeq 3000	MFE6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE6	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662469	WGS	300	18351785542	SAMN09786145	7720512854	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523038	Illumina HiSeq 3000	MFE1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE1	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662470	WGS	300	17385850677	SAMN09786144	7286624383	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523037	Illumina HiSeq 3000	MFD9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFD9	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662471	WGS	302	12890278080	SAMN09786202	6045138910	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523036	Illumina HiSeq 3000	KZB9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZB9	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662473	WGS	302	20684522996	SAMN09786196	9668531230	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523034	Illumina HiSeq 3000	KZA9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZA9	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662474	WGS	302	18842334170	SAMN09786197	8401902545	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523033	Illumina HiSeq 3000	KZB2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZB2	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662475	WGS	302	21370236344	SAMN09786194	10059868534	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523032	Illumina HiSeq 3000	KZA3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZA3	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662476	WGS	302	15233577620	SAMN09786195	6664897776	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523031	Illumina HiSeq 3000	KZA5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZA5	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662477	WGS	302	16344045210	SAMN09786200	7503996643	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523030	Illumina HiSeq 3000	KZB6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZB6	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662478	WGS	302	14389676068	SAMN09786201	6664417664	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523029	Illumina HiSeq 3000	KZB8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZB8	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662479	WGS	302	17676503336	SAMN09786198	8083089590	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523028	Illumina HiSeq 3000	KZB3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZB3	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
