BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Strain	Breed	Cultivar	sub_species
PRJNA690558	SRR13394251	WGS	302	3239258946	SAMN17251303	1305828278	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813443	Illumina NovaSeq 6000	CUNP3	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNP3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNP3	not applicable	not applicable	NA
PRJNA690558	SRR13394252	WGS	302	22603125674	SAMN17251302	6997443937	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813442	Illumina NovaSeq 6000	CUNP11	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNP11	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNP11	not applicable	not applicable	NA
PRJNA690558	SRR13394253	WGS	302	14124710932	SAMN17251301	4366810728	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813441	Illumina NovaSeq 6000	CUNP10	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNP10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNP10	not applicable	not applicable	NA
PRJNA690558	SRR13394254	WGS	302	20362677066	SAMN17251300	8347794975	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813440	Illumina NovaSeq 6000	CUNA9	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA9	not applicable	not applicable	NA
PRJNA690558	SRR13394255	WGS	302	8810963250	SAMN17251299	3583753498	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813439	Illumina NovaSeq 6000	CUNA8	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA8	not applicable	not applicable	NA
PRJNA690558	SRR13394256	WGS	302	6758327838	SAMN17251263	2088746559	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813438	Illumina NovaSeq 6000	BAVA11	PAIRED	RANDOM	GENOMIC	Cyprinodon_higuey	ILLUMINA	2021-01-09T00:00:00Z	BAVA11	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BAVA11	not applicable	not applicable	NA
PRJNA690558	SRR13394257	WGS	300	9531592200	SAMN17251298	4404866304	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813437	Illumina NovaSeq 6000	CUNA7	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA7	not applicable	not applicable	NA
PRJNA690558	SRR13394258	WGS	302	12177636600	SAMN17251297	5117893909	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813436	Illumina NovaSeq 6000	CUNA6	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA6	not applicable	not applicable	NA
PRJNA690558	SRR13394259	WGS	302	10580051164	SAMN17251296	4877132925	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813435	Illumina NovaSeq 6000	CUNA5	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA5	not applicable	not applicable	NA
PRJNA690558	SRR13394260	WGS	302	8732220374	SAMN17251295	3901793609	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813434	Illumina NovaSeq 6000	CUNA4	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA4	not applicable	not applicable	NA
PRJNA690558	SRR13394261	WGS	302	5083974002	SAMN17251294	2086728672	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813433	Illumina NovaSeq 6000	CUNA3	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA3	not applicable	not applicable	NA
PRJNA690558	SRR13394262	WGS	302	13847770892	SAMN17251293	5815577493	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813432	Illumina NovaSeq 6000	CUNA2	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA2	not applicable	not applicable	NA
PRJNA690558	SRR13394263	WGS	302	8273818198	SAMN17251292	3389544960	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813431	Illumina NovaSeq 6000	CUNA10	PAIRED	RANDOM	GENOMIC	Cyprinodon_laciniatus	ILLUMINA	2021-01-09T00:00:00Z	CUNA10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	Bahamas	North America	Bahamas: Lake Cunningham on New Providence Island	CUNA10	not applicable	not applicable	NA
PRJNA690558	SRR13394264	WGS	301	18725661384	SAMN17251291	7843541614	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813430	Illumina NovaSeq 6000	CUATESS1	PAIRED	RANDOM	GENOMIC	Cualac_tessellatus	ILLUMINA	2021-01-09T00:00:00Z	CUATESS1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CUATESS1	not applicable	not applicable	NA
PRJNA690558	SRR13394265	WGS	302	9316069726	SAMN17251290	2886638392	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813429	Illumina NovaSeq 6000	CRPP9	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	CRPP9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPP9	not applicable	not applicable	NA
PRJNA690558	SRR13394268	WGS	302	8639465000	SAMN17251288	2684016510	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813426	Illumina NovaSeq 6000	CRPP7	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	CRPP7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPP7	not applicable	not applicable	NA
PRJNA690558	SRR13394271	WGS	302	9569075058	SAMN17251285	2996547218	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813423	Illumina NovaSeq 6000	CRPM9	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPM9	not applicable	not applicable	NA
PRJNA690558	SRR13394273	WGS	302	9933844852	SAMN17251283	3106429448	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813421	Illumina NovaSeq 6000	CRPM7	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPM7	not applicable	not applicable	NA
PRJNA690558	SRR13394274	WGS	302	10784962090	SAMN17251282	3344649167	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813420	Illumina NovaSeq 6000	CRPM6	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPM6	not applicable	not applicable	NA
PRJNA690558	SRR13394275	WGS	302	8817779994	SAMN17251281	2740482363	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813419	Illumina NovaSeq 6000	CRPM5	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPM5	not applicable	not applicable	NA
PRJNA690558	SRR13394276	WGS	302	12324162470	SAMN17251280	5252681534	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813418	Illumina NovaSeq 6000	CRPM2	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPM2	not applicable	not applicable	NA
PRJNA690558	SRR13394277	WGS	302	6015543134	SAMN17251279	1851713607	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813417	Illumina NovaSeq 6000	CRPM11	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM11	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPM11	not applicable	not applicable	NA
PRJNA690558	SRR13394278	WGS	301	10039618640	SAMN17251261	4045200105	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813416	Illumina NovaSeq 6000	ARTA2	PAIRED	RANDOM	GENOMIC	Cyprinodon_artifrons	ILLUMINA	2021-01-09T00:00:00Z	ARTA2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	ARTA2	not applicable	not applicable	NA
PRJNA690558	SRR13394279	WGS	302	11083361042	SAMN17251278	3451922016	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813415	Illumina NovaSeq 6000	CRPM10	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CRPM10	not applicable	not applicable	NA
PRJNA690558	SRR13394280	WGS	302	6472295484	SAMN17251277	2704005505	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813414	Illumina NovaSeq 6000	CLRA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	CLRA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CLRA1	not applicable	not applicable	NA
PRJNA690558	SRR13394281	WGS	302	7045912170	SAMN17251436	2160361064	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813413	Illumina NovaSeq 6000	WDPM2	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	WDPM2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	WDPM2	not applicable	not applicable	NA
PRJNA690558	SRR13394282	WGS	301	14998854490	SAMN17251435	6273103060	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813412	Illumina NovaSeq 6000	WDPA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	WDPA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	WDPA1	not applicable	not applicable	NA
PRJNA690558	SRR13394283	WGS	302	4042443046	SAMN17251434	1686165691	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813411	Illumina NovaSeq 6000	VENA9	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA9	not applicable	not applicable	NA
PRJNA690558	SRR13394285	WGS	302	16085547706	SAMN17251432	6574375768	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813409	Illumina NovaSeq 6000	VENA7	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA7	not applicable	not applicable	NA
PRJNA690558	SRR13394286	WGS	218	5722676822	SAMN17251431	2511222015	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813408	Illumina NovaSeq 6000	VENA6	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-11T00:00:00Z	VENA6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA6	not applicable	not applicable	NA
PRJNA690558	SRR13394288	WGS	302	13491545282	SAMN17251429	5933842791	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813406	Illumina NovaSeq 6000	VENA4	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA4	not applicable	not applicable	NA
PRJNA690558	SRR13394289	WGS	302	6554032086	SAMN17251276	2603974548	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813405	Illumina NovaSeq 6000	CATA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	CATA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CATA1	not applicable	not applicable	NA
PRJNA690558	SRR13394291	WGS	302	7112473272	SAMN17251427	3232373787	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813403	Illumina NovaSeq 6000	VENA2	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA2	not applicable	not applicable	NA
PRJNA690558	SRR13394292	WGS	302	10337992124	SAMN17251426	3237126592	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813402	Illumina NovaSeq 6000	VENA13	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA13	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA13	not applicable	not applicable	NA
PRJNA690558	SRR13394293	WGS	302	8174596098	SAMN17251425	2520210910	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813401	Illumina NovaSeq 6000	VENA12.2	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA12.2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA12.2	not applicable	not applicable	NA
PRJNA690558	SRR13394294	WGS	302	19941203752	SAMN17251424	8739349407	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813400	Illumina NovaSeq 6000	VENA12	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA12	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA12	not applicable	not applicable	NA
PRJNA690558	SRR13394295	WGS	302	10065133916	SAMN17251423	3172300143	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813399	Illumina NovaSeq 6000	VENA11-2	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA11-2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA11-2	not applicable	not applicable	NA
PRJNA690558	SRR13394296	WGS	302	13569311792	SAMN17251422	5601733652	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813398	Illumina NovaSeq 6000	VENA10	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA10	not applicable	not applicable	NA
PRJNA690558	SRR13394297	WGS	302	8343223838	SAMN17251421	3408330002	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813397	Illumina NovaSeq 6000	VENA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	VENA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	VENA1	not applicable	not applicable	NA
PRJNA690558	SRR13394298	WGS	301	9490000994	SAMN17251420	4042556322	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813396	Illumina NovaSeq 6000	SPPA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	SPPA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	SPPA1	not applicable	not applicable	NA
PRJNA690558	SRR13394299	WGS	302	6104720714	SAMN17251419	2589132771	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813395	Illumina NovaSeq 6000	SCLA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	SCLA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	SCLA1	not applicable	not applicable	NA
PRJNA690558	SRR13394300	WGS	302	6971087744	SAMN17251275	3427837235	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813394	Illumina NovaSeq 6000	CAIA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	CAIA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	CAIA1	not applicable	not applicable	NA
PRJNA690558	SRR13394302	WGS	302	2470420702	SAMN17251417	997627380	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813392	Illumina NovaSeq 6000	RHPA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	RHPA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	RHPA1	not applicable	not applicable	NA
PRJNA690558	SRR13394303	WGS	302	13493334934	SAMN17251416	5594475637	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813391	Illumina NovaSeq 6000	PWLA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	PWLA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	PWLA1	not applicable	not applicable	NA
PRJNA690558	SRR13394305	WGS	302	4950863576	SAMN17251414	1528043902	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813389	Illumina NovaSeq 6000	OYSP7	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OYSP7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSP7	not applicable	not applicable	NA
PRJNA690558	SRR13394306	WGS	302	12529828698	SAMN17251413	5170577006	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813388	Illumina NovaSeq 6000	OYSP6	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OYSP6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSP6	not applicable	not applicable	NA
PRJNA690558	SRR13394307	WGS	302	2365688008	SAMN17251412	1033861058	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813387	Illumina NovaSeq 6000	OYSP4	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OYSP4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSP4	not applicable	not applicable	NA
PRJNA690558	SRR13394308	WGS	302	10821170078	SAMN17251411	3371948530	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813386	Illumina NovaSeq 6000	OYSM8	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OYSM8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSM8	not applicable	not applicable	NA
PRJNA690558	SRR13394309	WGS	302	10221766216	SAMN17251410	3179119188	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813385	Illumina NovaSeq 6000	OYSM7	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OYSM7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSM7	not applicable	not applicable	NA
PRJNA690558	SRR13394310	WGS	302	10502994656	SAMN17251409	3313215804	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813384	Illumina NovaSeq 6000	OYSM6	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OYSM6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSM6	not applicable	not applicable	NA
PRJNA690558	SRR13394311	WGS	302	19202210960	SAMN17251274	8579418593	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813383	Illumina NovaSeq 6000	BONA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_dearborni	ILLUMINA	2021-01-09T00:00:00Z	BONA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BONA1	not applicable	not applicable	NA
