BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	Ecotype	Sample_Type	Sample_code	use_species
PRJNA642736	SRR12106938	WGS	302	5631713818	SAMN15398048	2021734734	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631064	Illumina NovaSeq 6000	AK1_Downs_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AK1_Downs	SRP269168	Model organism or animal	not determined	missing	adult	English channel:Downs	individual	AK1_Downs	1
PRJNA642736	SRR12106939	WGS	302	5692526954	SAMN15398048	2043919633	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631063	Illumina NovaSeq 6000	AK1_Downs_Atlantic_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AK1_Downs	SRP269168	Model organism or animal	not determined	missing	adult	English channel:Downs	individual	AK1_Downs	1
PRJNA642736	SRR12106940	WGS	302	6379682050	SAMN15398047	2303014239	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631062	Illumina NovaSeq 6000	Z14_IsleofMan_Atlantic_Autumn_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z14_IsleofMan	SRP269168	Model organism or animal	not determined	missing	adult	Irish Sea:Isle Of Man	individual	Z14_IsleofMan	1
PRJNA642736	SRR12106941	WGS	302	6427618208	SAMN15398047	2320680334	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631061	Illumina NovaSeq 6000	Z14_IsleofMan_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z14_IsleofMan	SRP269168	Model organism or animal	not determined	missing	adult	Irish Sea:Isle Of Man	individual	Z14_IsleofMan	1
PRJNA642736	SRR12106942	WGS	302	5554209142	SAMN15398046	2000044792	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631060	Illumina NovaSeq 6000	Z12_IsleofMan_Atlantic_Autumn_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z12_IsleofMan	SRP269168	Model organism or animal	not determined	missing	adult	Irish Sea:Isle Of Man	individual	Z12_IsleofMan	1
PRJNA642736	SRR12106943	WGS	300	17069108700	SAMN15398034	7175234699	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631059	Illumina NovaSeq 6000	Pacific5_Vancouver_Pacific_rg1	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific5	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific5	1
PRJNA642736	SRR12106944	WGS	302	5604407582	SAMN15398046	2018244818	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631058	Illumina NovaSeq 6000	Z12_IsleofMan_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z12_IsleofMan	SRP269168	Model organism or animal	not determined	missing	adult	Irish Sea:Isle Of Man	individual	Z12_IsleofMan	1
PRJNA642736	SRR12106945	WGS	302	8664204840	SAMN15398045	3137417541	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631057	Illumina NovaSeq 6000	Z4_IsleofMan_Atlantic_Autumn_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z4_IsleofMan	SRP269168	Model organism or animal	not determined	missing	adult	Irish Sea:Isle Of Man	individual	Z4_IsleofMan	1
PRJNA642736	SRR12106947	WGS	250	15850303000	SAMN15398044	6838626128	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631055	Illumina NovaSeq 6000	NorthSea34_NorthSea_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NorthSea34	SRP269168	Model organism or animal	not determined	missing	adult	North Sea	individual	NorthSea34	1
PRJNA642736	SRR12106948	WGS	250	15882116750	SAMN15398043	6863001594	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631054	Illumina NovaSeq 6000	NorthSea19_NorthSea_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NorthSea19	SRP269168	Model organism or animal	not determined	missing	adult	North Sea	individual	NorthSea19	1
PRJNA642736	SRR12106949	WGS	250	15977515250	SAMN15398042	7263798466	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631053	Illumina NovaSeq 6000	NorthSea13_NorthSea_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NorthSea13	SRP269168	Model organism or animal	not determined	missing	adult	North Sea	individual	NorthSea13	1
PRJNA642736	SRR12106950	WGS	302	5305353894	SAMN15398041	1886206142	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631052	Illumina NovaSeq 6000	NSSH36_Norway_Atlantic_Spring_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH36	SRP269168	Model organism or animal	not determined	missing	adult	Norway	individual	NSSH36	1
PRJNA642736	SRR12106951	WGS	302	5340273852	SAMN15398041	1898970196	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631051	Illumina NovaSeq 6000	NSSH36_Norway_Atlantic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH36	SRP269168	Model organism or animal	not determined	missing	adult	Norway	individual	NSSH36	1
PRJNA642736	SRR12106952	WGS	302	6668171174	SAMN15398040	2419547443	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631050	Illumina NovaSeq 6000	NSSH34_Norway_Atlantic_Spring_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH34	SRP269168	Model organism or animal	not determined	missing	adult	Norway	individual	NSSH34	1
PRJNA642736	SRR12106953	WGS	302	6718464442	SAMN15398040	2438811802	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631049	Illumina NovaSeq 6000	NSSH34_Norway_Atlantic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH34	SRP269168	Model organism or animal	not determined	missing	adult	Norway	individual	NSSH34	1
PRJNA642736	SRR12106954	WGS	300	13636993800	SAMN15398033	5792381692	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631048	Illumina NovaSeq 6000	Pacific3_Vancouver_Pacific_rg3	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific3	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific3	1
PRJNA642736	SRR12106955	WGS	302	5217257172	SAMN15398039	1862033689	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631047	Illumina NovaSeq 6000	NSSH33_Norway_Atlantic_Spring_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH33	SRP269168	Model organism or animal	not determined	missing	adult	Norway	individual	NSSH33	1
PRJNA642736	SRR12106957	WGS	300	16296992400	SAMN15398038	6926990310	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631045	Illumina NovaSeq 6000	Pacific44_Vancouver_Pacific_rg3	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific44	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific44	1
PRJNA642736	SRR12106958	WGS	300	16553638500	SAMN15398038	6994414619	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631044	Illumina NovaSeq 6000	Pacific44_Vancouver_Pacific_rg2	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific44	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific44	1
PRJNA642736	SRR12106959	WGS	300	16327221000	SAMN15398038	6880117202	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631043	Illumina NovaSeq 6000	Pacific44_Vancouver_Pacific_rg1	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific44	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific44	1
PRJNA642736	SRR12106960	WGS	300	13317401400	SAMN15398037	5686582645	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631042	Illumina NovaSeq 6000	Pacific35_Vancouver_Pacific_rg3	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific35	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific35	1
PRJNA642736	SRR12106961	WGS	300	12800255100	SAMN15398037	5434365220	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631041	Illumina NovaSeq 6000	Pacific35_Vancouver_Pacific_rg2	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific35	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific35	1
PRJNA642736	SRR12106962	WGS	300	13227622200	SAMN15398037	5600988695	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631040	Illumina NovaSeq 6000	Pacific35_Vancouver_Pacific_rg1	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific35	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific35	1
PRJNA642736	SRR12106963	WGS	300	7344657900	SAMN15398036	3098824138	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631039	Illumina NovaSeq 6000	Pacific30_Vancouver_Pacific_rg3	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific30	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific30	1
PRJNA642736	SRR12106964	WGS	300	7271668200	SAMN15398036	3048558292	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631038	Illumina NovaSeq 6000	Pacific30_Vancouver_Pacific_rg2	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific30	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific30	1
PRJNA642736	SRR12106965	WGS	300	13890557100	SAMN15398033	5861945607	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631037	Illumina NovaSeq 6000	Pacific3_Vancouver_Pacific_rg2	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific3	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific3	1
PRJNA642736	SRR12106966	WGS	300	13662280800	SAMN15398033	5752426563	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631036	Illumina NovaSeq 6000	Pacific3_Vancouver_Pacific_rg1	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific3	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific3	1
PRJNA642736	SRR12106882	WGS	302	5878488890	SAMN15398086	2130066304	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631120	Illumina NovaSeq 6000	HGS21_Hebrides_Atlantic_Mixed_rg3	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS21_Hebrides	SRP269168	Model organism or animal	not applicable	missing	adult	North Sea:Hebrides	pool	HGS21_Hebrides	1
PRJNA642736	SRR12106925	WGS	250	44921137250	SAMN15398055	19827981130	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631077	Illumina NovaSeq 6000	Gavle98_Gavle_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Gavle98	SRP269168	Model organism or animal	not determined	missing	adult	Baltic Sea: Gavle	individual	Gavle98	1
PRJNA642736	SRR12106911	WGS	300	30039395880	SAMN15398068	11443679485	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631091	Illumina NovaSeq 6000	HGS12_BornholmBasin_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS12_BornholmBasin	SRP269168	Model organism or animal	not applicable	missing	adult	Baltic Sea:Bornholm	pool	HGS12_BornholmBasin	1
PRJNA642736	SRR12106931	WGS	302	5335574732	SAMN15398051	1915620367	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631071	Illumina NovaSeq 6000	AAL1_CelticSea_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AAL1_CelticSea	SRP269168	Model organism or animal	not determined	missing	adult	Celtic Sea	individual	AAL1_CelticSea	1
PRJNA642736	SRR12106891	WGS	299	33996966359	SAMN15398081	12869552082	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631111	Illumina NovaSeq 6000	HGS10_Downs_EnglishChannel_Winter_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS10_Downs	SRP269168	Model organism or animal	not applicable	missing	adult	English channel:Downs	pool	HGS10_Downs	1
PRJNA642736	SRR12106932	WGS	300	17351566200	SAMN15398034	7309733034	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631070	Illumina NovaSeq 6000	Pacific5_Vancouver_Pacific_rg2	PAIRED	RANDOM	GENOMIC	Clupea_pallasii	ILLUMINA	2020-12-07T00:00:00Z	Pacific5	SRP269168	Model organism or animal	not determined	missing	adult	Canada:Vancouver	individual	Pacific5	1
PRJNA642736	SRR12106956	WGS	302	5257692556	SAMN15398039	1876308190	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631046	Illumina NovaSeq 6000	NSSH33_Norway_Atlantic_Spring_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	NSSH33	SRP269168	Model organism or animal	not determined	missing	adult	Norway	individual	NSSH33	1
PRJNA642736	SRR12106913	WGS	251	30097247621	SAMN15398066	14772646510	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631089	Illumina NovaSeq 6000	TysklandS18_Germany_Baltic_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	TysklandS18	SRP269168	Model organism or animal	not applicable	missing	adult	Baltic Sea:Ariadnegrund	pool	TysklandS18	1
PRJNA642736	SRR12106929	WGS	302	6167820896	SAMN15398052	2170910037	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631073	Illumina NovaSeq 6000	AAL2_CelticSea_Atlantic_Winter_rg2	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	AAL2_CelticSea	SRP269168	Model organism or animal	not determined	missing	adult	Celtic Sea	individual	AAL2_CelticSea	1
PRJNA642736	SRR12106946	WGS	302	8767837650	SAMN15398045	3175771563	UPPSALA UNIVERSITY	public	fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX8631056	Illumina NovaSeq 6000	Z4_IsleofMan_Atlantic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Z4_IsleofMan	SRP269168	Model organism or animal	not determined	missing	adult	Irish Sea:Isle Of Man	individual	Z4_IsleofMan	1
PRJNA642736	SRR12106878	WGS	302	2829473636	SAMN15398088	1010907092	UPPSALA UNIVERSITY	public	sra,fastq	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX8631124	Illumina NovaSeq 6000	HGS16_Orkney_NorthSea_Autumn_rg3	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	HGS16_Orkney	SRP269168	Model organism or animal	not applicable	missing	adult	North Sea:Orkney	pool	HGS16_Orkney	1
PRJNA642736	SRR12106926	WGS	250	24802706500	SAMN15398054	11202585487	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8631076	Illumina NovaSeq 6000	Gavle54_Gavle_Baltic_Autumn_rg1	PAIRED	RANDOM	GENOMIC	Clupea_harengus	ILLUMINA	2020-12-07T00:00:00Z	Gavle54	SRP269168	Model organism or animal	not determined	missing	adult	Baltic Sea: Gavle	individual	Gavle54	1
