Sample,Total_Reads,Percent_mapped,Num_duplicates,Percent_properly_paired,Fraction_reads_pass_filter,NumReadsPassingFilters,File
SAMN16492827 , 23981332 , 99.32 ,4459154.0, 95.96 , 0.9769540751267655 , 23450196,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492837 , 21119581 , 99.29 ,3653266.0, 96.04 , 0.9749370156848585 , 20670716,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492821 , 20229299 , 99.24 ,3641869.0, 95.95 , 0.9772797303127924 , 19778152,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492816 , 19695038 , 99.27 ,3531349.0, 95.9 , 0.9752902560437273 , 19278424,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492814 , 18105872 , 99.26 ,3310335.0, 95.93 , 0.9760153329758725 , 17711272,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492808 , 23807512 , 99.34 ,4457532.0, 96.49 , 0.9780513914134242 , 23294606,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492803 , 14916556 , 99.24 ,2473148.0, 95.8 , 0.9744012873728479 , 14595286,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492800 , 27891058 , 99.27 ,4826951.0, 95.84 , 0.9747910707156429 , 27282626,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492795 , 22445795 , 99.26 ,4039189.0, 96.34 , 0.9771047933867258 , 21989546,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492658 , 8501735 , 99.53 ,1794755.0, 97.86 , 0.9840768915611955 , 8353874,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492445 , 12860608 , 99.37 ,2727333.0, 96.76 , 0.9783125880853715 , 12607168,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492769 , 54727624 , 99.27 ,10925634.0, 95.81 , 0.9728662230138471 , 53535188,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492759 , 16561524 , 99.26 ,2773788.0, 95.82 , 0.9718477817066553 , 16199892,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492757 , 31140741 , 99.3 ,5193221.0, 96.02 , 0.9728357673826336 , 30498090,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492754 , 35939884 , 99.29 ,7015148.0, 96.07 , 0.9748148975683699 , 35182140,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492728 , 19853168 , 99.31 ,3424678.0, 95.97 , 0.9763630689760012 , 19460732,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492725 , 18774259 , 99.34 ,2787022.0, 95.92 , 0.9748982906514495 , 18402030,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492720 , 13001139 , 99.47 ,2778148.0, 97.32 , 0.9814921855279538 , 12769178,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492710 , 31011806 , 99.48 ,7813507.000000001, 97.2 , 0.9817642713879129 , 30448174,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492532 , 18881945 , 99.27 ,3963812.0, 96.16 , 0.9759166685576207 , 18493494,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492438 , 25708973 , 99.31 ,6112957.0, 96.23 , 0.9777343526641988 , 25170230,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492432 , 21640906 , 99.41 ,4868541.0, 96.74 , 0.9800743874240774 , 21187942,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492428 , 14742206 , 99.38 ,3058809.0, 96.3 , 0.9786069153925641 , 14415880,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492425 , 11330871 , 99.33 ,2478618.0, 96.62 , 0.9783245194624258 , 11106118,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492424 , 25831358 , 99.26 ,5639877.0, 95.56 , 0.9752801505380849 , 25233476,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492417 , 20094296 , 99.38 ,4191531.0, 96.96 , 0.9785074956866533 , 19720570,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492899 , 10684138 , 99.5 ,1809899.9999999998, 96.74 , 0.9777657685043669 , 10421448,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492889 , 20297310 , 99.44 ,3936183.0, 95.55 , 0.976894783470375 , 19799512,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492524 , 32365227 , 99.29 ,8267947.999999999, 96.6 , 0.9776843388282829 , 31809046,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492447 , 43022444 , 99.46 ,9975952.0, 97.24 , 0.9803995675983274 , 42230480,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492860 , 17042394 , 99.33 ,3174989.0, 96.1 , 0.9768541150575617 , 16589552,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492844 , 14761854 , 99.33 ,2382671.0, 96.12 , 0.9767801711032993 , 14444422,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492841 , 27677190 , 99.28 ,4939308.0, 96.38 , 0.9776151224850766 , 27080764,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492833 , 17534357 , 99.34 ,3174870.0, 96.56 , 0.9786943976487226 , 17171708,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492822 , 12151857 , 99.22 ,1979463.0, 95.87 , 0.9742623853259165 , 11879002,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492521 , 50266534 , 99.3 ,11538659.0, 96.58 , 0.9769319725402458 , 49348812,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492819 , 28314965 , 99.27 ,5364950.0, 96.4 , 0.977645844197945 , 27745198,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492654 , 10652095 , 99.52 ,2172843.0, 97.61 , 0.9825462280633971 , 10451920,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492708 , 10796452 , 99.47 ,2237726.0, 97.33 , 0.9802745771466465 , 10605126,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492702 , 20811536 , 99.45 ,4491348.0, 97.11 , 0.9787453699632395 , 20434054,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492700 , 8446176 , 99.39 ,1815639.0, 96.9 , 0.979842907320328 , 8294186,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492677 , 20837354 , 99.48 ,4713279.0, 97.3 , 0.982200852851209 , 20469274,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492675 , 5841653 , 99.49 ,1256804.0, 97.57 , 0.9824627899229178 , 5738854,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492661 , 9961897 , 99.53 ,2103161.0, 97.77 , 0.9834061570753541 , 9784492,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492640 , 23287849 , 99.5 ,4949904.0, 97.39 , 0.9831460606468485 , 22847524,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492617 , 20458425 , 99.34 ,3500719.0, 96.77 , 0.9767514635438159 , 20038656,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492613 , 21672222 , 99.36 ,4019778.0, 96.6 , 0.9773563403942277 , 21214528,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492602 , 48662010 , 99.38 ,9118717.0, 96.84 , 0.9775680254176892 , 47710272,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492650 , 30374284 , 99.45 ,6507394.0, 96.97 , 0.9823362227115925 , 29778332,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492609 , 15872947 , 99.41 ,2582332.0, 97.06 , 0.9754154010718545 , 15542150,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492593 , 28694567 , 98.95 ,5433420.0, 96.58 , 0.9773446271727466 , 28163110,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492592 , 16946234 , 99.4 ,2943788.0, 96.99 , 0.9755512416565137 , 16598780,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492588 , 15802495 , 99.42 ,3099577.0, 97.59 , 0.9766812942540409 , 15494158,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492581 , 24222067 , 99.4 ,4498692.0, 97.57 , 0.9766413544748404 , 23767126,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492579 , 21766855 , 99.36 ,3781167.0, 96.65 , 0.9752806923500533 , 21308744,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492574 , 11071898 , 99.34 ,1952672.9999999998, 96.9 , 0.9797625299514737 , 10869268,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492571 , 22766467 , 99.33 ,4072719.0, 96.8 , 0.9793767304981958 , 22345150,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492568 , 15218486 , 99.3 ,2536561.0, 96.33 , 0.9783342879357331 , 14908304,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492659 , 5126143 , 99.36 ,772961.0, 96.66 , 0.978259341680021 , 5038648,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492566 , 12904291 , 99.33 ,2141706.0, 96.7 , 0.9799902945157822 , 12661994,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492558 , 34241879 , 99.36 ,7017771.0, 96.91 , 0.97937946344631 , 33627558,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492545 , 63749424 , 99.3 ,15572637.0, 96.29 , 0.976781122230151 , 62582640,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492543 , 18034144 , 99.34 ,3949525.0, 96.38 , 0.9776531995266808 , 17659426,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492535 , 24542596 , 99.36 ,5387209.0, 96.91 , 0.9787762571402003 , 24061936,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492530 , 33820879 , 99.33 ,7738103.0, 96.72 , 0.9777824857775956 , 33220422,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492527 , 51157248 , 99.33 ,12594421.0, 96.55 , 0.9771772122934922 , 50205360,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492511 , 22526034 , 99.32 ,5342613.0, 96.55 , 0.9783733410655671 , 22114382,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492812 , 22112937 , 99.29 ,3994296.0, 95.83 , 0.97456340201237 , 21642952,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492801 , 19897313 , 99.28 ,3653451.0, 96.04 , 0.9757551207436177 , 19463202,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492799 , 17205895 , 99.33 ,3299829.0, 96.4 , 0.9774370270587088 , 16860040,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492796 , 23661506 , 99.24 ,4326366.0, 96.13 , 0.97737384341918 , 23147522,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492793 , 22847354 , 99.25 ,3728647.0, 95.56 , 0.9747329436198356 , 22337294,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492778 , 16176759 , 99.25 ,2738932.0, 95.95 , 0.9733256449080381 , 15843096,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492774 , 23508148 , 99.3 ,3871660.0, 95.95 , 0.9751753236524606 , 23042014,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492752 , 32825703 , 99.22 ,6523534.0, 95.67 , 0.9722941213940046 , 32115676,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492744 , 27624644 , 99.28 ,4969410.0, 95.93 , 0.9739872804905071 , 27085548,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492516 , 24882689 , 99.34 ,5978383.0, 96.8 , 0.9782836612138102 , 24438060,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492738 , 27321896 , 99.28 ,4507382.0, 95.87 , 0.9734230500340826 , 26755724,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492737 , 11166638 , 99.26 ,1702472.0, 95.9 , 0.9742854715229766 , 10939174,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492704 , 49507858 , 99.45 ,11723222.0, 97.14 , 0.979403611096618 , 48580374,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492701 , 10927345 , 99.41 ,2336411.0, 96.9 , 0.9784763611437846 , 10726052,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492698 , 8344435 , 99.46 ,1710230.0, 97.26 , 0.9799183562981653 , 8195702,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492707 , 29299691 , 99.48 ,7006682.0, 97.22 , 0.9818118307679317 , 28765070,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492689 , 11535997 , 99.43 ,2554403.0, 97.02 , 0.9799174482572776 , 11330954,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492678 , 19162076 , 99.47 ,4065680.9999999995, 97.36 , 0.9804196565014369 , 18815916,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492507 , 48154559 , 99.37 ,11328338.0, 96.95 , 0.9781792674392171 , 47323818,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492676 , 27299799 , 99.55 ,6239116.0, 97.81 , 0.9820913476336574 , 26801650,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492673 , 12847650 , 99.49 ,3020887.0, 97.49 , 0.9832784422433972 , 12616310,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492668 , 13010010 , 99.54 ,3025607.0, 97.79 , 0.9831013578411328 , 12775876,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492655 , 9330364 , 99.53 ,1944973.0, 97.9 , 0.9827643472303673 , 9166646,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492652 , 5983733 , 99.51 ,1147577.0, 97.5 , 0.9828699723546225 , 5874030,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492642 , 13157238 , 99.53 ,2855487.0, 97.8 , 0.9819107869409351 , 12908916,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492648 , 18119306 , 99.52 ,4018801.0, 97.72 , 0.9830167771273263 , 17800572,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492636 , 8100536 , 99.5 ,1673371.0, 97.58 , 0.984193771715371 , 7952390,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492621 , 28670059 , 99.1 ,5191320.0, 96.17 , 0.9756648985916915 , 28062788,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492615 , 16072943 , 99.31 ,2820298.0, 96.73 , 0.9772114704252753 , 15735878,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492504 , 20321794 , 99.38 ,4772521.0, 97.01 , 0.9782664101028379 , 19959550,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492441 , 14242159 , 99.33 ,2892188.0, 96.25 , 0.9769313550636842 , 13938288,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492437 , 30592453 , 99.35 ,6888675.0, 96.62 , 0.9789037642805263 , 29957944,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492435 , 23770671 , 99.3 ,5617092.0, 96.52 , 0.9791477583777264 , 23315768,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492429 , 28380914 , 99.39 ,6190162.0, 96.67 , 0.9788990843127706 , 27807878,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492436 , 17530825 , 99.46 ,3916553.0, 97.28 , 0.9803018159882841 , 17209914,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492638 , 13547493 , 99.47 ,2606301.0, 97.21 , 0.9813243273936482 , 13272702,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492418 , 43324262 , 99.32 ,10347540.0, 95.8 , 0.9764642199358796 , 42316030,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492414 , 22031377 , 99.47 ,5147842.0, 97.41 , 0.9807837202242049 , 21645014,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492413 , 33206585 , 99.48 ,8126315.0, 97.34 , 0.9802588833161647 , 32615152,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492409 , 63045860 , 99.43 ,16112933.0, 97.15 , 0.9806025911476354 , 61926956,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492887 , 19117371 , 99.47 ,3817982.0, 96.35 , 0.9772913613203632 , 18632826,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492881 , 22164469 , 99.49 ,4300075.0, 96.81 , 0.9770827258843975 , 21661158,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492879 , 16206374 , 99.33 ,3321923.0, 96.02 , 0.9757646970154684 , 15794830,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492869 , 16954599 , 99.53 ,3118453.0, 95.86 , 0.9760946493806328 , 16444616,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492864 , 8697667 , 99.51 ,1415272.0, 96.95 , 0.9772243176845268 , 8482954,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492831 , 24226021 , 99.28 ,4059623.9999999995, 95.82 , 0.9778310140446723 , 23691146,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492632 , 16384624 , 99.53 ,3417288.0, 97.61 , 0.9837810269198473 , 16083230,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492829 , 15501653 , 99.3 ,2672591.0, 96.23 , 0.9768148821085776 , 15180178,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492828 , 17859145 , 98.73 ,3152970.0, 95.53 , 0.9777193879517339 , 17453918,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492820 , 25119123 , 99.3 ,4940350.0, 96.08 , 0.9753715968680183 , 24581750,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492826 , 20053282 , 99.25 ,3524283.0, 95.88 , 0.9753541860565654 , 19628330,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492815 , 15410095 , 99.28 ,2681116.0, 95.84 , 0.9767094024841716 , 15084636,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492804 , 14009153 , 99.34 ,2318415.0, 96.31 , 0.9756180089787739 , 13718758,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492794 , 26167008 , 99.35 ,4643414.0, 96.57 , 0.9769220757329737 , 25639992,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492790 , 22473708 , 99.23 ,3918948.0, 95.65 , 0.9753727953836682 , 21982004,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492601 , 16635912 , 99.39 ,3003155.0, 96.84 , 0.9758098972273385 , 16293334,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492597 , 18469236 , 99.42 ,3112055.0, 96.94 , 0.9770802796098319 , 18093940,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492584 , 20224025 , 99.41 ,3422116.0000000005, 97.04 , 0.9725618579201504 , 19753842,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492580 , 13851068 , 99.38 ,2310941.0, 97.06 , 0.9776205296312491 , 13544340,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492573 , 11102492 , 99.36 ,1742782.0000000002, 96.95 , 0.9793236473341943 , 10901776,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492572 , 10600394 , 99.38 ,1675630.0, 97.36 , 0.9818192442907097 , 10417004,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492563 , 19096696 , 99.36 ,3127459.0, 96.57 , 0.9797474980096554 , 18710430,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492553 , 19711934 , 99.33 ,4704908.0, 96.53 , 0.9792590804542489 , 19326620,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492537 , 18710216 , 99.38 ,3884253.0, 97.05 , 0.979101823553947 , 18366086,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492534 , 16550735 , 99.34 ,3744458.0, 96.74 , 0.9775849387314356 , 16241342,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492533 , 23432123 , 99.32 ,5385556.0, 96.57 , 0.9768752684508301 , 22993524,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492529 , 20148891 , 99.33 ,4682886.0, 96.74 , 0.9772223182750018 , 19782400,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492510 , 21084141 , 99.36 ,4899552.0, 96.73 , 0.9784340436361993 , 20698418,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492452 , 20121584 , 99.48 ,4467078.0, 97.47 , 0.980176796798508 , 19769770,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492444 , 16730693 , 99.36 ,3435254.0, 96.57 , 0.9784741428857402 , 16384346,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492443 , 19601514 , 99.32 ,4505186.0, 96.44 , 0.9784228214142962 , 19181318,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492426 , 21150180 , 99.33 ,4867467.0, 96.72 , 0.9787342092910226 , 20733482,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492416 , 11765718 , 99.35 ,2333988.0, 96.71 , 0.9773751289079462 , 11524582,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492410 , 19491952 , 99.47 ,4271865.0, 97.42 , 0.9809929453018805 , 19146520,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492891 , 11588153 , 99.49 ,2622370.0, 96.28 , 0.9746043726109541 , 11275658,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492868 , 14845670 , 99.35 ,2611383.0, 96.62 , 0.9781532974427994 , 14535358,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492859 , 36174179 , 99.4 ,7539415.0, 96.13 , 0.9767524984345731 , 35328208,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492858 , 22527549 , 99.42 ,4259476.0, 96.79 , 0.9780764420155705 , 22020726,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492857 , 19650133 , 99.41 ,3406779.0, 96.77 , 0.9767875616122821 , 19252434,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492587 , 22282816 , 99.31 ,3735329.0, 96.39 , 0.9768927736718531 , 21851880,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492578 , 9219732 , 99.35 ,1375999.0, 96.67 , 0.9796633641137834 , 9023932,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492564 , 16714950 , 99.29 ,2875374.0, 95.98 , 0.9776800283246189 , 16369328,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492552 , 20492561 , 99.34 ,4689760.0, 96.33 , 0.9757053991265584 , 20063676,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492538 , 46011139 , 99.36 ,11365219.0, 96.81 , 0.9780658073000217 , 45154994,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492519 , 98945553 , 99.31 ,24078644.0, 96.74 , 0.9757820948528009 , 97196384,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492513 , 64044588 , 99.31 ,15896550.0, 96.61 , 0.9773704201754109 , 62899770,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492834 , 16455646 , 99.3 ,2968443.0, 96.69 , 0.9785486250154098 , 16113496,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492830 , 16936061 , 99.32 ,2875489.0, 96.05 , 0.9751268345474886 , 16569950,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492806 , 16737636 , 99.09 ,2942063.0, 95.89 , 0.9749302911582143 , 16380108,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492791 , 17926391 , 99.25 ,2963671.0, 95.92 , 0.975341780044822 , 17544050,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492789 , 16497209 , 99.27 ,2942997.0, 96.05 , 0.9758932894717439 , 16147712,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492786 , 16157767 , 99.36 ,2619210.0, 96.31 , 0.9771858438657889 , 15817504,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
SAMN16492781 , 19571582 , 99.29 ,3398862.0, 96.44 , 0.9775755643853276 , 19191828,sumstats/Anguilla_anguilla_GCF_013347855.1_bam_sumstats.txt
