Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioSampleModel,sex,Tissue,dev_stage,Isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Lat_Lon,Strain,BIOMATERIAL_PROVIDER,Age,SAMPLE_TYPE,Birth_date,birth_location,breeding_history,health_state,Isolation_Source,Ecotype,Collection_Date,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,bird_band_identification,samp_collect_device,sub_species,Specimen_voucher,BREED,actual_read_length (run),bioproject,run (run),total_bases (run),center_name (exp),Cultivar,estimated_size,num_replicons,ploidy,project_name,propagation,Sample_name
SRR16505126,WGS,300,2681731500,PRJNA772931,SAMN22420218,987802445,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707914,Illumina NovaSeq 6000,PM194,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM194,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,53.011 N 112.864 W,,,,,,,,,,Alberta,2013-07-06,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110854,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505127,WGS,300,2823770700,PRJNA772931,SAMN22420217,1039482690,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707913,Illumina NovaSeq 6000,PM193b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM193b,SRP342348,MIGS.eu,,,,,USA,North America,USA,42.115 N 80.145 W,,,,,,,,,,Pennsylvania,2011-07-05,ENVO:01000193,ENVO:01000252,not applicable,not applicable,241102163,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505128,WGS,300,2898273900,PRJNA772931,SAMN22420216,1058820507,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12707912,Illumina NovaSeq 6000,PM190,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM190,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2013-07-04,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104387,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505129,WGS,300,2448524700,PRJNA772931,SAMN22420215,902023040,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707911,Illumina NovaSeq 6000,PM189b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM189b,SRP342348,MIGS.eu,,,,,USA,North America,USA,42.115 N 80.145 W,,,,,,,,,,Pennsylvania,2012-07-06,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250120609,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505130,WGS,300,2561116800,PRJNA772931,SAMN22420214,940552852,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707910,Illumina NovaSeq 6000,PM187b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM187b,SRP342348,MIGS.eu,,,,,USA,North America,USA,42.115 N 80.145 W,,,,,,,,,,Pennsylvania,2012-07-06,ENVO:01000193,ENVO:01000252,not applicable,not applicable,241101853,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505131,WGS,300,2717994300,PRJNA772931,SAMN22420213,991822458,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12707909,Illumina NovaSeq 6000,PM185b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM185b,SRP342348,MIGS.eu,,,,,USA,North America,USA,42.115 N 80.145 W,,,,,,,,,,Pennsylvania,2011-06-19,ENVO:01000193,ENVO:01000252,not applicable,not applicable,241102069,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505132,WGS,300,2684291400,PRJNA772931,SAMN22420177,970526768,UNIVERSITY OF MANITOBA,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12707908,Illumina NovaSeq 6000,PM106,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM106,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2014-07-13,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104994,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505133,WGS,300,2651806800,PRJNA772931,SAMN22420212,969156965,UNIVERSITY OF MANITOBA,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12707907,Illumina NovaSeq 6000,PM182,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM182,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2014-04-22,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110908,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505134,WGS,300,2969895300,PRJNA772931,SAMN22420211,1088913093,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707906,Illumina NovaSeq 6000,PM181b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM181b,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2015-04-25,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110819,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505135,WGS,300,3218486700,PRJNA772931,SAMN22420210,1174407300,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12707905,Illumina NovaSeq 6000,PM177b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM177b,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2015,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110940,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505136,WGS,300,2606404500,PRJNA772931,SAMN22420209,955519309,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707904,Illumina NovaSeq 6000,PM176b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM176b,SRP342348,MIGS.eu,,,,,USA,North America,USA,27.68 N 97.407 W,,,,,,,,,,Texas,2013-05-31,ENVO:01000193,ENVO:01000252,not applicable,not applicable,135244521,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505137,WGS,300,2684429400,PRJNA772931,SAMN22420208,978639059,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707903,Illumina NovaSeq 6000,PM174b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM174b,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2015-04-24,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110806,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505138,WGS,300,2857313400,PRJNA772931,SAMN22420207,1043810968,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707902,Illumina NovaSeq 6000,PM173b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM173b,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2015-04-24,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110809,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505139,WGS,300,2876346300,PRJNA772931,SAMN22420206,1047571956,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12707901,Illumina NovaSeq 6000,PM162,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM162,SRP342348,MIGS.eu,,,,,USA,North America,USA,35.04 N 101.933 W,,,,,,,,,,Texas,2013-06-02,ENVO:01000193,ENVO:01000252,not applicable,not applicable,230170609,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505140,WGS,300,3138678900,PRJNA772931,SAMN22420205,1133539852,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707900,Illumina NovaSeq 6000,PM161,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM161,SRP342348,MIGS.eu,,,,,USA,North America,USA,42.115 N 80.145 W,,,,,,,,,,Pennsylvania,2011-06-21,ENVO:01000193,ENVO:01000252,not applicable,not applicable,241102080,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505141,WGS,300,2698892700,PRJNA772931,SAMN22420204,988626257,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12707899,Illumina NovaSeq 6000,PM158b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM158b,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2014-04-23,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110930,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505142,WGS,300,2481654900,PRJNA772931,SAMN22420203,904456630,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707898,Illumina NovaSeq 6000,PM157,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM157,SRP342348,MIGS.eu,,,,,USA,North America,USA,46.146 N 93.724 W,,,,,,,,,,Minnesota,2011-06-30,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250112106,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505143,WGS,300,2816760300,PRJNA772931,SAMN22420176,1025826927,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707897,Illumina NovaSeq 6000,PM105,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM105,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2014-07-13,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104992,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505144,WGS,300,2056230900,PRJNA772931,SAMN22420202,763443011,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707896,Illumina NovaSeq 6000,PM152,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM152,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2014-04-23,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110939,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505145,WGS,300,27660562800,PRJNA772931,SAMN22420201,9884475222,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12707895,Illumina NovaSeq 6000,PM150,PAIRED,PCR,GENOMIC,Progne subis hesperia,ILLUMINA,2022-02-15T00:00:00Z,PM150,SRP342348,MIGS.eu,,,,,USA,North America,USA,32.614 N 110.772 W,,,,,,,,,,Arizona,2014-06-21,ENVO:01000182,missing,not applicable,not applicable,250110956,blood sample drawn from bird's brachial vein,hesperia,,,,,,,,,,,,,,
SRR16505146,WGS,300,2876196900,PRJNA772931,SAMN22420200,1050638524,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707894,Illumina NovaSeq 6000,PM145,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM145,SRP342348,MIGS.eu,,,,,USA,North America,USA,27.997 N 97.879 W,,,,,,,,,,Texas,2013-05-30,ENVO:01000193,ENVO:01000252,not applicable,not applicable,135244511,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505147,WGS,300,50363458200,PRJNA772931,SAMN22420199,18558115067,UNIVERSITY OF MANITOBA,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12707893,Illumina NovaSeq 6000,PM141,PAIRED,PCR,GENOMIC,Progne subis arboricola,ILLUMINA,2022-02-15T00:00:00Z,PM141,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,48.995 N 123.815 W,,,,,,,,,,British Columbia,2014-05-14,ENVO:01000193,ENVO:01000046,not applicable,not applicable,241186192,tissue sample obtained from specimen,arboricola,,,,,,,,,,,,,,
SRR16505148,WGS,300,2352444000,PRJNA772931,SAMN22420198,856521617,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707892,Illumina NovaSeq 6000,PM140,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM140,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2013-04-19,ENVO:01000252,missing,not applicable,not applicable,250110821,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505149,WGS,300,2502369000,PRJNA772931,SAMN22420197,911428525,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707891,Illumina NovaSeq 6000,PM139,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM139,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2013-04-18,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110815,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505150,WGS,300,2564427300,PRJNA772931,SAMN22420196,934981151,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12707890,Illumina NovaSeq 6000,PM138,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM138,SRP342348,MIGS.eu,,,,,USA,North America,USA,40.39 N 74.001 W,,,,,,,,,,New Jersey,2011-05-07,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253166001,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505151,WGS,300,2562115800,PRJNA772931,SAMN22420195,946730950,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707889,Illumina NovaSeq 6000,PM137,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM137,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2014-07-13,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104991,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505152,WGS,300,2860798500,PRJNA772931,SAMN22420194,1042631608,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707888,Illumina NovaSeq 6000,PM135,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM135,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2014-07-14,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104806,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505153,WGS,300,3209761200,PRJNA772931,SAMN22420193,1163168624,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12707887,Illumina NovaSeq 6000,PM134,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM134,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2013-07-04,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104379,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505154,WGS,300,2758125000,PRJNA772931,SAMN22420175,1010515981,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12707886,Illumina NovaSeq 6000,PM103,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM103,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2014-07-13,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104983,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505155,WGS,300,2563911600,PRJNA772931,SAMN22420192,931581832,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12707885,Illumina NovaSeq 6000,PM133,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM133,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2013-07-03,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104372,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505156,WGS,300,3219629400,PRJNA772931,SAMN22420191,1178583927,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707884,Illumina NovaSeq 6000,PM131,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM131,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2015-04-27,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250128166,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505157,WGS,300,2122055400,PRJNA772931,SAMN22420190,777433920,UNIVERSITY OF MANITOBA,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12707883,Illumina NovaSeq 6000,PM129b,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM129b,SRP342348,MIGS.eu,,,,,USA,North America,USA,42.115 N 80.145 W,,,,,,,,,,Pennsylvania,2012-07-10,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250120662,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505158,WGS,300,2839261800,PRJNA772931,SAMN22420189,1036781074,UNIVERSITY OF MANITOBA,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12707882,Illumina NovaSeq 6000,PM128,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM128,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2014-04-24,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110952,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505159,WGS,300,2278624200,PRJNA772931,SAMN22420188,834157143,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12707881,Illumina NovaSeq 6000,PM127,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM127,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2014-04-22,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110906,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505160,WGS,300,2772037200,PRJNA772931,SAMN22420187,1020934113,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12707880,Illumina NovaSeq 6000,PM126,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM126,SRP342348,MIGS.eu,,,,,USA,North America,USA,28.36 N 81.588 W,,,,,,,,,,Florida,2013-04-19,ENVO:01000193,ENVO:01000252,not applicable,not applicable,250110825,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505161,WGS,300,2478391200,PRJNA772931,SAMN22420186,917618083,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12707879,Illumina NovaSeq 6000,PM125,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM125,SRP342348,MIGS.eu,,,,,USA,North America,USA,45.598 N 98.31 W,,,,,,,,,,South Dakota,2011-06-27,ENVO:01000193,ENVO:01000252,not applicable,not applicable,233184529,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505162,WGS,300,3671033400,PRJNA772931,SAMN22420185,1328416262,UNIVERSITY OF MANITOBA,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12707878,Illumina NovaSeq 6000,PM117,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM117,SRP342348,MIGS.eu,,,,,USA,North America,USA,40.39 N 74.001 W,,,,,,,,,,New Jersey,2011-07-06,ENVO:01000193,ENVO:01000252,not applicable,not applicable,233122624,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505163,WGS,300,2532969600,PRJNA772931,SAMN22420184,924261563,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707877,Illumina NovaSeq 6000,PM116,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM116,SRP342348,MIGS.eu,,,,,USA,North America,USA,35.04 N 101.933 W,,,,,,,,,,Texas,2013-06-02,ENVO:01000193,ENVO:01000252,not applicable,not applicable,230170900,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505164,WGS,300,2596539300,PRJNA772931,SAMN22420183,952479906,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707876,Illumina NovaSeq 6000,PM115,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM115,SRP342348,MIGS.eu,,,,,USA,North America,USA,35.04 N 101.933 W,,,,,,,,,,Texas,2013-06-02,ENVO:01000193,ENVO:01000252,not applicable,not applicable,230170604,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505165,WGS,300,2878844400,PRJNA772931,SAMN22420174,1050743450,UNIVERSITY OF MANITOBA,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12707875,Illumina NovaSeq 6000,PM102,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM102,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2014-07-13,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104978,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR16505166,WGS,300,2455102500,PRJNA772931,SAMN22420173,893431358,UNIVERSITY OF MANITOBA,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12707874,Illumina NovaSeq 6000,PM100,PAIRED,PCR,GENOMIC,Progne subis subis,ILLUMINA,2022-02-15T00:00:00Z,PM100,SRP342348,MIGS.eu,,,,,Canada,North America,Canada,52.391 N 113.612 W,,,,,,,,,,Alberta,2014-07-13,ENVO:01000193,ENVO:01000252,not applicable,not applicable,253104466,blood sample drawn from bird's brachial vein,subis,,,,,,,,,,,,,,
SRR10835179,WGS,300,7867398000,PRJNA599025,SAMN13737514,3114912459,ZHEJIANG UNIVERSITY OF TECHNOLOGY,public,"fastq,sra",s3,s3.us-east-1,SRX7507049,Illumina HiSeq 2500,Q538949,PAIRED,RANDOM,GENOMIC,Anas poecilorhyncha,ILLUMINA,2020-01-24T00:00:00Z,Q538949,SRP239593,Model organism or animal,male,blood,sexual maturation,,,,,,,,,,,,,,,,,,,,,,,,,Anas poecilorhyncha-10,,,,,,,,,,,,
SRR10835180,WGS,300,6585876300,PRJNA599025,SAMN13737513,2644086007,ZHEJIANG UNIVERSITY OF TECHNOLOGY,public,"fastq,sra",s3,s3.us-east-1,SRX7507048,Illumina HiSeq 2500,Q538932,PAIRED,RANDOM,GENOMIC,Anas poecilorhyncha,ILLUMINA,2020-01-24T00:00:00Z,Q538932,SRP239593,Model organism or animal,female,blood,sexual maturation,,,,,,,,,,,,,,,,,,,,,,,,,Anas poecilorhyncha-9,,,,,,,,,,,,
SRR10835181,WGS,300,6093615000,PRJNA599025,SAMN13737512,2396159564,ZHEJIANG UNIVERSITY OF TECHNOLOGY,public,"sra,fastq",s3,s3.us-east-1,SRX7507047,Illumina HiSeq 2500,Q538852,PAIRED,RANDOM,GENOMIC,Anas poecilorhyncha,ILLUMINA,2020-01-24T00:00:00Z,Q538852,SRP239593,Model organism or animal,male,blood,sexual maturation,,,,,,,,,,,,,,,,,,,,,,,,,Anas poecilorhyncha-8,,,,,,,,,,,,
SRR10835182,WGS,300,6094672500,PRJNA599025,SAMN13737511,2430546700,ZHEJIANG UNIVERSITY OF TECHNOLOGY,public,"fastq,sra",s3,s3.us-east-1,SRX7507046,Illumina HiSeq 2500,P289334,PAIRED,RANDOM,GENOMIC,Anas poecilorhyncha,ILLUMINA,2020-01-24T00:00:00Z,P289334,SRP239593,Model organism or animal,female,blood,sexual maturation,,,,,,,,,,,,,,,,,,,,,,,,,Anas poecilorhyncha-7,,,,,,,,,,,,
SRR10835183,WGS,300,5931841800,PRJNA599025,SAMN13737510,2310005690,ZHEJIANG UNIVERSITY OF TECHNOLOGY,public,"fastq,sra",s3,s3.us-east-1,SRX7507045,Illumina HiSeq 2500,P289316,PAIRED,RANDOM,GENOMIC,Anas poecilorhyncha,ILLUMINA,2020-01-24T00:00:00Z,P289316,SRP239593,Model organism or animal,female,blood,sexual maturation,,,,,,,,,,,,,,,,,,,,,,,,,Anas poecilorhyncha-6,,,,,,,,,,,,
SRR10835184,WGS,300,9575010000,PRJNA599025,SAMN13737509,3823522056,ZHEJIANG UNIVERSITY OF TECHNOLOGY,public,"sra,fastq",s3,s3.us-east-1,SRX7507044,Illumina HiSeq 2500,P289124,PAIRED,RANDOM,GENOMIC,Anas poecilorhyncha,ILLUMINA,2020-01-24T00:00:00Z,P289124,SRP239593,Model organism or animal,male,blood,sexual maturation,,,,,,,,,,,,,,,,,,,,,,,,,Anas poecilorhyncha-5,,,,,,,,,,,,
